GEOID,CAT,HH,MOVE_OUT,MOVE_IN,MOVE_WITHIN,MOVE_IN_RATE,MOVE_OUT_RATE,MOVE_WITHIN_RATE
17031020100,very_low,2277,171,152,24,0.0667545015371102,0.075098814229249,0.0105401844532279
17031020200,high,1496,87,130,10,0.0868983957219251,0.0581550802139037,0.00668449197860963
17031020200,low,1284,84,78,6,0.0607476635514019,0.0654205607476636,0.00467289719626168
17031020200,middle,1609,97,86,11,0.0534493474207582,0.0602858918582971,0.00683654443753884
17031020200,very_low,820,42,52,7,0.0634146341463415,0.051219512195122,0.00853658536585366
17031020301,high,1028,70,73,8,0.071011673151751,0.0680933852140078,0.00778210116731518
17031020301,low,1632,59,109,14,0.0667892156862745,0.0361519607843137,0.00857843137254902
17031020301,middle,1172,62,93,9,0.0793515358361775,0.052901023890785,0.00767918088737201
17031020301,very_low,2519,61,153,14,0.0607383882493053,0.0242159587137753,0.0055577610162763
17031020302,high,2228,177,182,15,0.0816876122082585,0.079443447037702,0.00673249551166966
17031020302,low,2916,202,184,27,0.0631001371742112,0.0692729766803841,0.00925925925925926
17031020302,middle,2682,214,197,37,0.0734526472781506,0.0797912005965697,0.0137956748695004
17031020302,very_low,1675,113,116,13,0.0692537313432836,0.0674626865671642,0.00776119402985075
17031020400,high,1375,82,109,10,0.0792727272727273,0.0596363636363636,0.00727272727272727
17031020400,low,3666,311,267,32,0.0728314238952537,0.0848336061102019,0.00872885979268958
17031020400,middle,2130,135,135,17,0.0633802816901408,0.0633802816901408,0.007981220657277
17031020400,very_low,2915,212,219,19,0.0751286449399657,0.0727272727272727,0.0065180102915952
17031020500,high,296,14,23,2,0.0777027027027027,0.0472972972972973,0.00675675675675676
17031020500,low,5873,407,338,58,0.0575515068959646,0.0693001872978035,0.00987570236676315
17031020500,middle,2701,171,144,45,0.0533135875601629,0.0633098852276935,0.0166604961125509
17031020500,very_low,7042,477,534,57,0.0758307299062766,0.0677364385117864,0.0080942913944902
17031020601,high,621,24,30,7,0.0483091787439614,0.0386473429951691,0.0112721417069243
17031020601,low,4701,355,225,51,0.0478621569878749,0.0755158476919804,0.0108487555839183
17031020601,middle,3655,251,180,38,0.0492476060191518,0.0686730506155951,0.0103967168262654
17031020601,very_low,3162,208,140,53,0.0442757748260595,0.0657811511701455,0.0167615433270082
17031020602,high,1975,99,127,17,0.0643037974683544,0.050126582278481,0.00860759493670886
17031020602,low,2093,85,116,14,0.0554228380315337,0.0406115623506928,0.00668896321070234
17031020602,middle,2775,150,138,24,0.0497297297297297,0.0540540540540541,0.00864864864864865
17031020602,very_low,1061,43,63,6,0.05937794533459,0.0405278039585297,0.0056550424128181
17031020701,high,1267,98,124,6,0.0978689818468824,0.0773480662983425,0.00473559589581689
17031020701,low,571,34,51,2,0.0893169877408056,0.0595446584938704,0.00350262697022767
17031020701,middle,754,53,85,5,0.112732095490716,0.0702917771883289,0.00663129973474801
17031020701,very_low,200,19,13,2,0.065,0.095,0.01
17031020702,high,1517,77,92,8,0.0606460118655241,0.0507580751483191,0.00527356624917601
17031020702,low,4909,312,305,47,0.0621307801996333,0.0635567325320839,0.00957425137502546
17031020702,middle,5064,337,322,53,0.0635860979462875,0.0665481832543444,0.0104660347551343
17031020702,very_low,5046,295,320,39,0.0634165675782798,0.0584621482362267,0.00772889417360285
17031020801,high,2114,106,130,15,0.0614947965941343,0.0501419110690634,0.00709555345316935
17031020801,low,4100,247,259,32,0.0631707317073171,0.0602439024390244,0.00780487804878049
17031020801,middle,5041,271,286,36,0.0567347748462607,0.0537591747669113,0.00714144019043841
17031020801,very_low,2210,106,142,15,0.0642533936651584,0.0479638009049774,0.00678733031674208
17031020802,high,1949,110,129,13,0.0661877886095434,0.0564391995895331,0.00667008722421755
17031020802,low,4988,327,281,52,0.0563352044907779,0.0655573376102646,0.0104250200481155
17031020802,middle,4516,305,260,60,0.0575730735163862,0.0675376439326838,0.0132860938883968
17031020802,very_low,3476,226,235,41,0.0676064441887227,0.0650172612197929,0.011795166858458
17031020901,high,391,22,32,1,0.0818414322250639,0.0562659846547315,0.00255754475703325
17031020901,low,6016,492,393,41,0.0653257978723404,0.081781914893617,0.00681515957446809
17031020901,middle,3034,253,189,22,0.0622940013183916,0.0833882663150956,0.00725115359261701
17031020901,very_low,3858,285,284,32,0.0736132711249352,0.0738724727838258,0.00829445308449974
17031020902,high,221,12,14,1,0.0633484162895928,0.0542986425339367,0.00452488687782806
17031020902,low,4332,269,239,18,0.0551708217913204,0.0620960295475531,0.00415512465373961
17031020902,middle,2126,152,131,15,0.061618062088429,0.0714957666980245,0.0070555032925682
17031020902,very_low,3456,197,205,15,0.0593171296296296,0.0570023148148148,0.00434027777777778
17031030101,high,878,74,118,7,0.134396355353075,0.0842824601366743,0.00797266514806378
17031030101,low,4200,425,259,17,0.0616666666666667,0.101190476190476,0.00404761904761905
17031030101,middle,802,107,77,1,0.0960099750623441,0.133416458852868,0.00124688279301746
17031030101,very_low,6690,720,652,46,0.0974588938714499,0.10762331838565,0.00687593423019432
17031030102,high,360,28,39,3,0.108333333333333,0.0777777777777778,0.00833333333333333
17031030102,low,2316,206,187,17,0.0807426597582038,0.0889464594127807,0.00734024179620035
17031030102,middle,875,90,101,7,0.115428571428571,0.102857142857143,0.008
17031030102,very_low,6718,718,640,43,0.0952664483477225,0.106877046740101,0.00640071449836261
17031030103,high,43,7,2,0,0.0465116279069768,0.162790697674419,0
17031030103,low,1294,153,91,1,0.0703245749613601,0.118238021638331,0.000772797527047913
17031030103,middle,312,33,18,0,0.0576923076923077,0.105769230769231,0
17031030103,very_low,4077,454,396,8,0.0971302428256071,0.111356389502085,0.00196222712779004
17031030104,high,43,3,1,0,0.0232558139534884,0.0697674418604651,0
17031030104,low,1601,147,98,5,0.061211742660837,0.0918176139912555,0.00312304809494066
17031030104,middle,254,19,17,0,0.0669291338582677,0.0748031496062992,0
17031030104,very_low,4005,374,315,21,0.0786516853932584,0.0933832709113608,0.0052434456928839
17031030200,high,3928,313,457,30,0.116344195519348,0.0796843177189409,0.00763747454175153
17031030200,low,5892,530,531,56,0.090122199592668,0.0899524779361847,0.00950441276306857
17031030200,middle,4669,408,416,35,0.0890983079888627,0.0873848789890769,0.00749625187406297
17031030200,very_low,3804,252,322,20,0.0846477392218717,0.0662460567823344,0.00525762355415352
17031030300,high,171,13,13,3,0.0760233918128655,0.0760233918128655,0.0175438596491228
17031030300,low,2956,199,193,19,0.0652909336941813,0.0673207036535859,0.0064276048714479
17031030300,middle,1251,95,96,10,0.0767386091127098,0.0759392486011191,0.00799360511590728
17031030300,very_low,4695,341,382,39,0.0813631522896699,0.0726304579339723,0.00830670926517572
17031030400,high,743,61,95,8,0.1278600269179,0.082099596231494,0.0107671601615074
17031030400,low,2397,231,235,20,0.0980392156862745,0.0963704630788486,0.00834376303712975
17031030400,middle,1244,100,101,8,0.0811897106109325,0.0803858520900322,0.00643086816720257
17031030400,very_low,3985,313,355,48,0.0890840652446675,0.0785445420326223,0.0120451693851945
17031030500,high,4141,341,419,48,0.101183289060613,0.0823472591161555,0.0115914030427433
17031030500,low,7827,752,821,71,0.104893318001789,0.0960776798262425,0.00907116391976492
17031030500,middle,6641,639,760,63,0.114440596295739,0.0962204487276013,0.00948652311398886
17031030500,very_low,3794,368,368,34,0.0969952556668424,0.0969952556668424,0.00896151818661044
17031030601,high,141,3,15,1,0.106382978723404,0.0212765957446809,0.00709219858156028
17031030601,low,3057,289,209,13,0.0683676807327445,0.094537127903173,0.00425253516519464
17031030601,middle,665,61,49,2,0.0736842105263158,0.0917293233082707,0.00300751879699248
17031030601,very_low,7405,701,598,35,0.0807562457798785,0.0946657663740716,0.00472653612424038
17031030603,high,81,10,6,0,0.0740740740740741,0.123456790123457,0
17031030603,low,1679,184,122,9,0.0726622989874926,0.10958904109589,0.00536033353186421
17031030603,middle,352,29,29,2,0.0823863636363636,0.0823863636363636,0.00568181818181818
17031030603,very_low,6717,728,610,52,0.0908143516450796,0.108381718028882,0.00774155128777728
17031030604,high,436,33,39,0,0.0894495412844037,0.0756880733944954,0
17031030604,low,4102,471,268,23,0.0653339834227206,0.114822038030229,0.00560702096538274
17031030604,middle,1436,168,160,7,0.11142061281337,0.116991643454039,0.00487465181058496
17031030604,very_low,6844,602,517,55,0.0755406195207481,0.0879602571595558,0.00803623611922852
17031030701,high,47,2,2,0,0.0425531914893617,0.0425531914893617,0
17031030701,low,2135,204,236,12,0.110538641686183,0.0955503512880562,0.00562060889929742
17031030701,middle,268,18,16,0,0.0597014925373134,0.0671641791044776,0
17031030701,very_low,4005,516,420,28,0.104868913857678,0.128838951310861,0.00699126092384519
17031030702,high,165,13,1,0,0.00606060606060606,0.0787878787878788,0
17031030702,low,1481,126,97,0,0.0654962862930452,0.0850776502363268,0
17031030702,middle,626,49,13,0,0.0207667731629393,0.0782747603833866,0
17031030702,very_low,1042,76,62,1,0.0595009596928983,0.072936660268714,0.000959692898272553
17031030703,high,927,105,110,7,0.11866235167206,0.11326860841424,0.0075512405609493
17031030703,low,3774,312,315,20,0.0834658187599364,0.082670906200318,0.00529941706412295
17031030703,middle,821,63,58,3,0.0706455542021925,0.0767356881851401,0.00365408038976857
17031030703,very_low,7003,642,631,44,0.0901042410395545,0.0916749964301014,0.00628302156218763
17031030706,high,635,56,81,2,0.12755905511811,0.0881889763779528,0.0031496062992126
17031030706,low,6855,601,589,29,0.0859226841721371,0.087673231218089,0.00423048869438366
17031030706,middle,2048,166,158,5,0.0771484375,0.0810546875,0.00244140625
17031030706,very_low,8176,581,724,47,0.0885518590998043,0.0710616438356164,0.00574853228962818
17031030800,high,7146,669,764,76,0.106912958298349,0.0936188077246012,0.010635320458998
17031030800,low,2828,323,302,19,0.106789250353607,0.114214992927864,0.00671852899575672
17031030800,middle,5147,582,535,62,0.103944045074801,0.113075578006606,0.0120458519525937
17031030800,very_low,658,75,57,5,0.0866261398176292,0.113981762917933,0.00759878419452888
17031030900,high,2862,282,386,26,0.13487071977638,0.0985324947589099,0.00908455625436758
17031030900,low,2881,302,319,23,0.110725442554669,0.104824713641097,0.00798333911836168
17031030900,middle,3801,347,440,33,0.115759010786635,0.0912917653249145,0.00868192580899763
17031030900,very_low,605,56,87,5,0.143801652892562,0.0925619834710744,0.00826446280991736
17031031000,high,2125,184,216,13,0.101647058823529,0.0865882352941176,0.00611764705882353
17031031000,low,5639,687,609,47,0.107997871963114,0.121830111721937,0.00833481113672637
17031031000,middle,4027,458,521,39,0.129376707226223,0.113732306928234,0.00968462875589769
17031031000,very_low,3149,355,297,23,0.0943156557637345,0.112734201333757,0.00730390600190537
17031031100,high,3367,336,352,39,0.104544104544105,0.0997920997920998,0.0115830115830116
17031031100,low,5713,693,520,66,0.0910204796079118,0.121302293015929,0.0115525993348503
17031031100,middle,5197,656,624,68,0.120069270733115,0.126226669232249,0.01308447181066
17031031100,very_low,4634,523,434,70,0.0936555891238671,0.112861458782909,0.0151057401812689
17031031200,high,29,0,0,0,0,0,0
17031031200,low,1804,115,115,11,0.0637472283813747,0.0637472283813747,0.00609756097560976
17031031200,middle,317,30,19,3,0.0599369085173502,0.0946372239747634,0.00946372239747634
17031031200,very_low,12657,952,915,59,0.0722920123251955,0.0752152958837007,0.0046614521608596
17031031300,high,547,29,42,2,0.076782449725777,0.0530164533820841,0.0036563071297989
17031031300,low,7253,589,473,40,0.0652143940438439,0.0812077760926513,0.00551495932717496
17031031300,middle,2329,220,207,12,0.0888793473593817,0.094461142121082,0.0051524259338772
17031031300,very_low,13586,1080,1137,72,0.0836890917120565,0.079493596349183,0.00529957308994553
17031031400,high,3732,469,454,32,0.121650589496249,0.12566988210075,0.00857449088960343
17031031400,low,5194,684,559,25,0.107624181748171,0.131690412013862,0.00481324605313824
17031031400,middle,6984,1093,834,57,0.119415807560137,0.156500572737686,0.00816151202749141
17031031400,very_low,446,30,46,3,0.103139013452915,0.0672645739910314,0.00672645739910314
17031031501,high,69,1,2,1,0.0289855072463768,0.0144927536231884,0.0144927536231884
17031031501,low,2317,172,120,0,0.0517911091929219,0.0742339231765214,0
17031031501,middle,286,18,17,0,0.0594405594405594,0.0629370629370629,0
17031031501,very_low,11504,1010,869,24,0.0755389429763561,0.0877955493741307,0.00208623087621697
17031031502,high,50,5,2,0,0.04,0.1,0
17031031502,low,1689,162,130,10,0.0769686204854944,0.0959147424511545,0.0059206631142688
17031031502,middle,191,19,16,0,0.0837696335078534,0.0994764397905759,0
17031031502,very_low,13351,1012,887,156,0.0664369710134072,0.0757995655756123,0.0116845180136319
17031031700,high,1323,97,107,12,0.0808767951625095,0.073318216175359,0.0090702947845805
17031031700,low,5984,641,509,53,0.0850601604278075,0.107118983957219,0.00885695187165775
17031031700,middle,1627,172,174,20,0.106945298094653,0.105716041794714,0.0122925629993854
17031031700,very_low,14368,1482,1284,147,0.0893652561247216,0.103145879732739,0.0102310690423163
17031031800,high,566,67,57,2,0.100706713780919,0.118374558303887,0.00353356890459364
17031031800,low,2327,375,338,25,0.145251396648045,0.161151697464547,0.0107434464976364
17031031800,middle,1857,233,207,17,0.111470113085622,0.125471190091546,0.00915455035002693
17031031800,very_low,1398,195,179,5,0.128040057224607,0.139484978540773,0.00357653791130186
17031031900,high,1673,163,143,8,0.0854751942618051,0.0974297668858338,0.00478182904961148
17031031900,low,2479,331,232,22,0.0935861234368697,0.133521581282775,0.00887454618797902
17031031900,middle,3489,530,356,21,0.102034967039266,0.151905990255087,0.0060189165950129
17031031900,very_low,1335,161,144,12,0.107865168539326,0.12059925093633,0.00898876404494382
17031032100,high,1869,156,184,16,0.0984483681112895,0.0834670947030498,0.00856072766185126
17031032100,low,14959,2021,1366,148,0.0913162644561802,0.135102613811084,0.00989370947255833
17031032100,middle,2775,307,228,17,0.0821621621621622,0.110630630630631,0.00612612612612613
17031032100,very_low,10437,1192,944,80,0.0904474465842675,0.114209063907253,0.00766503784612437
17031040100,high,2146,197,233,18,0.108574091332712,0.0917986952469711,0.00838769804287046
17031040100,low,3729,370,355,20,0.0951997854652722,0.0992223116116921,0.0053633681952266
17031040100,middle,3327,313,396,28,0.1190261496844,0.0940787496242861,0.00841599038172528
17031040100,very_low,1808,178,165,11,0.0912610619469027,0.0984513274336283,0.00608407079646018
17031040201,high,2865,260,289,22,0.10087260034904,0.0907504363001745,0.00767888307155323
17031040201,low,6562,655,676,53,0.10301737275221,0.0998171289241085,0.00807680585187443
17031040201,middle,6493,618,667,46,0.102726012628985,0.0951794239950716,0.00708455259510242
17031040201,very_low,5174,467,511,38,0.0987630459992269,0.0902589872439119,0.00734441437959026
17031040202,high,930,51,46,6,0.0494623655913979,0.0548387096774194,0.00645161290322581
17031040202,low,8693,694,585,111,0.0672955251351662,0.0798343494765904,0.0127688945128264
17031040202,middle,5465,367,350,73,0.0640439158279964,0.0671546203110705,0.0133577310155535
17031040202,very_low,4960,387,357,59,0.0719758064516129,0.0780241935483871,0.0118951612903226
17031040300,high,1197,72,114,4,0.0952380952380952,0.0601503759398496,0.00334168755221387
17031040300,low,1416,105,91,7,0.0642655367231639,0.0741525423728814,0.00494350282485876
17031040300,middle,2051,128,155,7,0.07557289127255,0.0624085811799122,0.00341296928327645
17031040300,very_low,626,29,38,1,0.060702875399361,0.0463258785942492,0.00159744408945687
17031040401,high,2452,230,291,19,0.118678629690049,0.0938009787928222,0.00774877650897227
17031040401,low,2769,276,291,8,0.105092091007584,0.0996749729144095,0.00288912964969303
17031040401,middle,3009,329,368,14,0.122299767364573,0.109338650714523,0.00465270854104354
17031040401,very_low,993,117,83,4,0.0835850956696878,0.117824773413897,0.0040281973816717
17031040402,high,3940,537,539,41,0.136802030456853,0.136294416243655,0.0104060913705584
17031040402,low,6144,909,762,77,0.1240234375,0.14794921875,0.0125325520833333
17031040402,middle,4888,652,655,69,0.134001636661211,0.133387888707038,0.0141162029459902
17031040402,very_low,3906,480,439,52,0.112391193036354,0.122887864823349,0.0133128520225294
17031040600,high,2503,229,282,20,0.112664802237315,0.0914902117459049,0.00799041150619257
17031040600,low,2765,322,296,22,0.107052441229656,0.116455696202532,0.00795660036166365
17031040600,middle,2802,350,328,20,0.117059243397573,0.124910778015703,0.00713775874375446
17031040600,very_low,1805,224,208,8,0.115235457063712,0.12409972299169,0.00443213296398892
17031040700,high,2872,253,324,19,0.112813370473538,0.088091922005571,0.00661559888579387
17031040700,low,3015,333,323,25,0.107131011608624,0.11044776119403,0.00829187396351576
17031040700,middle,3121,370,357,20,0.114386414610702,0.118551746235181,0.00640820249919898
17031040700,very_low,2019,203,183,13,0.0906389301634472,0.100544824170381,0.00643883110450718
17031040800,high,1787,166,229,10,0.128147733631785,0.0928931169557918,0.00559597090095132
17031040800,low,1687,237,170,15,0.10077059869591,0.140486069946651,0.00889152341434499
17031040800,middle,1589,179,191,11,0.120201384518565,0.112649465072373,0.00692259282567653
17031040800,very_low,684,80,85,2,0.124269005847953,0.116959064327485,0.00292397660818713
17031040900,high,946,91,93,9,0.0983086680761099,0.0961945031712474,0.00951374207188161
17031040900,low,2557,341,327,19,0.12788423934298,0.133359405553383,0.00743058271411811
17031040900,middle,1966,226,224,11,0.113936927772126,0.114954221770092,0.00559511698880977
17031040900,very_low,2398,301,244,26,0.101751459549625,0.125521267723103,0.0108423686405338
17031050100,high,3807,417,393,16,0.103230890464933,0.109535066981876,0.00420278434462832
17031050100,low,2244,311,268,14,0.119429590017825,0.138591800356506,0.00623885918003565
17031050100,middle,2547,319,330,16,0.129564193168433,0.125245386729486,0.00628190027483314
17031050100,very_low,834,89,98,7,0.117505995203837,0.106714628297362,0.00839328537170264
17031050200,high,4969,443,627,45,0.126182330448782,0.0891527470315959,0.00905614811833367
17031050200,low,3352,335,314,26,0.0936754176610978,0.0999403341288783,0.00775656324582339
17031050200,middle,5038,467,592,49,0.11750694720127,0.092695514092894,0.00972608177848353
17031050200,very_low,2521,151,231,12,0.0916303054343514,0.0598968663228877,0.00476001586671956
17031050300,high,2572,248,336,30,0.130637636080871,0.0964230171073095,0.0116640746500778
17031050300,low,1671,165,179,6,0.107121484141233,0.0987432675044883,0.00359066427289048
17031050300,middle,2289,196,222,19,0.0969855832241153,0.0856269113149847,0.00830056793359546
17031050300,very_low,338,29,33,5,0.0976331360946746,0.0857988165680473,0.014792899408284
17031050500,high,7985,714,976,139,0.12222917971196,0.0894176581089543,0.017407639323732
17031050500,low,2984,335,312,38,0.10455764075067,0.112265415549598,0.0127345844504021
17031050500,middle,4362,448,452,52,0.103622191655204,0.102705181109583,0.0119211370930766
17031050500,very_low,247,28,24,7,0.097165991902834,0.11336032388664,0.0283400809716599
17031050600,high,3790,419,508,25,0.134036939313984,0.110554089709763,0.00659630606860158
17031050600,low,1708,255,201,5,0.11768149882904,0.149297423887588,0.00292740046838408
17031050600,middle,1812,226,228,11,0.125827814569536,0.124724061810155,0.00607064017660044
17031050600,very_low,55,5,5,0,0.0909090909090909,0.0909090909090909,0
17031050700,high,1842,269,310,14,0.168295331161781,0.146036916395223,0.00760043431053203
17031050700,low,923,128,113,4,0.122426868905742,0.138678223185265,0.00433369447453955
17031050700,middle,1027,186,155,3,0.150925024342746,0.181110029211295,0.00292112950340798
17031050700,very_low,46,9,7,0,0.152173913043478,0.195652173913043,0
17031050800,high,2479,255,370,7,0.149253731343284,0.102864058087939,0.00282371924162969
17031050800,low,359,46,56,1,0.155988857938719,0.128133704735376,0.00278551532033426
17031050800,middle,1020,148,132,1,0.129411764705882,0.145098039215686,0.000980392156862745
17031050800,very_low,5,1,0,0,0,0.2,0
17031050900,high,2304,230,282,6,0.122395833333333,0.0998263888888889,0.00260416666666667
17031050900,low,1050,123,128,3,0.121904761904762,0.117142857142857,0.00285714285714286
17031050900,middle,1352,174,181,7,0.13387573964497,0.128698224852071,0.00517751479289941
17031050900,very_low,294,39,26,1,0.0884353741496599,0.13265306122449,0.00340136054421769
17031051000,high,2246,229,348,6,0.154942119323241,0.101959038290294,0.00267141585040071
17031051000,low,1633,224,200,6,0.122473974280465,0.137170851194121,0.00367421922841396
17031051000,middle,687,93,119,5,0.173216885007278,0.135371179039301,0.00727802037845706
17031051000,very_low,105,11,10,1,0.0952380952380952,0.104761904761905,0.00952380952380953
17031051100,high,2311,258,302,15,0.130679359584595,0.111639982691476,0.00649069666810904
17031051100,low,1342,223,215,7,0.160208643815201,0.166169895678092,0.00521609538002981
17031051100,middle,747,103,126,5,0.168674698795181,0.137884872824632,0.00669344042838019
17031051100,very_low,639,70,86,2,0.134585289514867,0.109546165884194,0.00312989045383412
17031051200,high,2478,319,367,11,0.148103309120258,0.128732849071832,0.00443906376109766
17031051200,low,618,112,89,2,0.144012944983819,0.181229773462783,0.00323624595469256
17031051200,middle,1775,284,286,6,0.16112676056338,0.16,0.00338028169014085
17031051200,very_low,46,1,4,0,0.0869565217391304,0.0217391304347826,0
17031051300,high,4481,522,723,52,0.161347913412185,0.116491854496764,0.0116045525552332
17031051300,low,157,21,19,0,0.121019108280255,0.133757961783439,0
17031051300,middle,1250,152,160,8,0.128,0.1216,0.0064
17031051300,very_low,0,0,0,0,,,
17031051400,high,1703,190,250,22,0.146799765120376,0.111567821491486,0.0129183793305931
17031051400,low,1524,210,197,22,0.129265091863517,0.137795275590551,0.0144356955380577
17031051400,middle,1146,142,206,20,0.179755671902269,0.1239092495637,0.0174520069808028
17031051400,very_low,2421,311,236,39,0.097480380008261,0.12845931433292,0.0161090458488228
17031060100,high,4924,595,624,28,0.126726238830219,0.120836718115353,0.00568643379366369
17031060100,low,1123,160,128,5,0.113980409617097,0.142475512021371,0.00445235975066785
17031060100,middle,2561,370,296,14,0.115579851620461,0.144474814525576,0.00546661460367044
17031060100,very_low,51,5,6,0,0.117647058823529,0.0980392156862745,0
17031060200,high,1127,97,109,5,0.0967169476486247,0.0860692102928128,0.00443655723158829
17031060200,low,3815,528,475,47,0.124508519003932,0.138401048492792,0.0123197903014417
17031060200,middle,2572,332,273,29,0.106143079315708,0.129082426127527,0.0112752721617418
17031060200,very_low,400,62,50,1,0.125,0.155,0.0025
17031060300,high,5520,719,794,23,0.143840579710145,0.130253623188406,0.00416666666666667
17031060300,low,975,133,133,10,0.136410256410256,0.136410256410256,0.0102564102564103
17031060300,middle,2007,306,248,7,0.123567513702043,0.152466367713004,0.00348779272546089
17031060300,very_low,45,5,5,0,0.111111111111111,0.111111111111111,0
17031060400,high,7340,998,1015,56,0.138283378746594,0.135967302452316,0.00762942779291553
17031060400,low,303,53,52,0,0.171617161716172,0.174917491749175,0
17031060400,middle,3433,647,495,31,0.144188756189921,0.188464899504806,0.00903000291290417
17031060400,very_low,40,4,4,0,0.1,0.1,0
17031060500,high,616,50,67,4,0.108766233766234,0.0811688311688312,0.00649350649350649
17031060500,low,781,69,95,3,0.121638924455826,0.088348271446863,0.00384122919334187
17031060500,middle,1069,105,100,3,0.0935453695042095,0.09822263797942,0.00280636108512629
17031060500,very_low,2859,226,179,6,0.0626093039524309,0.0790486183980413,0.00209863588667366
17031060800,high,4095,650,516,31,0.126007326007326,0.158730158730159,0.00757020757020757
17031060800,low,4471,661,568,38,0.127040930440617,0.147841646164169,0.00849921717736524
17031060800,middle,8671,1425,1098,60,0.12662899319571,0.164340906469842,0.00691961711451966
17031060800,very_low,317,19,48,2,0.151419558359621,0.0599369085173502,0.00630914826498423
17031060900,high,3773,478,342,21,0.0906440498277233,0.126689636893719,0.00556586270871985
17031060900,low,11090,1494,1061,94,0.0956717763751127,0.134715960324617,0.0084761045987376
17031060900,middle,11361,1453,1082,95,0.0952380952380952,0.127893671331749,0.00836193997007306
17031060900,very_low,4842,596,500,33,0.103263114415531,0.123089632383313,0.00681536555142503
