GEOID,CAT,HH,MOVE_OUT,MOVE_IN,MOVE_WITHIN,MOVE_IN_RATE,MOVE_OUT_RATE,MOVE_WITHIN_RATE
06037139001,middle,3120,383,323,12,0.103525641025641,0.12275641025641,0.00384615384615385
06037139001,very_low,358,23,32,2,0.0893854748603352,0.0642458100558659,0.00558659217877095
06037139200,high,4005,514,516,25,0.128838951310861,0.128339575530587,0.00624219725343321
06037139200,low,3156,380,342,18,0.108365019011407,0.120405576679341,0.00570342205323194
06037139200,middle,3720,440,474,24,0.12741935483871,0.118279569892473,0.00645161290322581
06037139200,very_low,926,112,102,11,0.110151187904968,0.120950323974082,0.0118790496760259
06037139301,high,3547,408,541,15,0.152523259092191,0.115026783197068,0.00422892585283338
06037139301,low,1,1,0,0,0,1,0
06037139301,middle,106,9,14,0,0.132075471698113,0.0849056603773585,0
06037139301,very_low,0,0,0,0,,,
06037139302,high,645,63,38,4,0.0589147286821705,0.0976744186046512,0.0062015503875969
06037139302,low,4183,506,458,35,0.109490796079369,0.120965814009084,0.0083672005737509
06037139302,middle,4495,496,394,23,0.0876529477196885,0.110344827586207,0.00511679644048943
06037139302,very_low,3215,301,331,24,0.102954898911353,0.0936236391912908,0.00746500777604977
06037139303,high,424,42,25,1,0.0589622641509434,0.0990566037735849,0.00235849056603774
06037139303,low,4934,546,453,16,0.0918119173084718,0.110660721524118,0.00324280502634779
06037139303,middle,3682,388,297,17,0.0806626833242803,0.105377512221619,0.00461705594785443
06037139303,very_low,2826,297,241,13,0.0852795470629866,0.105095541401274,0.0046001415428167
06037139401,high,3831,171,287,8,0.0749151657530671,0.0446358653093187,0.00208822761681023
06037139401,low,2011,146,188,3,0.0934858279462954,0.0726006961710592,0.00149179512680259
06037139401,middle,2674,233,189,6,0.0706806282722513,0.0871353777112939,0.00224382946896036
06037139401,very_low,2219,180,206,7,0.0928346101847679,0.0811176205497972,0.00315457413249211
06037139402,high,1533,117,166,2,0.108284409654273,0.076320939334638,0.00130463144161774
06037139402,low,13,0,0,0,0,0,0
06037139402,middle,58,3,7,0,0.120689655172414,0.0517241379310345,0
06037139402,very_low,8,0,2,0,0.25,0,0
06037139502,high,2983,311,378,25,0.126718069057995,0.104257458933959,0.00838082467314784
06037139502,low,722,67,66,3,0.0914127423822715,0.092797783933518,0.00415512465373961
06037139502,middle,840,84,88,2,0.104761904761905,0.1,0.00238095238095238
06037139502,very_low,126,12,7,0,0.0555555555555556,0.0952380952380952,0
06037139503,high,746,73,57,2,0.0764075067024129,0.0978552278820375,0.00268096514745308
06037139503,low,6159,643,569,37,0.0923851274557558,0.104400064945608,0.00600746874492613
06037139503,middle,4016,453,337,23,0.0839143426294821,0.112798804780877,0.00572709163346614
06037139503,very_low,4064,400,389,29,0.0957185039370079,0.0984251968503937,0.00713582677165354
06037139504,high,1423,127,110,7,0.0773014757554462,0.0892480674631061,0.00491918482080112
06037139504,low,5026,624,508,34,0.101074413052129,0.124154397134899,0.00676482292081178
06037139504,middle,3792,443,365,16,0.0962552742616034,0.116824894514768,0.00421940928270042
06037139504,very_low,871,58,81,3,0.0929965556831228,0.0665901262916188,0.0034443168771527
06037139600,high,7529,738,825,32,0.109576304954177,0.0980209855226458,0.00425023243458627
06037139600,low,276,41,31,2,0.11231884057971,0.148550724637681,0.0072463768115942
06037139600,middle,1880,209,215,5,0.11436170212766,0.111170212765957,0.00265957446808511
06037139600,very_low,1,0,0,0,0,0,0
06037139701,high,8072,557,979,50,0.121283448959366,0.06900396432111,0.00619425173439049
06037139701,low,0,0,0,0,,,
06037139701,middle,61,4,6,0,0.0983606557377049,0.0655737704918033,0
06037139701,very_low,0,0,0,0,,,
06037139702,high,1182,114,184,13,0.155668358714044,0.0964467005076142,0.0109983079526227
06037139702,low,0,0,0,0,,,
06037139702,middle,2,0,0,0,0,0,0
06037139702,very_low,0,0,0,0,,,
06037139703,high,652,85,115,5,0.17638036809816,0.130368098159509,0.00766871165644172
06037139703,low,0,0,0,0,,,
06037139703,middle,0,0,0,0,,,
06037139703,very_low,0,0,0,0,,,
06037139801,high,649,52,108,3,0.166409861325116,0.0801232665639445,0.00462249614791988
06037139801,low,0,0,0,0,,,
06037139801,middle,0,0,0,0,,,
06037139801,very_low,0,0,0,0,,,
06037139802,high,540,48,85,1,0.157407407407407,0.0888888888888889,0.00185185185185185
06037139802,low,0,0,0,0,,,
06037139802,middle,0,0,0,0,,,
06037139802,very_low,0,0,0,0,,,
06037141101,high,5400,604,648,41,0.12,0.111851851851852,0.00759259259259259
06037141101,low,2283,318,337,21,0.147612790188349,0.139290407358738,0.00919842312746386
06037141101,middle,6781,959,739,50,0.108980976257189,0.141424568647692,0.00737354372511429
06037141101,very_low,698,52,88,2,0.126074498567335,0.0744985673352436,0.00286532951289398
06037141102,high,7207,879,844,28,0.117108366865547,0.121964756486749,0.00388511169696129
06037141102,low,219,42,27,0,0.123287671232877,0.191780821917808,0
06037141102,middle,1770,279,239,8,0.135028248587571,0.157627118644068,0.00451977401129944
06037141102,very_low,22,1,3,0,0.136363636363636,0.0454545454545455,0
06037141201,high,4817,527,469,27,0.0973635042557608,0.10940419348142,0.00560514843263442
06037141201,low,2755,343,347,15,0.125952813067151,0.124500907441016,0.00544464609800363
06037141201,middle,6907,856,748,37,0.10829593166353,0.123932242652382,0.00535688432025481
06037141201,very_low,1379,141,164,11,0.118926758520667,0.102248005801305,0.00797679477882524
06037141202,high,4965,597,583,17,0.11742195367573,0.1202416918429,0.00342396777442095
06037141202,low,314,32,51,1,0.162420382165605,0.101910828025478,0.00318471337579618
06037141202,middle,2267,351,294,8,0.129686810763123,0.154830172033524,0.0035288928098809
06037141202,very_low,104,4,15,0,0.144230769230769,0.0384615384615385,0
06037141302,high,14576,1857,1703,102,0.116835894621295,0.127401207464325,0.00699780461031833
06037141302,low,725,67,90,5,0.124137931034483,0.0924137931034483,0.00689655172413793
06037141302,middle,6031,876,660,46,0.109434587962195,0.14524954402255,0.00762725916100149
06037141302,very_low,87,14,14,0,0.160919540229885,0.160919540229885,0
06037141303,high,5383,683,645,26,0.119821660783949,0.126880921419283,0.00483002043470184
06037141303,low,1235,178,126,5,0.102024291497976,0.14412955465587,0.00404858299595142
06037141303,middle,5205,815,592,30,0.11373679154659,0.156580211335255,0.00576368876080692
06037141303,very_low,166,11,18,0,0.108433734939759,0.0662650602409639,0
06037141304,high,4855,514,487,9,0.100308959835221,0.105870236869207,0.00185375901132853
06037141304,low,687,68,102,5,0.148471615720524,0.098981077147016,0.00727802037845706
06037141304,middle,3997,507,448,17,0.112084063047285,0.126845133850388,0.00425318989241931
06037141304,very_low,298,19,28,0,0.0939597315436242,0.063758389261745,0
06037141400,high,8940,629,892,36,0.0997762863534676,0.0703579418344519,0.00402684563758389
06037141400,low,800,108,92,4,0.115,0.135,0.005
06037141400,middle,1999,236,199,8,0.0995497748874437,0.118059029514757,0.00400200100050025
06037141400,very_low,141,9,15,3,0.106382978723404,0.0638297872340426,0.0212765957446809
06037141500,high,621,57,113,0,0.181964573268921,0.0917874396135266,0
06037141500,low,0,0,0,0,,,
06037141500,middle,0,0,0,0,,,
06037141500,very_low,0,0,0,0,,,
06037141600,high,1244,152,239,3,0.192122186495177,0.122186495176849,0.00241157556270097
06037141600,low,0,0,0,0,,,
06037141600,middle,0,0,0,0,,,
06037141600,very_low,0,0,0,0,,,
06037141700,high,975,119,175,8,0.17948717948718,0.122051282051282,0.0082051282051282
06037141700,low,0,0,0,0,,,
06037141700,middle,4,1,0,1,0,0.25,0.25
06037141700,very_low,0,0,0,0,,,
06037143100,high,9078,851,910,100,0.100242344128663,0.0937431152236175,0.011015642211941
06037143100,low,1150,156,161,4,0.14,0.135652173913044,0.00347826086956522
06037143100,middle,3636,493,399,20,0.10973597359736,0.135588558855886,0.0055005500550055
06037143100,very_low,247,23,27,2,0.109311740890688,0.0931174089068826,0.00809716599190283
06037143200,high,3603,367,333,16,0.0924229808492923,0.101859561476547,0.00444074382459062
06037143200,low,4538,605,499,16,0.109960334949317,0.133318642573821,0.00352578228294403
06037143200,middle,5186,708,522,25,0.100655611261088,0.136521403779406,0.00482067103740841
06037143200,very_low,987,92,141,5,0.142857142857143,0.0932117527862209,0.00506585612968592
06037143300,high,8495,1006,998,62,0.117480871100647,0.118422601530312,0.00729841082989994
06037143300,low,3985,451,453,22,0.113676286072773,0.113174404015056,0.0055207026348808
06037143300,middle,6227,760,754,45,0.121085594989562,0.122049140838285,0.00722659386542476
06037143300,very_low,489,44,67,2,0.137014314928425,0.0899795501022495,0.00408997955010225
06037143400,high,11449,1437,1580,58,0.138003319067167,0.125513145252861,0.00506594462398463
06037143400,low,867,103,111,3,0.1280276816609,0.118800461361015,0.00346020761245675
06037143400,middle,4286,627,589,19,0.137424171721885,0.146290247316846,0.00443303779748017
06037143400,very_low,101,16,8,0,0.0792079207920792,0.158415841584158,0
06037143500,high,10660,1452,1382,72,0.129643527204503,0.136210131332083,0.00675422138836773
06037143500,low,340,38,45,1,0.132352941176471,0.111764705882353,0.00294117647058824
06037143500,middle,2261,318,343,11,0.151702786377709,0.140645731977001,0.00486510393631137
06037143500,very_low,169,18,19,1,0.112426035502959,0.106508875739645,0.00591715976331361
06037143602,high,7900,964,995,54,0.125949367088608,0.122025316455696,0.00683544303797468
06037143602,low,1355,185,181,12,0.133579335793358,0.136531365313653,0.00885608856088561
06037143602,middle,2905,378,413,27,0.142168674698795,0.130120481927711,0.00929432013769363
06037143602,very_low,57,4,9,0,0.157894736842105,0.0701754385964912,0
06037143603,high,4509,592,498,19,0.110445775116434,0.131292969616323,0.00421379463295631
06037143603,low,1258,168,177,6,0.140699523052464,0.133545310015898,0.00476947535771065
06037143603,middle,2849,482,353,13,0.123903123903124,0.169182169182169,0.00456300456300456
06037143603,very_low,45,2,10,0,0.222222222222222,0.0444444444444444,0
06037143604,high,6354,1069,904,76,0.14227258419893,0.168240478438779,0.0119609694680516
06037143604,low,2261,428,366,41,0.16187527642636,0.189296771340115,0.0181335692171605
06037143604,middle,4887,1013,707,68,0.144669531409863,0.207284632698997,0.013914466953141
06037143604,very_low,157,18,14,4,0.089171974522293,0.114649681528662,0.0254777070063694
06037143700,high,7056,985,1053,43,0.149234693877551,0.139597505668934,0.00609410430839002
06037143700,low,38,9,9,0,0.236842105263158,0.236842105263158,0
06037143700,middle,288,48,48,2,0.166666666666667,0.166666666666667,0.00694444444444444
06037143700,very_low,8,1,1,0,0.125,0.125,0
06037143800,high,9236,1035,1041,51,0.112711130359463,0.112061498484192,0.00552187093980078
06037143800,low,1293,145,151,7,0.116782675947409,0.112142304717711,0.00541376643464811
06037143800,middle,1170,131,131,7,0.111965811965812,0.111965811965812,0.00598290598290598
06037143800,very_low,755,101,102,2,0.135099337748344,0.133774834437086,0.00264900662251656
06037143901,high,3273,297,410,18,0.125267338832875,0.0907424381301558,0.00549954170485793
06037143901,low,3,0,0,0,0,0,0
06037143901,middle,17,1,1,0,0.0588235294117647,0.0588235294117647,0
06037143901,very_low,2,0,0,0,0,0,0
06037143902,high,3847,482,407,20,0.105796724720561,0.125292435664154,0.00519885625162464
06037143902,low,226,21,25,0,0.110619469026549,0.0929203539823009,0
06037143902,middle,1808,255,213,5,0.117809734513274,0.14103982300885,0.00276548672566372
06037143902,very_low,44,2,2,0,0.0454545454545455,0.0454545454545455,0
06037181000,high,5398,471,513,33,0.0950351982215635,0.0872545387180437,0.00611337532419415
06037181000,low,283,16,21,0,0.0742049469964664,0.0565371024734982,0
06037181000,middle,1285,97,132,2,0.10272373540856,0.0754863813229572,0.00155642023346304
06037181000,very_low,71,3,10,0,0.140845070422535,0.0422535211267606,0
06037181300,high,3262,288,356,11,0.10913549969344,0.0882893930104231,0.00337216431637033
06037181300,low,279,22,27,1,0.0967741935483871,0.0788530465949821,0.003584229390681
06037181300,middle,809,78,74,3,0.0914709517923362,0.0964153275648949,0.00370828182941904
06037181300,very_low,176,12,11,0,0.0625,0.0681818181818182,0
06037181400,high,3103,239,272,29,0.0876571060264261,0.0770222365452788,0.00934579439252336
06037181400,low,2602,180,174,7,0.0668716372021522,0.0691775557263643,0.0026902382782475
06037181400,middle,3549,284,216,19,0.0608622147083686,0.0800225415610031,0.00535362073823612
06037181400,very_low,1918,153,156,8,0.0813347236704901,0.0797705943691345,0.00417101147028154
06037181500,high,2922,280,322,20,0.110198494182067,0.0958247775496235,0.00684462696783025
06037181500,low,266,21,39,1,0.146616541353383,0.0789473684210526,0.0037593984962406
06037181500,middle,1426,140,137,3,0.0960729312762973,0.0981767180925666,0.00210378681626928
06037181500,very_low,20,1,1,0,0.05,0.05,0
06037181600,high,2078,145,178,12,0.0856592877767084,0.0697786333012512,0.00577478344562079
06037181600,low,1469,114,91,8,0.0619469026548673,0.0776038121170865,0.00544588155207624
06037181600,middle,2171,167,155,6,0.0713956701980654,0.0769230769230769,0.00276370336250576
06037181600,very_low,364,15,31,1,0.0851648351648352,0.0412087912087912,0.00274725274725275
06037183101,high,1336,97,151,10,0.113023952095808,0.0726047904191617,0.00748502994011976
06037183101,low,1457,121,114,8,0.0782429649965683,0.0830473575840769,0.00549073438572409
06037183101,middle,1538,124,113,3,0.0734720416124837,0.0806241872561769,0.00195058517555267
06037183101,very_low,1241,97,105,1,0.0846091861402095,0.0781627719580983,0.0008058017727639
06037183103,high,1748,93,113,12,0.0646453089244851,0.0532036613272311,0.0068649885583524
06037183103,low,2856,195,163,9,0.0570728291316527,0.0682773109243698,0.00315126050420168
06037183103,middle,1857,138,112,19,0.0603123317178245,0.074313408723748,0.0102315562735595
06037183103,very_low,3909,331,286,18,0.073164492197493,0.0846763878229726,0.00460475825019187
06037183104,high,1076,82,123,6,0.114312267657993,0.0762081784386617,0.00557620817843866
06037183104,low,652,70,64,5,0.098159509202454,0.107361963190184,0.00766871165644172
06037183104,middle,719,69,61,4,0.0848400556328234,0.0959666203059805,0.00556328233657858
06037183104,very_low,254,15,16,1,0.062992125984252,0.0590551181102362,0.00393700787401575
06037183220,high,567,26,46,6,0.0811287477954145,0.0458553791887125,0.0105820105820106
06037183220,low,2223,141,135,15,0.0607287449392713,0.0634278002699055,0.0067476383265857
06037183220,middle,1563,98,114,14,0.072936660268714,0.0626999360204735,0.00895713371721049
06037183220,very_low,2777,170,164,17,0.0590565358300324,0.0612171407994238,0.00612171407994238
06037183221,high,1621,111,185,5,0.114127082048118,0.0684762492288711,0.00308451573103023
06037183221,low,1322,111,98,4,0.0741301059001513,0.083963691376702,0.00302571860816944
06037183221,middle,1537,155,127,4,0.0826284970722186,0.100845803513338,0.0026024723487313
06037183221,very_low,812,71,45,3,0.0554187192118227,0.0874384236453202,0.00369458128078818
06037183222,high,1093,121,121,5,0.110704483074108,0.110704483074108,0.00457456541628545
06037183222,low,1581,103,75,9,0.047438330170778,0.0651486401012018,0.00569259962049336
06037183222,middle,1574,152,145,6,0.0921219822109276,0.096569250317662,0.00381194409148666
06037183222,very_low,1977,125,118,1,0.0596863935255438,0.0632271117855336,0.000505816894284269
06037183300,high,826,52,87,5,0.105326876513317,0.062953995157385,0.00605326876513317
06037183300,low,1546,116,85,11,0.054980595084088,0.0750323415265201,0.00711513583441139
06037183300,middle,1541,89,120,3,0.0778715120051914,0.0577547047371836,0.00194678780012979
06037183300,very_low,1397,101,107,7,0.0765926986399427,0.0722977809591983,0.00501073729420186
06037183401,high,864,69,68,10,0.0787037037037037,0.0798611111111111,0.0115740740740741
06037183401,low,1379,127,105,8,0.0761421319796954,0.0920957215373459,0.00580130529369108
06037183401,middle,1201,95,92,6,0.0766028309741882,0.0791007493755204,0.00499583680266445
06037183401,very_low,760,63,73,1,0.0960526315789474,0.0828947368421053,0.00131578947368421
06037183402,high,1717,118,121,12,0.0704717530576587,0.0687245195107746,0.0069889341875364
06037183402,low,1819,133,100,12,0.0549752611324904,0.0731170973062122,0.00659703133589885
06037183402,middle,1583,105,107,15,0.067593177511055,0.0663297536323437,0.00947567909033481
06037183402,very_low,1622,121,117,3,0.0721331689272503,0.0745992601726264,0.00184956843403206
06037183510,high,674,48,73,1,0.108308605341246,0.0712166172106825,0.00148367952522255
06037183510,low,1362,101,89,4,0.065345080763583,0.0741556534508076,0.00293685756240822
06037183510,middle,829,50,44,2,0.0530759951749095,0.060313630880579,0.00241254523522316
06037183510,very_low,459,32,42,2,0.0915032679738562,0.0697167755991285,0.00435729847494553
06037183520,high,425,31,49,3,0.115294117647059,0.0729411764705882,0.00705882352941177
06037183520,low,1880,118,109,10,0.0579787234042553,0.0627659574468085,0.00531914893617021
06037183520,middle,1040,64,60,9,0.0576923076923077,0.0615384615384615,0.00865384615384616
06037183520,very_low,4131,237,223,26,0.0539820866618252,0.0573710965867829,0.00629387557492133
06037183610,high,405,26,26,2,0.0641975308641975,0.0641975308641975,0.00493827160493827
06037183610,low,1472,92,82,2,0.0557065217391304,0.0625,0.00135869565217391
06037183610,middle,1059,60,49,4,0.0462700661000944,0.056657223796034,0.00377714825306893
06037183610,very_low,3661,295,255,8,0.0696531002458345,0.080579076754985,0.0021851953018301
06037183620,high,562,71,62,1,0.110320284697509,0.126334519572954,0.00177935943060498
06037183620,low,2050,182,143,14,0.0697560975609756,0.088780487804878,0.00682926829268293
06037183620,middle,1317,126,80,11,0.0607441154138193,0.0956719817767654,0.00835231586940015
06037183620,very_low,2546,177,149,19,0.0585231736056559,0.0695208169677926,0.00746268656716418
06037183701,high,631,37,37,3,0.0586370839936609,0.0586370839936609,0.00475435816164818
06037183701,low,2297,132,149,8,0.064867218110579,0.0574662603395734,0.00348280365694384
06037183701,middle,1702,96,138,16,0.0810810810810811,0.0564042303172738,0.00940070505287897
06037183701,very_low,4719,355,291,24,0.0616656071201526,0.0752278025005298,0.00508582326764145
06037183702,high,1410,131,137,9,0.0971631205673759,0.0929078014184397,0.00638297872340426
06037183702,low,1712,224,167,10,0.0975467289719626,0.130841121495327,0.0058411214953271
06037183702,middle,1795,176,169,8,0.094150417827298,0.098050139275766,0.00445682451253482
06037183702,very_low,927,91,76,8,0.0819848975188781,0.0981661272923409,0.00862998921251348
06037183810,high,181,16,28,0,0.154696132596685,0.0883977900552486,0
06037183810,low,1682,112,107,7,0.063614744351962,0.0665873959571938,0.00416171224732461
06037183810,middle,593,46,42,6,0.0708263069139966,0.0775716694772344,0.0101180438448567
06037183810,very_low,7389,459,371,40,0.0502097712816349,0.0621193666260658,0.00541345242928678
06037183820,high,132,9,6,0,0.0454545454545455,0.0681818181818182,0
06037183820,low,1646,104,83,7,0.0504252733900365,0.06318347509113,0.00425273390036452
06037183820,middle,658,39,40,5,0.060790273556231,0.0592705167173252,0.00759878419452888
06037183820,very_low,5375,323,298,30,0.0554418604651163,0.060093023255814,0.00558139534883721
06037185100,high,2923,292,411,22,0.140608963393774,0.0998973657201505,0.00752651385562778
06037185100,low,1713,99,96,6,0.0560420315236427,0.0577933450087566,0.00350262697022767
06037185100,middle,2241,193,167,14,0.0745203034359661,0.0861222668451584,0.00624721106648818
06037185100,very_low,2574,188,203,6,0.0788655788655789,0.073038073038073,0.00233100233100233
06037185202,high,1408,136,160,13,0.113636363636364,0.0965909090909091,0.00923295454545455
06037185202,low,1954,130,155,8,0.079324462640737,0.0665301944728762,0.00409416581371546
06037185202,middle,1297,121,98,10,0.0755589822667695,0.0932922127987664,0.00771010023130301
06037185202,very_low,2282,154,226,6,0.0990359333917616,0.0674846625766871,0.00262927256792288
06037185203,high,888,62,79,5,0.088963963963964,0.0698198198198198,0.00563063063063063
06037185203,low,1489,108,106,5,0.071188717259906,0.0725319006044325,0.00335795836131632
06037185203,middle,1262,80,91,8,0.072107765451664,0.063391442155309,0.0063391442155309
06037185203,very_low,1075,57,84,3,0.0781395348837209,0.0530232558139535,0.0027906976744186
06037185204,high,1147,112,116,6,0.101133391455972,0.0976460331299041,0.00523103748910201
06037185204,low,225,25,16,1,0.0711111111111111,0.111111111111111,0.00444444444444444
06037185204,middle,618,40,52,2,0.0841423948220065,0.0647249190938511,0.00323624595469256
06037185204,very_low,125,11,14,0,0.112,0.088,0
06037185310,high,283,11,22,1,0.0777385159010601,0.03886925795053,0.00353356890459364
06037185310,low,1530,72,65,3,0.042483660130719,0.0470588235294118,0.00196078431372549
06037185310,middle,918,41,46,3,0.0501089324618736,0.0446623093681917,0.00326797385620915
06037185310,very_low,2239,109,110,10,0.0491290754801251,0.0486824475212148,0.00446627958910228
06037185320,high,464,30,33,7,0.0711206896551724,0.0646551724137931,0.0150862068965517
06037185320,low,1403,78,66,10,0.0470420527441198,0.0555951532430506,0.00712758374910905
06037185320,middle,938,39,43,6,0.0458422174840085,0.0415778251599147,0.00639658848614073
06037185320,very_low,2523,98,102,15,0.0404280618311534,0.0388426476416964,0.00594530321046373
06037186100,high,3896,367,439,25,0.112679671457906,0.0941991786447639,0.00641683778234086
06037186100,low,1239,101,108,4,0.0871670702179177,0.0815173527037934,0.00322841000807103
06037186100,middle,1902,193,151,7,0.0793901156677182,0.101472134595163,0.00368033648790747
06037186100,very_low,196,16,22,2,0.112244897959184,0.0816326530612245,0.0102040816326531
06037186201,high,1143,101,95,3,0.0831146106736658,0.0883639545056868,0.0026246719160105
06037186201,low,2837,217,193,6,0.0680296087416285,0.0764892492069087,0.00211491011632006
06037186201,middle,2467,161,151,3,0.0612079448723146,0.0652614511552493,0.00121605188488042
06037186201,very_low,1584,109,122,3,0.077020202020202,0.0688131313131313,0.00189393939393939
06037186202,high,684,59,84,0,0.12280701754386,0.0862573099415205,0
06037186202,low,860,85,94,7,0.109302325581395,0.0988372093023256,0.00813953488372093
06037186202,middle,1066,97,77,3,0.0722326454033771,0.0909943714821764,0.00281425891181989
06037186202,very_low,622,45,62,2,0.0996784565916399,0.0723472668810289,0.00321543408360129
06037186203,high,1329,156,208,3,0.156508653122649,0.117381489841986,0.00225733634311512
06037186203,low,423,30,19,2,0.0449172576832151,0.0709219858156028,0.00472813238770686
06037186203,middle,778,68,84,3,0.107969151670951,0.0874035989717224,0.0038560411311054
06037186203,very_low,148,11,30,0,0.202702702702703,0.0743243243243243,0
06037186301,high,794,62,69,3,0.0869017632241814,0.0780856423173804,0.00377833753148615
06037186301,low,1539,87,88,6,0.0571799870045484,0.0565302144249513,0.00389863547758285
06037186301,middle,1271,78,95,6,0.0747442958300551,0.0613690007867821,0.00472069236821401
06037186301,very_low,2816,158,166,17,0.0589488636363636,0.0561079545454545,0.00603693181818182
06037186302,high,3504,319,453,24,0.129280821917808,0.0910388127853881,0.00684931506849315
06037186302,low,1671,162,109,5,0.0652304009575105,0.0969479353680431,0.00299222022740874
06037186302,middle,2369,190,208,19,0.0878007598142676,0.0802026171380329,0.00802026171380329
06037186302,very_low,536,30,24,6,0.0447761194029851,0.0559701492537313,0.0111940298507463
06037186401,high,279,7,11,1,0.039426523297491,0.025089605734767,0.003584229390681
06037186401,low,2007,94,94,12,0.0468360737419033,0.0468360737419033,0.00597907324364723
06037186401,middle,1299,55,62,4,0.0477290223248653,0.0423402617397998,0.00307929176289453
06037186401,very_low,4411,207,161,20,0.0364996599410565,0.0469281342099297,0.00453411924733621
06037186403,high,892,42,56,8,0.062780269058296,0.047085201793722,0.00896860986547085
06037186403,low,1686,86,87,10,0.0516014234875445,0.0510083036773428,0.00593119810201661
06037186403,middle,1437,62,72,8,0.0501043841336117,0.0431454418928323,0.00556715379262352
06037186403,very_low,997,53,57,7,0.0571715145436309,0.0531594784353059,0.00702106318956871
06037186404,high,738,42,53,4,0.0718157181571816,0.0569105691056911,0.00542005420054201
06037186404,low,1731,109,101,10,0.0583477758521086,0.0629693818601964,0.00577700751010976
06037186404,middle,1364,89,72,8,0.0527859237536657,0.0652492668621701,0.00586510263929619
06037186404,very_low,1588,94,93,7,0.0585642317380353,0.0591939546599496,0.0044080604534005
06037187101,high,2710,234,293,19,0.108118081180812,0.0863468634686347,0.00701107011070111
06037187101,low,1257,102,110,11,0.0875099443118536,0.081145584725537,0.00875099443118536
06037187101,middle,2755,257,201,13,0.0729582577132486,0.0932849364791289,0.00471869328493648
06037187101,very_low,747,72,83,3,0.111111111111111,0.0963855421686747,0.00401606425702811
06037187102,high,2184,162,223,10,0.102106227106227,0.0741758241758242,0.00457875457875458
06037187102,low,1811,137,132,5,0.0728879072335726,0.0756488128106019,0.00276090557702927
06037187102,middle,2301,182,222,14,0.0964797913950456,0.0790960451977401,0.00608431116905693
06037187102,very_low,861,74,77,3,0.0894308943089431,0.0859465737514518,0.00348432055749129
06037187200,high,680,37,53,3,0.0779411764705882,0.0544117647058824,0.00441176470588235
06037187200,low,1972,128,133,16,0.0674442190669371,0.0649087221095335,0.00811359026369168
06037187200,middle,1711,104,113,18,0.0660432495616598,0.0607831677381648,0.0105201636469901
06037187200,very_low,1511,102,128,7,0.0847121111846459,0.0675049636002647,0.00463269358041032
06037187300,high,6153,765,778,31,0.126442385828051,0.124329595319356,0.00503819275150333
06037187300,low,825,73,79,5,0.0957575757575758,0.0884848484848485,0.00606060606060606
06037187300,middle,2518,350,292,13,0.115965051628276,0.138999205718824,0.00516282764098491
06037187300,very_low,114,20,19,1,0.166666666666667,0.175438596491228,0.0087719298245614
06037188100,high,2573,198,240,16,0.0932763311309755,0.0769529731830548,0.00621842207539837
06037188100,low,3628,375,322,29,0.0887541345093716,0.103362734288864,0.00799338478500551
06037188100,middle,3131,297,230,16,0.0734589587991057,0.0948578728840626,0.00511018843819866
06037188100,very_low,2528,280,261,15,0.103243670886076,0.110759493670886,0.00593354430379747
06037188201,high,5622,685,648,33,0.115261472785486,0.121842760583422,0.00586979722518677
06037188201,low,3234,416,393,20,0.12152133580705,0.128633271490414,0.00618429189857761
06037188201,middle,4489,678,460,21,0.102472711071508,0.151035865448875,0.00467810202717755
06037188201,very_low,723,80,90,2,0.12448132780083,0.110650069156293,0.00276625172890733
06037188202,high,2981,341,370,7,0.124119423012412,0.114391143911439,0.00234820530023482
06037188202,low,899,114,103,3,0.114571746384872,0.126807563959956,0.00333704115684093
06037188202,middle,1214,166,112,4,0.0922570016474465,0.13673805601318,0.00329489291598023
06037188202,very_low,211,24,16,4,0.0758293838862559,0.113744075829384,0.018957345971564
06037188300,high,4103,443,486,45,0.118449914696564,0.107969778211065,0.0109675846941262
06037188300,low,575,43,74,3,0.128695652173913,0.0747826086956522,0.00521739130434783
06037188300,middle,1606,152,170,10,0.105853051058531,0.0946450809464508,0.0062266500622665
06037188300,very_low,411,30,53,3,0.128953771289538,0.072992700729927,0.0072992700729927
06037189101,high,4101,448,336,17,0.0819312362838332,0.109241648378444,0.00414533040721775
06037189101,low,2459,265,207,10,0.0841805612037414,0.107767385115901,0.00406669377795852
06037189101,middle,3231,385,317,8,0.0981120396162179,0.119158155369855,0.0024760136180749
06037189101,very_low,1772,197,148,9,0.0835214446952596,0.11117381489842,0.00507900677200903
06037189102,high,5418,643,559,35,0.103174603174603,0.118678479143595,0.00645994832041344
06037189102,low,2749,377,276,17,0.100400145507457,0.137140778464896,0.00618406693343034
06037189102,middle,3969,498,375,28,0.0944822373393802,0.125472411186697,0.00705467372134039
06037189102,very_low,1150,145,126,5,0.109565217391304,0.126086956521739,0.00434782608695652
06037189201,high,861,102,58,3,0.0673635307781649,0.118466898954704,0.00348432055749129
06037189201,low,3846,489,290,18,0.0754030161206448,0.127145085803432,0.0046801872074883
06037189201,middle,2010,295,138,7,0.0686567164179105,0.146766169154229,0.00348258706467662
06037189201,very_low,7638,911,811,54,0.106179628174915,0.119272060748887,0.00706991358994501
06037189202,high,4567,618,575,18,0.125903218743157,0.13531858988395,0.00394131815195971
06037189202,low,395,54,50,0,0.126582278481013,0.136708860759494,0
06037189202,middle,837,117,92,2,0.109916367980884,0.139784946236559,0.002389486260454
06037189202,very_low,18,3,0,0,0,0.166666666666667,0
