GEOID,YEAR,CAT,HH,MOVE_OUT,MOVE_IN,MOVE_WITHIN
06001420100,2012-2013,very_low,,,,
06001420200,2012-2013,very_low,12,1,3,0
06001430102,2012-2013,very_low,,,,
06001430101,2012-2013,very_low,,,,
06001425103,2012-2013,very_low,120,11,16,0
06001425102,2012-2013,very_low,6,1,1,0
06001425101,2012-2013,very_low,9,0,0,0
06001404102,2012-2013,very_low,481,46,58,2
06001403702,2012-2013,very_low,308,36,37,2
06001403701,2012-2013,very_low,553,73,53,0
06001403502,2012-2013,very_low,329,40,40,0
06001428302,2012-2013,very_low,,,,
06001433400,2012-2013,very_low,4,0,0,0
06001410300,2012-2013,very_low,308,17,25,4
06001404501,2012-2013,very_low,,,,
06001409400,2012-2013,very_low,517,27,36,3
06001437300,2012-2013,very_low,108,15,9,1
06001438300,2012-2013,very_low,8,0,0,0
06001423500,2012-2013,very_low,285,17,30,1
06001437000,2012-2013,very_low,,,,
06001436500,2012-2013,very_low,153,9,11,0
06001444100,2012-2013,very_low,102,4,1,0
06001420600,2012-2013,very_low,,,,
06001421300,2012-2013,very_low,,,,
06001424001,2012-2013,very_low,400,40,35,5
06001423300,2012-2013,very_low,221,18,10,0
06001421500,2012-2013,very_low,,,,
06001428500,2012-2013,very_low,4,1,0,0
06001405500,2012-2013,very_low,487,52,35,4
06001409000,2012-2013,very_low,357,19,22,1
06001403501,2012-2013,very_low,980,100,104,3
06001450102,2012-2013,very_low,1,0,0,0
06001428700,2012-2013,very_low,83,4,2,0
06001981900,2012-2013,very_low,9,2,1,0
06001451404,2012-2013,very_low,205,10,7,4
06001403600,2012-2013,very_low,763,73,86,5
06001408400,2012-2013,very_low,364,30,22,3
06001403800,2012-2013,very_low,223,28,31,2
06001408500,2012-2013,very_low,487,27,24,4
06001409700,2012-2013,very_low,541,32,43,4
06001437200,2012-2013,very_low,15,0,2,0
06001408100,2012-2013,very_low,,,,
06001441401,2012-2013,very_low,1,0,0,0
06001435102,2012-2013,very_low,,,,
06001435300,2012-2013,very_low,59,1,10,0
06001436601,2012-2013,very_low,402,20,24,0
06001440200,2012-2013,very_low,143,3,1,1
06001441501,2012-2013,very_low,,,,
06001428301,2012-2013,very_low,,,,
06001400500,2012-2013,very_low,200,23,16,2
06001427300,2012-2013,very_low,213,9,20,8
06001428600,2012-2013,very_low,60,8,8,0
06001428400,2012-2013,very_low,366,51,17,0
06001428000,2012-2013,very_low,334,32,25,0
06001450745,2012-2013,very_low,,,,
06001450743,2012-2013,very_low,,,,
06001450101,2012-2013,very_low,,,,
06001444302,2012-2013,very_low,17,1,0,0
06001443322,2012-2013,very_low,,,,
06001408200,2012-2013,very_low,267,26,14,0
06001408700,2012-2013,very_low,791,44,41,7
06001409100,2012-2013,very_low,213,10,11,1
06001407700,2012-2013,very_low,32,3,5,0
06001407400,2012-2013,very_low,365,15,12,2
06001407800,2012-2013,very_low,41,3,1,0
06001433200,2012-2013,very_low,185,16,15,4
06001433700,2012-2013,very_low,124,14,8,2
06001436401,2012-2013,very_low,254,20,27,3
06001440306,2012-2013,very_low,1,0,0,0
06001436402,2012-2013,very_low,,,,
06001435700,2012-2013,very_low,127,9,16,3
06001422800,2012-2013,very_low,467,37,35,0
06001423700,2012-2013,very_low,251,18,20,0
06001436900,2012-2013,very_low,265,13,14,5
06001430500,2012-2013,very_low,89,12,4,0
06001427900,2012-2013,very_low,313,25,37,1
06001450742,2012-2013,very_low,,,,
06001450701,2012-2013,very_low,,,,
06001403100,2012-2013,very_low,487,75,106,4
06001423602,2012-2013,very_low,646,63,47,6
06001410000,2012-2013,very_low,,,,
06001451300,2012-2013,very_low,,,,
06001403300,2012-2013,very_low,972,133,122,19
06001427800,2012-2013,very_low,245,27,27,0
06001427100,2012-2013,very_low,58,3,6,1
06001442602,2012-2013,very_low,7,0,3,0
06001441524,2012-2013,very_low,2,0,0,0
06001440333,2012-2013,very_low,,,,
06001433104,2012-2013,very_low,381,40,45,1
06001425104,2012-2013,very_low,505,43,58,1
06001406900,2012-2013,very_low,177,14,10,0
06001407900,2012-2013,very_low,19,1,4,0
06001406800,2012-2013,very_low,35,1,5,0
06001407600,2012-2013,very_low,448,34,33,2
06001407000,2012-2013,very_low,553,33,37,0
06001406300,2012-2013,very_low,450,23,26,1
06001431000,2012-2013,very_low,335,14,16,2
06001430700,2012-2013,very_low,,,,
06001450200,2012-2013,very_low,,,,
06001435500,2012-2013,very_low,311,25,13,0
06001410400,2012-2013,very_low,211,18,11,1
06001430600,2012-2013,very_low,,,,
06001436200,2012-2013,very_low,257,16,13,0
06001427200,2012-2013,very_low,238,21,18,4
06001450741,2012-2013,very_low,2,0,0,0
06001428200,2012-2013,very_low,21,1,2,0
06001435200,2012-2013,very_low,1,0,0,0
06001428100,2012-2013,very_low,124,7,11,1
06001410500,2012-2013,very_low,425,18,19,1
06001405902,2012-2013,very_low,401,34,23,1
06001451704,2012-2013,very_low,,,,
06001451506,2012-2013,very_low,,,,
06001983200,2012-2013,very_low,80,24,16,0
06001982000,2012-2013,very_low,28,0,1,0
06001406202,2012-2013,very_low,451,21,23,2
06001404800,2012-2013,very_low,120,9,11,0
06001406400,2012-2013,very_low,123,7,8,1
06001405700,2012-2013,very_low,351,34,33,2
06001405600,2012-2013,very_low,339,35,27,0
06001441302,2012-2013,very_low,,,,
06001434000,2012-2013,very_low,513,26,29,1
06001402500,2012-2013,very_low,301,12,15,0
06001442400,2012-2013,very_low,,,,
06001442100,2012-2013,very_low,,,,
06001436100,2012-2013,very_low,249,11,11,1
06001438400,2012-2013,very_low,2,0,0,0
06001401300,2012-2013,very_low,784,92,76,0
06001407500,2012-2013,very_low,429,22,28,0
06001451401,2012-2013,very_low,89,12,6,0
06001451505,2012-2013,very_low,,,,
06001451504,2012-2013,very_low,,,,
06001450746,2012-2013,very_low,,,,
06001444601,2012-2013,very_low,,,,
06001443321,2012-2013,very_low,,,,
06001443105,2012-2013,very_low,,,,
06001443104,2012-2013,very_low,,,,
06001441602,2012-2013,very_low,10,1,0,0
06001427600,2012-2013,very_low,548,51,66,4
06001409900,2012-2013,very_low,2,0,0,0
06001404700,2012-2013,very_low,,,,
06001404900,2012-2013,very_low,111,11,9,1
06001402700,2012-2013,very_low,298,22,36,1
06001436000,2012-2013,very_low,25,3,1,0
06001442700,2012-2013,very_low,,,,
06001438100,2012-2013,very_low,56,3,1,0
06001410200,2012-2013,very_low,259,21,26,1
06001430400,2012-2013,very_low,,,,
06001432800,2012-2013,very_low,10,1,0,0
06001451101,2012-2013,very_low,,,,
06001442601,2012-2013,very_low,,,,
06001442301,2012-2013,very_low,73,8,11,0
06001441926,2012-2013,very_low,12,1,3,0
06001440336,2012-2013,very_low,5,1,0,0
06001438204,2012-2013,very_low,11,0,0,0
06001438203,2012-2013,very_low,8,0,0,0
06001406201,2012-2013,very_low,423,25,21,4
06001408900,2012-2013,very_low,439,26,29,2
06001404200,2012-2013,very_low,,,,
06001403900,2012-2013,very_low,495,59,37,0
06001403000,2012-2013,very_low,645,22,47,5
06001406100,2012-2013,very_low,497,19,29,2
06001423601,2012-2013,very_low,73,7,2,0
06001440308,2012-2013,very_low,6,2,1,0
06001451201,2012-2013,very_low,4,0,0,0
06001441402,2012-2013,very_low,,,,
06001438000,2012-2013,very_low,,,,
06001441200,2012-2013,very_low,1,0,0,0
06001410100,2012-2013,very_low,120,5,9,1
06001437701,2012-2013,very_low,329,24,25,0
06001437102,2012-2013,very_low,62,4,4,1
06001437101,2012-2013,very_low,19,0,0,0
06001435602,2012-2013,very_low,289,13,13,0
06001435601,2012-2013,very_low,416,32,22,0
06001435104,2012-2013,very_low,289,31,25,1
06001433103,2012-2013,very_low,319,28,27,3
06001432502,2012-2013,very_low,78,11,5,0
06001403400,2012-2013,very_low,935,86,77,6
06001400600,2012-2013,very_low,79,9,9,0
06001401600,2012-2013,very_low,317,14,21,1
06001402400,2012-2013,very_low,452,22,31,5
06001402800,2012-2013,very_low,757,95,108,6
06001409600,2012-2013,very_low,465,21,35,0
06001401800,2012-2013,very_low,189,6,4,4
06001444200,2012-2013,very_low,3,0,0,0
06001443200,2012-2013,very_low,,,,
06001441921,2012-2013,very_low,,,,
06001438201,2012-2013,very_low,53,2,5,0
06001426100,2012-2013,very_low,,,,
06001402600,2012-2013,very_low,276,12,8,3
06001423200,2012-2013,very_low,253,16,17,1
06001400800,2012-2013,very_low,331,36,28,3
06001432501,2012-2013,very_low,106,4,2,0
06001407102,2012-2013,very_low,258,10,12,0
06001407101,2012-2013,very_low,320,13,16,1
06001406602,2012-2013,very_low,272,15,16,2
06001406601,2012-2013,very_low,303,14,17,0
06001405901,2012-2013,very_low,377,16,19,2
06001405402,2012-2013,very_low,485,32,30,3
06001404000,2012-2013,very_low,393,66,40,6
06001405100,2012-2013,very_low,,,,
06001400700,2012-2013,very_low,375,28,30,0
06001401500,2012-2013,very_low,265,17,30,2
06001400200,2012-2013,very_low,,,,
06001400300,2012-2013,very_low,142,11,8,2
06001441301,2012-2013,very_low,,,,
06001443001,2012-2013,very_low,1,0,0,0
06001404600,2012-2013,very_low,,,,
06001431100,2012-2013,very_low,26,2,3,0
06001409800,2012-2013,very_low,135,9,6,2
06001409500,2012-2013,very_low,373,17,21,1
06001442500,2012-2013,very_low,1,0,0,0
06001442900,2012-2013,very_low,,,,
06001451202,2012-2013,very_low,,,,
06001450602,2012-2013,very_low,,,,
06001405401,2012-2013,very_low,587,50,41,1
06001405302,2012-2013,very_low,640,63,50,2
06001405301,2012-2013,very_low,583,72,66,1
06001404101,2012-2013,very_low,182,24,11,2
06001990000,2012-2013,very_low,,,,
06001451703,2012-2013,very_low,,,,
06001436800,2012-2013,very_low,157,13,13,0
06001430200,2012-2013,very_low,,,,
06001451102,2012-2013,very_low,,,,
06001435800,2012-2013,very_low,9,0,0,0
06001450300,2012-2013,very_low,,,,
06001450605,2012-2013,very_low,,,,
06001450603,2012-2013,very_low,,,,
06001442200,2012-2013,very_low,,,,
06001451601,2012-2013,very_low,3,0,2,0
06001443002,2012-2013,very_low,,,,
06001421400,2012-2013,very_low,,,,
06001443301,2012-2013,very_low,,,,
06001441700,2012-2013,very_low,4,0,0,0
06001443102,2012-2013,very_low,,,,
06001451403,2012-2013,very_low,3,0,1,0
06001450752,2012-2013,very_low,,,,
06001450751,2012-2013,very_low,,,,
06001450750,2012-2013,very_low,,,,
06001450744,2012-2013,very_low,,,,
06001450502,2012-2013,very_low,,,,
06001450501,2012-2013,very_low,,,,
06001444602,2012-2013,very_low,,,,
06001420300,2012-2013,very_low,65,5,12,0
06001450607,2012-2013,very_low,38,8,8,0
06001451503,2012-2013,very_low,37,0,0,0
06001407200,2012-2013,very_low,606,40,27,2
06001408800,2012-2013,very_low,656,36,47,12
06001440305,2012-2013,very_low,,,,
06001450400,2012-2013,very_low,1,0,0,0
06001441923,2012-2013,very_low,163,1,2,0
06001440301,2012-2013,very_low,36,2,0,0
06001422100,2012-2013,very_low,113,11,19,0
06001431200,2012-2013,very_low,11,0,2,0
06001450601,2012-2013,very_low,,,,
06001441503,2012-2013,very_low,,,,
06001444500,2012-2013,very_low,15,0,0,0
06001440100,2012-2013,very_low,,,,
06001401100,2012-2013,very_low,553,74,67,2
06001401400,2012-2013,very_low,675,55,61,5
06001444301,2012-2013,very_low,,,,
06001442302,2012-2013,very_low,183,18,9,1
06001441927,2012-2013,very_low,,,,
06001441925,2012-2013,very_low,,,,
06001441924,2012-2013,very_low,,,,
06001441800,2012-2013,very_low,2,0,0,0
06001451602,2012-2013,very_low,37,1,11,0
06001404502,2012-2013,very_low,,,,
06001426200,2012-2013,very_low,4,0,1,0
06001441601,2012-2013,very_low,,,,
06001406000,2012-2013,very_low,646,58,43,5
06001440304,2012-2013,very_low,9,0,0,0
06001435400,2012-2013,very_low,404,29,34,0
06001401000,2012-2013,very_low,723,66,77,3
06001400900,2012-2013,very_low,122,18,20,1
06001400100,2012-2013,very_low,,,,
06001404400,2012-2013,very_low,,,,
06001400400,2012-2013,very_low,7,1,1,0
06001401200,2012-2013,very_low,162,30,20,0
06001423902,2012-2013,very_low,80,6,5,0
06001423901,2012-2013,very_low,118,13,10,0
06001424002,2012-2013,very_low,119,6,7,0
06001451701,2012-2013,very_low,,,,
06001444400,2012-2013,very_low,27,2,1,0
06001442800,2012-2013,very_low,2,0,0,0
06001443103,2012-2013,very_low,,,,
06001437900,2012-2013,very_low,111,9,9,0
06001440307,2012-2013,very_low,93,7,7,0
06001433300,2012-2013,very_low,16,0,0,0
06001433600,2012-2013,very_low,163,10,17,2
06001409200,2012-2013,very_low,293,9,20,3
06001433000,2012-2013,very_low,4,1,1,0
06001432700,2012-2013,very_low,23,2,2,0
06001433102,2012-2013,very_low,40,4,3,0
06001423100,2012-2013,very_low,337,40,17,2
06001423000,2012-2013,very_low,270,29,27,0
06001420500,2012-2013,very_low,6,0,2,0
06001401700,2012-2013,very_low,301,36,30,1
06001422700,2012-2013,very_low,213,14,20,1
06001422600,2012-2013,very_low,,,,
06001430300,2012-2013,very_low,,,,
06001432600,2012-2013,very_low,640,60,46,6
06001432300,2012-2013,very_low,97,6,2,0
06001409300,2012-2013,very_low,542,30,23,1
06001408300,2012-2013,very_low,148,8,7,0
06001406700,2012-2013,very_low,83,7,9,1
06001432400,2012-2013,very_low,107,9,3,0
06001436300,2012-2013,very_low,355,31,20,3
06001432100,2012-2013,very_low,37,2,0,0
06001406500,2012-2013,very_low,588,45,21,4
06001422900,2012-2013,very_low,689,70,56,4
06001423400,2012-2013,very_low,395,36,30,1
06001440332,2012-2013,very_low,,,,
06001440331,2012-2013,very_low,4,0,0,0
06001408600,2012-2013,very_low,570,21,32,1
06001427700,2012-2013,very_low,88,9,11,0
06075016500,2012-2013,very_low,257,23,14,0
06075016400,2012-2013,very_low,34,1,3,0
06075016300,2012-2013,very_low,333,19,29,0
06075016100,2012-2013,very_low,1483,80,64,6
06075016000,2012-2013,very_low,397,32,31,1
06075015900,2012-2013,very_low,562,28,26,1
06075015700,2012-2013,very_low,48,6,5,0
06075015600,2012-2013,very_low,1,0,0,0
06075015500,2012-2013,very_low,808,66,66,1
06075015400,2012-2013,very_low,3,0,0,0
06075015300,2012-2013,very_low,4,0,1,0
06075015200,2012-2013,very_low,377,39,30,1
06075015100,2012-2013,very_low,641,21,23,1
06075013500,2012-2013,very_low,,,,
06075013400,2012-2013,very_low,,,,
06075013300,2012-2013,very_low,214,11,8,1
06075013200,2012-2013,very_low,,,,
06075013000,2012-2013,very_low,3,0,0,0
06075990100,2012-2013,very_low,,,,
06075012800,2012-2013,very_low,,,,
06075012700,2012-2013,very_low,,,,
06075012100,2012-2013,very_low,1039,90,76,2
06075012000,2012-2013,very_low,1038,97,68,1
06075011800,2012-2013,very_low,452,16,7,0
06075011700,2012-2013,very_low,1397,28,66,1
06075011300,2012-2013,very_low,756,38,33,3
06075011200,2012-2013,very_low,3,0,0,0
06075011100,2012-2013,very_low,1165,110,84,4
06075011000,2012-2013,very_low,864,105,45,3
06075010900,2012-2013,very_low,349,33,22,1
06075010800,2012-2013,very_low,408,46,29,2
06075010700,2012-2013,very_low,1111,35,26,8
06075010600,2012-2013,very_low,521,25,16,1
06075980600,2012-2013,very_low,40,0,3,0
06075980501,2012-2013,very_low,83,1,1,0
06075980200,2012-2013,very_low,2,0,0,0
06075012502,2012-2013,very_low,905,15,16,0
06075012302,2012-2013,very_low,834,67,48,0
06075012301,2012-2013,very_low,573,15,26,1
06075980900,2012-2013,very_low,142,4,6,0
06075980401,2012-2013,very_low,,,,
06075010500,2012-2013,very_low,10,0,0,0
06075010400,2012-2013,very_low,29,1,2,0
06075010300,2012-2013,very_low,2,0,0,0
06075010200,2012-2013,very_low,7,0,0,0
06075010100,2012-2013,very_low,409,19,28,1
06075980300,2012-2013,very_low,23,6,5,0
06075061400,2012-2013,very_low,237,41,34,0
06075061500,2012-2013,very_low,1348,136,198,15
06075061200,2012-2013,very_low,562,21,19,2
06075061100,2012-2013,very_low,1366,28,22,8
06075047802,2012-2013,very_low,86,11,5,0
06075047801,2012-2013,very_low,55,4,4,0
06075042602,2012-2013,very_low,7,1,0,0
06075042601,2012-2013,very_low,142,14,8,0
06075033204,2012-2013,very_low,153,11,8,0
06075033203,2012-2013,very_low,255,24,15,0
06075032902,2012-2013,very_low,,,,
06075032901,2012-2013,very_low,1,0,0,0
06075032802,2012-2013,very_low,2,0,0,0
06075032801,2012-2013,very_low,1,0,0,0
06075032602,2012-2013,very_low,2,0,0,0
06075032601,2012-2013,very_low,42,5,4,0
06075031302,2012-2013,very_low,122,3,7,0
06075031301,2012-2013,very_low,1,0,0,0
06075031202,2012-2013,very_low,16,1,0,0
06075031201,2012-2013,very_low,146,6,29,0
06075025702,2012-2013,very_low,202,7,5,1
06075025701,2012-2013,very_low,123,4,6,0
06075022704,2012-2013,very_low,,,,
06075020402,2012-2013,very_low,,,,
06075020401,2012-2013,very_low,,,,
06075017802,2012-2013,very_low,553,73,57,2
06075017801,2012-2013,very_low,1023,83,76,4
06075017102,2012-2013,very_low,,,,
06075017101,2012-2013,very_low,,,,
06075016802,2012-2013,very_low,631,55,33,2
06075016801,2012-2013,very_low,135,17,10,0
06075015802,2012-2013,very_low,173,15,16,0
06075015801,2012-2013,very_low,483,37,31,3
06075013102,2012-2013,very_low,,,,
06075013101,2012-2013,very_low,,,,
06075012902,2012-2013,very_low,8,0,0,0
06075012901,2012-2013,very_low,,,,
06075012602,2012-2013,very_low,,,,
06075012601,2012-2013,very_low,,,,
06075012501,2012-2013,very_low,777,27,24,0
06075012402,2012-2013,very_low,751,76,36,0
06075012401,2012-2013,very_low,1056,34,36,2
06075012202,2012-2013,very_low,618,45,43,2
06075012201,2012-2013,very_low,1255,103,79,4
06075011902,2012-2013,very_low,627,52,39,1
06075011901,2012-2013,very_low,268,17,16,0
06075023103,2012-2013,very_low,854,20,23,11
06075023003,2012-2013,very_low,89,4,2,0
06075061000,2012-2013,very_low,26,5,9,0
06075060700,2012-2013,very_low,223,29,24,3
06075060502,2012-2013,very_low,309,10,6,4
06075060400,2012-2013,very_low,21,2,1,0
06075060100,2012-2013,very_low,,,,
06075047901,2012-2013,very_low,27,0,1,0
06075016200,2012-2013,very_low,725,73,47,7
06075047702,2012-2013,very_low,73,6,5,0
06075047902,2012-2013,very_low,8,0,1,0
06075047600,2012-2013,very_low,126,8,6,0
06075045200,2012-2013,very_low,292,37,20,0
06075045100,2012-2013,very_low,22,1,0,0
06075042800,2012-2013,very_low,,,,
06075042700,2012-2013,very_low,142,8,7,0
06075040200,2012-2013,very_low,22,0,2,0
06075040100,2012-2013,very_low,253,25,19,0
06075035400,2012-2013,very_low,49,2,1,0
06075035300,2012-2013,very_low,7,1,1,0
06075035201,2012-2013,very_low,5,0,1,0
06075047701,2012-2013,very_low,213,20,6,1
06075035100,2012-2013,very_low,2,0,1,0
06075035202,2012-2013,very_low,184,15,16,2
06075033100,2012-2013,very_low,,,,
06075033000,2012-2013,very_low,35,0,0,0
06075032700,2012-2013,very_low,7,0,0,0
06075031400,2012-2013,very_low,101,4,2,0
06075031100,2012-2013,very_low,8,0,1,0
06075031000,2012-2013,very_low,,,,
06075030900,2012-2013,very_low,,,,
06075030800,2012-2013,very_low,,,,
06075030700,2012-2013,very_low,,,,
06075030600,2012-2013,very_low,,,,
06075030500,2012-2013,very_low,53,1,2,0
06075030400,2012-2013,very_low,,,,
06075030302,2012-2013,very_low,,,,
06075033201,2012-2013,very_low,251,19,11,1
06075030301,2012-2013,very_low,,,,
06075030202,2012-2013,very_low,30,2,4,0
06075030102,2012-2013,very_low,,,,
06075030101,2012-2013,very_low,6,2,1,0
06075026404,2012-2013,very_low,55,2,3,2
06075026403,2012-2013,very_low,183,7,4,0
06075030201,2012-2013,very_low,214,26,19,0
06075026401,2012-2013,very_low,137,7,4,1
06075026303,2012-2013,very_low,72,2,4,0
06075026302,2012-2013,very_low,116,6,4,0
06075026402,2012-2013,very_low,54,1,3,0
06075026200,2012-2013,very_low,15,1,0,0
06075026100,2012-2013,very_low,103,3,3,0
06075026003,2012-2013,very_low,32,1,1,0
06075026301,2012-2013,very_low,120,3,8,0
06075026004,2012-2013,very_low,50,0,1,0
06075026001,2012-2013,very_low,133,5,6,0
06075025900,2012-2013,very_low,2,0,0,0
06075025800,2012-2013,very_low,105,3,2,0
06075025600,2012-2013,very_low,7,0,0,0
06075025500,2012-2013,very_low,40,4,3,0
06075025401,2012-2013,very_low,87,3,5,0
06075026002,2012-2013,very_low,70,2,2,0
06075025403,2012-2013,very_low,100,8,5,0
06075025300,2012-2013,very_low,158,21,3,0
06075025200,2012-2013,very_low,6,0,0,0
06075025100,2012-2013,very_low,2,0,0,0
06075023400,2012-2013,very_low,373,14,13,4
06075023300,2012-2013,very_low,145,4,12,0
06075023200,2012-2013,very_low,333,6,11,3
06075025402,2012-2013,very_low,21,2,2,0
06075023102,2012-2013,very_low,512,10,13,2
06075022903,2012-2013,very_low,89,7,3,0
06075022902,2012-2013,very_low,19,1,1,0
06075023001,2012-2013,very_low,244,11,5,0
06075022802,2012-2013,very_low,75,3,3,0
06075022803,2012-2013,very_low,152,14,12,1
06075022901,2012-2013,very_low,220,14,5,1
06075022801,2012-2013,very_low,285,18,22,1
06075022702,2012-2013,very_low,,,,
06075022600,2012-2013,very_low,88,11,11,0
06075021800,2012-2013,very_low,,,,
06075021700,2012-2013,very_low,,,,
06075021600,2012-2013,very_low,,,,
06075021500,2012-2013,very_low,27,2,0,0
06075021400,2012-2013,very_low,,,,
06075021300,2012-2013,very_low,,,,
06075021200,2012-2013,very_low,,,,
06075021100,2012-2013,very_low,4,0,1,0
06075021000,2012-2013,very_low,272,30,22,0
06075020900,2012-2013,very_low,500,45,31,3
06075020800,2012-2013,very_low,608,37,32,2
06075020700,2012-2013,very_low,240,26,14,0
06075020600,2012-2013,very_low,,,,
06075020500,2012-2013,very_low,,,,
06075020300,2012-2013,very_low,16,0,0,0
06075020200,2012-2013,very_low,828,58,40,3
06075018000,2012-2013,very_low,64,8,4,0
06075017902,2012-2013,very_low,,,,
06075017700,2012-2013,very_low,67,5,7,0
06075020100,2012-2013,very_low,1596,72,68,1
06075017601,2012-2013,very_low,1533,117,76,3
06075017000,2012-2013,very_low,,,,
06075016900,2012-2013,very_low,4,0,0,0
06075016700,2012-2013,very_low,15,0,1,0
06075016600,2012-2013,very_low,149,23,12,4
06095980000,2012-2013,very_low,1,0,0,0
06095250801,2012-2013,very_low,138,14,4,2
06095252914,2012-2013,very_low,2,0,0,0
06095252315,2012-2013,very_low,,,,
06095253404,2012-2013,very_low,31,2,2,2
06095253204,2012-2013,very_low,205,16,17,5
06095253205,2012-2013,very_low,94,8,14,1
06095252913,2012-2013,very_low,,,,
06095252912,2012-2013,very_low,,,,
06095252802,2012-2013,very_low,83,4,14,0
06095252610,2012-2013,very_low,53,7,6,0
06095252801,2012-2013,very_low,32,3,0,1
06095253403,2012-2013,very_low,,,,
06095253206,2012-2013,very_low,,,,
06095252911,2012-2013,very_low,73,6,8,3
06095252915,2012-2013,very_low,1,0,0,0
06095252611,2012-2013,very_low,211,22,23,1
06095252316,2012-2013,very_low,3,1,1,0
06095252317,2012-2013,very_low,,,,
06095252312,2012-2013,very_low,,,,
06095252314,2012-2013,very_low,6,0,1,0
06095252313,2012-2013,very_low,1,0,0,0
06095252310,2012-2013,very_low,,,,
06095252311,2012-2013,very_low,,,,
06095250103,2012-2013,very_low,2,0,0,0
06095250604,2012-2013,very_low,,,,
06095250605,2012-2013,very_low,,,,
06095250105,2012-2013,very_low,2,1,0,0
06095250104,2012-2013,very_low,,,,
06095250106,2012-2013,very_low,,,,
06095251804,2012-2013,very_low,4,0,0,0
06095251803,2012-2013,very_low,11,1,0,1
06095253106,2012-2013,very_low,30,3,1,0
06095251903,2012-2013,very_low,4,0,1,0
06095251902,2012-2013,very_low,40,1,2,0
06095251901,2012-2013,very_low,66,9,5,0
06095251702,2012-2013,very_low,36,3,6,1
06095251600,2012-2013,very_low,192,16,15,3
06095251500,2012-2013,very_low,255,17,10,1
06095251400,2012-2013,very_low,65,7,2,0
06095251300,2012-2013,very_low,,,,
06095251200,2012-2013,very_low,175,13,19,0
06095251000,2012-2013,very_low,92,9,8,0
06095252105,2012-2013,very_low,,,,
06095250900,2012-2013,very_low,481,29,33,4
06095250300,2012-2013,very_low,45,4,0,0
06095252106,2012-2013,very_low,15,2,1,0
06095252107,2012-2013,very_low,,,,
06095252108,2012-2013,very_low,,,,
06095252104,2012-2013,very_low,,,,
06095252102,2012-2013,very_low,4,0,0,0
06095252103,2012-2013,very_low,10,2,4,0
06095252000,2012-2013,very_low,95,3,7,2
06095253300,2012-2013,very_low,14,0,0,0
06095251701,2012-2013,very_low,150,12,16,2
06095251100,2012-2013,very_low,200,13,21,2
06095250701,2012-2013,very_low,215,10,10,1
06095250601,2012-2013,very_low,74,1,3,0
06095250502,2012-2013,very_low,,,,
06095250501,2012-2013,very_low,8,1,0,1
06095250400,2012-2013,very_low,40,2,2,0
06095250200,2012-2013,very_low,35,5,2,0
06095253107,2012-2013,very_low,315,35,26,5
06095253108,2012-2013,very_low,123,9,14,0
06095253105,2012-2013,very_low,399,64,54,1
06095253000,2012-2013,very_low,,,,
06095252909,2012-2013,very_low,1,0,0,0
06095253203,2012-2013,very_low,21,1,3,0
06095253201,2012-2013,very_low,,,,
06095253101,2012-2013,very_low,64,7,4,0
06095252910,2012-2013,very_low,8,1,0,0
06095252904,2012-2013,very_low,12,2,1,0
06095252903,2012-2013,very_low,5,1,0,0
06095253500,2012-2013,very_low,84,5,3,4
06095252705,2012-2013,very_low,18,1,0,1
06095252704,2012-2013,very_low,63,3,2,0
06095252908,2012-2013,very_low,2,0,0,0
06095252608,2012-2013,very_low,263,21,26,3
06095252607,2012-2013,very_low,250,34,17,1
06095252606,2012-2013,very_low,372,21,26,4
06095252605,2012-2013,very_low,372,30,30,4
06095252604,2012-2013,very_low,223,18,18,5
06095252502,2012-2013,very_low,243,16,17,2
06095252501,2012-2013,very_low,175,11,11,0
06095252401,2012-2013,very_low,137,17,8,5
06095252707,2012-2013,very_low,57,5,4,0
06095252706,2012-2013,very_low,,,,
06095252703,2012-2013,very_low,3,0,0,0
06095252702,2012-2013,very_low,134,8,12,1
06095252402,2012-2013,very_low,200,13,8,3
06095252306,2012-2013,very_low,,,,
06095252305,2012-2013,very_low,4,0,0,0
06095251802,2012-2013,very_low,537,45,39,2
06095252202,2012-2013,very_low,1,0,0,0
06095252201,2012-2013,very_low,,,,
06095253402,2012-2013,very_low,211,18,14,0
06085509201,2013-2014,very_low,1,0,25,0
06085510500,2013-2014,very_low,,,,
06085509401,2013-2014,very_low,15,2,32,6
06085509303,2013-2014,very_low,373,27,70,6
06085503306,2013-2014,very_low,131,5,5,1
06085503211,2013-2014,very_low,20,1,2,1
06085503504,2013-2014,very_low,303,18,9,3
06085503601,2013-2014,very_low,423,13,22,2
06085512022,2013-2014,very_low,359,12,67,0
06085512017,2013-2014,very_low,33,1,12,0
06085512026,2013-2014,very_low,26,1,12,0
06085512020,2013-2014,very_low,27,7,75,5
06085512023,2013-2014,very_low,201,19,52,2
06085512024,2013-2014,very_low,247,18,18,0
06085509106,2013-2014,very_low,4,1,5,0
06085509109,2013-2014,very_low,,,,
06085509102,2013-2014,very_low,,,,
06085510002,2013-2014,very_low,,,,
06097150701,2013-2014,very_low,177,10,21,2
06097152501,2013-2014,very_low,4,0,10,0
06097152400,2013-2014,very_low,,,,
06097152300,2013-2014,very_low,,,,
06097152202,2013-2014,very_low,270,24,53,4
06097151700,2013-2014,very_low,48,2,35,1
06097151502,2013-2014,very_low,23,4,46,5
06097153403,2013-2014,very_low,67,2,13,2
