reportDate,zip,confirmed_cases,total_tested
3/17/21 0:00,60490,1696,20998
3/17/21 0:00,60491,2150,22801
3/17/21 0:00,60499,6,51
3/17/21 0:00,60501,1335,9243
3/17/21 0:00,60502,1429,19112
3/17/21 0:00,60503,1067,13526
3/17/21 0:00,60504,2977,34274
3/17/21 0:00,60505,8078,63450
3/17/21 0:00,60506,5900,66669
3/17/21 0:00,60507,27,362
3/17/21 0:00,60510,2041,28721
3/17/21 0:00,60511,113,1318
3/17/21 0:00,60512,78,968
3/17/21 0:00,60513,1625,21714
3/17/21 0:00,60514,819,9980
3/17/21 0:00,60515,2052,30106
3/17/21 0:00,60516,2003,29270
3/17/21 0:00,60517,2534,32840
3/17/21 0:00,60518,233,2723
3/17/21 0:00,60519,13,111
3/17/21 0:00,60520,208,2448
3/17/21 0:00,60521,1513,23053
3/17/21 0:00,60523,883,14298
3/17/21 0:00,60524,6,37
3/17/21 0:00,60525,2827,49014
3/17/21 0:00,60526,1016,24963
3/17/21 0:00,60527,2557,40691
3/17/21 0:00,60528,9,32
3/17/21 0:00,60530,39,645
3/17/21 0:00,60531,164,1396
3/17/21 0:00,60532,1768,32379
3/17/21 0:00,60534,1136,10095
3/17/21 0:00,60536,15,147
3/17/21 0:00,60537,50,417
3/17/21 0:00,60538,2755,25663
3/17/21 0:00,60539,31,369
3/17/21 0:00,60540,2603,49194
3/17/21 0:00,60541,262,2191
3/17/21 0:00,60542,1540,19764
3/17/21 0:00,60543,3201,34026
3/17/21 0:00,60544,2498,32938
3/17/21 0:00,60545,1397,11726
3/17/21 0:00,60546,1377,25713
3/17/21 0:00,60548,1185,12318
3/17/21 0:00,60549,54,552
3/17/21 0:00,60550,120,1384
3/17/21 0:00,60551,714,21565
3/17/21 0:00,60552,353,3289
3/17/21 0:00,60553,42,381
3/17/21 0:00,60554,915,10504
3/17/21 0:00,60555,1226,13005
3/17/21 0:00,60556,113,1342
3/17/21 0:00,60558,1017,14140
3/17/21 0:00,60559,1997,31859
3/17/21 0:00,60560,2352,27189
3/17/21 0:00,60561,1683,20501
3/17/21 0:00,60563,2795,59125
3/17/21 0:00,60564,2858,41870
3/17/21 0:00,60565,2435,36223
3/17/21 0:00,60567,13,303
3/17/21 0:00,60585,2024,23126
3/17/21 0:00,60586,4711,43869
3/17/21 0:00,60598,13,136
3/17/21 0:00,60601,944,22645
3/17/21 0:00,60602,100,2383
3/17/21 0:00,60603,69,2016
3/17/21 0:00,60604,101,2064
3/17/21 0:00,60605,1736,38753
3/17/21 0:00,60606,280,7362
3/17/21 0:00,60607,2351,53616
3/17/21 0:00,60608,7481,92465
3/17/21 0:00,60609,6700,68981
3/17/21 0:00,60610,3012,61405
3/17/21 0:00,60611,2022,47231
3/17/21 0:00,60612,3056,65926
3/17/21 0:00,60613,3334,75800
3/17/21 0:00,60614,4982,122791
3/17/21 0:00,60615,2021,67477
3/17/21 0:00,60616,3349,67970
3/17/21 0:00,60617,7146,76842
3/17/21 0:00,60618,7592,109381
3/17/21 0:00,60619,3926,60424
3/17/21 0:00,60620,4680,68073
3/17/21 0:00,60621,2026,26733
3/17/21 0:00,60622,4584,86750
3/17/21 0:00,60623,10302,80519
3/17/21 0:00,60624,2944,35606
3/17/21 0:00,60625,6315,95451
3/17/21 0:00,60626,3944,104053
3/17/21 0:00,60627,6,372
3/17/21 0:00,60628,4525,60431
3/17/21 0:00,60629,16195,107567
3/17/21 0:00,60630,5075,57404
3/17/21 0:00,60631,2832,42496
3/17/21 0:00,60632,12564,82212
3/17/21 0:00,60633,1704,22576
3/17/21 0:00,60634,9452,89992
3/17/21 0:00,60635,7,312
3/17/21 0:00,60636,2863,28974
3/17/21 0:00,60637,2904,111815
3/17/21 0:00,60638,7333,57293
3/17/21 0:00,60639,13517,97450
3/17/21 0:00,60640,4189,102876
3/17/21 0:00,60641,8269,91978
3/17/21 0:00,60642,1781,30652
3/17/21 0:00,60643,3944,73033
3/17/21 0:00,60644,3836,52338
3/17/21 0:00,60645,4355,63707
3/17/21 0:00,60646,2444,35511
3/17/21 0:00,60647,7973,128045
3/17/21 0:00,60649,2947,50479
3/17/21 0:00,60650,21,323
3/17/21 0:00,60651,7123,62593
3/17/21 0:00,60652,4888,43392
3/17/21 0:00,60653,2305,43840
3/17/21 0:00,60654,1805,31016
3/17/21 0:00,60655,3194,32471
3/17/21 0:00,60656,2764,27592
3/17/21 0:00,60657,4637,101436
3/17/21 0:00,60659,3689,42148
3/17/21 0:00,60660,2497,60723
3/17/21 0:00,60661,725,14646
3/17/21 0:00,60680,41,1097
3/17/21 0:00,60690,15,494
3/17/21 0:00,60706,2694,28235
3/17/21 0:00,60707,4941,55440
3/17/21 0:00,60712,2021,23856
3/17/21 0:00,60714,3434,59668
3/17/21 0:00,60801,8,279
3/17/21 0:00,60803,2025,17586
3/17/21 0:00,60804,12452,84270
3/17/21 0:00,60805,1871,26382
3/17/21 0:00,60806,6,67
3/17/21 0:00,60827,1664,21293
3/17/21 0:00,60901,4584,78661
3/17/21 0:00,60910,38,891
3/17/21 0:00,60911,158,2173
3/17/21 0:00,60912,43,419
3/17/21 0:00,60913,169,1738
3/17/21 0:00,60914,3285,42147
3/17/21 0:00,60915,1169,16873
3/17/21 0:00,60917,54,646
3/17/21 0:00,60918,64,1093
3/17/21 0:00,60919,33,523
3/17/21 0:00,60920,16,331
3/17/21 0:00,60921,131,1921
3/17/21 0:00,60922,235,2831
3/17/21 0:00,60924,180,1827
3/17/21 0:00,60926,6,92
3/17/21 0:00,60927,260,5594
3/17/21 0:00,60928,67,730
3/17/21 0:00,60929,71,1028
3/17/21 0:00,60930,93,5589
3/17/21 0:00,60931,56,665
3/17/21 0:00,60932,15,119
3/17/21 0:00,60933,27,384
3/17/21 0:00,60934,34,380
3/17/21 0:00,60935,120,967
3/17/21 0:00,60936,531,8460
3/17/21 0:00,60938,291,3864
3/17/21 0:00,60940,264,2671
3/17/21 0:00,60941,210,2381
3/17/21 0:00,60942,657,8699
3/17/21 0:00,60944,7,137
3/17/21 0:00,60945,11,136
3/17/21 0:00,60946,32,456
3/17/21 0:00,60948,149,2120
3/17/21 0:00,60949,52,1015
3/17/21 0:00,60950,1325,27299
3/17/21 0:00,60951,63,1023
3/17/21 0:00,60952,69,867
3/17/21 0:00,60953,196,2208
3/17/21 0:00,60954,664,9959
3/17/21 0:00,60955,251,3069
3/17/21 0:00,60956,17,91
3/17/21 0:00,60957,661,9060
3/17/21 0:00,60958,143,2042
3/17/21 0:00,60959,125,1527
3/17/21 0:00,60960,66,997
3/17/21 0:00,60961,62,777
3/17/21 0:00,60962,40,662
3/17/21 0:00,60963,176,2067
3/17/21 0:00,60964,472,5825
3/17/21 0:00,60966,92,1642
3/17/21 0:00,60967,6,55
3/17/21 0:00,60968,39,411
3/17/21 0:00,60969,13,99
3/17/21 0:00,60970,576,7643
3/17/21 0:00,60973,52,461
3/17/21 0:00,60974,15,260
3/17/21 0:00,61001,83,733
3/17/21 0:00,61006,142,1141
3/17/21 0:00,61007,44,423
3/17/21 0:00,61008,4092,36212
3/17/21 0:00,61010,904,9909
3/17/21 0:00,61011,273,2696
3/17/21 0:00,61012,206,1749
3/17/21 0:00,61013,70,536
3/17/21 0:00,61014,76,773
3/17/21 0:00,61015,83,685
3/17/21 0:00,61016,511,4347
3/17/21 0:00,61018,101,814
3/17/21 0:00,61019,289,2677
3/17/21 0:00,61020,308,2569
3/17/21 0:00,61021,2387,60668
3/17/21 0:00,61024,247,2164
3/17/21 0:00,61025,289,2149
3/17/21 0:00,61028,121,1333
3/17/21 0:00,61030,206,2478
3/17/21 0:00,61031,177,1749
3/17/21 0:00,61032,2773,36429
3/17/21 0:00,61036,463,8770
3/17/21 0:00,61037,22,123
3/17/21 0:00,61038,119,900
3/17/21 0:00,61039,79,688
3/17/21 0:00,61041,97,982
3/17/21 0:00,61042,41,478
3/17/21 0:00,61043,15,98
3/17/21 0:00,61044,20,105
3/17/21 0:00,61046,228,2069
3/17/21 0:00,61047,149,1600
3/17/21 0:00,61048,412,4954
3/17/21 0:00,61049,29,279
3/17/21 0:00,61050,23,226
3/17/21 0:00,61051,144,990
3/17/21 0:00,61052,98,754
3/17/21 0:00,61053,208,4183
3/17/21 0:00,61054,279,7087
3/17/21 0:00,61059,22,90
3/17/21 0:00,61060,117,982
3/17/21 0:00,61061,639,6689
3/17/21 0:00,61062,175,1148
3/17/21 0:00,61063,334,3504
3/17/21 0:00,61064,331,4415
3/17/21 0:00,61065,1030,9537
3/17/21 0:00,61067,68,493
3/17/21 0:00,61068,1646,12644
3/17/21 0:00,61070,88,681
3/17/21 0:00,61071,1342,10900
3/17/21 0:00,61072,1126,12010
3/17/21 0:00,61073,1966,19976
3/17/21 0:00,61074,398,5245
3/17/21 0:00,61075,87,719
3/17/21 0:00,61077,6,83
3/17/21 0:00,61078,100,1024
3/17/21 0:00,61080,1106,9401
3/17/21 0:00,61081,2359,22667
3/17/21 0:00,61084,267,2358
3/17/21 0:00,61085,278,2904
3/17/21 0:00,61087,156,930
3/17/21 0:00,61088,597,5741
3/17/21 0:00,61089,58,473
3/17/21 0:00,61091,8,43
3/17/21 0:00,61101,1706,23705
3/17/21 0:00,61102,1890,17013
3/17/21 0:00,61103,2125,31094
3/17/21 0:00,61104,1720,16779
3/17/21 0:00,61105,14,228
3/17/21 0:00,61107,3148,45496
3/17/21 0:00,61108,3202,39227
3/17/21 0:00,61109,2680,24925
3/17/21 0:00,61111,2385,29984
3/17/21 0:00,61112,28,1035
3/17/21 0:00,61114,1579,22697
3/17/21 0:00,61115,2213,23729
3/17/21 0:00,61125,13,125
3/17/21 0:00,61126,10,149
3/17/21 0:00,61132,7,132
3/17/21 0:00,61201,3381,43041
3/17/21 0:00,61204,17,164
3/17/21 0:00,61230,110,741
3/17/21 0:00,61231,467,6882
3/17/21 0:00,61232,145,1314
3/17/21 0:00,61233,40,578
3/17/21 0:00,61234,105,1351
3/17/21 0:00,61235,104,1646
3/17/21 0:00,61236,9,105
3/17/21 0:00,61238,253,2885
3/17/21 0:00,61239,72,986
3/17/21 0:00,61240,511,5645
3/17/21 0:00,61241,618,6837
3/17/21 0:00,61242,89,867
3/17/21 0:00,61243,12,90
3/17/21 0:00,61244,2356,41395
3/17/21 0:00,61250,256,2232
3/17/21 0:00,61251,33,266
3/17/21 0:00,61252,532,3633
3/17/21 0:00,61254,947,14182
3/17/21 0:00,61256,171,1766
3/17/21 0:00,61257,81,1062
3/17/21 0:00,61258,16,240
3/17/21 0:00,61259,67,687
3/17/21 0:00,61260,50,552
3/17/21 0:00,61261,77,830
3/17/21 0:00,61262,63,629
3/17/21 0:00,61263,52,732
3/17/21 0:00,61264,842,9231
3/17/21 0:00,61265,3992,43871
3/17/21 0:00,61266,7,105
3/17/21 0:00,61270,810,6011
3/17/21 0:00,61272,95,873
3/17/21 0:00,61273,298,2861
3/17/21 0:00,61274,18,279
3/17/21 0:00,61275,402,3976
3/17/21 0:00,61276,9,117
3/17/21 0:00,61277,377,7243
3/17/21 0:00,61278,47,449
3/17/21 0:00,61279,77,809
3/17/21 0:00,61281,237,2287
3/17/21 0:00,61282,783,10433
3/17/21 0:00,61283,106,1071
3/17/21 0:00,61284,200,1961
3/17/21 0:00,61285,468,4446
3/17/21 0:00,61301,1036,15160
3/17/21 0:00,61310,340,3071
3/17/21 0:00,61311,22,172
3/17/21 0:00,61312,35,392
3/17/21 0:00,61313,34,263
3/17/21 0:00,61314,81,696
3/17/21 0:00,61315,21,239
3/17/21 0:00,61316,25,558
3/17/21 0:00,61317,40,376
3/17/21 0:00,61318,46,432
3/17/21 0:00,61319,110,1544
3/17/21 0:00,61320,49,643
3/17/21 0:00,61321,27,309
3/17/21 0:00,61322,198,1164
3/17/21 0:00,61325,90,1148
3/17/21 0:00,61326,186,1751
3/17/21 0:00,61327,88,1655
3/17/21 0:00,61329,132,1243
3/17/21 0:00,61330,142,1347
3/17/21 0:00,61333,47,532
3/17/21 0:00,61334,66,466
3/17/21 0:00,61335,38,480
3/17/21 0:00,61336,31,472
3/17/21 0:00,61337,47,466
3/17/21 0:00,61338,33,301
3/17/21 0:00,61340,19,456
3/17/21 0:00,61341,740,9994
3/17/21 0:00,61342,1205,10224
3/17/21 0:00,61344,30,259
3/17/21 0:00,61345,69,631
3/17/21 0:00,61348,453,5604
3/17/21 0:00,61349,85,890
3/17/21 0:00,61350,2165,30890
3/17/21 0:00,61353,93,1017
3/17/21 0:00,61354,1187,13135
3/17/21 0:00,61356,1097,13919
3/17/21 0:00,61358,26,345
3/17/21 0:00,61359,31,287
3/17/21 0:00,61360,293,2552
3/17/21 0:00,61361,116,1170
3/17/21 0:00,61362,683,9258
3/17/21 0:00,61363,28,173
3/17/21 0:00,61364,1894,28071
3/17/21 0:00,61367,83,563
3/17/21 0:00,61368,88,1070
3/17/21 0:00,61369,183,5034
3/17/21 0:00,61370,95,1171
3/17/21 0:00,61372,16,290
3/17/21 0:00,61373,181,1787
3/17/21 0:00,61375,59,980
3/17/21 0:00,61376,221,2840
3/17/21 0:00,61377,104,1140
3/17/21 0:00,61378,24,222
3/17/21 0:00,61379,112,1052
3/17/21 0:00,61401,3257,44780
3/17/21 0:00,61402,151,22124
3/17/21 0:00,61410,305,3437
3/17/21 0:00,61411,29,367
3/17/21 0:00,61412,127,1038
3/17/21 0:00,61413,63,710
3/17/21 0:00,61414,47,638
3/17/21 0:00,61415,152,1276
3/17/21 0:00,61417,18,188
3/17/21 0:00,61418,42,404
3/17/21 0:00,61419,10,99
3/17/21 0:00,61420,65,945
3/17/21 0:00,61421,111,1331
3/17/21 0:00,61422,303,3786
3/17/21 0:00,61423,54,417
3/17/21 0:00,61424,11,125
3/17/21 0:00,61425,24,288
3/17/21 0:00,61426,7,79
3/17/21 0:00,61427,151,3644
3/17/21 0:00,61428,102,984
3/17/21 0:00,61430,68,693
3/17/21 0:00,61431,28,495
3/17/21 0:00,61432,42,954
3/17/21 0:00,61433,14,109
3/17/21 0:00,61434,251,2944
3/17/21 0:00,61435,14,146
3/17/21 0:00,61436,67,663
3/17/21 0:00,61437,44,497
3/17/21 0:00,61438,45,897
3/17/21 0:00,61439,28,182
3/17/21 0:00,61440,44,762
3/17/21 0:00,61441,63,845
3/17/21 0:00,61442,59,567
3/17/21 0:00,61443,1361,19506
3/17/21 0:00,61447,69,618
3/17/21 0:00,61448,411,5106
3/17/21 0:00,61449,27,338
3/17/21 0:00,61450,138,1335
3/17/21 0:00,61451,30,333
3/17/21 0:00,61452,22,273
3/17/21 0:00,61453,52,529
3/17/21 0:00,61454,49,699
3/17/21 0:00,61455,1627,30319
3/17/21 0:00,61458,65,711
3/17/21 0:00,61459,13,300
3/17/21 0:00,61460,19,349
3/17/21 0:00,61462,1166,11403
3/17/21 0:00,61465,72,796
3/17/21 0:00,61466,27,205
3/17/21 0:00,61467,98,805
3/17/21 0:00,61469,147,1392
3/17/21 0:00,61470,28,626
3/17/21 0:00,61471,14,72
3/17/21 0:00,61472,49,427
3/17/21 0:00,61473,104,1418
3/17/21 0:00,61474,22,224
3/17/21 0:00,61475,8,156
3/17/21 0:00,61476,26,404
3/17/21 0:00,61477,37,715
3/17/21 0:00,61478,23,154
3/17/21 0:00,61479,8,118
3/17/21 0:00,61480,122,2263
3/17/21 0:00,61482,49,759
3/17/21 0:00,61483,217,3631
3/17/21 0:00,61484,50,843
3/17/21 0:00,61485,45,521
3/17/21 0:00,61486,117,1204
3/17/21 0:00,61488,97,939
3/17/21 0:00,61489,98,934
3/17/21 0:00,61490,69,795
3/17/21 0:00,61491,192,2521
3/17/21 0:00,61501,142,1890
3/17/21 0:00,61516,49,851
3/17/21 0:00,61517,322,3315
3/17/21 0:00,61519,26,357
3/17/21 0:00,61520,1668,44012
3/17/21 0:00,61523,939,15013
3/17/21 0:00,61524,10,445
3/17/21 0:00,61525,1035,14005
3/17/21 0:00,61526,93,1558
3/17/21 0:00,61528,296,3930
3/17/21 0:00,61529,231,3335
3/17/21 0:00,61530,718,12599
3/17/21 0:00,61531,262,6353
3/17/21 0:00,61532,46,688
3/17/21 0:00,61533,230,2229
3/17/21 0:00,61534,122,1638
3/17/21 0:00,61535,174,1945
3/17/21 0:00,61536,257,3238
3/17/21 0:00,61537,219,4548
3/17/21 0:00,61539,18,156
3/17/21 0:00,61540,151,3451
3/17/21 0:00,61541,8,129
3/17/21 0:00,61542,312,4587
3/17/21 0:00,61544,25,862
3/17/21 0:00,61545,54,718
3/17/21 0:00,61546,380,5739
3/17/21 0:00,61547,406,4634
3/17/21 0:00,61548,1261,17779
3/17/21 0:00,61550,2178,29281
3/17/21 0:00,61552,15,300
3/17/21 0:00,61553,13,369
3/17/21 0:00,61554,4300,54882
3/17/21 0:00,61555,18,293
3/17/21 0:00,61559,280,3327
3/17/21 0:00,61560,45,597
3/17/21 0:00,61561,203,4360
3/17/21 0:00,61563,25,780
3/17/21 0:00,61564,120,1164
3/17/21 0:00,61565,93,1313
3/17/21 0:00,61567,43,1078
3/17/21 0:00,61568,565,5112
3/17/21 0:00,61569,83,1223
3/17/21 0:00,61570,102,2299
3/17/21 0:00,61571,2512,32488
3/17/21 0:00,61572,104,1005
3/17/21 0:00,61601,13,401
3/17/21 0:00,61602,109,2641
3/17/21 0:00,61603,1485,20580
3/17/21 0:00,61604,3054,46533
3/17/21 0:00,61605,1151,17414
3/17/21 0:00,61606,562,9087
3/17/21 0:00,61607,1075,13094
3/17/21 0:00,61610,480,5777
3/17/21 0:00,61611,2320,32914
3/17/21 0:00,61612,14,716
3/17/21 0:00,61614,2768,50032
3/17/21 0:00,61615,2159,33219
3/17/21 0:00,61616,574,12568
3/17/21 0:00,61625,60,147
3/17/21 0:00,61701,2786,59348
3/17/21 0:00,61704,2785,45239
3/17/21 0:00,61705,1133,18829
3/17/21 0:00,61720,18,333
3/17/21 0:00,61721,33,679
3/17/21 0:00,61722,47,536
3/17/21 0:00,61723,183,2784
3/17/21 0:00,61724,38,650
3/17/21 0:00,61725,130,1645
3/17/21 0:00,61726,253,3657
3/17/21 0:00,61727,832,10854
3/17/21 0:00,61728,123,1879
3/17/21 0:00,61729,163,1382
3/17/21 0:00,61730,24,345
3/17/21 0:00,61731,19,289
3/17/21 0:00,61732,196,2385
3/17/21 0:00,61733,111,1352
3/17/21 0:00,61734,268,2922
3/17/21 0:00,61735,25,438
3/17/21 0:00,61736,178,2652
3/17/21 0:00,61737,34,475
3/17/21 0:00,61738,506,5907
3/17/21 0:00,61739,557,9164
3/17/21 0:00,61740,198,2410
3/17/21 0:00,61741,188,2335
3/17/21 0:00,61742,105,1457
3/17/21 0:00,61743,35,248
3/17/21 0:00,61744,202,2289
3/17/21 0:00,61745,374,4956
3/17/21 0:00,61747,113,4477
3/17/21 0:00,61748,247,3441
3/17/21 0:00,61749,53,581
3/17/21 0:00,61751,8,138
3/17/21 0:00,61752,284,5052
3/17/21 0:00,61753,286,3398
3/17/21 0:00,61754,96,1328
3/17/21 0:00,61755,501,5343
3/17/21 0:00,61756,169,2241
3/17/21 0:00,61759,147,1598
3/17/21 0:00,61760,205,3799
3/17/21 0:00,61761,5402,101719
3/17/21 0:00,61764,1745,47796
3/17/21 0:00,61769,46,1013
3/17/21 0:00,61770,71,1111
3/17/21 0:00,61771,83,1047
3/17/21 0:00,61772,32,390
3/17/21 0:00,61773,59,720
3/17/21 0:00,61774,73,1051
3/17/21 0:00,61775,38,383
3/17/21 0:00,61776,129,1517
3/17/21 0:00,61777,79,995
3/17/21 0:00,61778,49,517
3/17/21 0:00,61790,70,6637
3/17/21 0:00,61801,1607,436064
3/17/21 0:00,61802,1561,94436
3/17/21 0:00,61803,7,378
3/17/21 0:00,61810,19,842
3/17/21 0:00,61811,77,747
3/17/21 0:00,61812,27,533
3/17/21 0:00,61813,160,2994
3/17/21 0:00,61814,139,1630
3/17/21 0:00,61815,16,796
3/17/21 0:00,61816,50,940
3/17/21 0:00,61817,356,3467
3/17/21 0:00,61818,176,2048
3/17/21 0:00,61820,5388,883635
3/17/21 0:00,61821,2229,147246
3/17/21 0:00,61822,1814,120917
3/17/21 0:00,61824,11,347
3/17/21 0:00,61830,28,591
3/17/21 0:00,61831,14,158
3/17/21 0:00,61832,3338,44893
3/17/21 0:00,61833,218,2874
3/17/21 0:00,61834,1663,26744
3/17/21 0:00,61839,27,880
3/17/21 0:00,61840,61,2629
3/17/21 0:00,61841,157,1664
3/17/21 0:00,61842,194,3899
3/17/21 0:00,61843,219,6074
3/17/21 0:00,61844,98,1314
3/17/21 0:00,61845,39,955
3/17/21 0:00,61846,453,5114
3/17/21 0:00,61847,180,5361
3/17/21 0:00,61848,28,332
3/17/21 0:00,61849,109,4398
3/17/21 0:00,61850,59,504
3/17/21 0:00,61851,20,1252
3/17/21 0:00,61852,13,636
3/17/21 0:00,61853,1132,50404
3/17/21 0:00,61854,104,2222
3/17/21 0:00,61856,650,15034
3/17/21 0:00,61857,21,236
3/17/21 0:00,61858,325,3830
3/17/21 0:00,61859,99,3878
3/17/21 0:00,61862,60,995
3/17/21 0:00,61863,77,3689
3/17/21 0:00,61864,177,6748
3/17/21 0:00,61865,147,1782
3/17/21 0:00,61866,1485,28006
3/17/21 0:00,61870,97,1461
3/17/21 0:00,61871,38,618
3/17/21 0:00,61872,46,2134
3/17/21 0:00,61873,624,20154
3/17/21 0:00,61874,618,63898
3/17/21 0:00,61875,57,2259
3/17/21 0:00,61876,86,773
3/17/21 0:00,61877,129,5362
3/17/21 0:00,61878,96,3119
3/17/21 0:00,61880,472,16404
3/17/21 0:00,61882,32,697
3/17/21 0:00,61883,530,5213
3/17/21 0:00,61884,98,1971
3/17/21 0:00,61910,797,6250
3/17/21 0:00,61911,419,3103
3/17/21 0:00,61912,107,1094
3/17/21 0:00,61913,144,1869
3/17/21 0:00,61914,172,1915
3/17/21 0:00,61917,74,521
3/17/21 0:00,61919,93,1242
3/17/21 0:00,61920,2331,32857
3/17/21 0:00,61924,209,2684
3/17/21 0:00,61925,88,873
3/17/21 0:00,61928,80,673
3/17/21 0:00,61929,50,789
3/17/21 0:00,61930,63,395
3/17/21 0:00,61931,126,1203
3/17/21 0:00,61932,23,365
3/17/21 0:00,61933,69,652
3/17/21 0:00,61936,23,266
3/17/21 0:00,61937,151,1975
3/17/21 0:00,61938,2392,30079
3/17/21 0:00,61940,23,127
3/17/21 0:00,61942,100,1819
3/17/21 0:00,61943,180,1152
3/17/21 0:00,61944,1142,7902
3/17/21 0:00,61951,882,15187
3/17/21 0:00,61953,750,12024
3/17/21 0:00,61955,17,101
3/17/21 0:00,61956,357,4540
3/17/21 0:00,61957,175,1783
3/17/21 0:00,62001,185,3978
3/17/21 0:00,62002,3284,30908
3/17/21 0:00,62006,62,638
3/17/21 0:00,62009,146,2285
3/17/21 0:00,62010,1278,10781
3/17/21 0:00,62011,31,328
3/17/21 0:00,62012,708,5442
3/17/21 0:00,62013,54,403
3/17/21 0:00,62014,334,3024
3/17/21 0:00,62015,58,481
3/17/21 0:00,62016,414,2916
3/17/21 0:00,62017,107,1109
3/17/21 0:00,62018,288,2631
3/17/21 0:00,62019,36,456
3/17/21 0:00,62021,81,604
3/17/21 0:00,62022,124,897
3/17/21 0:00,62024,878,7925
3/17/21 0:00,62025,3559,36039
3/17/21 0:00,62026,21,754
3/17/21 0:00,62027,43,372
3/17/21 0:00,62028,42,476
3/17/21 0:00,62031,86,658
3/17/21 0:00,62032,95,884
3/17/21 0:00,62033,523,8914
3/17/21 0:00,62034,1396,16289
3/17/21 0:00,62035,1953,18021
3/17/21 0:00,62036,68,465
3/17/21 0:00,62037,190,2418
3/17/21 0:00,62040,4058,29354
3/17/21 0:00,62044,173,1467
3/17/21 0:00,62045,29,498
3/17/21 0:00,62046,112,713
3/17/21 0:00,62047,172,2334
3/17/21 0:00,62048,129,1045
3/17/21 0:00,62049,1602,29254
3/17/21 0:00,62050,32,373
3/17/21 0:00,62051,89,965
3/17/21 0:00,62052,1590,20062
3/17/21 0:00,62053,59,662
3/17/21 0:00,62054,87,572
3/17/21 0:00,62056,790,15708
3/17/21 0:00,62058,69,747
3/17/21 0:00,62059,38,495
3/17/21 0:00,62060,353,3072
3/17/21 0:00,62061,204,1456
3/17/21 0:00,62062,945,16180
3/17/21 0:00,62063,122,945
3/17/21 0:00,62067,298,1891
3/17/21 0:00,62069,302,3859
3/17/21 0:00,62074,96,1046
3/17/21 0:00,62075,342,3545
