GEOID,ARSON,ASSAULT,BATTERY,BURGLARY,CONCEALED CARRY LICENSE VIOLATION,CRIM SEXUAL ASSAULT,CRIMINAL DAMAGE,CRIMINAL SEXUAL ASSAULT,CRIMINAL TRESPASS,DECEPTIVE PRACTICE,DOMESTIC VIOLENCE,GAMBLING,HOMICIDE,HUMAN TRAFFICKING,INTERFERENCE WITH PUBLIC OFFICER,INTIMIDATION,KIDNAPPING,LIQUOR LAW VIOLATION,MOTOR VEHICLE THEFT,NARCOTICS,NON - CRIMINAL,NON-CRIMINAL,NON-CRIMINAL (SUBJECT SPECIFIED),OBSCENITY,OFFENSE INVOLVING CHILDREN,OTHER NARCOTIC VIOLATION,OTHER OFFENSE,PROSTITUTION,PUBLIC INDECENCY,PUBLIC PEACE VIOLATION,RITUALISM,ROBBERY,SEX OFFENSE,STALKING,THEFT,WEAPONS VIOLATION,TOTAL
17031430700,5.0,471.0,1574.0,494.0,0.0,43.0,792.0,0.0,125.0,206.0,0.0,18.0,11.0,0.0,11.0,3.0,4.0,6.0,326.0,462.0,0.0,0.0,0.0,2.0,73.0,0.0,604.0,19.0,1.0,34.0,0.0,319.0,31.0,3.0,1151.0,49.0,6837
17031430800,6.0,503.0,1503.0,567.0,0.0,32.0,850.0,0.0,139.0,177.0,0.0,13.0,11.0,0.0,17.0,6.0,11.0,7.0,340.0,330.0,0.0,0.0,0.0,1.0,65.0,0.0,566.0,7.0,0.0,37.0,0.0,294.0,25.0,4.0,1053.0,99.0,6663
17031430900,12.0,521.0,1478.0,586.0,0.0,22.0,921.0,0.0,114.0,253.0,0.0,17.0,15.0,0.0,11.0,3.0,11.0,0.0,368.0,422.0,0.0,0.0,0.0,1.0,48.0,0.0,501.0,3.0,0.0,47.0,0.0,494.0,24.0,7.0,1227.0,93.0,7199
17031431200,8.0,750.0,1926.0,914.0,1.0,51.0,1410.0,1.0,272.0,328.0,0.0,17.0,16.0,0.0,34.0,2.0,10.0,2.0,607.0,925.0,0.0,0.0,0.0,4.0,93.0,0.0,858.0,12.0,0.0,47.0,0.0,594.0,34.0,2.0,1998.0,143.0,11059
17031431301,21.0,1615.0,4963.0,1451.0,0.0,109.0,2159.0,6.0,436.0,363.0,0.0,54.0,37.0,0.0,63.0,9.0,19.0,26.0,713.0,2881.0,0.0,0.0,0.0,3.0,199.0,0.0,1400.0,469.0,1.0,127.0,0.0,768.0,60.0,5.0,2495.0,300.0,20752
17031431302,37.0,1913.0,6232.0,1750.0,1.0,109.0,2486.0,3.0,669.0,482.0,0.0,40.0,41.0,0.0,73.0,20.0,25.0,32.0,850.0,3302.0,0.0,0.0,0.0,0.0,203.0,0.0,1556.0,525.0,0.0,125.0,0.0,885.0,77.0,14.0,2669.0,280.0,24399
17031431400,29.0,1668.0,5468.0,1651.0,1.0,115.0,2794.0,6.0,420.0,645.0,0.0,17.0,40.0,0.0,43.0,14.0,29.0,14.0,955.0,1348.0,0.0,0.0,0.0,2.0,225.0,0.0,1835.0,147.0,0.0,83.0,0.0,877.0,71.0,12.0,3193.0,228.0,21930
17031440101,35.0,2064.0,6743.0,1793.0,1.0,129.0,2713.0,4.0,749.0,509.0,0.0,73.0,60.0,0.0,75.0,18.0,15.0,35.0,876.0,3542.0,0.0,0.0,0.0,2.0,210.0,0.0,1908.0,128.0,1.0,123.0,1.0,1229.0,59.0,15.0,3079.0,360.0,26549
17031440102,30.0,1468.0,4428.0,1429.0,2.0,90.0,2133.0,2.0,399.0,685.0,0.0,17.0,43.0,1.0,41.0,7.0,23.0,17.0,918.0,1193.0,0.0,1.0,0.0,0.0,160.0,0.0,1362.0,52.0,0.0,84.0,0.0,879.0,48.0,27.0,4918.0,246.0,20703
17031440201,22.0,1254.0,3745.0,1331.0,0.0,61.0,2161.0,2.0,298.0,696.0,0.0,33.0,31.0,0.0,49.0,13.0,20.0,8.0,984.0,1589.0,0.0,0.0,0.0,1.0,145.0,0.0,1507.0,123.0,0.0,66.0,0.0,1036.0,46.0,18.0,2819.0,257.0,18315
17031440202,15.0,779.0,1666.0,643.0,0.0,31.0,1181.0,1.0,197.0,493.0,0.0,3.0,23.0,0.0,27.0,5.0,9.0,5.0,590.0,454.0,0.0,1.0,0.0,1.0,74.0,0.0,691.0,49.0,1.0,32.0,0.0,645.0,24.0,15.0,2427.0,125.0,10207
17031440300,20.0,869.0,2240.0,1183.0,2.0,65.0,1726.0,1.0,241.0,440.0,0.0,13.0,16.0,0.0,20.0,7.0,31.0,2.0,1142.0,556.0,0.0,0.0,0.0,0.0,120.0,0.0,969.0,4.0,0.0,69.0,0.0,968.0,40.0,20.0,2890.0,132.0,13786
17031440600,4.0,353.0,923.0,409.0,1.0,33.0,688.0,1.0,137.0,298.0,0.0,7.0,10.0,0.0,10.0,1.0,11.0,4.0,577.0,379.0,0.0,0.0,0.0,0.0,41.0,0.0,383.0,0.0,0.0,28.0,0.0,403.0,12.0,4.0,1301.0,84.0,6102
17031440700,8.0,361.0,907.0,310.0,1.0,23.0,529.0,0.0,99.0,216.0,0.0,9.0,13.0,0.0,9.0,0.0,6.0,0.0,270.0,344.0,0.0,0.0,0.0,0.0,30.0,0.0,345.0,10.0,0.0,13.0,0.0,231.0,8.0,5.0,686.0,57.0,4490
17031440800,5.0,518.0,1408.0,292.0,1.0,33.0,761.0,0.0,87.0,247.0,0.0,8.0,14.0,0.0,15.0,5.0,5.0,1.0,310.0,444.0,0.0,0.0,0.0,1.0,64.0,0.0,453.0,22.0,0.0,31.0,0.0,295.0,15.0,5.0,874.0,84.0,5998
17031440900,20.0,709.0,2028.0,678.0,0.0,63.0,1209.0,1.0,162.0,233.0,0.0,15.0,33.0,0.0,24.0,7.0,8.0,11.0,517.0,764.0,0.0,0.0,0.0,2.0,78.0,1.0,729.0,110.0,0.0,37.0,0.0,431.0,46.0,5.0,1190.0,189.0,9300
17031450300,21.0,913.0,2391.0,845.0,1.0,72.0,1550.0,1.0,230.0,491.0,0.0,12.0,30.0,0.0,36.0,10.0,17.0,10.0,857.0,693.0,0.0,0.0,0.0,1.0,99.0,0.0,926.0,8.0,0.0,74.0,0.0,743.0,35.0,7.0,2459.0,224.0,12756
17031460100,35.0,1266.0,3525.0,1104.0,4.0,78.0,1986.0,2.0,559.0,337.0,0.0,33.0,44.0,0.0,77.0,13.0,17.0,47.0,583.0,2129.0,0.0,0.0,0.0,0.0,165.0,0.0,1092.0,205.0,0.0,111.0,0.0,687.0,54.0,7.0,2044.0,310.0,16514
17031460200,18.0,906.0,2427.0,655.0,0.0,41.0,1241.0,3.0,161.0,156.0,0.0,7.0,17.0,0.0,34.0,8.0,15.0,20.0,300.0,909.0,0.0,0.0,0.0,1.0,128.0,1.0,605.0,21.0,0.0,76.0,0.0,277.0,30.0,6.0,1038.0,183.0,9284
17031460301,30.0,996.0,2723.0,853.0,2.0,58.0,1737.0,3.0,167.0,213.0,0.0,29.0,22.0,1.0,33.0,14.0,10.0,14.0,442.0,1261.0,0.0,0.0,0.0,1.0,145.0,0.0,884.0,12.0,0.0,84.0,0.0,383.0,52.0,7.0,1402.0,243.0,11821
17031460302,36.0,1328.0,4110.0,1243.0,1.0,73.0,2068.0,1.0,317.0,403.0,0.0,33.0,44.0,1.0,58.0,13.0,34.0,17.0,668.0,2279.0,0.0,0.0,0.0,0.0,165.0,0.0,1193.0,17.0,0.0,119.0,0.0,681.0,50.0,7.0,2198.0,346.0,17503
17031460400,19.0,1065.0,2933.0,1073.0,0.0,68.0,1824.0,2.0,270.0,329.0,0.0,27.0,34.0,0.0,58.0,11.0,14.0,14.0,727.0,1377.0,0.0,0.0,0.0,1.0,138.0,1.0,1078.0,9.0,0.0,85.0,0.0,463.0,39.0,9.0,1861.0,197.0,13726
17031460500,29.0,1563.0,4160.0,1589.0,2.0,85.0,2543.0,6.0,375.0,577.0,0.0,25.0,37.0,0.0,53.0,6.0,33.0,23.0,1414.0,1328.0,0.0,0.0,0.0,1.0,184.0,1.0,1616.0,29.0,0.0,113.0,2.0,1022.0,65.0,12.0,3532.0,239.0,20664
17031460600,7.0,686.0,1866.0,391.0,1.0,31.0,755.0,3.0,159.0,101.0,0.0,12.0,15.0,0.0,14.0,5.0,11.0,5.0,235.0,824.0,0.0,0.0,0.0,0.0,72.0,0.0,350.0,3.0,0.0,147.0,0.0,215.0,32.0,2.0,809.0,151.0,6902
17031460700,28.0,1201.0,3171.0,653.0,0.0,65.0,1514.0,0.0,486.0,269.0,1.0,18.0,28.0,0.0,44.0,18.0,9.0,33.0,350.0,1209.0,0.0,0.0,0.0,0.0,161.0,0.0,962.0,185.0,0.0,121.0,0.0,423.0,40.0,6.0,1269.0,258.0,12522
17031461000,8.0,588.0,1271.0,267.0,0.0,23.0,944.0,1.0,229.0,449.0,0.0,7.0,7.0,0.0,22.0,6.0,9.0,16.0,250.0,508.0,0.0,0.0,0.0,1.0,41.0,0.0,422.0,15.0,0.0,41.0,0.0,476.0,20.0,5.0,2596.0,81.0,8303
17031470100,38.0,889.0,2218.0,897.0,1.0,52.0,1489.0,2.0,189.0,228.0,0.0,56.0,28.0,0.0,22.0,4.0,8.0,11.0,502.0,1050.0,0.0,0.0,0.0,0.0,95.0,0.0,778.0,4.0,0.0,78.0,0.0,390.0,35.0,5.0,1497.0,182.0,10748
17031480100,15.0,663.0,1830.0,399.0,0.0,21.0,729.0,0.0,187.0,254.0,0.0,8.0,5.0,0.0,23.0,6.0,5.0,13.0,412.0,490.0,0.0,0.0,0.0,1.0,45.0,0.0,422.0,1.0,0.0,188.0,0.0,384.0,23.0,4.0,1802.0,113.0,8043
17031480200,3.0,271.0,607.0,252.0,0.0,13.0,473.0,1.0,85.0,223.0,0.0,2.0,4.0,0.0,8.0,2.0,5.0,19.0,333.0,113.0,0.0,0.0,0.0,0.0,32.0,0.0,305.0,0.0,0.0,17.0,0.0,310.0,11.0,6.0,1215.0,43.0,4353
17031480300,7.0,362.0,945.0,309.0,1.0,24.0,630.0,1.0,68.0,260.0,0.0,14.0,11.0,0.0,9.0,3.0,5.0,12.0,385.0,467.0,0.0,0.0,0.0,1.0,39.0,0.0,341.0,0.0,0.0,30.0,0.0,234.0,21.0,3.0,826.0,103.0,5111
17031480400,15.0,953.0,2377.0,1004.0,1.0,83.0,2046.0,4.0,294.0,532.0,0.0,5.0,21.0,0.0,22.0,9.0,33.0,13.0,1029.0,659.0,0.0,0.0,0.0,1.0,136.0,0.0,1204.0,1.0,0.0,49.0,0.0,621.0,34.0,13.0,2888.0,184.0,14231
17031480500,14.0,612.0,1520.0,589.0,0.0,30.0,1102.0,2.0,219.0,348.0,0.0,17.0,11.0,0.0,17.0,3.0,14.0,10.0,492.0,664.0,0.0,0.0,0.0,2.0,90.0,0.0,694.0,1.0,0.0,33.0,0.0,304.0,15.0,4.0,1573.0,136.0,8516
17031490300,13.0,496.0,1214.0,408.0,0.0,38.0,929.0,1.0,196.0,243.0,0.0,5.0,3.0,0.0,10.0,1.0,14.0,2.0,481.0,443.0,0.0,0.0,0.0,0.0,53.0,0.0,451.0,2.0,0.0,39.0,0.0,507.0,32.0,2.0,1177.0,98.0,6858
17031490400,3.0,218.0,481.0,182.0,0.0,15.0,373.0,0.0,77.0,105.0,0.0,8.0,12.0,0.0,3.0,2.0,3.0,4.0,219.0,271.0,0.0,0.0,0.0,0.0,25.0,0.0,210.0,0.0,0.0,12.0,0.0,144.0,10.0,1.0,492.0,52.0,2922
17031490500,10.0,695.0,1602.0,478.0,0.0,46.0,853.0,1.0,224.0,274.0,0.0,7.0,8.0,0.0,22.0,6.0,15.0,5.0,468.0,408.0,0.0,0.0,0.0,0.0,33.0,1.0,421.0,2.0,0.0,93.0,0.0,501.0,20.0,7.0,2115.0,67.0,8382
17031490600,12.0,480.0,1286.0,286.0,0.0,32.0,673.0,0.0,134.0,171.0,0.0,16.0,12.0,0.0,28.0,5.0,6.0,3.0,426.0,878.0,0.0,0.0,0.0,1.0,50.0,0.0,393.0,5.0,0.0,37.0,0.0,321.0,18.0,4.0,1080.0,70.0,6427
17031490700,33.0,762.0,2232.0,649.0,3.0,39.0,1385.0,1.0,524.0,276.0,0.0,33.0,28.0,0.0,46.0,9.0,13.0,11.0,543.0,1539.0,0.0,0.0,0.0,0.0,100.0,0.0,853.0,132.0,0.0,62.0,0.0,388.0,31.0,0.0,1163.0,265.0,11120
17031490800,31.0,963.0,2533.0,839.0,2.0,52.0,2131.0,0.0,356.0,469.0,0.0,35.0,34.0,0.0,48.0,12.0,17.0,25.0,688.0,1425.0,0.0,0.0,0.0,3.0,100.0,0.0,996.0,47.0,0.0,68.0,0.0,689.0,41.0,9.0,2039.0,211.0,13863
17031490901,21.0,1234.0,3499.0,1144.0,1.0,76.0,1962.0,3.0,356.0,381.0,0.0,42.0,31.0,1.0,52.0,11.0,15.0,8.0,654.0,1439.0,0.0,0.0,0.0,3.0,148.0,0.0,1091.0,438.0,0.0,60.0,0.0,668.0,41.0,8.0,2482.0,238.0,16107
17031490902,36.0,1312.0,3786.0,1222.0,3.0,88.0,2128.0,2.0,374.0,482.0,0.0,29.0,33.0,1.0,59.0,6.0,22.0,10.0,878.0,1544.0,0.0,0.0,0.0,1.0,153.0,0.0,1426.0,579.0,1.0,98.0,0.0,883.0,38.0,15.0,3004.0,264.0,18477
17031491000,87.0,2622.0,7503.0,1948.0,3.0,145.0,3359.0,7.0,568.0,467.0,0.0,71.0,69.0,0.0,147.0,12.0,28.0,19.0,924.0,3894.0,1.0,0.0,0.0,1.0,255.0,0.0,1769.0,144.0,0.0,179.0,0.0,887.0,84.0,11.0,3070.0,652.0,28926
17031491100,22.0,734.0,2090.0,1060.0,1.0,52.0,1980.0,0.0,213.0,349.0,0.0,15.0,28.0,1.0,23.0,9.0,13.0,1.0,732.0,896.0,0.0,0.0,0.0,1.0,100.0,0.0,965.0,7.0,0.0,60.0,0.0,526.0,49.0,5.0,2084.0,175.0,12191
17031491200,17.0,1027.0,2822.0,597.0,0.0,46.0,1263.0,1.0,318.0,228.0,0.0,11.0,16.0,0.0,28.0,12.0,17.0,9.0,370.0,1010.0,0.0,0.0,0.0,0.0,72.0,0.0,611.0,7.0,0.0,190.0,0.0,429.0,51.0,7.0,1751.0,221.0,11131
17031491300,24.0,1229.0,3464.0,921.0,1.0,59.0,1763.0,4.0,239.0,256.0,0.0,71.0,33.0,0.0,55.0,10.0,14.0,9.0,512.0,2048.0,0.0,0.0,0.0,0.0,125.0,0.0,974.0,21.0,0.0,77.0,1.0,469.0,38.0,5.0,1472.0,319.0,14213
17031491400,41.0,1854.0,4723.0,1100.0,3.0,88.0,2325.0,6.0,524.0,471.0,0.0,24.0,48.0,0.0,89.0,8.0,18.0,12.0,886.0,2277.0,0.0,0.0,0.0,1.0,137.0,0.0,1228.0,174.0,0.0,122.0,0.0,976.0,75.0,10.0,3695.0,329.0,21244
17031500100,14.0,733.0,1790.0,557.0,1.0,37.0,1300.0,2.0,193.0,290.0,0.0,6.0,14.0,0.0,16.0,8.0,18.0,3.0,548.0,295.0,0.0,0.0,0.0,1.0,85.0,0.0,774.0,3.0,1.0,53.0,0.0,281.0,35.0,8.0,1676.0,114.0,8856
17031500200,18.0,1159.0,2944.0,431.0,1.0,46.0,1056.0,0.0,289.0,372.0,0.0,22.0,15.0,0.0,29.0,12.0,9.0,6.0,372.0,696.0,0.0,0.0,0.0,0.0,114.0,0.0,719.0,1.0,0.0,130.0,1.0,310.0,49.0,11.0,2115.0,198.0,11125
17031500300,6.0,734.0,1102.0,249.0,2.0,23.0,834.0,0.0,303.0,222.0,0.0,0.0,6.0,0.0,62.0,45.0,27.0,3.0,308.0,428.0,2.0,3.0,1.0,1.0,128.0,0.0,566.0,1.0,1.0,41.0,0.0,107.0,12.0,11.0,1025.0,60.0,6313
17031510100,14.0,429.0,946.0,357.0,0.0,17.0,1011.0,0.0,93.0,109.0,0.0,1.0,5.0,0.0,13.0,2.0,6.0,20.0,293.0,408.0,0.0,0.0,0.0,1.0,75.0,0.0,439.0,4.0,0.0,63.0,0.0,117.0,22.0,3.0,764.0,92.0,5304
17031510200,27.0,516.0,1252.0,531.0,2.0,33.0,1068.0,0.0,149.0,235.0,0.0,7.0,13.0,0.0,18.0,8.0,11.0,12.0,367.0,411.0,0.0,0.0,0.0,0.0,73.0,0.0,665.0,1.0,0.0,31.0,0.0,219.0,13.0,5.0,1163.0,96.0,6926
17031510300,24.0,1807.0,3942.0,1263.0,2.0,76.0,2565.0,0.0,591.0,1086.0,0.0,47.0,38.0,0.0,56.0,16.0,33.0,10.0,789.0,1203.0,1.0,2.0,0.0,0.0,256.0,0.0,1577.0,0.0,2.0,112.0,1.0,803.0,50.0,15.0,4037.0,310.0,20714
17031520100,16.0,431.0,918.0,272.0,1.0,17.0,940.0,0.0,108.0,123.0,0.0,2.0,5.0,0.0,26.0,4.0,15.0,29.0,264.0,452.0,0.0,0.0,0.0,0.0,50.0,0.0,313.0,2.0,0.0,56.0,0.0,90.0,24.0,3.0,655.0,111.0,4927
17031520200,25.0,653.0,1552.0,556.0,0.0,35.0,1508.0,1.0,144.0,155.0,0.0,0.0,13.0,0.0,13.0,7.0,7.0,19.0,405.0,608.0,0.0,0.0,0.0,0.0,101.0,0.0,610.0,2.0,0.0,71.0,0.0,133.0,32.0,1.0,879.0,140.0,7670
17031520300,21.0,677.0,1586.0,666.0,1.0,31.0,1765.0,1.0,158.0,314.0,0.0,4.0,20.0,1.0,13.0,7.0,31.0,29.0,354.0,654.0,0.0,0.0,0.0,1.0,115.0,0.0,665.0,1.0,0.0,79.0,0.0,154.0,44.0,7.0,1133.0,156.0,8688
17031520400,12.0,391.0,965.0,391.0,0.0,15.0,1186.0,0.0,86.0,198.0,0.0,0.0,4.0,0.0,10.0,4.0,13.0,11.0,263.0,293.0,0.0,0.0,0.0,0.0,65.0,0.0,444.0,1.0,0.0,44.0,0.0,123.0,21.0,7.0,1016.0,63.0,5626
17031520500,12.0,276.0,583.0,368.0,0.0,7.0,978.0,0.0,75.0,114.0,0.0,0.0,2.0,0.0,4.0,3.0,14.0,0.0,162.0,155.0,0.0,0.0,0.0,0.0,76.0,0.0,385.0,0.0,0.0,25.0,0.0,49.0,12.0,4.0,618.0,38.0,3960
17031520600,11.0,384.0,924.0,193.0,0.0,7.0,692.0,0.0,69.0,86.0,0.0,1.0,1.0,0.0,2.0,4.0,18.0,10.0,94.0,396.0,0.0,0.0,0.0,1.0,49.0,2.0,267.0,0.0,0.0,93.0,0.0,49.0,33.0,0.0,605.0,53.0,4044
17031530100,31.0,830.0,2329.0,536.0,0.0,57.0,1443.0,1.0,238.0,171.0,0.0,28.0,17.0,0.0,64.0,6.0,16.0,17.0,429.0,1248.0,0.0,0.0,0.0,0.0,93.0,0.0,658.0,489.0,0.0,58.0,0.0,377.0,28.0,3.0,1476.0,207.0,10850
17031530200,83.0,2132.0,6252.0,1911.0,1.0,113.0,3694.0,2.0,440.0,457.0,0.0,41.0,62.0,0.0,90.0,17.0,30.0,23.0,963.0,3712.0,0.0,0.0,0.0,0.0,199.0,0.0,1672.0,137.0,0.0,160.0,0.0,869.0,86.0,6.0,2481.0,637.0,26270
17031530300,25.0,1208.0,2890.0,956.0,2.0,75.0,1814.0,0.0,335.0,493.0,0.0,23.0,30.0,0.0,27.0,14.0,19.0,10.0,662.0,1065.0,0.0,0.0,0.0,0.0,128.0,0.0,970.0,11.0,1.0,75.0,0.0,535.0,40.0,7.0,2243.0,242.0,13900
17031530400,10.0,556.0,1332.0,454.0,1.0,36.0,797.0,2.0,116.0,211.0,0.0,16.0,20.0,0.0,22.0,1.0,14.0,2.0,324.0,503.0,0.0,0.0,0.0,0.0,59.0,0.0,480.0,35.0,0.0,29.0,0.0,266.0,20.0,4.0,986.0,116.0,6412
17031530501,47.0,1737.0,5024.0,1691.0,1.0,98.0,2845.0,5.0,358.0,421.0,0.0,45.0,47.0,0.0,85.0,21.0,33.0,15.0,1011.0,2920.0,0.0,0.0,0.0,0.0,218.0,0.0,1527.0,317.0,0.0,133.0,0.0,775.0,87.0,13.0,2432.0,487.0,22393
17031530502,9.0,447.0,1072.0,414.0,1.0,16.0,785.0,3.0,81.0,159.0,0.0,0.0,7.0,0.0,16.0,5.0,14.0,1.0,287.0,257.0,0.0,0.0,0.0,1.0,53.0,0.0,362.0,0.0,0.0,16.0,0.0,192.0,19.0,6.0,738.0,123.0,5084
17031530503,34.0,1207.0,3578.0,1178.0,1.0,83.0,2171.0,0.0,240.0,427.0,0.0,27.0,31.0,0.0,39.0,12.0,25.0,4.0,907.0,1148.0,0.0,0.0,0.0,1.0,167.0,0.0,1362.0,1.0,0.0,88.0,0.0,602.0,48.0,10.0,2141.0,308.0,15840
17031530600,26.0,917.0,2874.0,751.0,2.0,59.0,1581.0,1.0,266.0,256.0,0.0,14.0,34.0,0.0,39.0,5.0,11.0,23.0,594.0,1211.0,0.0,0.0,0.0,0.0,135.0,0.0,950.0,165.0,0.0,78.0,0.0,424.0,37.0,7.0,1500.0,211.0,12171
17031540101,27.0,2013.0,5434.0,771.0,0.0,82.0,2423.0,2.0,582.0,223.0,0.0,29.0,44.0,0.0,42.0,6.0,19.0,17.0,484.0,1338.0,0.0,0.0,0.0,2.0,175.0,0.0,1101.0,5.0,0.0,105.0,0.0,625.0,75.0,14.0,1645.0,333.0,17616
17031540102,21.0,1338.0,4165.0,667.0,1.0,74.0,1914.0,2.0,538.0,218.0,0.0,21.0,36.0,0.0,54.0,7.0,10.0,10.0,484.0,1006.0,0.0,0.0,0.0,2.0,151.0,1.0,991.0,2.0,1.0,59.0,0.0,469.0,58.0,5.0,1554.0,306.0,14165
17031550100,43.0,940.0,2241.0,827.0,1.0,39.0,1951.0,1.0,238.0,437.0,0.0,8.0,9.0,0.0,19.0,17.0,20.0,27.0,456.0,650.0,0.0,1.0,0.0,2.0,132.0,0.0,988.0,2.0,0.0,80.0,0.0,199.0,45.0,16.0,2058.0,117.0,11564
17031550200,9.0,251.0,553.0,277.0,0.0,10.0,610.0,0.0,73.0,161.0,0.0,4.0,6.0,0.0,3.0,2.0,3.0,11.0,231.0,224.0,0.0,0.0,0.0,0.0,34.0,0.0,333.0,0.0,0.0,29.0,0.0,46.0,8.0,7.0,924.0,19.0,3828
17031560100,11.0,228.0,564.0,223.0,0.0,25.0,497.0,0.0,118.0,109.0,0.0,3.0,8.0,0.0,4.0,0.0,1.0,2.0,183.0,301.0,0.0,0.0,0.0,1.0,23.0,0.0,205.0,257.0,0.0,49.0,0.0,286.0,16.0,0.0,729.0,28.0,3871
17031560200,9.0,690.0,2116.0,354.0,0.0,26.0,1008.0,2.0,440.0,124.0,0.0,26.0,28.0,0.0,14.0,1.0,8.0,8.0,223.0,1180.0,0.0,0.0,0.0,0.0,60.0,0.0,528.0,181.0,0.0,43.0,0.0,228.0,27.0,1.0,722.0,121.0,8168
17031560300,10.0,192.0,516.0,535.0,0.0,13.0,886.0,0.0,75.0,154.0,0.0,0.0,2.0,0.0,2.0,2.0,3.0,4.0,249.0,216.0,0.0,0.0,0.0,0.0,26.0,0.0,223.0,574.0,0.0,26.0,0.0,194.0,25.0,3.0,720.0,38.0,4688
17031560400,4.0,163.0,356.0,303.0,0.0,10.0,444.0,1.0,76.0,250.0,0.0,0.0,4.0,0.0,4.0,2.0,5.0,2.0,243.0,162.0,0.0,0.0,0.0,0.0,19.0,0.0,156.0,1705.0,0.0,5.0,0.0,165.0,11.0,0.0,660.0,17.0,4767
17031560700,21.0,301.0,730.0,433.0,0.0,14.0,973.0,2.0,82.0,220.0,0.0,3.0,4.0,0.0,4.0,9.0,3.0,19.0,285.0,158.0,0.0,0.0,0.0,0.0,27.0,0.0,326.0,4.0,0.0,32.0,0.0,127.0,22.0,1.0,1251.0,34.0,5085
17031560800,12.0,316.0,724.0,485.0,0.0,14.0,1233.0,1.0,98.0,413.0,0.0,3.0,3.0,0.0,15.0,5.0,10.0,14.0,267.0,287.0,0.0,1.0,0.0,1.0,38.0,0.0,524.0,3.0,0.0,22.0,0.0,133.0,28.0,11.0,1757.0,16.0,6434
17031560900,7.0,279.0,558.0,368.0,0.0,22.0,886.0,1.0,90.0,349.0,0.0,4.0,1.0,0.0,6.0,3.0,8.0,20.0,194.0,196.0,1.0,0.0,0.0,1.0,43.0,0.0,414.0,0.0,0.0,24.0,0.0,67.0,18.0,7.0,912.0,15.0,4494
17031561000,11.0,240.0,555.0,356.0,0.0,8.0,924.0,0.0,78.0,296.0,0.0,5.0,4.0,0.0,6.0,3.0,10.0,5.0,139.0,160.0,0.0,1.0,0.0,2.0,42.0,0.0,356.0,2.0,0.0,23.0,0.0,45.0,15.0,1.0,868.0,18.0,4173
17031561100,10.0,353.0,959.0,405.0,0.0,8.0,952.0,1.0,83.0,199.0,0.0,0.0,1.0,0.0,10.0,3.0,4.0,16.0,181.0,414.0,0.0,0.0,0.0,1.0,35.0,1.0,402.0,0.0,0.0,78.0,0.0,42.0,31.0,1.0,1050.0,46.0,5286
17031570100,6.0,136.0,313.0,236.0,0.0,9.0,429.0,0.0,45.0,126.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,7.0,245.0,121.0,0.0,0.0,0.0,0.0,14.0,0.0,152.0,76.0,0.0,13.0,0.0,119.0,9.0,2.0,1051.0,16.0,3131
17031570200,8.0,163.0,382.0,425.0,1.0,7.0,714.0,3.0,47.0,212.0,0.0,3.0,4.0,0.0,4.0,1.0,4.0,5.0,344.0,130.0,0.0,0.0,0.0,2.0,28.0,0.0,221.0,100.0,0.0,24.0,0.0,136.0,15.0,2.0,1623.0,27.0,4635
17031570300,24.0,497.0,1323.0,814.0,0.0,38.0,1667.0,0.0,125.0,327.0,0.0,3.0,11.0,0.0,7.0,4.0,22.0,16.0,655.0,318.0,0.0,0.0,0.0,2.0,82.0,0.0,542.0,247.0,1.0,51.0,0.0,402.0,70.0,3.0,1609.0,77.0,8937
17031570400,11.0,315.0,907.0,253.0,0.0,19.0,782.0,2.0,111.0,152.0,0.0,3.0,5.0,0.0,4.0,6.0,7.0,15.0,277.0,360.0,0.0,1.0,0.0,1.0,24.0,0.0,233.0,132.0,1.0,96.0,0.0,156.0,24.0,2.0,1169.0,63.0,5131
17031570500,12.0,157.0,481.0,336.0,0.0,17.0,675.0,3.0,37.0,153.0,0.0,2.0,2.0,0.0,4.0,1.0,8.0,13.0,307.0,124.0,0.0,0.0,0.0,0.0,24.0,0.0,208.0,13.0,0.0,17.0,0.0,136.0,17.0,2.0,646.0,25.0,3420
17031580100,17.0,311.0,858.0,416.0,0.0,18.0,776.0,0.0,84.0,157.0,0.0,2.0,8.0,0.0,8.0,4.0,4.0,12.0,355.0,339.0,0.0,0.0,0.0,3.0,55.0,0.0,303.0,0.0,0.0,66.0,0.0,116.0,30.0,0.0,863.0,48.0,4853
17031580200,20.0,284.0,1032.0,376.0,0.0,20.0,786.0,3.0,104.0,116.0,0.0,1.0,15.0,0.0,7.0,4.0,3.0,31.0,368.0,495.0,0.0,0.0,0.0,2.0,48.0,0.0,383.0,5.0,0.0,98.0,0.0,128.0,24.0,2.0,688.0,76.0,5119
17031580300,5.0,150.0,491.0,217.0,0.0,8.0,328.0,0.0,23.0,83.0,0.0,2.0,6.0,0.0,4.0,0.0,6.0,12.0,204.0,184.0,0.0,0.0,0.0,0.0,27.0,0.0,195.0,0.0,0.0,41.0,0.0,70.0,15.0,1.0,354.0,43.0,2469
17031580400,23.0,426.0,1396.0,608.0,0.0,32.0,1340.0,1.0,108.0,231.0,0.0,8.0,17.0,0.0,12.0,1.0,4.0,23.0,636.0,549.0,0.0,0.0,0.0,3.0,50.0,0.0,548.0,113.0,2.0,32.0,0.0,319.0,35.0,7.0,1542.0,60.0,8126
