GEOID,ARSON,ASSAULT,BATTERY,BURGLARY,CONCEALED CARRY LICENSE VIOLATION,CRIM SEXUAL ASSAULT,CRIMINAL DAMAGE,CRIMINAL SEXUAL ASSAULT,CRIMINAL TRESPASS,DECEPTIVE PRACTICE,DOMESTIC VIOLENCE,GAMBLING,HOMICIDE,HUMAN TRAFFICKING,INTERFERENCE WITH PUBLIC OFFICER,INTIMIDATION,KIDNAPPING,LIQUOR LAW VIOLATION,MOTOR VEHICLE THEFT,NARCOTICS,NON - CRIMINAL,NON-CRIMINAL,NON-CRIMINAL (SUBJECT SPECIFIED),OBSCENITY,OFFENSE INVOLVING CHILDREN,OTHER NARCOTIC VIOLATION,OTHER OFFENSE,PROSTITUTION,PUBLIC INDECENCY,PUBLIC PEACE VIOLATION,RITUALISM,ROBBERY,SEX OFFENSE,STALKING,THEFT,WEAPONS VIOLATION,TOTAL
17031580501,24.0,586.0,1896.0,504.0,0.0,35.0,1169.0,2.0,171.0,249.0,0.0,1.0,17.0,0.0,34.0,12.0,21.0,40.0,478.0,845.0,0.0,0.0,0.0,1.0,71.0,0.0,512.0,3.0,0.0,225.0,0.0,288.0,56.0,4.0,1082.0,175.0,8501
17031580502,19.0,376.0,1291.0,538.0,0.0,31.0,1041.0,1.0,86.0,225.0,0.0,3.0,12.0,0.0,12.0,4.0,13.0,30.0,513.0,414.0,1.0,0.0,0.0,0.0,76.0,0.0,422.0,6.0,0.0,84.0,0.0,327.0,53.0,2.0,1038.0,118.0,6736
17031580600,26.0,472.0,1483.0,606.0,0.0,40.0,1126.0,1.0,105.0,220.0,0.0,1.0,15.0,0.0,21.0,2.0,18.0,20.0,447.0,570.0,0.0,0.0,0.0,1.0,70.0,0.0,527.0,0.0,1.0,117.0,0.0,223.0,56.0,11.0,995.0,127.0,7301
17031580700,30.0,448.0,1477.0,723.0,1.0,30.0,1165.0,1.0,128.0,198.0,0.0,3.0,16.0,0.0,20.0,9.0,7.0,29.0,616.0,545.0,0.0,0.0,0.0,0.0,68.0,0.0,598.0,2.0,0.0,72.0,0.0,232.0,43.0,6.0,1048.0,116.0,7631
17031580800,7.0,171.0,500.0,249.0,0.0,11.0,339.0,0.0,72.0,149.0,0.0,1.0,8.0,0.0,7.0,1.0,5.0,2.0,237.0,191.0,0.0,0.0,0.0,0.0,27.0,0.0,192.0,68.0,0.0,20.0,0.0,120.0,18.0,0.0,1011.0,32.0,3438
17031590500,10.0,212.0,595.0,252.0,0.0,10.0,773.0,0.0,65.0,170.0,0.0,3.0,4.0,0.0,11.0,6.0,4.0,29.0,307.0,436.0,0.0,0.0,0.0,0.0,27.0,0.0,249.0,2.0,0.0,18.0,0.0,158.0,37.0,3.0,1366.0,39.0,4786
17031590600,9.0,329.0,825.0,386.0,1.0,10.0,763.0,0.0,63.0,113.0,0.0,1.0,2.0,0.0,10.0,6.0,11.0,16.0,246.0,340.0,0.0,1.0,0.0,0.0,53.0,0.0,351.0,1.0,0.0,32.0,0.0,88.0,24.0,3.0,619.0,36.0,4339
17031590700,17.0,386.0,802.0,489.0,1.0,11.0,844.0,1.0,111.0,161.0,0.0,1.0,4.0,0.0,5.0,4.0,3.0,8.0,319.0,248.0,0.0,0.0,0.0,0.0,46.0,0.0,394.0,5.0,0.0,36.0,0.0,90.0,22.0,3.0,1094.0,50.0,5155
17031600400,28.0,233.0,511.0,395.0,0.0,7.0,695.0,2.0,62.0,153.0,0.0,3.0,0.0,0.0,2.0,4.0,3.0,7.0,177.0,122.0,0.0,0.0,0.0,0.0,13.0,0.0,292.0,4.0,0.0,18.0,0.0,75.0,18.0,2.0,722.0,19.0,3567
17031600600,13.0,230.0,650.0,268.0,0.0,12.0,714.0,0.0,61.0,84.0,0.0,0.0,1.0,0.0,5.0,7.0,9.0,6.0,188.0,137.0,0.0,0.0,0.0,0.0,21.0,0.0,296.0,9.0,0.0,27.0,0.0,57.0,22.0,0.0,561.0,19.0,3397
17031600700,11.0,226.0,715.0,302.0,0.0,6.0,689.0,0.0,58.0,96.0,0.0,8.0,7.0,0.0,2.0,3.0,9.0,9.0,229.0,125.0,0.0,0.0,1.0,2.0,32.0,0.0,250.0,13.0,0.0,7.0,0.0,80.0,7.0,1.0,628.0,15.0,3531
17031600900,11.0,535.0,1232.0,450.0,0.0,24.0,1141.0,1.0,211.0,178.0,0.0,3.0,9.0,0.0,25.0,7.0,5.0,23.0,221.0,370.0,2.0,1.0,0.0,1.0,57.0,0.0,511.0,4.0,0.0,88.0,0.0,100.0,22.0,2.0,1005.0,61.0,6300
17031610300,29.0,822.0,2388.0,509.0,0.0,48.0,1390.0,4.0,284.0,472.0,0.0,3.0,36.0,0.0,39.0,8.0,10.0,47.0,716.0,965.0,0.0,0.0,0.0,1.0,131.0,0.0,730.0,49.0,1.0,123.0,0.0,335.0,65.0,10.0,3860.0,183.0,13258
17031610400,6.0,368.0,1028.0,190.0,0.0,22.0,429.0,1.0,81.0,129.0,0.0,0.0,24.0,0.0,18.0,0.0,4.0,27.0,179.0,508.0,0.0,0.0,0.0,1.0,47.0,0.0,262.0,101.0,0.0,78.0,0.0,154.0,26.0,3.0,886.0,100.0,4672
17031610800,9.0,220.0,425.0,145.0,0.0,17.0,354.0,1.0,37.0,43.0,0.0,3.0,1.0,0.0,4.0,1.0,0.0,8.0,83.0,128.0,0.0,0.0,0.0,0.0,17.0,0.0,238.0,2.0,0.0,15.0,0.0,45.0,8.0,0.0,330.0,31.0,2165
17031611000,22.0,390.0,1212.0,284.0,0.0,24.0,594.0,0.0,120.0,117.0,0.0,35.0,18.0,0.0,20.0,9.0,8.0,14.0,219.0,814.0,0.0,0.0,0.0,0.0,51.0,0.0,312.0,166.0,0.0,31.0,0.0,180.0,19.0,1.0,967.0,147.0,5774
17031611100,23.0,409.0,1375.0,358.0,1.0,19.0,730.0,1.0,80.0,79.0,0.0,13.0,16.0,0.0,21.0,3.0,5.0,25.0,266.0,987.0,0.0,0.0,0.0,0.0,61.0,0.0,388.0,28.0,1.0,64.0,0.0,130.0,28.0,1.0,634.0,134.0,5880
17031611200,27.0,880.0,2248.0,422.0,0.0,36.0,925.0,3.0,220.0,133.0,0.0,23.0,27.0,0.0,48.0,7.0,6.0,28.0,294.0,1427.0,0.0,0.0,0.0,3.0,69.0,0.0,506.0,198.0,0.0,196.0,0.0,343.0,57.0,2.0,1015.0,232.0,9375
17031611300,33.0,786.0,2167.0,589.0,1.0,47.0,1100.0,0.0,150.0,277.0,0.0,13.0,23.0,0.0,43.0,5.0,4.0,31.0,557.0,1053.0,0.0,1.0,0.0,1.0,96.0,1.0,529.0,448.0,0.0,105.0,0.0,619.0,58.0,2.0,1832.0,162.0,10733
17031611400,15.0,532.0,1552.0,349.0,0.0,38.0,818.0,1.0,109.0,108.0,0.0,5.0,18.0,0.0,24.0,5.0,12.0,15.0,439.0,740.0,0.0,0.0,0.0,0.0,74.0,0.0,399.0,88.0,0.0,92.0,0.0,323.0,43.0,2.0,894.0,176.0,6871
17031611500,18.0,371.0,1107.0,410.0,0.0,35.0,798.0,0.0,115.0,138.0,0.0,1.0,9.0,0.0,24.0,6.0,6.0,14.0,430.0,588.0,0.0,1.0,1.0,2.0,43.0,0.0,353.0,62.0,0.0,64.0,0.0,240.0,38.0,2.0,1064.0,128.0,6068
17031611600,20.0,397.0,1435.0,486.0,0.0,29.0,786.0,2.0,106.0,109.0,0.0,15.0,25.0,0.0,13.0,8.0,3.0,6.0,275.0,624.0,0.0,0.0,0.0,0.0,52.0,0.0,319.0,8.0,0.0,44.0,0.0,252.0,14.0,0.0,677.0,104.0,5809
17031611700,35.0,655.0,2454.0,627.0,0.0,35.0,1112.0,2.0,250.0,115.0,0.0,41.0,31.0,0.0,25.0,4.0,8.0,12.0,349.0,1812.0,0.0,0.0,0.0,1.0,82.0,0.0,492.0,56.0,0.0,54.0,0.0,269.0,31.0,4.0,899.0,210.0,9665
17031611800,28.0,739.0,2448.0,619.0,0.0,41.0,1049.0,0.0,187.0,139.0,0.0,62.0,13.0,0.0,34.0,12.0,8.0,16.0,331.0,1626.0,0.0,1.0,0.0,1.0,72.0,0.0,546.0,209.0,0.0,90.0,0.0,345.0,33.0,1.0,1022.0,199.0,9871
17031611900,30.0,913.0,3312.0,867.0,1.0,56.0,1353.0,1.0,215.0,186.0,0.0,106.0,33.0,0.0,67.0,8.0,13.0,26.0,399.0,2717.0,0.0,0.0,0.0,1.0,96.0,0.0,756.0,386.0,0.0,112.0,0.0,482.0,60.0,3.0,1596.0,300.0,14095
17031612000,13.0,548.0,1886.0,460.0,0.0,30.0,832.0,1.0,113.0,117.0,0.0,31.0,23.0,0.0,20.0,3.0,5.0,5.0,286.0,1333.0,0.0,0.0,0.0,0.0,63.0,0.0,457.0,3.0,0.0,62.0,0.0,204.0,28.0,1.0,821.0,174.0,7519
17031612100,20.0,458.0,1553.0,335.0,0.0,24.0,695.0,0.0,203.0,120.0,0.0,45.0,22.0,0.0,27.0,1.0,4.0,5.0,242.0,1044.0,0.0,0.0,0.0,0.0,55.0,0.0,432.0,127.0,1.0,44.0,0.0,242.0,18.0,3.0,783.0,153.0,6656
17031620100,17.0,423.0,1033.0,732.0,0.0,21.0,1323.0,1.0,218.0,433.0,0.0,6.0,6.0,0.0,5.0,2.0,9.0,18.0,621.0,405.0,0.0,0.0,0.0,0.0,49.0,0.0,415.0,3.0,0.0,81.0,0.0,338.0,40.0,9.0,2524.0,45.0,8777
17031620200,10.0,220.0,524.0,399.0,0.0,10.0,699.0,0.0,84.0,198.0,0.0,1.0,4.0,0.0,2.0,1.0,3.0,12.0,298.0,167.0,0.0,0.0,0.0,0.0,22.0,0.0,242.0,2.0,0.0,34.0,0.0,158.0,14.0,2.0,1008.0,35.0,4149
17031620300,27.0,402.0,1137.0,870.0,0.0,22.0,1712.0,1.0,107.0,348.0,0.0,1.0,9.0,0.0,14.0,4.0,19.0,13.0,400.0,346.0,0.0,0.0,0.0,3.0,71.0,0.0,586.0,1.0,1.0,58.0,0.0,290.0,51.0,8.0,1440.0,59.0,8000
17031620400,18.0,314.0,794.0,613.0,0.0,21.0,1049.0,0.0,90.0,162.0,0.0,2.0,9.0,0.0,8.0,1.0,10.0,5.0,300.0,333.0,0.0,0.0,0.0,3.0,47.0,0.0,424.0,0.0,0.0,82.0,0.0,158.0,19.0,2.0,697.0,74.0,5235
17031630100,4.0,262.0,658.0,200.0,0.0,14.0,674.0,1.0,71.0,101.0,0.0,1.0,7.0,0.0,7.0,2.0,4.0,8.0,269.0,286.0,1.0,0.0,0.0,0.0,20.0,0.0,173.0,11.0,0.0,49.0,0.0,172.0,11.0,1.0,989.0,84.0,4080
17031630200,12.0,195.0,598.0,288.0,1.0,17.0,651.0,0.0,69.0,74.0,0.0,0.0,9.0,0.0,2.0,3.0,6.0,11.0,282.0,271.0,0.0,0.0,0.0,0.0,25.0,0.0,227.0,5.0,0.0,41.0,0.0,130.0,33.0,2.0,710.0,58.0,3720
17031630300,33.0,588.0,1529.0,504.0,2.0,32.0,1235.0,1.0,181.0,257.0,0.0,1.0,11.0,1.0,14.0,5.0,17.0,36.0,606.0,913.0,0.0,0.0,0.0,3.0,66.0,0.0,529.0,31.0,0.0,139.0,0.0,342.0,49.0,2.0,3121.0,145.0,10393
17031630400,30.0,400.0,1363.0,810.0,1.0,32.0,1206.0,1.0,86.0,191.0,0.0,8.0,17.0,0.0,13.0,4.0,5.0,32.0,670.0,811.0,0.0,0.0,0.0,0.0,74.0,0.0,559.0,40.0,0.0,103.0,0.0,255.0,39.0,6.0,1029.0,132.0,7917
17031630500,35.0,585.0,1623.0,684.0,0.0,44.0,1390.0,1.0,125.0,245.0,0.0,4.0,21.0,0.0,18.0,10.0,9.0,29.0,695.0,767.0,0.0,0.0,0.0,2.0,96.0,0.0,616.0,7.0,0.0,164.0,0.0,314.0,53.0,2.0,1277.0,157.0,8973
17031630800,41.0,557.0,1714.0,809.0,2.0,33.0,1547.0,1.0,133.0,294.0,0.0,1.0,25.0,0.0,28.0,8.0,4.0,14.0,745.0,786.0,0.0,0.0,0.0,2.0,105.0,0.0,639.0,62.0,0.0,178.0,0.0,451.0,56.0,5.0,1261.0,139.0,9640
17031630900,41.0,444.0,1212.0,553.0,0.0,27.0,1206.0,1.0,147.0,201.0,0.0,0.0,11.0,0.0,16.0,6.0,12.0,17.0,415.0,546.0,0.0,0.0,0.0,2.0,73.0,1.0,455.0,5.0,0.0,87.0,0.0,302.0,48.0,7.0,900.0,76.0,6811
17031640100,7.0,154.0,358.0,146.0,0.0,5.0,601.0,0.0,86.0,126.0,0.0,0.0,2.0,0.0,7.0,1.0,2.0,6.0,184.0,93.0,0.0,0.0,0.0,2.0,13.0,0.0,130.0,2.0,0.0,14.0,0.0,68.0,11.0,1.0,985.0,10.0,3014
17031640300,17.0,430.0,1252.0,596.0,1.0,14.0,1511.0,2.0,152.0,304.0,0.0,2.0,2.0,0.0,9.0,8.0,12.0,15.0,296.0,319.0,0.0,0.0,0.0,1.0,75.0,0.0,762.0,4.0,0.0,42.0,0.0,114.0,41.0,7.0,1264.0,52.0,7304
17031640400,17.0,231.0,503.0,378.0,0.0,7.0,726.0,1.0,66.0,200.0,0.0,5.0,3.0,0.0,4.0,0.0,3.0,8.0,151.0,109.0,0.0,0.0,0.0,1.0,46.0,0.0,386.0,0.0,0.0,27.0,0.0,37.0,19.0,2.0,830.0,12.0,3772
17031640500,4.0,144.0,399.0,225.0,0.0,5.0,497.0,0.0,40.0,146.0,0.0,0.0,1.0,0.0,3.0,2.0,7.0,2.0,104.0,71.0,0.0,0.0,0.0,1.0,30.0,0.0,262.0,0.0,0.0,14.0,0.0,39.0,10.0,2.0,509.0,8.0,2525
17031640600,11.0,299.0,760.0,355.0,0.0,16.0,861.0,1.0,73.0,223.0,0.0,1.0,3.0,0.0,6.0,4.0,7.0,14.0,240.0,195.0,1.0,0.0,0.0,2.0,45.0,0.0,398.0,4.0,1.0,52.0,0.0,62.0,21.0,4.0,831.0,26.0,4516
17031640700,7.0,305.0,725.0,291.0,0.0,16.0,836.0,0.0,64.0,304.0,0.0,3.0,1.0,0.0,4.0,2.0,1.0,9.0,199.0,129.0,0.0,0.0,0.0,0.0,43.0,0.0,362.0,2.0,0.0,24.0,0.0,50.0,19.0,2.0,716.0,25.0,4139
17031640800,1.0,144.0,341.0,222.0,0.0,8.0,390.0,0.0,18.0,168.0,0.0,3.0,4.0,0.0,0.0,3.0,7.0,2.0,163.0,74.0,0.0,0.0,0.0,0.0,26.0,0.0,215.0,1.0,0.0,18.0,0.0,45.0,7.0,1.0,437.0,10.0,2308
17031650100,16.0,431.0,1243.0,513.0,1.0,27.0,1142.0,0.0,85.0,242.0,0.0,0.0,4.0,0.0,6.0,15.0,14.0,16.0,334.0,526.0,0.0,0.0,0.0,3.0,37.0,1.0,415.0,1.0,2.0,83.0,0.0,230.0,45.0,7.0,1166.0,74.0,6679
17031650200,28.0,442.0,1162.0,795.0,0.0,19.0,1621.0,1.0,79.0,318.0,0.0,11.0,11.0,0.0,5.0,4.0,14.0,25.0,483.0,344.0,0.0,0.0,0.0,0.0,104.0,0.0,701.0,2.0,1.0,41.0,0.0,309.0,32.0,3.0,1441.0,43.0,8039
17031650301,16.0,322.0,970.0,679.0,1.0,26.0,1402.0,1.0,101.0,277.0,0.0,13.0,3.0,0.0,10.0,0.0,12.0,21.0,334.0,272.0,0.0,0.0,0.0,2.0,69.0,0.0,503.0,3.0,0.0,46.0,0.0,214.0,45.0,3.0,1277.0,43.0,6665
17031650302,22.0,304.0,835.0,618.0,0.0,16.0,1149.0,2.0,106.0,229.0,0.0,6.0,3.0,0.0,7.0,3.0,11.0,11.0,360.0,338.0,0.0,0.0,0.0,1.0,79.0,0.0,421.0,2.0,0.0,62.0,0.0,242.0,25.0,4.0,1039.0,52.0,5947
17031650400,24.0,407.0,1063.0,736.0,0.0,22.0,1395.0,1.0,112.0,235.0,0.0,2.0,6.0,0.0,6.0,5.0,8.0,5.0,516.0,212.0,0.0,0.0,1.0,2.0,51.0,0.0,502.0,1.0,0.0,42.0,0.0,348.0,40.0,5.0,1779.0,59.0,7585
17031650500,15.0,535.0,1306.0,512.0,0.0,29.0,1271.0,0.0,295.0,729.0,0.0,2.0,5.0,0.0,5.0,6.0,12.0,10.0,1018.0,175.0,0.0,1.0,0.0,0.0,75.0,0.0,493.0,0.0,0.0,54.0,0.0,336.0,46.0,7.0,9466.0,38.0,16441
17031660301,17.0,518.0,1339.0,401.0,0.0,30.0,813.0,3.0,209.0,226.0,0.0,17.0,17.0,0.0,25.0,0.0,6.0,12.0,319.0,1033.0,0.0,0.0,0.0,0.0,44.0,0.0,435.0,50.0,0.0,115.0,0.0,466.0,34.0,0.0,976.0,90.0,7195
17031660302,33.0,657.0,2066.0,818.0,1.0,37.0,1439.0,0.0,212.0,262.0,0.0,11.0,31.0,0.0,18.0,4.0,7.0,15.0,801.0,912.0,0.0,1.0,0.0,1.0,99.0,0.0,859.0,84.0,0.0,125.0,0.0,568.0,56.0,5.0,1487.0,134.0,10743
17031660400,25.0,584.0,1514.0,667.0,1.0,28.0,1400.0,1.0,162.0,273.0,0.0,7.0,10.0,0.0,29.0,2.0,23.0,19.0,508.0,590.0,1.0,0.0,0.0,2.0,83.0,0.0,624.0,30.0,0.0,91.0,0.0,295.0,39.0,5.0,1280.0,112.0,8405
17031660500,40.0,734.0,1708.0,669.0,1.0,37.0,1472.0,1.0,253.0,327.0,0.0,3.0,18.0,0.0,27.0,2.0,17.0,16.0,688.0,785.0,1.0,2.0,0.0,2.0,145.0,0.0,664.0,94.0,0.0,117.0,0.0,469.0,60.0,5.0,2076.0,131.0,10564
17031660600,48.0,1717.0,5568.0,1853.0,0.0,115.0,2809.0,1.0,525.0,646.0,0.0,128.0,45.0,0.0,84.0,12.0,33.0,44.0,1148.0,3619.0,0.0,0.0,0.0,0.0,163.0,0.0,1632.0,96.0,0.0,269.0,0.0,1366.0,71.0,5.0,3139.0,417.0,25553
17031660700,32.0,934.0,2717.0,618.0,0.0,44.0,1264.0,1.0,279.0,279.0,0.0,62.0,30.0,0.0,37.0,5.0,12.0,29.0,621.0,1673.0,0.0,1.0,0.0,0.0,80.0,0.0,704.0,31.0,0.0,136.0,0.0,527.0,29.0,0.0,1598.0,213.0,11956
17031660800,36.0,1342.0,3729.0,1669.0,0.0,97.0,2339.0,0.0,405.0,411.0,0.0,42.0,14.0,0.0,32.0,10.0,18.0,8.0,1156.0,1585.0,1.0,0.0,0.0,4.0,131.0,0.0,1146.0,70.0,0.0,113.0,0.0,853.0,72.0,1.0,2490.0,224.0,17998
17031660900,23.0,1669.0,4906.0,1566.0,0.0,124.0,2808.0,5.0,442.0,480.0,0.0,45.0,39.0,0.0,59.0,11.0,29.0,30.0,998.0,2357.0,1.0,1.0,0.0,3.0,201.0,0.0,1395.0,26.0,0.0,214.0,0.0,1055.0,107.0,10.0,2762.0,340.0,21706
17031661000,41.0,1405.0,3986.0,1402.0,2.0,91.0,2519.0,3.0,437.0,651.0,0.0,52.0,42.0,0.0,64.0,6.0,22.0,25.0,1151.0,1830.0,1.0,1.0,0.0,1.0,139.0,0.0,1393.0,42.0,0.0,149.0,0.0,886.0,45.0,11.0,3000.0,318.0,19715
17031661100,24.0,592.0,1810.0,1175.0,0.0,44.0,1517.0,0.0,151.0,270.0,0.0,9.0,12.0,0.0,23.0,4.0,14.0,8.0,711.0,458.0,0.0,0.0,0.0,3.0,110.0,0.0,721.0,1.0,0.0,42.0,0.0,449.0,28.0,2.0,1465.0,73.0,9716
17031670100,15.0,704.0,2208.0,516.0,2.0,37.0,883.0,1.0,157.0,169.0,0.0,62.0,18.0,0.0,41.0,4.0,5.0,12.0,292.0,2504.0,0.0,0.0,0.0,0.0,61.0,0.0,505.0,23.0,1.0,54.0,0.0,267.0,20.0,0.0,884.0,169.0,9614
17031670200,20.0,661.0,2328.0,529.0,2.0,37.0,1064.0,2.0,254.0,140.0,0.0,58.0,25.0,2.0,30.0,5.0,12.0,13.0,267.0,2438.0,0.0,0.0,0.0,0.0,49.0,0.0,525.0,56.0,0.0,77.0,0.0,283.0,34.0,0.0,1007.0,206.0,10124
17031670300,13.0,679.0,2157.0,577.0,2.0,32.0,923.0,2.0,246.0,175.0,0.0,26.0,24.0,0.0,27.0,3.0,6.0,14.0,312.0,1152.0,0.0,0.0,0.0,0.0,59.0,0.0,536.0,205.0,0.0,53.0,0.0,377.0,23.0,2.0,1283.0,166.0,9074
17031670400,17.0,717.0,2465.0,607.0,0.0,44.0,1155.0,0.0,125.0,152.0,0.0,25.0,29.0,0.0,30.0,2.0,6.0,6.0,344.0,708.0,0.0,0.0,0.0,1.0,65.0,0.0,577.0,0.0,1.0,47.0,0.0,287.0,34.0,0.0,1079.0,190.0,8713
17031670500,24.0,623.0,1669.0,493.0,1.0,37.0,1046.0,1.0,205.0,128.0,0.0,35.0,14.0,1.0,20.0,4.0,5.0,10.0,348.0,647.0,0.0,0.0,0.0,0.0,62.0,0.0,432.0,109.0,0.0,36.0,0.0,283.0,24.0,1.0,1145.0,144.0,7547
17031670600,26.0,622.0,1915.0,561.0,0.0,57.0,990.0,2.0,101.0,132.0,0.0,36.0,21.0,0.0,23.0,2.0,5.0,10.0,300.0,880.0,0.0,0.0,0.0,0.0,62.0,0.0,442.0,84.0,0.0,51.0,0.0,301.0,23.0,1.0,1128.0,143.0,7918
17031670700,25.0,937.0,2788.0,632.0,1.0,46.0,1194.0,4.0,353.0,243.0,0.0,49.0,24.0,0.0,50.0,3.0,13.0,12.0,403.0,1701.0,0.0,0.0,0.0,0.0,71.0,0.0,561.0,860.0,0.0,86.0,0.0,737.0,44.0,6.0,1945.0,208.0,12996
17031670800,27.0,796.0,2280.0,752.0,0.0,49.0,1232.0,0.0,227.0,210.0,0.0,31.0,26.0,1.0,83.0,7.0,15.0,12.0,410.0,1522.0,0.0,1.0,0.0,0.0,101.0,0.0,617.0,330.0,0.0,69.0,0.0,422.0,32.0,2.0,1469.0,180.0,10903
17031670900,19.0,706.0,2127.0,565.0,2.0,38.0,1022.0,3.0,152.0,141.0,0.0,24.0,11.0,0.0,50.0,6.0,7.0,10.0,333.0,881.0,0.0,0.0,0.0,0.0,60.0,0.0,510.0,18.0,0.0,77.0,0.0,239.0,21.0,6.0,1170.0,124.0,8322
17031671100,12.0,738.0,1991.0,458.0,3.0,41.0,833.0,1.0,154.0,137.0,0.0,26.0,17.0,1.0,25.0,7.0,4.0,6.0,323.0,807.0,0.0,0.0,0.0,0.0,57.0,0.0,439.0,38.0,0.0,44.0,0.0,327.0,18.0,2.0,1238.0,140.0,7887
17031671200,24.0,945.0,2993.0,466.0,0.0,61.0,1082.0,0.0,201.0,194.0,0.0,45.0,16.0,0.0,34.0,6.0,6.0,9.0,374.0,1136.0,0.0,0.0,0.0,0.0,69.0,0.0,512.0,118.0,0.0,122.0,0.0,609.0,28.0,4.0,1597.0,210.0,10861
17031671300,37.0,1010.0,3796.0,797.0,1.0,69.0,1657.0,0.0,235.0,213.0,0.0,55.0,28.0,0.0,47.0,7.0,16.0,8.0,501.0,2220.0,0.0,1.0,0.0,1.0,106.0,0.0,775.0,79.0,0.0,100.0,0.0,518.0,46.0,7.0,1518.0,348.0,14196
17031671400,26.0,799.0,2395.0,663.0,1.0,44.0,1467.0,2.0,155.0,168.0,0.0,47.0,32.0,0.0,39.0,7.0,14.0,17.0,394.0,1057.0,0.0,0.0,0.0,1.0,62.0,0.0,567.0,131.0,0.0,81.0,1.0,353.0,30.0,5.0,1288.0,268.0,10114
17031671500,44.0,1538.0,4716.0,1185.0,2.0,77.0,2152.0,3.0,541.0,650.0,0.0,104.0,46.0,0.0,80.0,8.0,15.0,25.0,808.0,2629.0,0.0,0.0,0.0,3.0,133.0,0.0,1161.0,37.0,1.0,121.0,0.0,864.0,63.0,10.0,3215.0,486.0,20717
17031671600,35.0,994.0,3271.0,940.0,6.0,66.0,1682.0,1.0,242.0,290.0,0.0,89.0,25.0,0.0,66.0,3.0,9.0,9.0,583.0,1977.0,0.0,0.0,0.0,0.0,80.0,0.0,863.0,63.0,0.0,80.0,0.0,667.0,33.0,6.0,1934.0,307.0,14321
17031671800,16.0,547.0,1664.0,417.0,2.0,28.0,765.0,0.0,97.0,137.0,0.0,33.0,18.0,0.0,26.0,0.0,7.0,8.0,335.0,767.0,0.0,0.0,0.0,0.0,45.0,0.0,422.0,4.0,0.0,49.0,0.0,286.0,11.0,2.0,915.0,148.0,6749
17031671900,15.0,350.0,1114.0,442.0,1.0,27.0,618.0,1.0,58.0,98.0,0.0,14.0,19.0,0.0,11.0,2.0,5.0,2.0,289.0,386.0,0.0,0.0,0.0,1.0,29.0,0.0,340.0,23.0,0.0,23.0,0.0,211.0,11.0,3.0,669.0,126.0,4888
17031672000,27.0,1404.0,4100.0,1178.0,5.0,81.0,2267.0,3.0,520.0,394.0,0.0,48.0,36.0,0.0,73.0,4.0,22.0,16.0,775.0,1313.0,0.0,0.0,0.0,1.0,119.0,0.0,1065.0,129.0,0.0,122.0,0.0,630.0,51.0,9.0,2383.0,398.0,17173
17031680500,17.0,601.0,2083.0,545.0,2.0,34.0,948.0,4.0,114.0,136.0,0.0,55.0,24.0,0.0,44.0,6.0,4.0,12.0,274.0,2319.0,0.0,0.0,0.0,2.0,53.0,0.0,571.0,36.0,0.0,91.0,0.0,269.0,25.0,5.0,920.0,189.0,9383
17031680600,28.0,735.0,2569.0,698.0,2.0,34.0,992.0,2.0,204.0,139.0,0.0,85.0,25.0,0.0,32.0,7.0,12.0,17.0,298.0,1180.0,0.0,0.0,0.0,0.0,63.0,0.0,489.0,35.0,0.0,61.0,0.0,376.0,20.0,3.0,1197.0,184.0,9487
17031680900,34.0,2286.0,6479.0,1124.0,3.0,135.0,2548.0,1.0,704.0,630.0,0.0,68.0,35.0,0.0,75.0,13.0,16.0,14.0,1116.0,2061.0,0.0,0.0,0.0,2.0,180.0,0.0,1364.0,38.0,1.0,169.0,1.0,1423.0,109.0,18.0,4878.0,379.0,25904
17031681000,42.0,1760.0,4860.0,1122.0,2.0,86.0,2146.0,2.0,795.0,507.0,0.0,55.0,41.0,0.0,65.0,5.0,20.0,14.0,779.0,1981.0,0.0,0.0,0.0,0.0,126.0,0.0,1178.0,42.0,0.0,128.0,0.0,870.0,67.0,8.0,2748.0,383.0,19832
17031681100,48.0,1844.0,5852.0,1477.0,5.0,118.0,2628.0,3.0,289.0,391.0,0.0,88.0,52.0,0.0,88.0,6.0,19.0,22.0,941.0,2284.0,0.0,0.0,0.0,2.0,175.0,0.0,1260.0,273.0,1.0,142.0,0.0,910.0,61.0,5.0,2933.0,451.0,22368
17031681200,44.0,1465.0,4788.0,1020.0,2.0,69.0,1885.0,1.0,348.0,249.0,0.0,52.0,38.0,0.0,56.0,9.0,19.0,15.0,657.0,2053.0,0.0,0.0,0.0,0.0,120.0,0.0,958.0,122.0,0.0,218.0,0.0,777.0,80.0,6.0,1876.0,375.0,17302
17031681300,41.0,1230.0,4357.0,1037.0,1.0,95.0,1883.0,0.0,190.0,299.0,0.0,39.0,35.0,0.0,61.0,11.0,13.0,17.0,662.0,1706.0,0.0,0.0,0.0,2.0,128.0,0.0,994.0,818.0,0.0,68.0,0.0,713.0,45.0,7.0,1656.0,314.0,16422
17031681400,44.0,1325.0,4211.0,1091.0,2.0,101.0,2114.0,1.0,334.0,274.0,0.0,48.0,49.0,0.0,66.0,11.0,16.0,12.0,695.0,1556.0,0.0,0.0,0.0,0.0,114.0,0.0,964.0,505.0,0.0,136.0,0.0,778.0,58.0,10.0,1869.0,377.0,16761
