GEOID,ARSON,ASSAULT,BATTERY,BURGLARY,CRIM SEXUAL ASSAULT,CRIMINAL DAMAGE,CRIMINAL SEXUAL ASSAULT,CRIMINAL TRESPASS,DECEPTIVE PRACTICE,GAMBLING,HOMICIDE,INTERFERENCE WITH PUBLIC OFFICER,INTIMIDATION,KIDNAPPING,LIQUOR LAW VIOLATION,MOTOR VEHICLE THEFT,NARCOTICS,NON-CRIMINAL,NON-CRIMINAL (SUBJECT SPECIFIED),OBSCENITY,OFFENSE INVOLVING CHILDREN,OTHER NARCOTIC VIOLATION,OTHER OFFENSE,PROSTITUTION,PUBLIC INDECENCY,PUBLIC PEACE VIOLATION,ROBBERY,SEX OFFENSE,STALKING,THEFT,WEAPONS VIOLATION,TOTAL
17031839700,3.0,136.0,327.0,145.0,9.0,318.0,0.0,34.0,45.0,0.0,2.0,7.0,4.0,2.0,5.0,71.0,138.0,0.0,0.0,0.0,15.0,0.0,137.0,3.0,0.0,36.0,25.0,9.0,1.0,357.0,20.0,1849
17031839800,1.0,92.0,173.0,124.0,3.0,179.0,0.0,37.0,38.0,0.0,0.0,0.0,0.0,0.0,2.0,46.0,62.0,0.0,0.0,1.0,12.0,0.0,72.0,1.0,0.0,7.0,23.0,5.0,1.0,256.0,6.0,1141
17031839900,6.0,120.0,229.0,151.0,11.0,304.0,0.0,30.0,53.0,0.0,2.0,1.0,1.0,5.0,4.0,92.0,90.0,0.0,0.0,0.0,10.0,0.0,147.0,13.0,0.0,11.0,22.0,4.0,3.0,376.0,13.0,1698
17031840000,0.0,37.0,91.0,92.0,3.0,118.0,0.0,10.0,25.0,0.0,1.0,1.0,1.0,1.0,0.0,32.0,33.0,0.0,0.0,2.0,6.0,0.0,76.0,2.0,0.0,5.0,24.0,1.0,0.0,170.0,7.0,738
17031840100,1.0,36.0,124.0,108.0,0.0,142.0,0.0,12.0,17.0,0.0,1.0,1.0,0.0,0.0,2.0,48.0,24.0,0.0,0.0,0.0,5.0,0.0,42.0,2.0,0.0,5.0,23.0,4.0,3.0,156.0,9.0,765
17031840200,3.0,73.0,142.0,115.0,3.0,254.0,0.0,40.0,35.0,0.0,1.0,1.0,1.0,0.0,1.0,85.0,65.0,0.0,0.0,0.0,5.0,0.0,64.0,4.0,0.0,13.0,44.0,12.0,2.0,432.0,6.0,1401
17031840300,9.0,129.0,331.0,145.0,11.0,360.0,0.0,35.0,51.0,0.0,3.0,2.0,1.0,0.0,4.0,164.0,175.0,0.0,0.0,1.0,12.0,0.0,105.0,0.0,0.0,15.0,49.0,8.0,2.0,334.0,26.0,1972
17031840400,1.0,75.0,197.0,91.0,0.0,261.0,0.0,28.0,84.0,0.0,1.0,3.0,1.0,0.0,3.0,100.0,132.0,0.0,0.0,1.0,14.0,0.0,71.0,5.0,0.0,4.0,42.0,5.0,0.0,931.0,6.0,2056
17031840700,13.0,214.0,506.0,137.0,12.0,428.0,0.0,63.0,69.0,2.0,2.0,3.0,4.0,5.0,16.0,156.0,183.0,0.0,0.0,0.0,28.0,0.0,205.0,59.0,0.0,87.0,111.0,13.0,2.0,509.0,41.0,2868
17031840800,1.0,92.0,289.0,90.0,6.0,169.0,0.0,16.0,32.0,0.0,5.0,2.0,1.0,3.0,21.0,137.0,182.0,0.0,0.0,0.0,9.0,0.0,121.0,1.0,0.0,48.0,51.0,6.0,0.0,230.0,14.0,1526
17031841000,1.0,141.0,475.0,52.0,7.0,185.0,0.0,1090.0,76.0,7.0,1.0,7.0,1.0,1.0,2.0,111.0,605.0,0.0,0.0,0.0,9.0,0.0,136.0,6.0,0.0,14.0,80.0,4.0,3.0,702.0,14.0,3730
17031841100,3.0,98.0,381.0,145.0,4.0,378.0,0.0,69.0,199.0,9.0,1.0,4.0,1.0,1.0,6.0,140.0,180.0,0.0,0.0,1.0,11.0,0.0,102.0,4.0,0.0,13.0,225.0,13.0,2.0,1070.0,9.0,3069
17031841200,6.0,211.0,530.0,111.0,10.0,360.0,1.0,60.0,59.0,0.0,0.0,7.0,0.0,2.0,22.0,132.0,297.0,0.0,0.0,0.0,23.0,0.0,182.0,11.0,0.0,100.0,59.0,11.0,1.0,349.0,37.0,2581
17031841300,0.0,141.0,383.0,130.0,8.0,321.0,0.0,54.0,54.0,0.0,4.0,3.0,5.0,4.0,7.0,167.0,141.0,0.0,0.0,0.0,15.0,0.0,146.0,4.0,0.0,35.0,67.0,12.0,1.0,568.0,16.0,2286
17031841400,0.0,127.0,477.0,129.0,7.0,263.0,0.0,30.0,26.0,7.0,6.0,1.0,0.0,1.0,4.0,84.0,191.0,0.0,0.0,0.0,10.0,0.0,102.0,10.0,0.0,6.0,124.0,5.0,1.0,300.0,18.0,1929
17031841500,11.0,356.0,1180.0,321.0,22.0,461.0,0.0,95.0,69.0,38.0,8.0,10.0,2.0,0.0,5.0,154.0,927.0,0.0,0.0,0.0,36.0,0.0,237.0,7.0,0.0,31.0,197.0,19.0,2.0,578.0,49.0,4815
17031841600,4.0,90.0,304.0,76.0,4.0,116.0,0.0,28.0,22.0,1.0,2.0,16.0,2.0,0.0,0.0,41.0,174.0,0.0,0.0,0.0,7.0,0.0,104.0,3.0,0.0,16.0,44.0,4.0,2.0,146.0,9.0,1215
17031841700,8.0,97.0,300.0,73.0,6.0,146.0,0.0,29.0,38.0,3.0,0.0,2.0,0.0,1.0,3.0,106.0,126.0,0.0,0.0,0.0,10.0,0.0,102.0,75.0,0.0,32.0,73.0,5.0,2.0,275.0,22.0,1534
17031841800,3.0,301.0,787.0,233.0,15.0,410.0,0.0,165.0,89.0,4.0,5.0,20.0,4.0,5.0,8.0,131.0,417.0,0.0,0.0,1.0,89.0,0.0,296.0,3.0,0.0,35.0,161.0,8.0,1.0,407.0,63.0,3661
17031841900,2.0,322.0,502.0,90.0,7.0,330.0,0.0,430.0,461.0,1.0,0.0,6.0,9.0,3.0,3.0,217.0,234.0,0.0,0.0,0.0,19.0,0.0,413.0,13.0,1.0,29.0,201.0,12.0,6.0,2892.0,29.0,6232
17031842000,1.0,56.0,224.0,32.0,5.0,116.0,0.0,43.0,75.0,0.0,0.0,0.0,1.0,1.0,0.0,60.0,95.0,0.0,0.0,0.0,1.0,0.0,54.0,0.0,0.0,8.0,106.0,5.0,1.0,524.0,4.0,1412
17031842100,17.0,495.0,1581.0,404.0,34.0,755.0,0.0,92.0,93.0,26.0,15.0,15.0,1.0,4.0,5.0,447.0,1326.0,0.0,0.0,0.0,48.0,0.0,435.0,22.0,0.0,38.0,242.0,27.0,6.0,1089.0,94.0,7311
17031842200,2.0,206.0,1040.0,127.0,12.0,504.0,0.0,337.0,275.0,3.0,1.0,21.0,4.0,2.0,25.0,199.0,381.0,0.0,0.0,0.0,12.0,0.0,174.0,9.0,0.0,27.0,127.0,10.0,1.0,1893.0,46.0,5438
17031842300,0.0,91.0,409.0,172.0,9.0,557.0,0.0,53.0,146.0,0.0,1.0,1.0,1.0,1.0,8.0,278.0,64.0,0.0,0.0,0.0,4.0,1.0,114.0,7.0,0.0,10.0,94.0,6.0,3.0,1997.0,6.0,4033
17031842400,7.0,438.0,991.0,335.0,14.0,586.0,0.0,245.0,351.0,5.0,2.0,10.0,4.0,5.0,5.0,469.0,637.0,0.0,0.0,1.0,27.0,0.0,239.0,0.0,2.0,62.0,461.0,12.0,8.0,2431.0,53.0,7400
17031842500,7.0,212.0,600.0,151.0,17.0,246.0,0.0,374.0,53.0,5.0,7.0,6.0,4.0,0.0,1.0,122.0,220.0,0.0,0.0,1.0,17.0,0.0,193.0,18.0,0.0,18.0,152.0,5.0,1.0,275.0,47.0,2752
17031842600,9.0,321.0,588.0,175.0,10.0,495.0,0.0,115.0,149.0,0.0,3.0,7.0,5.0,2.0,9.0,275.0,257.0,0.0,0.0,1.0,12.0,0.0,212.0,61.0,1.0,46.0,111.0,11.0,4.0,1185.0,42.0,4106
17031842800,8.0,212.0,602.0,275.0,12.0,529.0,0.0,58.0,154.0,0.0,6.0,7.0,2.0,5.0,6.0,401.0,273.0,0.0,0.0,0.0,33.0,1.0,186.0,343.0,0.0,25.0,162.0,35.0,0.0,679.0,44.0,4058
17031842900,2.0,311.0,987.0,72.0,16.0,361.0,0.0,283.0,133.0,50.0,18.0,11.0,3.0,0.0,5.0,160.0,640.0,0.0,0.0,0.0,40.0,0.0,190.0,10.0,0.0,75.0,136.0,17.0,1.0,979.0,31.0,4531
17031843000,17.0,377.0,1142.0,222.0,17.0,556.0,0.0,135.0,113.0,41.0,6.0,8.0,4.0,3.0,6.0,240.0,2288.0,0.0,0.0,1.0,25.0,0.0,317.0,39.0,0.0,35.0,318.0,7.0,3.0,888.0,74.0,6882
17031843100,9.0,244.0,806.0,123.0,13.0,299.0,0.0,40.0,37.0,22.0,9.0,5.0,0.0,2.0,3.0,161.0,629.0,0.0,0.0,0.0,14.0,0.0,147.0,3.0,0.0,33.0,151.0,9.0,1.0,552.0,26.0,3338
17031843200,6.0,120.0,355.0,107.0,3.0,304.0,0.0,70.0,58.0,1.0,5.0,4.0,1.0,2.0,10.0,167.0,129.0,0.0,0.0,0.0,11.0,0.0,111.0,3.0,0.0,54.0,54.0,7.0,4.0,534.0,19.0,2139
17031843300,0.0,155.0,399.0,62.0,9.0,204.0,0.0,23.0,23.0,12.0,2.0,6.0,0.0,1.0,1.0,81.0,150.0,0.0,0.0,0.0,16.0,0.0,112.0,0.0,0.0,14.0,54.0,8.0,1.0,343.0,28.0,1704
17031843400,4.0,165.0,520.0,147.0,9.0,248.0,0.0,32.0,62.0,12.0,9.0,4.0,1.0,3.0,2.0,125.0,372.0,0.0,0.0,2.0,12.0,0.0,167.0,6.0,0.0,13.0,147.0,4.0,2.0,530.0,19.0,2617
17031843500,2.0,108.0,275.0,27.0,5.0,152.0,0.0,27.0,42.0,0.0,0.0,7.0,17.0,0.0,1.0,146.0,74.0,0.0,0.0,0.0,12.0,0.0,123.0,0.0,1.0,18.0,39.0,4.0,1.0,413.0,4.0,1498
17031843600,4.0,181.0,461.0,176.0,10.0,262.0,0.0,84.0,82.0,6.0,4.0,2.0,1.0,2.0,0.0,104.0,358.0,0.0,0.0,1.0,21.0,0.0,190.0,1.0,0.0,9.0,111.0,2.0,0.0,443.0,37.0,2552
17031843700,1.0,80.0,173.0,104.0,8.0,181.0,0.0,36.0,87.0,0.0,1.0,7.0,9.0,4.0,2.0,54.0,127.0,0.0,0.0,0.0,19.0,0.0,146.0,0.0,0.0,16.0,21.0,9.0,1.0,482.0,8.0,1576
17031843800,8.0,208.0,612.0,147.0,9.0,280.0,0.0,74.0,41.0,11.0,4.0,11.0,0.0,4.0,6.0,77.0,348.0,0.0,0.0,0.0,19.0,0.0,150.0,33.0,0.0,57.0,93.0,11.0,0.0,343.0,46.0,2592
17031843900,0.0,245.0,839.0,289.0,12.0,409.0,0.0,155.0,174.0,5.0,6.0,5.0,1.0,1.0,2.0,188.0,349.0,0.0,0.0,0.0,48.0,0.0,244.0,1.0,0.0,44.0,219.0,15.0,1.0,889.0,38.0,4179
17031980000,0.0,160.0,391.0,6.0,2.0,244.0,0.0,532.0,490.0,0.0,0.0,8.0,2.0,0.0,0.0,113.0,542.0,1.0,0.0,0.0,5.0,0.0,2176.0,1.0,0.0,50.0,8.0,13.0,3.0,1960.0,30.0,6737
17031980100,0.0,67.0,116.0,9.0,0.0,191.0,0.0,81.0,275.0,0.0,1.0,3.0,1.0,0.0,1.0,85.0,88.0,0.0,0.0,0.0,2.0,0.0,84.0,0.0,0.0,19.0,5.0,6.0,0.0,549.0,20.0,1603
