GEOID,ARSON,ASSAULT,BATTERY,BURGLARY,CRIM SEXUAL ASSAULT,CRIMINAL DAMAGE,CRIMINAL SEXUAL ASSAULT,CRIMINAL TRESPASS,DECEPTIVE PRACTICE,GAMBLING,HOMICIDE,INTERFERENCE WITH PUBLIC OFFICER,INTIMIDATION,KIDNAPPING,LIQUOR LAW VIOLATION,MOTOR VEHICLE THEFT,NARCOTICS,NON-CRIMINAL,NON-CRIMINAL (SUBJECT SPECIFIED),OBSCENITY,OFFENSE INVOLVING CHILDREN,OTHER NARCOTIC VIOLATION,OTHER OFFENSE,PROSTITUTION,PUBLIC INDECENCY,PUBLIC PEACE VIOLATION,ROBBERY,SEX OFFENSE,STALKING,THEFT,WEAPONS VIOLATION,TOTAL
17031720200,0.0,77.0,194.0,167.0,2.0,216.0,0.0,40.0,82.0,0.0,1.0,2.0,0.0,4.0,0.0,81.0,30.0,0.0,0.0,0.0,19.0,0.0,147.0,0.0,0.0,7.0,29.0,2.0,0.0,335.0,9.0,1444
17031720300,2.0,39.0,91.0,107.0,2.0,130.0,0.0,20.0,80.0,0.0,0.0,1.0,1.0,5.0,2.0,41.0,20.0,0.0,0.0,0.0,7.0,0.0,65.0,0.0,0.0,2.0,22.0,0.0,0.0,269.0,1.0,907
17031720400,4.0,29.0,48.0,53.0,1.0,68.0,0.0,15.0,59.0,0.0,0.0,0.0,1.0,1.0,3.0,12.0,20.0,0.0,0.0,0.0,4.0,0.0,50.0,0.0,0.0,6.0,14.0,0.0,0.0,124.0,1.0,513
17031720500,1.0,11.0,53.0,42.0,0.0,118.0,0.0,24.0,29.0,0.0,0.0,0.0,2.0,2.0,7.0,13.0,18.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,4.0,19.0,2.0,1.0,137.0,1.0,514
17031720600,0.0,26.0,64.0,61.0,1.0,59.0,0.0,21.0,32.0,0.0,0.0,1.0,0.0,0.0,4.0,13.0,14.0,0.0,0.0,0.0,1.0,0.0,29.0,0.0,0.0,4.0,14.0,2.0,0.0,153.0,1.0,500
17031720700,0.0,67.0,208.0,134.0,5.0,197.0,0.0,24.0,69.0,0.0,0.0,1.0,1.0,1.0,0.0,68.0,41.0,0.0,0.0,0.0,18.0,0.0,137.0,0.0,0.0,5.0,35.0,8.0,2.0,318.0,5.0,1344
17031730100,3.0,99.0,284.0,160.0,11.0,250.0,0.0,55.0,57.0,9.0,0.0,4.0,1.0,3.0,0.0,123.0,139.0,0.0,0.0,1.0,19.0,0.0,146.0,5.0,0.0,12.0,80.0,3.0,1.0,341.0,33.0,1839
17031730201,9.0,302.0,789.0,410.0,24.0,558.0,0.0,66.0,161.0,9.0,8.0,12.0,1.0,9.0,4.0,255.0,355.0,0.0,0.0,0.0,45.0,0.0,333.0,5.0,0.0,21.0,198.0,7.0,3.0,801.0,69.0,4454
17031730202,3.0,111.0,309.0,229.0,8.0,276.0,0.0,46.0,56.0,1.0,5.0,3.0,0.0,1.0,0.0,103.0,149.0,0.0,0.0,0.0,14.0,0.0,146.0,2.0,0.0,5.0,96.0,4.0,1.0,356.0,28.0,1952
17031730300,2.0,65.0,205.0,93.0,4.0,122.0,0.0,39.0,40.0,12.0,4.0,3.0,0.0,2.0,4.0,52.0,157.0,0.0,0.0,0.0,6.0,0.0,68.0,7.0,0.0,14.0,43.0,3.0,1.0,198.0,22.0,1166
17031730400,3.0,250.0,632.0,257.0,14.0,351.0,2.0,81.0,91.0,8.0,3.0,10.0,1.0,5.0,5.0,165.0,293.0,0.0,0.0,0.0,19.0,0.0,248.0,3.0,0.0,22.0,153.0,11.0,3.0,606.0,55.0,3291
17031730500,4.0,207.0,603.0,325.0,21.0,491.0,0.0,52.0,103.0,6.0,4.0,7.0,1.0,6.0,0.0,290.0,340.0,0.0,0.0,0.0,33.0,0.0,245.0,9.0,0.0,16.0,175.0,16.0,1.0,550.0,55.0,3560
17031730600,1.0,174.0,453.0,255.0,8.0,352.0,0.0,69.0,113.0,3.0,4.0,7.0,3.0,1.0,1.0,161.0,324.0,0.0,0.0,0.0,29.0,0.0,209.0,1.0,0.0,8.0,127.0,3.0,1.0,411.0,34.0,2752
17031730700,3.0,275.0,758.0,215.0,9.0,332.0,0.0,115.0,95.0,8.0,2.0,7.0,0.0,2.0,1.0,101.0,345.0,0.0,0.0,0.0,17.0,0.0,151.0,0.0,0.0,82.0,149.0,12.0,1.0,608.0,45.0,3333
17031740100,0.0,72.0,133.0,47.0,6.0,162.0,0.0,21.0,61.0,0.0,0.0,2.0,2.0,8.0,5.0,15.0,38.0,0.0,0.0,1.0,39.0,0.0,111.0,0.0,0.0,5.0,12.0,2.0,1.0,250.0,3.0,996
17031740200,0.0,57.0,109.0,36.0,4.0,166.0,0.0,33.0,57.0,0.0,0.0,1.0,0.0,4.0,3.0,10.0,42.0,0.0,0.0,0.0,13.0,0.0,89.0,0.0,0.0,3.0,12.0,3.0,1.0,282.0,3.0,928
17031740300,1.0,79.0,157.0,52.0,3.0,157.0,0.0,21.0,39.0,2.0,0.0,1.0,1.0,3.0,7.0,15.0,53.0,0.0,0.0,0.0,11.0,0.0,84.0,0.0,0.0,10.0,8.0,5.0,0.0,233.0,4.0,946
17031740400,1.0,76.0,196.0,62.0,1.0,190.0,0.0,26.0,55.0,0.0,0.0,0.0,2.0,6.0,6.0,38.0,30.0,0.0,0.0,0.0,18.0,0.0,122.0,0.0,0.0,8.0,19.0,5.0,2.0,225.0,6.0,1094
17031750100,5.0,232.0,636.0,335.0,14.0,472.0,0.0,92.0,106.0,11.0,8.0,10.0,0.0,7.0,2.0,145.0,380.0,0.0,0.0,0.0,37.0,0.0,240.0,2.0,0.0,29.0,141.0,9.0,1.0,567.0,64.0,3545
17031750200,1.0,77.0,201.0,110.0,2.0,180.0,0.0,29.0,81.0,1.0,0.0,1.0,0.0,6.0,0.0,69.0,62.0,0.0,0.0,0.0,23.0,0.0,145.0,0.0,0.0,8.0,39.0,5.0,1.0,281.0,12.0,1334
17031750300,0.0,30.0,67.0,64.0,0.0,91.0,0.0,22.0,52.0,0.0,0.0,1.0,1.0,1.0,6.0,17.0,19.0,0.0,0.0,0.0,8.0,0.0,52.0,0.0,0.0,6.0,13.0,0.0,2.0,237.0,7.0,696
17031750400,0.0,59.0,100.0,74.0,0.0,138.0,0.0,43.0,88.0,1.0,0.0,4.0,1.0,0.0,3.0,37.0,26.0,0.0,0.0,0.0,14.0,0.0,99.0,0.0,0.0,3.0,28.0,0.0,0.0,269.0,3.0,990
17031750500,5.0,344.0,867.0,357.0,19.0,498.0,0.0,121.0,216.0,12.0,11.0,10.0,6.0,10.0,2.0,187.0,335.0,0.0,0.0,1.0,53.0,0.0,352.0,1.0,0.0,66.0,135.0,18.0,3.0,1191.0,46.0,4866
17031750600,3.0,315.0,807.0,400.0,20.0,517.0,0.0,122.0,104.0,7.0,12.0,8.0,2.0,7.0,1.0,210.0,509.0,0.0,0.0,0.0,20.0,0.0,268.0,1.0,0.0,25.0,153.0,10.0,4.0,715.0,54.0,4294
17031760801,0.0,34.0,106.0,26.0,1.0,115.0,0.0,12.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,13.0,0.0,0.0,0.0,4.0,0.0,88.0,0.0,0.0,4.0,11.0,7.0,0.0,331.0,0.0,832
17031760802,0.0,11.0,42.0,20.0,0.0,50.0,0.0,6.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,5.0,0.0,0.0,0.0,1.0,0.0,33.0,0.0,0.0,2.0,1.0,0.0,0.0,58.0,0.0,257
17031760803,2.0,59.0,271.0,60.0,3.0,272.0,0.0,20.0,60.0,0.0,1.0,2.0,3.0,3.0,2.0,91.0,29.0,0.0,0.0,1.0,12.0,0.0,160.0,5.0,0.0,5.0,7.0,7.0,1.0,306.0,1.0,1383
17031770602,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,19
17031770902,0.0,17.0,55.0,4.0,1.0,50.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,2.0,2.0,1.0,0.0,34.0,2.0,211
17031810400,0.0,14.0,29.0,3.0,2.0,30.0,0.0,5.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,1.0,0.0,15.0,4.0,0.0,1.0,9.0,4.0,0.0,155.0,2.0,310
17031821402,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,21
17031823304,0.0,2.0,10.0,1.0,0.0,12.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,1.0,0.0,13.0,0.0,52
17031830500,8.0,193.0,370.0,137.0,11.0,257.0,0.0,31.0,39.0,0.0,5.0,2.0,0.0,3.0,11.0,222.0,140.0,0.0,0.0,0.0,11.0,0.0,177.0,3.0,0.0,37.0,69.0,14.0,3.0,436.0,12.0,2191
17031830600,2.0,201.0,556.0,111.0,11.0,325.0,1.0,99.0,92.0,4.0,1.0,18.0,3.0,1.0,11.0,77.0,229.0,0.0,0.0,0.0,23.0,0.0,198.0,5.0,0.0,49.0,101.0,5.0,2.0,467.0,32.0,2624
17031830700,2.0,403.0,1117.0,135.0,27.0,349.0,0.0,209.0,440.0,1.0,6.0,9.0,4.0,4.0,13.0,83.0,1099.0,0.0,0.0,0.0,25.0,0.0,261.0,21.0,0.0,78.0,230.0,24.0,2.0,1327.0,39.0,5908
17031830800,0.0,28.0,62.0,61.0,3.0,143.0,0.0,13.0,41.0,0.0,0.0,1.0,0.0,2.0,1.0,65.0,27.0,0.0,0.0,0.0,2.0,0.0,48.0,0.0,0.0,10.0,25.0,3.0,2.0,491.0,2.0,1030
17031830900,3.0,91.0,314.0,157.0,8.0,331.0,0.0,28.0,172.0,0.0,0.0,2.0,0.0,3.0,10.0,191.0,74.0,0.0,0.0,0.0,3.0,0.0,109.0,1.0,0.0,7.0,83.0,5.0,0.0,1830.0,9.0,3431
17031831000,3.0,28.0,74.0,164.0,2.0,196.0,0.0,14.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,91.0,16.0,0.0,0.0,1.0,4.0,0.0,26.0,3.0,0.0,1.0,42.0,5.0,0.0,550.0,4.0,1267
17031831100,8.0,198.0,599.0,359.0,16.0,510.0,0.0,57.0,152.0,0.0,3.0,9.0,3.0,1.0,9.0,311.0,228.0,0.0,0.0,1.0,22.0,0.0,230.0,4.0,0.0,43.0,156.0,22.0,0.0,1030.0,17.0,3988
17031831200,13.0,152.0,473.0,190.0,9.0,279.0,0.0,28.0,42.0,4.0,4.0,4.0,2.0,3.0,3.0,181.0,236.0,0.0,0.0,0.0,16.0,0.0,206.0,27.0,0.0,27.0,99.0,5.0,0.0,264.0,18.0,2285
17031831300,3.0,116.0,275.0,97.0,3.0,167.0,0.0,48.0,113.0,0.0,1.0,4.0,1.0,1.0,9.0,122.0,209.0,0.0,0.0,0.0,4.0,0.0,86.0,139.0,0.0,8.0,151.0,2.0,3.0,1814.0,20.0,3396
17031831400,5.0,230.0,657.0,214.0,30.0,342.0,0.0,61.0,94.0,6.0,7.0,13.0,2.0,2.0,3.0,204.0,835.0,0.0,0.0,0.0,27.0,0.0,202.0,337.0,0.0,22.0,230.0,11.0,0.0,628.0,38.0,4200
17031831500,2.0,116.0,311.0,174.0,9.0,293.0,0.0,34.0,123.0,0.0,1.0,4.0,1.0,4.0,5.0,162.0,71.0,0.0,0.0,0.0,22.0,0.0,145.0,0.0,0.0,12.0,84.0,4.0,2.0,1580.0,6.0,3165
17031831600,10.0,150.0,400.0,235.0,3.0,385.0,0.0,30.0,97.0,1.0,2.0,2.0,1.0,2.0,3.0,241.0,111.0,0.0,0.0,0.0,24.0,0.0,236.0,0.0,0.0,18.0,44.0,7.0,1.0,625.0,8.0,2636
17031831700,2.0,48.0,182.0,93.0,3.0,187.0,0.0,17.0,92.0,0.0,1.0,2.0,0.0,1.0,5.0,86.0,114.0,0.0,0.0,0.0,6.0,0.0,79.0,4.0,0.0,9.0,36.0,2.0,0.0,1162.0,3.0,2134
17031831800,3.0,83.0,320.0,257.0,11.0,358.0,0.0,55.0,76.0,5.0,2.0,2.0,2.0,0.0,13.0,136.0,156.0,0.0,0.0,0.0,20.0,0.0,133.0,0.0,0.0,17.0,63.0,8.0,2.0,594.0,15.0,2331
17031831900,0.0,13.0,64.0,120.0,5.0,159.0,0.0,17.0,44.0,0.0,0.0,0.0,1.0,1.0,5.0,62.0,8.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,4.0,48.0,3.0,0.0,455.0,0.0,1043
17031832000,1.0,66.0,552.0,124.0,5.0,201.0,0.0,48.0,174.0,1.0,1.0,2.0,0.0,0.0,4.0,53.0,65.0,0.0,0.0,0.0,2.0,0.0,71.0,2.0,0.0,45.0,87.0,6.0,0.0,886.0,6.0,2402
17031832100,0.0,73.0,155.0,101.0,2.0,162.0,0.0,42.0,86.0,1.0,0.0,0.0,0.0,1.0,3.0,40.0,99.0,0.0,0.0,1.0,0.0,0.0,55.0,1.0,0.0,5.0,85.0,12.0,0.0,437.0,3.0,1364
17031832200,0.0,30.0,117.0,197.0,2.0,209.0,0.0,16.0,53.0,0.0,0.0,1.0,0.0,0.0,4.0,99.0,10.0,0.0,0.0,0.0,3.0,0.0,54.0,0.0,0.0,3.0,43.0,4.0,0.0,484.0,2.0,1331
17031832300,3.0,30.0,172.0,196.0,6.0,313.0,0.0,26.0,79.0,1.0,0.0,2.0,1.0,1.0,7.0,176.0,22.0,0.0,0.0,0.0,2.0,0.0,45.0,4.0,0.0,6.0,44.0,4.0,1.0,1269.0,1.0,2411
17031832400,7.0,80.0,188.0,135.0,4.0,216.0,0.0,32.0,48.0,1.0,2.0,3.0,1.0,0.0,6.0,98.0,71.0,0.0,0.0,0.0,5.0,0.0,79.0,7.0,0.0,3.0,41.0,0.0,0.0,365.0,13.0,1405
17031832500,2.0,88.0,232.0,194.0,6.0,267.0,0.0,70.0,146.0,0.0,1.0,1.0,0.0,0.0,14.0,98.0,44.0,0.0,0.0,0.0,4.0,0.0,106.0,2.0,0.0,7.0,64.0,4.0,0.0,1242.0,1.0,2593
17031832600,1.0,52.0,167.0,214.0,7.0,299.0,0.0,49.0,206.0,1.0,0.0,3.0,0.0,1.0,14.0,87.0,34.0,0.0,0.0,0.0,3.0,0.0,63.0,4.0,0.0,9.0,61.0,5.0,1.0,1317.0,2.0,2600
17031832900,0.0,12.0,57.0,42.0,1.0,68.0,0.0,8.0,28.0,0.0,0.0,1.0,0.0,1.0,0.0,38.0,17.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,2.0,37.0,1.0,0.0,203.0,1.0,555
17031833000,1.0,130.0,600.0,188.0,20.0,520.0,0.0,61.0,209.0,0.0,5.0,6.0,2.0,1.0,13.0,305.0,49.0,0.0,0.0,0.0,10.0,0.0,144.0,4.0,0.0,22.0,143.0,7.0,1.0,2625.0,13.0,5079
17031833100,2.0,140.0,425.0,146.0,11.0,357.0,0.0,83.0,239.0,3.0,2.0,4.0,2.0,0.0,6.0,192.0,83.0,0.0,0.0,0.0,22.0,0.0,208.0,2.0,0.0,42.0,92.0,5.0,2.0,1505.0,5.0,3578
17031833300,0.0,60.0,110.0,75.0,6.0,152.0,0.0,21.0,57.0,0.0,1.0,2.0,0.0,0.0,0.0,43.0,29.0,0.0,0.0,0.0,2.0,0.0,47.0,0.0,0.0,6.0,52.0,5.0,0.0,287.0,0.0,955
17031833900,5.0,326.0,740.0,258.0,10.0,387.0,0.0,84.0,70.0,4.0,3.0,2.0,5.0,5.0,5.0,79.0,304.0,0.0,0.0,0.0,29.0,0.0,189.0,24.0,0.0,45.0,128.0,18.0,5.0,494.0,49.0,3268
17031834000,4.0,289.0,849.0,227.0,15.0,412.0,0.0,133.0,290.0,5.0,5.0,13.0,4.0,3.0,2.0,223.0,747.0,0.0,0.0,0.0,33.0,0.0,230.0,0.0,0.0,25.0,205.0,16.0,1.0,519.0,46.0,4296
17031834200,4.0,502.0,1442.0,568.0,41.0,732.0,0.0,177.0,229.0,16.0,5.0,9.0,1.0,3.0,11.0,322.0,764.0,0.0,0.0,0.0,51.0,0.0,392.0,3.0,0.0,79.0,366.0,17.0,6.0,1481.0,107.0,7328
17031834300,7.0,414.0,1035.0,589.0,25.0,706.0,0.0,74.0,262.0,6.0,4.0,2.0,3.0,6.0,3.0,300.0,262.0,0.0,0.0,1.0,47.0,0.0,385.0,0.0,1.0,25.0,438.0,14.0,3.0,1240.0,60.0,5912
17031834400,2.0,149.0,501.0,352.0,6.0,423.0,0.0,49.0,64.0,8.0,4.0,5.0,4.0,0.0,0.0,128.0,151.0,0.0,0.0,0.0,30.0,0.0,226.0,2.0,0.0,18.0,119.0,14.0,3.0,432.0,34.0,2724
17031834500,4.0,147.0,508.0,139.0,7.0,261.0,0.0,109.0,46.0,12.0,6.0,9.0,0.0,1.0,13.0,134.0,404.0,0.0,0.0,0.0,12.0,0.0,130.0,16.0,0.0,12.0,134.0,3.0,0.0,281.0,44.0,2432
17031834600,16.0,387.0,1374.0,353.0,33.0,605.0,0.0,220.0,287.0,19.0,14.0,14.0,3.0,4.0,4.0,361.0,964.0,0.0,0.0,0.0,42.0,0.0,304.0,7.0,1.0,49.0,420.0,20.0,4.0,912.0,103.0,6520
17031834700,9.0,355.0,1178.0,360.0,17.0,479.0,0.0,224.0,57.0,17.0,15.0,8.0,4.0,1.0,2.0,125.0,603.0,0.0,0.0,0.0,28.0,0.0,237.0,97.0,0.0,55.0,246.0,10.0,0.0,723.0,80.0,4930
17031834800,8.0,238.0,783.0,249.0,12.0,392.0,0.0,52.0,50.0,12.0,9.0,9.0,2.0,5.0,1.0,137.0,337.0,0.0,0.0,0.0,17.0,0.0,136.0,24.0,0.0,19.0,159.0,4.0,1.0,446.0,56.0,3158
17031834900,7.0,270.0,879.0,307.0,18.0,452.0,1.0,53.0,36.0,15.0,8.0,12.0,1.0,0.0,2.0,173.0,437.0,0.0,0.0,0.0,26.0,0.0,185.0,5.0,0.0,34.0,187.0,7.0,0.0,504.0,61.0,3680
17031835000,18.0,449.0,1370.0,694.0,29.0,875.0,0.0,194.0,200.0,51.0,12.0,27.0,4.0,6.0,15.0,359.0,1398.0,0.0,0.0,0.0,47.0,0.0,366.0,65.0,0.0,95.0,436.0,22.0,2.0,1653.0,120.0,8507
17031835100,10.0,249.0,755.0,329.0,14.0,528.0,0.0,87.0,96.0,11.0,9.0,12.0,2.0,3.0,9.0,278.0,551.0,0.0,0.0,0.0,20.0,0.0,229.0,5.0,0.0,93.0,196.0,19.0,2.0,590.0,73.0,4170
17031835200,1.0,47.0,161.0,121.0,4.0,213.0,0.0,11.0,51.0,0.0,0.0,2.0,1.0,0.0,3.0,69.0,60.0,0.0,0.0,0.0,6.0,0.0,69.0,109.0,0.0,6.0,32.0,7.0,0.0,229.0,1.0,1203
17031835500,3.0,148.0,451.0,127.0,7.0,240.0,0.0,80.0,57.0,4.0,3.0,6.0,1.0,0.0,1.0,143.0,338.0,0.0,0.0,0.0,14.0,0.0,109.0,2.0,0.0,11.0,113.0,3.0,1.0,351.0,60.0,2273
17031835600,2.0,208.0,545.0,93.0,9.0,242.0,0.0,181.0,101.0,4.0,3.0,13.0,10.0,4.0,1.0,147.0,469.0,0.0,0.0,0.0,48.0,0.0,116.0,1.0,0.0,28.0,193.0,7.0,1.0,691.0,50.0,3167
17031835700,0.0,18.0,57.0,2.0,1.0,17.0,0.0,12.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,14.0,18.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,2.0,20.0,0.0,0.0,45.0,1.0,226
17031835800,1.0,107.0,377.0,121.0,4.0,181.0,0.0,38.0,35.0,9.0,1.0,6.0,0.0,2.0,1.0,96.0,288.0,0.0,0.0,0.0,19.0,0.0,102.0,64.0,0.0,11.0,102.0,2.0,0.0,295.0,22.0,1884
17031835900,4.0,242.0,770.0,207.0,17.0,406.0,0.0,221.0,83.0,26.0,10.0,11.0,1.0,0.0,4.0,192.0,615.0,0.0,0.0,1.0,18.0,0.0,237.0,104.0,0.0,15.0,182.0,10.0,4.0,636.0,29.0,4045
17031836000,0.0,146.0,415.0,190.0,13.0,283.0,0.0,48.0,42.0,5.0,5.0,1.0,2.0,0.0,1.0,96.0,251.0,0.0,0.0,0.0,7.0,0.0,135.0,1.0,0.0,7.0,87.0,5.0,1.0,427.0,32.0,2200
17031836100,3.0,285.0,836.0,173.0,13.0,357.0,0.0,107.0,47.0,13.0,6.0,5.0,2.0,0.0,2.0,131.0,299.0,0.0,0.0,0.0,15.0,0.0,199.0,47.0,0.0,23.0,160.0,9.0,2.0,473.0,52.0,3259
17031836200,0.0,45.0,125.0,47.0,10.0,141.0,0.0,101.0,66.0,0.0,0.0,1.0,0.0,3.0,1.0,118.0,43.0,0.0,0.0,0.0,4.0,0.0,71.0,1.0,0.0,3.0,38.0,14.0,0.0,779.0,4.0,1615
17031836300,0.0,30.0,125.0,56.0,2.0,80.0,0.0,5.0,18.0,1.0,0.0,1.0,0.0,0.0,0.0,33.0,66.0,0.0,0.0,0.0,2.0,0.0,38.0,0.0,0.0,2.0,32.0,0.0,0.0,170.0,1.0,662
17031836400,3.0,197.0,436.0,157.0,9.0,229.0,0.0,73.0,55.0,3.0,4.0,2.0,0.0,0.0,3.0,93.0,204.0,0.0,0.0,0.0,22.0,0.0,215.0,0.0,0.0,10.0,55.0,7.0,3.0,424.0,23.0,2227
17031836500,0.0,74.0,271.0,59.0,3.0,132.0,0.0,39.0,23.0,5.0,2.0,1.0,0.0,2.0,0.0,59.0,85.0,0.0,0.0,0.0,21.0,0.0,102.0,0.0,0.0,3.0,32.0,6.0,0.0,225.0,8.0,1152
17031836600,13.0,220.0,795.0,240.0,10.0,340.0,0.0,63.0,83.0,23.0,10.0,14.0,1.0,1.0,2.0,196.0,989.0,0.0,0.0,0.0,20.0,0.0,225.0,1.0,0.0,20.0,198.0,6.0,1.0,678.0,33.0,4182
17031836700,6.0,236.0,708.0,188.0,14.0,357.0,0.0,69.0,50.0,23.0,6.0,8.0,1.0,5.0,7.0,164.0,885.0,0.0,0.0,0.0,31.0,0.0,163.0,0.0,0.0,15.0,145.0,9.0,2.0,634.0,40.0,3766
17031836800,7.0,247.0,1006.0,160.0,15.0,380.0,0.0,85.0,670.0,19.0,5.0,6.0,1.0,9.0,9.0,192.0,756.0,0.0,0.0,0.0,21.0,0.0,191.0,3.0,0.0,23.0,300.0,6.0,1.0,685.0,61.0,4858
17031836900,3.0,147.0,453.0,75.0,8.0,160.0,0.0,44.0,19.0,8.0,4.0,2.0,0.0,1.0,1.0,71.0,474.0,0.0,0.0,0.0,10.0,0.0,118.0,179.0,0.0,7.0,82.0,4.0,0.0,261.0,16.0,2147
17031837000,9.0,233.0,792.0,164.0,14.0,313.0,0.0,81.0,57.0,45.0,4.0,10.0,1.0,2.0,7.0,178.0,1283.0,0.0,0.0,0.0,13.0,0.0,211.0,365.0,0.0,10.0,193.0,7.0,1.0,439.0,51.0,4483
17031837100,10.0,160.0,589.0,192.0,10.0,290.0,0.0,52.0,83.0,26.0,2.0,2.0,0.0,3.0,2.0,214.0,466.0,0.0,0.0,1.0,13.0,0.0,153.0,6.0,0.0,11.0,215.0,8.0,3.0,661.0,21.0,3193
17031837300,4.0,273.0,709.0,162.0,9.0,329.0,0.0,69.0,50.0,17.0,1.0,14.0,12.0,3.0,0.0,141.0,333.0,0.0,0.0,0.0,13.0,0.0,177.0,2.0,0.0,17.0,111.0,7.0,4.0,423.0,31.0,2911
17031837400,1.0,174.0,678.0,185.0,13.0,295.0,0.0,64.0,39.0,11.0,7.0,11.0,0.0,2.0,1.0,159.0,975.0,0.0,0.0,0.0,8.0,0.0,168.0,130.0,0.0,14.0,128.0,4.0,0.0,474.0,45.0,3586
17031837800,2.0,308.0,739.0,242.0,11.0,487.0,0.0,145.0,133.0,10.0,1.0,4.0,2.0,2.0,5.0,185.0,510.0,0.0,0.0,0.0,19.0,0.0,192.0,199.0,0.0,19.0,177.0,14.0,3.0,1117.0,21.0,4547
17031838000,1.0,297.0,668.0,126.0,14.0,406.0,0.0,97.0,39.0,6.0,1.0,4.0,3.0,3.0,5.0,223.0,231.0,0.0,0.0,0.0,12.0,1.0,159.0,14.0,0.0,161.0,108.0,10.0,2.0,812.0,22.0,3425
17031838100,2.0,151.0,427.0,66.0,11.0,248.0,0.0,167.0,98.0,0.0,1.0,8.0,0.0,2.0,2.0,234.0,91.0,0.0,0.0,0.0,8.0,0.0,156.0,0.0,0.0,10.0,82.0,11.0,1.0,1066.0,8.0,2850
17031838200,1.0,131.0,253.0,78.0,8.0,278.0,0.0,47.0,69.0,0.0,0.0,5.0,3.0,0.0,0.0,180.0,48.0,0.0,0.0,0.0,8.0,0.0,123.0,0.0,0.0,16.0,72.0,14.0,0.0,1026.0,2.0,2362
17031838300,0.0,111.0,372.0,45.0,5.0,263.0,0.0,190.0,56.0,1.0,2.0,4.0,1.0,0.0,1.0,37.0,227.0,0.0,0.0,0.0,9.0,0.0,55.0,0.0,0.0,11.0,74.0,5.0,1.0,867.0,12.0,2349
17031838600,2.0,125.0,439.0,93.0,8.0,186.0,0.0,15.0,12.0,18.0,1.0,6.0,1.0,1.0,3.0,64.0,816.0,0.0,0.0,0.0,16.0,0.0,89.0,1.0,0.0,15.0,63.0,3.0,0.0,201.0,17.0,2195
17031838700,16.0,520.0,1787.0,357.0,32.0,686.0,0.0,152.0,100.0,99.0,10.0,19.0,7.0,7.0,9.0,278.0,2543.0,0.0,0.0,1.0,35.0,0.0,441.0,55.0,0.0,78.0,262.0,12.0,4.0,816.0,133.0,8459
17031838800,1.0,353.0,756.0,231.0,15.0,594.0,0.0,107.0,69.0,4.0,9.0,10.0,6.0,3.0,6.0,156.0,270.0,0.0,0.0,0.0,28.0,0.0,202.0,0.0,0.0,36.0,133.0,6.0,4.0,588.0,71.0,3658
17031839000,0.0,71.0,224.0,67.0,10.0,256.0,0.0,87.0,289.0,1.0,1.0,4.0,1.0,2.0,10.0,124.0,222.0,0.0,0.0,0.0,7.0,0.0,103.0,2.0,0.0,25.0,98.0,7.0,5.0,1652.0,9.0,3277
17031839100,1.0,845.0,1352.0,267.0,24.0,658.0,1.0,1109.0,2244.0,2.0,2.0,14.0,27.0,5.0,20.0,198.0,466.0,1.0,0.0,1.0,23.0,1.0,913.0,28.0,3.0,162.0,605.0,69.0,13.0,9429.0,33.0,18516
17031839200,0.0,193.0,515.0,47.0,6.0,233.0,0.0,187.0,80.0,10.0,0.0,5.0,1.0,1.0,0.0,160.0,364.0,0.0,0.0,0.0,17.0,0.0,185.0,2.0,0.0,21.0,101.0,9.0,2.0,691.0,14.0,2844
17031839500,0.0,92.0,245.0,44.0,4.0,95.0,0.0,57.0,43.0,1.0,1.0,1.0,0.0,1.0,1.0,61.0,224.0,0.0,0.0,0.0,9.0,0.0,67.0,0.0,0.0,10.0,73.0,2.0,0.0,375.0,7.0,1413
17031839600,0.0,218.0,610.0,96.0,12.0,234.0,0.0,98.0,104.0,20.0,4.0,3.0,0.0,3.0,2.0,72.0,456.0,0.0,0.0,0.0,13.0,0.0,116.0,2.0,0.0,22.0,84.0,14.0,1.0,471.0,23.0,2678
