City,Metro,Date,All Beds,1 Beds,2 Beds
Seattle,Seattle,3/1/2020,"2,082","1,952","2,553"
Seattle,Seattle,4/1/2020,"2,061","1,931","2,604"
Seattle,Seattle,5/1/2020,"2,131","2,011","2,746"
Chicago,Chicago,1/1/2011,"1,510","1,451","1,801"
Chicago,Chicago,2/1/2011,"1,560","1,517","1,822"
Chicago,Chicago,3/1/2011,"1,535","1,506","1,756"
Chicago,Chicago,4/1/2011,"1,502","1,469","1,701"
Chicago,Chicago,5/1/2011,"1,369","1,334","1,487"
Chicago,Chicago,6/1/2011,"1,196","1,001","1,307"
Chicago,Chicago,7/1/2011,"1,277","1,026","1,406"
Chicago,Chicago,8/1/2011,"1,333","1,057","1,489"
Chicago,Chicago,9/1/2011,"1,446","1,168","1,660"
Chicago,Chicago,10/1/2011,"1,454","1,213","1,695"
Chicago,Chicago,11/1/2011,"1,379","1,131","1,598"
Chicago,Chicago,12/1/2011,"1,324","1,059","1,482"
Chicago,Chicago,1/1/2012,"1,387","1,121","1,646"
Chicago,Chicago,2/1/2012,"1,385","1,143","1,595"
Chicago,Chicago,3/1/2012,"1,334","1,103","1,435"
Chicago,Chicago,4/1/2012,"1,365","1,126","1,543"
Chicago,Chicago,5/1/2012,"1,400","1,183","1,609"
Chicago,Chicago,6/1/2012,"1,377","1,112","1,605"
Chicago,Chicago,7/1/2012,"1,381","1,138","1,626"
Chicago,Chicago,8/1/2012,"1,377","1,133","1,629"
Chicago,Chicago,9/1/2012,"1,465","1,246","1,768"
Chicago,Chicago,10/1/2012,"1,542","1,354","1,813"
Chicago,Chicago,11/1/2012,"1,526","1,318","1,692"
Chicago,Chicago,12/1/2012,"1,447","1,210","1,594"
Chicago,Chicago,1/1/2013,"1,439","1,217","1,542"
Chicago,Chicago,2/1/2013,"1,427","1,175","1,567"
Chicago,Chicago,3/1/2013,"1,432","1,202","1,537"
Chicago,Chicago,4/1/2013,"1,447","1,232","1,532"
Chicago,Chicago,5/1/2013,"1,481","1,250","1,610"
Chicago,Chicago,6/1/2013,"1,529","1,291","1,664"
Chicago,Chicago,7/1/2013,"1,487","1,259","1,604"
Chicago,Chicago,8/1/2013,"1,513","1,307","1,628"
Chicago,Chicago,9/1/2013,"1,492","1,268","1,601"
Chicago,Chicago,10/1/2013,"1,469","1,256","1,530"
Chicago,Chicago,11/1/2013,"1,480","1,260","1,543"
Chicago,Chicago,12/1/2013,"1,498","1,281","1,580"
Chicago,Chicago,1/1/2014,"1,512","1,293","1,612"
Chicago,Chicago,2/1/2014,"1,439","1,196","1,508"
Chicago,Chicago,3/1/2014,"1,432","1,187","1,519"
Chicago,Chicago,4/1/2014,"1,521","1,304","1,689"
Chicago,Chicago,5/1/2014,"1,645","1,408","1,929"
Chicago,Chicago,6/1/2014,"1,706","1,440","1,995"
Chicago,Chicago,7/1/2014,"1,755","1,464","2,042"
Chicago,Chicago,8/1/2014,"1,751","1,477","2,008"
Chicago,Chicago,9/1/2014,"1,976","1,515","2,614"
Chicago,Chicago,10/1/2014,"1,995","1,541","2,657"
Chicago,Chicago,11/1/2014,"1,983","1,545","2,553"
Chicago,Chicago,12/1/2014,"1,944","1,529","2,451"
Chicago,Chicago,1/1/2015,"1,933","1,560","2,484"
Chicago,Chicago,2/1/2015,"1,908","1,563","2,462"
Chicago,Chicago,3/1/2015,"1,855","1,559","2,252"
Chicago,Chicago,4/1/2015,"1,798","1,578","2,061"
Chicago,Chicago,5/1/2015,"1,813","1,580","2,032"
Chicago,Chicago,6/1/2015,"1,835","1,601","2,043"
Chicago,Chicago,7/1/2015,"1,815","1,589","2,058"
Chicago,Chicago,8/1/2015,"1,814","1,601","2,086"
Chicago,Chicago,9/1/2015,"1,822","1,597","2,090"
Chicago,Chicago,10/1/2015,"1,817","1,593","2,094"
Chicago,Chicago,11/1/2015,"1,805","1,601","2,068"
Chicago,Chicago,12/1/2015,"1,811","1,599","2,085"
Chicago,Chicago,1/1/2016,"1,810","1,628","2,066"
Chicago,Chicago,2/1/2016,"1,915","1,714","2,229"
Chicago,Chicago,3/1/2016,"1,943","1,743","2,289"
Chicago,Chicago,4/1/2016,"1,924","1,734","2,269"
Chicago,Chicago,5/1/2016,"1,962","1,760","2,289"
Chicago,Chicago,6/1/2016,"1,977","1,757","2,312"
Chicago,Chicago,7/1/2016,"1,958","1,750","2,317"
Chicago,Chicago,8/1/2016,"1,978","1,779","2,346"
Chicago,Chicago,9/1/2016,"2,058","1,857","2,448"
Chicago,Chicago,10/1/2016,"2,032","1,834","2,406"
Chicago,Chicago,11/1/2016,"1,958","1,770","2,307"
Chicago,Chicago,12/1/2016,"1,960","1,782","2,314"
Chicago,Chicago,1/1/2017,"1,942","1,747","2,280"
Chicago,Chicago,2/1/2017,"1,936","1,745","2,284"
Chicago,Chicago,3/1/2017,"1,916","1,735","2,226"
Chicago,Chicago,4/1/2017,"1,856","1,698","2,119"
Chicago,Chicago,5/1/2017,"1,831","1,684","2,047"
Chicago,Chicago,6/1/2017,"1,878","1,727","2,087"
Chicago,Chicago,7/1/2017,"1,849","1,691","2,035"
Chicago,Chicago,8/1/2017,"1,814","1,665","1,995"
Chicago,Chicago,9/1/2017,"1,798","1,649","1,987"
Chicago,Chicago,10/1/2017,"1,770","1,631","1,946"
Chicago,Chicago,11/1/2017,"1,713","1,586","1,876"
Chicago,Chicago,12/1/2017,"1,712","1,576","1,876"
Chicago,Chicago,1/1/2018,"1,745","1,597","1,927"
Chicago,Chicago,2/1/2018,"1,760","1,605","1,964"
Chicago,Chicago,3/1/2018,"1,767","1,605","1,976"
Chicago,Chicago,4/1/2018,"1,784","1,611","2,003"
Chicago,Chicago,5/1/2018,"1,842","1,651","2,105"
Chicago,Chicago,6/1/2018,"1,849","1,650","2,096"
Chicago,Chicago,7/1/2018,"1,847","1,662","2,104"
Chicago,Chicago,8/1/2018,"1,859","1,683","2,105"
Chicago,Chicago,9/1/2018,"1,878","1,701","2,135"
Chicago,Chicago,10/1/2018,"1,869","1,695","2,129"
Chicago,Chicago,11/1/2018,"1,861","1,693","2,129"
Chicago,Chicago,12/1/2018,"1,880","1,702","2,167"
Chicago,Chicago,1/1/2019,"1,951","1,774","2,251"
Chicago,Chicago,2/1/2019,"2,027","1,832","2,356"
Chicago,Chicago,3/1/2019,"2,040","1,844","2,374"
Chicago,Chicago,4/1/2019,"1,989","1,812","2,310"
Chicago,Chicago,10/1/2019,"1,868","1,687","2,257"
Chicago,Chicago,11/1/2019,"1,807","1,623","2,179"
Chicago,Chicago,12/1/2019,"1,805","1,618","2,179"
Chicago,Chicago,1/1/2020,"1,810","1,627","2,165"
Chicago,Chicago,3/1/2020,"1,913","1,743","2,286"
Chicago,Chicago,4/1/2020,"1,916","1,734","2,285"
Chicago,Chicago,5/1/2020,"1,956","1,752","2,323"
Cincinnati,Cincinnati,1/1/2011,622,480,700
Cincinnati,Cincinnati,2/1/2011,637,496,729
Cincinnati,Cincinnati,3/1/2011,692,529,796
Cincinnati,Cincinnati,4/1/2011,722,540,805
Cincinnati,Cincinnati,5/1/2011,663,545,754
Cincinnati,Cincinnati,6/1/2011,700,542,803
Cincinnati,Cincinnati,7/1/2011,716,544,906
Cincinnati,Cincinnati,8/1/2011,704,537,822
Cincinnati,Cincinnati,9/1/2011,714,571,805
Cincinnati,Cincinnati,10/1/2011,716,575,791
Cincinnati,Cincinnati,11/1/2011,762,625,866
Cincinnati,Cincinnati,12/1/2011,880,685,"1,060"
Cincinnati,Cincinnati,1/1/2012,878,712,"1,027"
Cincinnati,Cincinnati,2/1/2012,686,547,729
Cincinnati,Cincinnati,3/1/2012,674,553,714
Cincinnati,Cincinnati,4/1/2012,799,628,896
Cincinnati,Cincinnati,5/1/2012,"1,128",900,"1,383"
Cincinnati,Cincinnati,6/1/2012,"1,103",881,"1,361"
Cincinnati,Cincinnati,7/1/2012,"1,001",789,"1,257"
Cincinnati,Cincinnati,8/1/2012,986,745,"1,231"
Cincinnati,Cincinnati,9/1/2012,929,715,"1,144"
Cincinnati,Cincinnati,10/1/2012,909,783,"1,070"
Cincinnati,Cincinnati,11/1/2012,786,670,897
Cincinnati,Cincinnati,12/1/2012,764,624,897
Cincinnati,Cincinnati,1/1/2013,835,669,"1,034"
Cincinnati,Cincinnati,2/1/2013,"1,103",902,"1,361"
Cincinnati,Cincinnati,3/1/2013,"1,213","1,000","1,484"
Cincinnati,Cincinnati,4/1/2013,"1,133",920,"1,413"
Cincinnati,Cincinnati,5/1/2013,"1,060",848,"1,324"
Cincinnati,Cincinnati,6/1/2013,"1,190",945,"1,488"
Cincinnati,Cincinnati,7/1/2013,"1,046",752,"1,341"
Cincinnati,Cincinnati,8/1/2013,942,713,"1,177"
Cincinnati,Cincinnati,9/1/2013,"1,079",839,"1,361"
Cincinnati,Cincinnati,10/1/2013,"1,023",823,"1,251"
Cincinnati,Cincinnati,11/1/2013,"1,075",828,"1,358"
Cincinnati,Cincinnati,12/1/2013,"1,197",829,"1,585"
Cincinnati,Cincinnati,1/1/2014,"1,255",901,"1,680"
Cincinnati,Cincinnati,2/1/2014,793,625,942
Cincinnati,Cincinnati,3/1/2014,"1,079",899,"1,336"
Cincinnati,Cincinnati,4/1/2014,951,818,"1,106"
Cincinnati,Cincinnati,5/1/2014,835,702,909
Cincinnati,Cincinnati,6/1/2014,798,682,825
Cincinnati,Cincinnati,7/1/2014,828,694,884
Cincinnati,Cincinnati,8/1/2014,830,689,895
Cincinnati,Cincinnati,9/1/2014,825,690,890
Cincinnati,Cincinnati,10/1/2014,826,703,889
Cincinnati,Cincinnati,11/1/2014,838,711,904
Cincinnati,Cincinnati,12/1/2014,862,718,928
Cincinnati,Cincinnati,1/1/2015,885,764,999
Cincinnati,Cincinnati,2/1/2015,876,754,973
Cincinnati,Cincinnati,3/1/2015,899,758,986
Cincinnati,Cincinnati,4/1/2015,896,762,958
Cincinnati,Cincinnati,5/1/2015,895,756,955
Cincinnati,Cincinnati,6/1/2015,885,744,947
Cincinnati,Cincinnati,7/1/2015,901,762,962
Cincinnati,Cincinnati,8/1/2015,898,760,950
Cincinnati,Cincinnati,9/1/2015,916,783,986
Cincinnati,Cincinnati,10/1/2015,949,820,"1,036"
Cincinnati,Cincinnati,11/1/2015,960,844,"1,054"
Cincinnati,Cincinnati,12/1/2015,980,831,"1,084"
Cincinnati,Cincinnati,1/1/2016,988,812,"1,115"
Cincinnati,Cincinnati,2/1/2016,989,816,"1,131"
Cincinnati,Cincinnati,3/1/2016,976,847,"1,090"
Cincinnati,Cincinnati,4/1/2016,988,843,"1,125"
Cincinnati,Cincinnati,5/1/2016,"1,020",867,"1,173"
Cincinnati,Cincinnati,6/1/2016,"1,056",909,"1,203"
Cincinnati,Cincinnati,7/1/2016,"1,050",908,"1,202"
Cincinnati,Cincinnati,8/1/2016,"1,016",899,"1,151"
Cincinnati,Cincinnati,9/1/2016,"1,012",895,"1,141"
Cincinnati,Cincinnati,10/1/2016,"1,009",885,"1,142"
Cincinnati,Cincinnati,11/1/2016,994,869,"1,118"
Cincinnati,Cincinnati,12/1/2016,"1,002",869,"1,116"
Cincinnati,Cincinnati,1/1/2017,"1,008",880,"1,109"
Cincinnati,Cincinnati,2/1/2017,"1,045",907,"1,152"
Cincinnati,Cincinnati,3/1/2017,"1,043",912,"1,148"
Cincinnati,Cincinnati,4/1/2017,"1,033",902,"1,145"
Cincinnati,Cincinnati,5/1/2017,"1,051",921,"1,159"
Cincinnati,Cincinnati,6/1/2017,"1,061",936,"1,164"
Cincinnati,Cincinnati,7/1/2017,"1,048",919,"1,155"
Cincinnati,Cincinnati,8/1/2017,"1,046",918,"1,155"
Cincinnati,Cincinnati,9/1/2017,"1,022",913,"1,115"
Cincinnati,Cincinnati,10/1/2017,"1,022",921,"1,106"
Cincinnati,Cincinnati,11/1/2017,"1,028",916,"1,104"
Cincinnati,Cincinnati,12/1/2017,"1,029",912,"1,110"
Cincinnati,Cincinnati,1/1/2018,"1,025",904,"1,122"
Cincinnati,Cincinnati,2/1/2018,"1,056",935,"1,166"
Cincinnati,Cincinnati,3/1/2018,"1,063",947,"1,175"
Cincinnati,Cincinnati,4/1/2018,"1,062",940,"1,183"
Cincinnati,Cincinnati,5/1/2018,"1,117",977,"1,253"
Cincinnati,Cincinnati,6/1/2018,"1,105",964,"1,260"
Cincinnati,Cincinnati,7/1/2018,"1,124",981,"1,264"
Cincinnati,Cincinnati,8/1/2018,"1,136",987,"1,267"
Cincinnati,Cincinnati,9/1/2018,"1,140","1,004","1,260"
Cincinnati,Cincinnati,10/1/2018,"1,129",992,"1,249"
Cincinnati,Cincinnati,11/1/2018,"1,132",988,"1,251"
Cincinnati,Cincinnati,12/1/2018,"1,149",997,"1,273"
Cincinnati,Cincinnati,1/1/2019,"1,174","1,010","1,306"
Cincinnati,Cincinnati,2/1/2019,"1,178","1,021","1,299"
Cincinnati,Cincinnati,3/1/2019,"1,206","1,057","1,337"
Cincinnati,Cincinnati,4/1/2019,"1,198","1,049","1,326"
Cincinnati,Cincinnati,10/1/2019,"1,346","1,178","1,532"
Cincinnati,Cincinnati,11/1/2019,"1,284","1,133","1,485"
Cincinnati,Cincinnati,12/1/2019,"1,253","1,111","1,467"
Cincinnati,Cincinnati,1/1/2020,"1,226","1,089","1,422"
Cincinnati,Cincinnati,3/1/2020,"1,240","1,083","1,452"
Cincinnati,Cincinnati,4/1/2020,"1,207","1,046","1,390"
Cincinnati,Cincinnati,5/1/2020,"1,302","1,130","1,450"
Cleveland,Cleveland,1/1/2011,622,553,671
Cleveland,Cleveland,2/1/2011,657,556,699
Cleveland,Cleveland,3/1/2011,622,518,784
Cleveland,Cleveland,4/1/2011,617,519,782
Cleveland,Cleveland,5/1/2011,623,525,783
Cleveland,Cleveland,6/1/2011,621,525,786
Cleveland,Cleveland,7/1/2011,633,523,812
Cleveland,Cleveland,8/1/2011,732,568,866
Cleveland,Cleveland,9/1/2011,771,610,887
Cleveland,Cleveland,10/1/2011,795,634,910
Cleveland,Cleveland,11/1/2011,798,641,892
Cleveland,Cleveland,12/1/2011,783,611,887
Cleveland,Cleveland,1/1/2012,819,636,933
Cleveland,Cleveland,2/1/2012,789,629,906
Cleveland,Cleveland,3/1/2012,759,629,893
Cleveland,Cleveland,4/1/2012,787,617,944
Cleveland,Cleveland,5/1/2012,803,599,925
Cleveland,Cleveland,6/1/2012,824,604,903
Cleveland,Cleveland,7/1/2012,756,591,874
Cleveland,Cleveland,8/1/2012,750,600,877
Cleveland,Cleveland,9/1/2012,745,603,863
Cleveland,Cleveland,10/1/2012,764,616,874
Cleveland,Cleveland,11/1/2012,764,598,886
Cleveland,Cleveland,12/1/2012,740,580,837
Cleveland,Cleveland,1/1/2013,720,566,818
Cleveland,Cleveland,2/1/2013,729,578,810
Cleveland,Cleveland,3/1/2013,728,570,819
Cleveland,Cleveland,4/1/2013,718,571,840
Cleveland,Cleveland,5/1/2013,739,590,873
Cleveland,Cleveland,6/1/2013,730,584,833
Cleveland,Cleveland,7/1/2013,725,585,836
Cleveland,Cleveland,8/1/2013,694,560,765
Cleveland,Cleveland,9/1/2013,718,575,833
Cleveland,Cleveland,10/1/2013,750,610,853
Cleveland,Cleveland,11/1/2013,743,597,838
Cleveland,Cleveland,12/1/2013,732,579,838
Cleveland,Cleveland,1/1/2014,764,606,859
Cleveland,Cleveland,2/1/2014,744,592,839
Cleveland,Cleveland,3/1/2014,730,590,816
Cleveland,Cleveland,4/1/2014,775,625,853
Cleveland,Cleveland,5/1/2014,830,677,936
Cleveland,Cleveland,6/1/2014,870,721,967
Cleveland,Cleveland,7/1/2014,875,723,967
Cleveland,Cleveland,8/1/2014,847,691,932
Cleveland,Cleveland,9/1/2014,835,684,924
Cleveland,Cleveland,10/1/2014,841,692,941
Cleveland,Cleveland,11/1/2014,841,693,936
Cleveland,Cleveland,12/1/2014,847,694,922
Cleveland,Cleveland,1/1/2015,851,712,947
Cleveland,Cleveland,2/1/2015,873,733,992
Cleveland,Cleveland,3/1/2015,964,804,"1,101"
Cleveland,Cleveland,4/1/2015,961,782,"1,111"
Cleveland,Cleveland,5/1/2015,"1,002",828,"1,158"
Cleveland,Cleveland,6/1/2015,964,792,"1,093"
Cleveland,Cleveland,7/1/2015,956,801,"1,057"
Cleveland,Cleveland,8/1/2015,971,819,"1,079"
Cleveland,Cleveland,9/1/2015,962,831,"1,067"
Cleveland,Cleveland,10/1/2015,977,827,"1,097"
Cleveland,Cleveland,11/1/2015,975,840,"1,079"
Cleveland,Cleveland,12/1/2015,988,860,"1,091"
Cleveland,Cleveland,1/1/2016,"1,007",864,"1,124"
Cleveland,Cleveland,2/1/2016,988,841,"1,096"
Cleveland,Cleveland,3/1/2016,997,852,"1,106"
Cleveland,Cleveland,4/1/2016,977,812,"1,128"
Cleveland,Cleveland,5/1/2016,983,830,"1,125"
Cleveland,Cleveland,6/1/2016,999,824,"1,137"
Cleveland,Cleveland,7/1/2016,987,828,"1,116"
Cleveland,Cleveland,8/1/2016,964,824,"1,072"
Cleveland,Cleveland,9/1/2016,953,824,"1,046"
Cleveland,Cleveland,10/1/2016,956,832,"1,059"
Cleveland,Cleveland,11/1/2016,978,835,"1,101"
Cleveland,Cleveland,12/1/2016,953,810,"1,076"
Cleveland,Cleveland,1/1/2017,987,841,"1,118"
Cleveland,Cleveland,2/1/2017,"1,005",860,"1,134"
Cleveland,Cleveland,3/1/2017,"1,000",865,"1,116"
Cleveland,Cleveland,4/1/2017,"1,012",867,"1,144"
Cleveland,Cleveland,5/1/2017,962,836,"1,098"
Cleveland,Cleveland,6/1/2017,947,828,"1,065"
Cleveland,Cleveland,7/1/2017,969,851,"1,088"
Cleveland,Cleveland,8/1/2017,982,860,"1,107"
Cleveland,Cleveland,9/1/2017,989,862,"1,111"
Cleveland,Cleveland,10/1/2017,996,854,"1,125"
Cleveland,Cleveland,11/1/2017,973,828,"1,095"
Cleveland,Cleveland,12/1/2017,958,812,"1,079"
Cleveland,Cleveland,1/1/2018,964,820,"1,083"
Cleveland,Cleveland,2/1/2018,977,827,"1,101"
Cleveland,Cleveland,3/1/2018,998,847,"1,118"
Cleveland,Cleveland,4/1/2018,993,842,"1,094"
Cleveland,Cleveland,5/1/2018,"1,024",849,"1,120"
Cleveland,Cleveland,6/1/2018,"1,055",874,"1,168"
Cleveland,Cleveland,7/1/2018,"1,084",906,"1,197"
Cleveland,Cleveland,8/1/2018,"1,098",944,"1,216"
Cleveland,Cleveland,9/1/2018,"1,100",933,"1,234"
Cleveland,Cleveland,10/1/2018,"1,071",914,"1,215"
Cleveland,Cleveland,11/1/2018,"1,061",903,"1,205"
Cleveland,Cleveland,12/1/2018,"1,104",928,"1,254"
Cleveland,Cleveland,1/1/2019,"1,166",977,"1,327"
Cleveland,Cleveland,2/1/2019,"1,115",955,"1,268"
Cleveland,Cleveland,3/1/2019,"1,126",955,"1,296"
Cleveland,Cleveland,4/1/2019,"1,149",966,"1,326"
Cleveland,Cleveland,10/1/2019,"1,182",984,"1,367"
Cleveland,Cleveland,11/1/2019,"1,180",921,"1,410"
Cleveland,Cleveland,12/1/2019,"1,112",899,"1,285"
Cleveland,Cleveland,1/1/2020,"1,087",870,"1,271"
Cleveland,Cleveland,3/1/2020,"1,183",864,"1,439"
Cleveland,Cleveland,4/1/2020,"1,202",910,"1,446"
Cleveland,Cleveland,5/1/2020,"1,289","1,021","1,503"
Boston,Boston,1/1/2011,"2,403","2,054","2,591"
Boston,Boston,2/1/2011,"2,357","1,934","2,537"
Boston,Boston,3/1/2011,"2,294","1,928","2,488"
Boston,Boston,4/1/2011,"2,197","1,849","2,338"
Boston,Boston,5/1/2011,"2,036","1,707","2,160"
Boston,Boston,6/1/2011,"1,992","1,602","2,228"
Boston,Boston,7/1/2011,"2,060","1,649","2,230"
Boston,Boston,8/1/2011,"2,221","1,757","2,372"
Boston,Boston,9/1/2011,"2,243","1,820","2,410"
Boston,Boston,10/1/2011,"2,253","1,883","2,393"
Boston,Boston,11/1/2011,"2,345","2,033","2,402"
Boston,Boston,12/1/2011,"2,544","2,203","2,704"
Boston,Boston,1/1/2012,"2,443","2,206","2,690"
Boston,Boston,2/1/2012,"2,372","2,163","2,617"
Boston,Boston,3/1/2012,"2,219","1,920","2,415"
Boston,Boston,4/1/2012,"2,263","1,982","2,427"
Boston,Boston,5/1/2012,"2,423","2,129","2,776"
Boston,Boston,6/1/2012,"2,456","2,102","2,821"
Boston,Boston,7/1/2012,"2,506","2,157","2,737"
Boston,Boston,8/1/2012,"2,429","2,112","2,629"
Boston,Boston,9/1/2012,"2,481","2,116","2,717"
Boston,Boston,10/1/2012,"2,714","2,283","2,956"
Boston,Boston,11/1/2012,"2,735","2,441","2,979"
Boston,Boston,12/1/2012,"2,615","2,362","2,788"
Boston,Boston,1/1/2013,"2,505","2,227","2,644"
Boston,Boston,2/1/2013,"2,443","2,173","2,591"
Boston,Boston,3/1/2013,"2,453","2,199","2,663"
Boston,Boston,4/1/2013,"2,449","2,162","2,657"
Boston,Boston,5/1/2013,"2,536","2,187","2,836"
Boston,Boston,6/1/2013,"2,509","2,224","2,773"
Boston,Boston,7/1/2013,"2,481","2,174","2,718"
Boston,Boston,8/1/2013,"2,506","2,204","2,811"
Boston,Boston,9/1/2013,"2,608","2,293","2,877"
Boston,Boston,10/1/2013,"2,673","2,448","2,859"
Boston,Boston,11/1/2013,"2,592","2,406","2,793"
Boston,Boston,12/1/2013,"2,558","2,316","2,787"
Boston,Boston,1/1/2014,"2,548","2,287","2,764"
Boston,Boston,2/1/2014,"2,549","2,235","2,744"
Boston,Boston,3/1/2014,"2,608","2,311","2,772"
Boston,Boston,4/1/2014,"2,611","2,261","2,866"
Boston,Boston,5/1/2014,"2,707","2,354","3,093"
Boston,Boston,6/1/2014,"2,725","2,371","3,120"
Boston,Boston,7/1/2014,"2,743","2,373","3,098"
Boston,Boston,8/1/2014,"2,717","2,350","3,051"
Boston,Boston,9/1/2014,"2,766","2,411","3,072"
Boston,Boston,10/1/2014,"2,739","2,414","3,085"
Boston,Boston,11/1/2014,"2,751","2,409","3,099"
Boston,Boston,12/1/2014,"2,777","2,408","3,065"
Boston,Boston,1/1/2015,"2,761","2,381","3,019"
Boston,Boston,2/1/2015,"2,664","2,322","2,922"
Boston,Boston,3/1/2015,"2,707","2,340","3,020"
Boston,Boston,4/1/2015,"2,698","2,314","2,991"
Boston,Boston,5/1/2015,"2,655","2,264","2,904"
Boston,Boston,6/1/2015,"2,635","2,234","2,851"
Boston,Boston,7/1/2015,"2,695","2,297","2,934"
Boston,Boston,8/1/2015,"2,761","2,364","3,014"
Boston,Boston,9/1/2015,"2,845","2,444","3,164"
Boston,Boston,10/1/2015,"2,882","2,498","3,232"
Boston,Boston,11/1/2015,"2,908","2,531","3,257"
Boston,Boston,12/1/2015,"2,923","2,523","3,257"
Boston,Boston,1/1/2016,"2,977","2,532","3,242"
Boston,Boston,2/1/2016,"3,013","2,529","3,185"
Boston,Boston,3/1/2016,"2,972","2,528","3,178"
Boston,Boston,4/1/2016,"2,943","2,525","3,185"
Boston,Boston,5/1/2016,"2,920","2,531","3,137"
Boston,Boston,6/1/2016,"2,918","2,514","3,145"
Boston,Boston,7/1/2016,"2,911","2,512","3,148"
Boston,Boston,8/1/2016,"2,881","2,495","3,110"
Boston,Boston,9/1/2016,"3,007","2,656","3,298"
Boston,Boston,10/1/2016,"2,999","2,643","3,306"
Boston,Boston,11/1/2016,"2,907","2,522","3,171"
Boston,Boston,12/1/2016,"2,937","2,513","3,136"
Boston,Boston,1/1/2017,"2,955","2,455","3,062"
Boston,Boston,2/1/2017,"2,866","2,375","2,959"
Boston,Boston,3/1/2017,"2,820","2,347","2,937"
Boston,Boston,4/1/2017,"2,811","2,402","2,987"
Boston,Boston,5/1/2017,"2,814","2,454","3,014"
Boston,Boston,6/1/2017,"2,857","2,468","3,055"
Boston,Boston,7/1/2017,"2,894","2,492","3,090"
Boston,Boston,8/1/2017,"2,935","2,511","3,149"
Boston,Boston,9/1/2017,"2,974","2,525","3,151"
Boston,Boston,10/1/2017,"2,980","2,562","3,224"
Boston,Boston,11/1/2017,"2,961","2,524","3,209"
Boston,Boston,12/1/2017,"2,953","2,503","3,190"
Boston,Boston,1/1/2018,"3,019","2,580","3,262"
Boston,Boston,2/1/2018,"3,073","2,650","3,347"
Boston,Boston,3/1/2018,"3,051","2,636","3,306"
Boston,Boston,4/1/2018,"2,998","2,594","3,254"
Boston,Boston,5/1/2018,"3,039","2,703","3,398"
Boston,Boston,6/1/2018,"3,086","2,752","3,463"
Boston,Boston,7/1/2018,"3,114","2,780","3,511"
Boston,Boston,8/1/2018,"3,117","2,790","3,506"
Boston,Boston,9/1/2018,"3,145","2,799","3,530"
Boston,Boston,10/1/2018,"3,054","2,706","3,443"
Boston,Boston,11/1/2018,"3,062","2,732","3,472"
Boston,Boston,12/1/2018,"3,082","2,720","3,498"
Boston,Boston,1/1/2019,"3,102","2,735","3,500"
Boston,Boston,2/1/2019,"3,085","2,695","3,471"
Boston,Boston,3/1/2019,"3,069","2,682","3,468"
Boston,Boston,4/1/2019,"3,087","2,685","3,425"
Boston,Boston,10/1/2019,"3,165","2,810","3,598"
Boston,Boston,11/1/2019,"3,248","2,864","3,673"
Boston,Boston,12/1/2019,"3,226","2,885","3,583"
Boston,Boston,1/1/2020,"3,179","2,798","3,472"
Boston,Boston,3/1/2020,"3,013","2,683","3,336"
Boston,Boston,4/1/2020,"3,006","2,666","3,353"
Boston,Boston,5/1/2020,"3,053","2,704","3,428"
Austin,Austin,1/1/2011,"1,005",779,"1,120"
Austin,Austin,2/1/2011,953,730,"1,095"
Austin,Austin,3/1/2011,952,722,"1,111"
Austin,Austin,4/1/2011,963,727,"1,116"
Austin,Austin,5/1/2011,914,689,"1,097"
Austin,Austin,6/1/2011,847,630,"1,065"
Austin,Austin,7/1/2011,827,637,"1,030"
Austin,Austin,8/1/2011,995,802,"1,126"
Austin,Austin,9/1/2011,"1,021",861,"1,131"
Austin,Austin,10/1/2011,"1,057",902,"1,158"
Austin,Austin,11/1/2011,"1,088",960,"1,184"
Austin,Austin,12/1/2011,"1,111",980,"1,232"
Austin,Austin,1/1/2012,"1,102",973,"1,196"
Austin,Austin,2/1/2012,"1,117",974,"1,210"
Austin,Austin,3/1/2012,"1,093",968,"1,136"
Austin,Austin,4/1/2012,"1,155","1,018","1,244"
Austin,Austin,5/1/2012,"1,164","1,026","1,259"
Austin,Austin,6/1/2012,"1,151",981,"1,255"
Austin,Austin,7/1/2012,"1,143",976,"1,248"
Austin,Austin,8/1/2012,"1,145",976,"1,254"
Austin,Austin,9/1/2012,"1,138",950,"1,270"
Austin,Austin,10/1/2012,"1,118",948,"1,216"
Austin,Austin,11/1/2012,"1,142",958,"1,229"
Austin,Austin,12/1/2012,"1,133",963,"1,213"
Austin,Austin,1/1/2013,"1,124",979,"1,210"
Austin,Austin,2/1/2013,"1,122",994,"1,194"
Austin,Austin,3/1/2013,"1,150",984,"1,222"
Austin,Austin,4/1/2013,"1,167","1,014","1,245"
Austin,Austin,5/1/2013,"1,170","1,006","1,274"
Austin,Austin,6/1/2013,"1,167","1,005","1,267"
Austin,Austin,7/1/2013,"1,190","1,028","1,307"
Austin,Austin,8/1/2013,"1,117",974,"1,210"
Austin,Austin,9/1/2013,"1,138",994,"1,232"
Austin,Austin,10/1/2013,"1,168","1,032","1,250"
Austin,Austin,11/1/2013,"1,169","1,032","1,266"
Austin,Austin,12/1/2013,"1,146","1,003","1,244"
Austin,Austin,1/1/2014,"1,160","1,015","1,247"
Austin,Austin,2/1/2014,"1,182","1,021","1,275"
Austin,Austin,3/1/2014,"1,223","1,072","1,344"
Austin,Austin,4/1/2014,"1,284","1,108","1,454"
