City,Metro,Date,All Beds,1 Beds,2 Beds
Austin,Austin,5/1/2014,"1,276","1,098","1,427"
Austin,Austin,6/1/2014,"1,292","1,101","1,451"
Austin,Austin,7/1/2014,"1,303","1,112","1,458"
Austin,Austin,8/1/2014,"1,282","1,102","1,431"
Austin,Austin,9/1/2014,"1,267","1,094","1,408"
Austin,Austin,10/1/2014,"1,287","1,118","1,425"
Austin,Austin,11/1/2014,"1,291","1,123","1,412"
Austin,Austin,12/1/2014,"1,279","1,094","1,407"
Austin,Austin,1/1/2015,"1,282","1,103","1,418"
Austin,Austin,2/1/2015,"1,280","1,105","1,415"
Austin,Austin,3/1/2015,"1,305","1,121","1,443"
Austin,Austin,4/1/2015,"1,296","1,125","1,432"
Austin,Austin,5/1/2015,"1,310","1,125","1,443"
Austin,Austin,6/1/2015,"1,365","1,158","1,511"
Austin,Austin,7/1/2015,"1,373","1,177","1,520"
Austin,Austin,8/1/2015,"1,375","1,184","1,529"
Austin,Austin,9/1/2015,"1,372","1,183","1,524"
Austin,Austin,10/1/2015,"1,379","1,193","1,530"
Austin,Austin,11/1/2015,"1,368","1,195","1,510"
Austin,Austin,12/1/2015,"1,353","1,184","1,499"
Austin,Austin,1/1/2016,"1,369","1,198","1,513"
Austin,Austin,2/1/2016,"1,405","1,226","1,555"
Austin,Austin,3/1/2016,"1,440","1,255","1,598"
Austin,Austin,4/1/2016,"1,468","1,277","1,633"
Austin,Austin,5/1/2016,"1,474","1,280","1,642"
Austin,Austin,6/1/2016,"1,478","1,291","1,647"
Austin,Austin,7/1/2016,"1,464","1,283","1,630"
Austin,Austin,8/1/2016,"1,450","1,271","1,609"
Austin,Austin,9/1/2016,"1,450","1,271","1,601"
Austin,Austin,10/1/2016,"1,462","1,281","1,622"
Austin,Austin,11/1/2016,"1,449","1,271","1,604"
Austin,Austin,12/1/2016,"1,470","1,287","1,636"
Austin,Austin,1/1/2017,"1,446","1,268","1,603"
Austin,Austin,2/1/2017,"1,419","1,245","1,562"
Austin,Austin,3/1/2017,"1,443","1,267","1,591"
Austin,Austin,4/1/2017,"1,405","1,238","1,551"
Austin,Austin,5/1/2017,"1,423","1,250","1,582"
Austin,Austin,6/1/2017,"1,442","1,255","1,617"
Austin,Austin,7/1/2017,"1,433","1,242","1,598"
Austin,Austin,8/1/2017,"1,417","1,232","1,567"
Austin,Austin,9/1/2017,"1,399","1,218","1,553"
Austin,Austin,10/1/2017,"1,406","1,229","1,562"
Austin,Austin,11/1/2017,"1,401","1,225","1,550"
Austin,Austin,12/1/2017,"1,406","1,229","1,553"
Austin,Austin,1/1/2018,"1,416","1,239","1,564"
Austin,Austin,2/1/2018,"1,410","1,243","1,551"
Austin,Austin,3/1/2018,"1,406","1,240","1,546"
Austin,Austin,4/1/2018,"1,413","1,244","1,555"
Austin,Austin,5/1/2018,"1,431","1,255","1,572"
Austin,Austin,6/1/2018,"1,440","1,270","1,581"
Austin,Austin,7/1/2018,"1,480","1,301","1,624"
Austin,Austin,8/1/2018,"1,497","1,315","1,642"
Austin,Austin,9/1/2018,"1,506","1,324","1,651"
Austin,Austin,10/1/2018,"1,490","1,310","1,641"
Austin,Austin,11/1/2018,"1,491","1,317","1,643"
Austin,Austin,12/1/2018,"1,520","1,348","1,671"
Austin,Austin,1/1/2019,"1,518","1,340","1,672"
Austin,Austin,2/1/2019,"1,545","1,353","1,699"
Austin,Austin,3/1/2019,"1,546","1,354","1,703"
Austin,Austin,4/1/2019,"1,556","1,355","1,716"
Austin,Austin,10/1/2019,"1,578","1,378","1,736"
Austin,Austin,11/1/2019,"1,570","1,373","1,724"
Austin,Austin,12/1/2019,"1,561","1,367","1,710"
Austin,Austin,1/1/2020,"1,547","1,351","1,699"
Austin,Austin,3/1/2020,"1,545","1,352","1,703"
Austin,Austin,4/1/2020,"1,539","1,342","1,695"
Austin,Austin,5/1/2020,"1,547","1,347","1,696"
Houston,Houston,1/1/2011,911,743,996
Houston,Houston,2/1/2011,874,700,967
Houston,Houston,3/1/2011,880,696,991
Houston,Houston,4/1/2011,885,692,999
Houston,Houston,5/1/2011,815,627,886
Houston,Houston,6/1/2011,811,617,881
Houston,Houston,7/1/2011,822,624,891
Houston,Houston,8/1/2011,992,798,"1,118"
Houston,Houston,9/1/2011,"1,049",868,"1,171"
Houston,Houston,10/1/2011,"1,044",872,"1,168"
Houston,Houston,11/1/2011,"1,053",891,"1,180"
Houston,Houston,12/1/2011,"1,098",906,"1,266"
Houston,Houston,1/1/2012,"1,120",932,"1,286"
Houston,Houston,2/1/2012,"1,188",962,"1,366"
Houston,Houston,3/1/2012,"1,189",955,"1,335"
Houston,Houston,4/1/2012,"1,223",981,"1,393"
Houston,Houston,5/1/2012,"1,193",985,"1,353"
Houston,Houston,6/1/2012,"1,132",922,"1,263"
Houston,Houston,7/1/2012,"1,152",944,"1,290"
Houston,Houston,8/1/2012,"1,155",935,"1,268"
Houston,Houston,9/1/2012,"1,174",961,"1,291"
Houston,Houston,10/1/2012,"1,140",942,"1,269"
Houston,Houston,11/1/2012,"1,140",951,"1,275"
Houston,Houston,12/1/2012,"1,177",993,"1,322"
Houston,Houston,1/1/2013,"1,131",949,"1,320"
Houston,Houston,2/1/2013,"1,115",949,"1,286"
Houston,Houston,3/1/2013,"1,140",975,"1,313"
Houston,Houston,4/1/2013,"1,162",983,"1,349"
Houston,Houston,5/1/2013,"1,144",965,"1,313"
Houston,Houston,6/1/2013,"1,133",957,"1,297"
Houston,Houston,7/1/2013,"1,105",936,"1,249"
Houston,Houston,8/1/2013,"1,107",935,"1,232"
Houston,Houston,9/1/2013,"1,094",931,"1,213"
Houston,Houston,10/1/2013,"1,099",948,"1,217"
Houston,Houston,11/1/2013,"1,084",930,"1,219"
Houston,Houston,12/1/2013,"1,117",966,"1,256"
Houston,Houston,1/1/2014,"1,138",988,"1,290"
Houston,Houston,2/1/2014,"1,092",950,"1,232"
Houston,Houston,3/1/2014,"1,133",980,"1,283"
Houston,Houston,4/1/2014,"1,157",997,"1,293"
Houston,Houston,5/1/2014,"1,209","1,024","1,346"
Houston,Houston,6/1/2014,"1,217","1,036","1,359"
Houston,Houston,7/1/2014,"1,196","1,008","1,321"
Houston,Houston,8/1/2014,"1,176",988,"1,285"
Houston,Houston,9/1/2014,"1,174",990,"1,284"
Houston,Houston,10/1/2014,"1,191","1,011","1,305"
Houston,Houston,11/1/2014,"1,230","1,048","1,361"
Houston,Houston,12/1/2014,"1,272","1,079","1,421"
Houston,Houston,1/1/2015,"1,265","1,076","1,407"
Houston,Houston,2/1/2015,"1,248","1,067","1,394"
Houston,Houston,3/1/2015,"1,260","1,070","1,407"
Houston,Houston,4/1/2015,"1,296","1,109","1,438"
Houston,Houston,5/1/2015,"1,286","1,083","1,413"
Houston,Houston,6/1/2015,"1,337","1,101","1,475"
Houston,Houston,7/1/2015,"1,327","1,102","1,480"
Houston,Houston,8/1/2015,"1,311","1,108","1,464"
Houston,Houston,9/1/2015,"1,321","1,120","1,467"
Houston,Houston,10/1/2015,"1,324","1,123","1,471"
Houston,Houston,11/1/2015,"1,324","1,132","1,473"
Houston,Houston,12/1/2015,"1,334","1,145","1,492"
Houston,Houston,1/1/2016,"1,345","1,146","1,503"
Houston,Houston,2/1/2016,"1,359","1,163","1,512"
Houston,Houston,3/1/2016,"1,424","1,227","1,598"
Houston,Houston,4/1/2016,"1,419","1,224","1,593"
Houston,Houston,5/1/2016,"1,413","1,222","1,580"
Houston,Houston,6/1/2016,"1,406","1,219","1,574"
Houston,Houston,7/1/2016,"1,373","1,186","1,532"
Houston,Houston,8/1/2016,"1,373","1,178","1,542"
Houston,Houston,9/1/2016,"1,380","1,178","1,551"
Houston,Houston,10/1/2016,"1,392","1,188","1,563"
Houston,Houston,11/1/2016,"1,370","1,173","1,532"
Houston,Houston,12/1/2016,"1,343","1,145","1,498"
Houston,Houston,1/1/2017,"1,305","1,107","1,451"
Houston,Houston,2/1/2017,"1,285","1,087","1,424"
Houston,Houston,3/1/2017,"1,271","1,082","1,417"
Houston,Houston,4/1/2017,"1,274","1,088","1,428"
Houston,Houston,5/1/2017,"1,294","1,106","1,450"
Houston,Houston,6/1/2017,"1,299","1,104","1,453"
Houston,Houston,7/1/2017,"1,285","1,094","1,436"
Houston,Houston,8/1/2017,"1,282","1,091","1,439"
Houston,Houston,9/1/2017,"1,279","1,104","1,432"
Houston,Houston,10/1/2017,"1,320","1,142","1,478"
Houston,Houston,11/1/2017,"1,321","1,144","1,472"
Houston,Houston,12/1/2017,"1,325","1,145","1,478"
Houston,Houston,1/1/2018,"1,332","1,151","1,486"
Houston,Houston,2/1/2018,"1,291","1,118","1,429"
Houston,Houston,3/1/2018,"1,269","1,095","1,401"
Houston,Houston,4/1/2018,"1,281","1,102","1,413"
Houston,Houston,5/1/2018,"1,301","1,109","1,433"
Houston,Houston,6/1/2018,"1,277","1,094","1,401"
Houston,Houston,7/1/2018,"1,297","1,107","1,430"
Houston,Houston,8/1/2018,"1,302","1,114","1,428"
Houston,Houston,9/1/2018,"1,318","1,130","1,439"
Houston,Houston,10/1/2018,"1,285","1,108","1,393"
Houston,Houston,11/1/2018,"1,276","1,095","1,385"
Houston,Houston,12/1/2018,"1,294","1,115","1,407"
Houston,Houston,1/1/2019,"1,329","1,146","1,450"
Houston,Houston,2/1/2019,"1,329","1,146","1,449"
Houston,Houston,3/1/2019,"1,323","1,140","1,445"
Houston,Houston,4/1/2019,"1,305","1,123","1,423"
Houston,Houston,10/1/2019,"1,368","1,181","1,491"
Houston,Houston,11/1/2019,"1,350","1,164","1,460"
Houston,Houston,12/1/2019,"1,330","1,142","1,436"
Houston,Houston,1/1/2020,"1,338","1,148","1,446"
Houston,Houston,3/1/2020,"1,343","1,148","1,440"
Houston,Houston,4/1/2020,"1,334","1,139","1,443"
Houston,Houston,5/1/2020,"1,379","1,174","1,516"
Jacksonville,Jacksonville,1/1/2011,761,598,780
Jacksonville,Jacksonville,2/1/2011,784,603,784
Jacksonville,Jacksonville,3/1/2011,805,615,789
Jacksonville,Jacksonville,4/1/2011,788,601,760
Jacksonville,Jacksonville,5/1/2011,800,610,749
Jacksonville,Jacksonville,6/1/2011,795,608,740
Jacksonville,Jacksonville,7/1/2011,797,613,732
Jacksonville,Jacksonville,8/1/2011,856,676,832
Jacksonville,Jacksonville,9/1/2011,855,710,856
Jacksonville,Jacksonville,10/1/2011,846,711,856
Jacksonville,Jacksonville,11/1/2011,825,696,833
Jacksonville,Jacksonville,12/1/2011,832,695,840
Jacksonville,Jacksonville,1/1/2012,833,697,852
Jacksonville,Jacksonville,2/1/2012,835,693,850
Jacksonville,Jacksonville,3/1/2012,857,710,861
Jacksonville,Jacksonville,4/1/2012,876,730,875
Jacksonville,Jacksonville,5/1/2012,885,731,893
Jacksonville,Jacksonville,6/1/2012,880,731,879
Jacksonville,Jacksonville,7/1/2012,875,750,876
Jacksonville,Jacksonville,8/1/2012,853,712,856
Jacksonville,Jacksonville,9/1/2012,861,715,864
Jacksonville,Jacksonville,10/1/2012,855,707,862
Jacksonville,Jacksonville,11/1/2012,864,714,865
Jacksonville,Jacksonville,12/1/2012,866,713,860
Jacksonville,Jacksonville,1/1/2013,868,716,865
Jacksonville,Jacksonville,2/1/2013,862,709,855
Jacksonville,Jacksonville,3/1/2013,883,723,893
Jacksonville,Jacksonville,4/1/2013,889,736,911
Jacksonville,Jacksonville,5/1/2013,904,739,909
Jacksonville,Jacksonville,6/1/2013,905,751,907
Jacksonville,Jacksonville,7/1/2013,903,741,910
Jacksonville,Jacksonville,8/1/2013,889,727,905
Jacksonville,Jacksonville,9/1/2013,899,735,899
Jacksonville,Jacksonville,10/1/2013,871,698,871
Jacksonville,Jacksonville,11/1/2013,875,710,880
Jacksonville,Jacksonville,12/1/2013,878,715,887
Jacksonville,Jacksonville,1/1/2014,876,725,885
Jacksonville,Jacksonville,2/1/2014,882,710,909
Jacksonville,Jacksonville,3/1/2014,893,724,923
Jacksonville,Jacksonville,4/1/2014,875,724,884
Jacksonville,Jacksonville,5/1/2014,913,749,920
Jacksonville,Jacksonville,6/1/2014,922,762,931
Jacksonville,Jacksonville,7/1/2014,935,766,928
Jacksonville,Jacksonville,8/1/2014,930,762,925
Jacksonville,Jacksonville,9/1/2014,931,765,934
Jacksonville,Jacksonville,10/1/2014,938,769,952
Jacksonville,Jacksonville,11/1/2014,939,772,960
Jacksonville,Jacksonville,12/1/2014,942,776,954
Jacksonville,Jacksonville,1/1/2015,956,789,979
Jacksonville,Jacksonville,2/1/2015,975,796,"1,004"
Jacksonville,Jacksonville,3/1/2015,997,810,"1,032"
Jacksonville,Jacksonville,4/1/2015,"1,002",814,"1,030"
Jacksonville,Jacksonville,5/1/2015,"1,029",821,"1,022"
Jacksonville,Jacksonville,6/1/2015,"1,032",819,"1,014"
Jacksonville,Jacksonville,7/1/2015,"1,030",830,"1,031"
Jacksonville,Jacksonville,8/1/2015,"1,027",844,"1,037"
Jacksonville,Jacksonville,9/1/2015,"1,017",846,"1,029"
Jacksonville,Jacksonville,10/1/2015,"1,014",847,"1,025"
Jacksonville,Jacksonville,11/1/2015,"1,018",854,"1,043"
Jacksonville,Jacksonville,12/1/2015,"1,028",858,"1,066"
Jacksonville,Jacksonville,1/1/2016,"1,022",857,"1,054"
Jacksonville,Jacksonville,2/1/2016,"1,030",865,"1,062"
Jacksonville,Jacksonville,3/1/2016,"1,051",880,"1,087"
Jacksonville,Jacksonville,4/1/2016,"1,062",894,"1,100"
Jacksonville,Jacksonville,5/1/2016,"1,067",900,"1,114"
Jacksonville,Jacksonville,6/1/2016,"1,073",908,"1,122"
Jacksonville,Jacksonville,7/1/2016,"1,061",904,"1,112"
Jacksonville,Jacksonville,8/1/2016,"1,061",903,"1,108"
Jacksonville,Jacksonville,9/1/2016,"1,065",904,"1,112"
Jacksonville,Jacksonville,10/1/2016,"1,067",906,"1,117"
Jacksonville,Jacksonville,11/1/2016,"1,059",905,"1,098"
Jacksonville,Jacksonville,12/1/2016,"1,055",906,"1,091"
Jacksonville,Jacksonville,1/1/2017,"1,047",899,"1,086"
Jacksonville,Jacksonville,2/1/2017,"1,039",891,"1,086"
Jacksonville,Jacksonville,3/1/2017,"1,046",897,"1,095"
Jacksonville,Jacksonville,4/1/2017,"1,053",905,"1,100"
Jacksonville,Jacksonville,5/1/2017,"1,057",914,"1,100"
Jacksonville,Jacksonville,6/1/2017,"1,061",928,"1,101"
Jacksonville,Jacksonville,7/1/2017,"1,061",922,"1,101"
Jacksonville,Jacksonville,8/1/2017,"1,065",927,"1,107"
Jacksonville,Jacksonville,9/1/2017,"1,063",925,"1,104"
Jacksonville,Jacksonville,10/1/2017,"1,072",932,"1,112"
Jacksonville,Jacksonville,11/1/2017,"1,090",942,"1,141"
Jacksonville,Jacksonville,12/1/2017,"1,084",933,"1,132"
Jacksonville,Jacksonville,1/1/2018,"1,084",934,"1,133"
Jacksonville,Jacksonville,2/1/2018,"1,088",935,"1,134"
Jacksonville,Jacksonville,3/1/2018,"1,095",941,"1,137"
Jacksonville,Jacksonville,4/1/2018,"1,106",953,"1,149"
Jacksonville,Jacksonville,5/1/2018,"1,151","1,010","1,200"
Jacksonville,Jacksonville,6/1/2018,"1,181","1,031","1,220"
Jacksonville,Jacksonville,7/1/2018,"1,195","1,027","1,248"
Jacksonville,Jacksonville,8/1/2018,"1,207","1,029","1,270"
Jacksonville,Jacksonville,9/1/2018,"1,232","1,057","1,284"
Jacksonville,Jacksonville,10/1/2018,"1,211","1,046","1,257"
Jacksonville,Jacksonville,11/1/2018,"1,211","1,040","1,256"
Jacksonville,Jacksonville,12/1/2018,"1,212","1,036","1,257"
Jacksonville,Jacksonville,1/1/2019,"1,224","1,050","1,273"
Jacksonville,Jacksonville,2/1/2019,"1,225","1,044","1,268"
Jacksonville,Jacksonville,3/1/2019,"1,234","1,063","1,285"
Jacksonville,Jacksonville,4/1/2019,"1,232","1,063","1,278"
Jacksonville,Jacksonville,10/1/2019,"1,241","1,091","1,285"
Jacksonville,Jacksonville,11/1/2019,"1,183","1,044","1,208"
Jacksonville,Jacksonville,12/1/2019,"1,119",983,"1,131"
Jacksonville,Jacksonville,1/1/2020,"1,125",988,"1,133"
Jacksonville,Jacksonville,3/1/2020,"1,120",980,"1,138"
Jacksonville,Jacksonville,4/1/2020,"1,117",963,"1,142"
Jacksonville,Jacksonville,5/1/2020,"1,218","1,051","1,255"
Kansas City,Kansas City,1/1/2011,661,544,745
Kansas City,Kansas City,2/1/2011,658,547,756
Kansas City,Kansas City,3/1/2011,585,488,709
Kansas City,Kansas City,4/1/2011,601,505,720
Kansas City,Kansas City,5/1/2011,591,500,715
Kansas City,Kansas City,6/1/2011,611,533,735
Kansas City,Kansas City,7/1/2011,645,544,751
Kansas City,Kansas City,8/1/2011,724,591,801
Kansas City,Kansas City,9/1/2011,738,616,793
Kansas City,Kansas City,10/1/2011,737,629,798
Kansas City,Kansas City,11/1/2011,728,625,787
Kansas City,Kansas City,12/1/2011,725,625,788
Kansas City,Kansas City,1/1/2012,727,620,785
Kansas City,Kansas City,2/1/2012,749,643,801
Kansas City,Kansas City,3/1/2012,751,640,791
Kansas City,Kansas City,4/1/2012,801,694,834
Kansas City,Kansas City,5/1/2012,804,693,843
Kansas City,Kansas City,6/1/2012,790,681,827
Kansas City,Kansas City,7/1/2012,796,698,842
Kansas City,Kansas City,8/1/2012,780,667,825
Kansas City,Kansas City,9/1/2012,770,665,811
Kansas City,Kansas City,10/1/2012,768,655,810
Kansas City,Kansas City,11/1/2012,778,668,827
Kansas City,Kansas City,12/1/2012,748,648,795
Kansas City,Kansas City,1/1/2013,746,645,807
Kansas City,Kansas City,2/1/2013,764,646,823
Kansas City,Kansas City,3/1/2013,784,673,844
Kansas City,Kansas City,4/1/2013,796,684,867
Kansas City,Kansas City,5/1/2013,783,676,851
Kansas City,Kansas City,6/1/2013,804,695,882
Kansas City,Kansas City,7/1/2013,792,685,857
Kansas City,Kansas City,8/1/2013,779,667,828
Kansas City,Kansas City,9/1/2013,796,664,843
Kansas City,Kansas City,10/1/2013,796,662,840
Kansas City,Kansas City,11/1/2013,788,672,832
Kansas City,Kansas City,12/1/2013,775,660,831
Kansas City,Kansas City,1/1/2014,770,647,816
Kansas City,Kansas City,2/1/2014,778,658,837
Kansas City,Kansas City,3/1/2014,791,663,846
Kansas City,Kansas City,4/1/2014,784,652,839
Kansas City,Kansas City,5/1/2014,785,654,835
Kansas City,Kansas City,6/1/2014,802,655,863
Kansas City,Kansas City,7/1/2014,819,666,880
Kansas City,Kansas City,8/1/2014,809,666,871
Kansas City,Kansas City,9/1/2014,811,670,871
Kansas City,Kansas City,10/1/2014,805,667,861
Kansas City,Kansas City,11/1/2014,799,670,858
Kansas City,Kansas City,12/1/2014,804,680,870
Kansas City,Kansas City,1/1/2015,804,686,875
Kansas City,Kansas City,2/1/2015,806,695,880
Kansas City,Kansas City,3/1/2015,813,697,892
Kansas City,Kansas City,4/1/2015,829,711,898
Kansas City,Kansas City,5/1/2015,868,730,924
Kansas City,Kansas City,6/1/2015,896,748,939
Kansas City,Kansas City,7/1/2015,914,758,954
Kansas City,Kansas City,8/1/2015,917,760,960
Kansas City,Kansas City,9/1/2015,906,767,959
Kansas City,Kansas City,10/1/2015,903,773,963
Kansas City,Kansas City,11/1/2015,896,769,962
Kansas City,Kansas City,12/1/2015,895,767,957
Kansas City,Kansas City,1/1/2016,899,774,964
Kansas City,Kansas City,2/1/2016,914,791,974
Kansas City,Kansas City,3/1/2016,925,798,992
Kansas City,Kansas City,4/1/2016,925,805,992
Kansas City,Kansas City,5/1/2016,938,823,"1,008"
Kansas City,Kansas City,6/1/2016,945,821,"1,018"
Kansas City,Kansas City,7/1/2016,957,828,"1,041"
Kansas City,Kansas City,8/1/2016,969,830,"1,057"
Kansas City,Kansas City,9/1/2016,957,823,"1,039"
Kansas City,Kansas City,10/1/2016,975,838,"1,068"
Kansas City,Kansas City,11/1/2016,973,853,"1,065"
Kansas City,Kansas City,12/1/2016,972,842,"1,070"
Kansas City,Kansas City,1/1/2017,958,825,"1,058"
Kansas City,Kansas City,2/1/2017,963,832,"1,062"
Kansas City,Kansas City,3/1/2017,961,843,"1,053"
Kansas City,Kansas City,4/1/2017,962,846,"1,057"
Kansas City,Kansas City,5/1/2017,963,833,"1,064"
Kansas City,Kansas City,6/1/2017,954,826,"1,060"
Kansas City,Kansas City,7/1/2017,961,830,"1,063"
Kansas City,Kansas City,8/1/2017,965,837,"1,067"
Kansas City,Kansas City,9/1/2017,961,836,"1,059"
Kansas City,Kansas City,10/1/2017,957,832,"1,053"
Kansas City,Kansas City,11/1/2017,964,837,"1,060"
Kansas City,Kansas City,12/1/2017,978,844,"1,073"
Kansas City,Kansas City,1/1/2018,982,851,"1,083"
Kansas City,Kansas City,2/1/2018,994,869,"1,098"
Kansas City,Kansas City,3/1/2018,995,868,"1,102"
Kansas City,Kansas City,4/1/2018,996,871,"1,115"
Kansas City,Kansas City,5/1/2018,"1,031",899,"1,158"
Kansas City,Kansas City,6/1/2018,"1,046",904,"1,178"
Kansas City,Kansas City,7/1/2018,"1,049",898,"1,185"
Kansas City,Kansas City,8/1/2018,"1,060",910,"1,186"
Kansas City,Kansas City,9/1/2018,"1,063",905,"1,189"
Kansas City,Kansas City,10/1/2018,"1,044",898,"1,148"
Kansas City,Kansas City,11/1/2018,"1,041",902,"1,137"
Kansas City,Kansas City,12/1/2018,"1,038",896,"1,138"
Kansas City,Kansas City,1/1/2019,"1,066",918,"1,168"
Kansas City,Kansas City,2/1/2019,"1,065",916,"1,176"
Kansas City,Kansas City,3/1/2019,"1,060",913,"1,178"
Kansas City,Kansas City,4/1/2019,"1,052",909,"1,170"
Kansas City,Kansas City,10/1/2019,"1,069",924,"1,176"
Kansas City,Kansas City,11/1/2019,"1,032",898,"1,125"
Kansas City,Kansas City,12/1/2019,"1,006",872,"1,083"
Kansas City,Kansas City,1/1/2020,"1,013",873,"1,092"
Kansas City,Kansas City,3/1/2020,"1,021",876,"1,095"
Kansas City,Kansas City,4/1/2020,"1,034",892,"1,118"
Kansas City,Kansas City,5/1/2020,"1,079",932,"1,172"
Milwaukee,Milwaukee,1/1/2011,840,698,"1,026"
Milwaukee,Milwaukee,2/1/2011,789,653,903
Milwaukee,Milwaukee,3/1/2011,784,624,841
Milwaukee,Milwaukee,4/1/2011,786,629,836
Milwaukee,Milwaukee,5/1/2011,789,637,837
Milwaukee,Milwaukee,6/1/2011,784,630,838
Milwaukee,Milwaukee,7/1/2011,805,641,856
Milwaukee,Milwaukee,8/1/2011,950,778,"1,067"
Milwaukee,Milwaukee,9/1/2011,"1,102",920,"1,233"
Milwaukee,Milwaukee,10/1/2011,"1,132",943,"1,259"
Milwaukee,Milwaukee,11/1/2011,"1,068",867,"1,195"
Milwaukee,Milwaukee,12/1/2011,"1,041",803,"1,126"
Milwaukee,Milwaukee,1/1/2012,"1,066",833,"1,171"
Milwaukee,Milwaukee,2/1/2012,"1,084",836,"1,152"
Milwaukee,Milwaukee,3/1/2012,"1,204",867,"1,189"
Milwaukee,Milwaukee,4/1/2012,"1,237",868,"1,183"
Milwaukee,Milwaukee,5/1/2012,"1,279",897,"1,228"
Milwaukee,Milwaukee,6/1/2012,"1,283",891,"1,233"
Milwaukee,Milwaukee,7/1/2012,"1,274",850,"1,213"
Milwaukee,Milwaukee,8/1/2012,"1,262",824,"1,193"
Milwaukee,Milwaukee,9/1/2012,"1,321",869,"1,270"
Milwaukee,Milwaukee,10/1/2012,"1,256",870,"1,246"
Milwaukee,Milwaukee,11/1/2012,"1,332",890,"1,292"
Milwaukee,Milwaukee,12/1/2012,"1,331",898,"1,299"
Milwaukee,Milwaukee,1/1/2013,"1,307",914,"1,306"
Milwaukee,Milwaukee,2/1/2013,"1,302",892,"1,292"
Milwaukee,Milwaukee,3/1/2013,"1,393","1,099","1,496"
Milwaukee,Milwaukee,4/1/2013,"1,512","1,178","1,647"
Milwaukee,Milwaukee,5/1/2013,"1,501","1,145","1,652"
Milwaukee,Milwaukee,6/1/2013,"1,460","1,203","1,655"
Milwaukee,Milwaukee,7/1/2013,"1,367","1,114","1,546"
Milwaukee,Milwaukee,8/1/2013,"1,360","1,110","1,507"
Milwaukee,Milwaukee,9/1/2013,"1,268",998,"1,381"
Milwaukee,Milwaukee,10/1/2013,"1,109",842,"1,154"
Milwaukee,Milwaukee,11/1/2013,"1,096",817,"1,097"
Milwaukee,Milwaukee,12/1/2013,"1,096",825,"1,099"
Milwaukee,Milwaukee,1/1/2014,"1,075",812,"1,072"
Milwaukee,Milwaukee,2/1/2014,"1,076",815,"1,082"
Milwaukee,Milwaukee,3/1/2014,"1,053",787,"1,048"
Milwaukee,Milwaukee,4/1/2014,"1,021",776,"1,055"
Milwaukee,Milwaukee,5/1/2014,980,765,"1,058"
Milwaukee,Milwaukee,6/1/2014,"1,014",801,"1,056"
Milwaukee,Milwaukee,7/1/2014,"1,023",813,"1,073"
Milwaukee,Milwaukee,8/1/2014,"1,040",844,"1,090"
Milwaukee,Milwaukee,9/1/2014,"1,070",891,"1,141"
Milwaukee,Milwaukee,10/1/2014,"1,077",895,"1,159"
Milwaukee,Milwaukee,11/1/2014,"1,077",891,"1,156"
Milwaukee,Milwaukee,12/1/2014,"1,140",903,"1,214"
Milwaukee,Milwaukee,1/1/2015,"1,192",934,"1,275"
Milwaukee,Milwaukee,2/1/2015,"1,178",944,"1,268"
Milwaukee,Milwaukee,3/1/2015,"1,182",961,"1,284"
Milwaukee,Milwaukee,4/1/2015,"1,219",989,"1,341"
Milwaukee,Milwaukee,5/1/2015,"1,155",973,"1,297"
Milwaukee,Milwaukee,6/1/2015,"1,137",998,"1,258"
Milwaukee,Milwaukee,7/1/2015,"1,138",988,"1,268"
Milwaukee,Milwaukee,8/1/2015,"1,157","1,013","1,267"
Milwaukee,Milwaukee,9/1/2015,"1,177","1,032","1,290"
Milwaukee,Milwaukee,10/1/2015,"1,195","1,057","1,326"
Milwaukee,Milwaukee,11/1/2015,"1,193","1,066","1,317"
Milwaukee,Milwaukee,12/1/2015,"1,208","1,065","1,340"
Milwaukee,Milwaukee,1/1/2016,"1,208","1,079","1,344"
Milwaukee,Milwaukee,2/1/2016,"1,262","1,108","1,424"
Milwaukee,Milwaukee,3/1/2016,"1,268","1,092","1,443"
Milwaukee,Milwaukee,4/1/2016,"1,276","1,089","1,470"
Milwaukee,Milwaukee,5/1/2016,"1,298","1,094","1,487"
Milwaukee,Milwaukee,6/1/2016,"1,285","1,081","1,485"
Milwaukee,Milwaukee,7/1/2016,"1,280","1,079","1,482"
Milwaukee,Milwaukee,8/1/2016,"1,278","1,082","1,486"
Milwaukee,Milwaukee,9/1/2016,"1,253","1,063","1,446"
Milwaukee,Milwaukee,10/1/2016,"1,220","1,045","1,390"
Milwaukee,Milwaukee,11/1/2016,"1,232","1,048","1,400"
Milwaukee,Milwaukee,12/1/2016,"1,226","1,043","1,382"
Milwaukee,Milwaukee,1/1/2017,"1,218","1,046","1,376"
Milwaukee,Milwaukee,2/1/2017,"1,233","1,056","1,392"
Milwaukee,Milwaukee,3/1/2017,"1,255","1,088","1,409"
Milwaukee,Milwaukee,4/1/2017,"1,261","1,088","1,425"
Milwaukee,Milwaukee,5/1/2017,"1,249","1,089","1,424"
Milwaukee,Milwaukee,6/1/2017,"1,278","1,102","1,455"
Milwaukee,Milwaukee,7/1/2017,"1,254","1,074","1,418"
Milwaukee,Milwaukee,8/1/2017,"1,254","1,074","1,419"
Milwaukee,Milwaukee,9/1/2017,"1,239","1,067","1,391"
Milwaukee,Milwaukee,10/1/2017,"1,204","1,055","1,344"
Milwaukee,Milwaukee,11/1/2017,"1,237","1,078","1,388"
