"GEOID","Region","Year","Renters","Eviction_Filings","Evictions","Eviction_Filings_RR","Evictions_RR"
"17097864601","Chicago",2016,82,2,0,NA,NA
"17097864602","Chicago",2016,74,0,0,NA,NA
"17097864700","Chicago",2016,40,4,1,NA,NA
"17097864801","Chicago",2016,303,3,1,0.28,0.23
"17097864802","Chicago",2016,36,2,2,NA,NA
"17097864901","Chicago",2016,222,2,0,0.25,0
"17097864903","Chicago",2016,186,4,1,0.6,0.38
"17097864904","Chicago",2016,266,1,1,0.11,0.26
"17097865000","Chicago",2016,61,0,0,NA,NA
"17097865200","Chicago",2016,1172,5,3,0.12,0.18
"17097865300","Chicago",2016,83,2,0,NA,NA
"17097865400","Chicago",2016,757,5,3,0.18,0.28
"17097865501","Chicago",2016,336,1,0,0.08,0
"17097865502","Chicago",2016,271,6,4,0.62,1.03
"17097865600","Chicago",2016,123,1,0,0.23,0
"17097865700","Chicago",2016,338,6,1,0.5,0.21
"17097865801","Chicago",2016,152,2,2,0.37,0.92
"17097865802","Chicago",2016,56,2,0,NA,NA
"17097866000","Chicago",2016,270,30,14,3.11,3.63
"17097866100","Chicago",2016,630,53,27,2.35,3
"17097866200","Chicago",2016,450,2,0,0.12,0
"17097990000","Chicago",2016,0,0,0,NA,NA
"17111870101","Chicago",NA,NA,NA,NA,NA,NA
"17111870102","Chicago",NA,NA,NA,NA,NA,NA
"17111870200","Chicago",NA,NA,NA,NA,NA,NA
"17111870301","Chicago",NA,NA,NA,NA,NA,NA
"17111870302","Chicago",NA,NA,NA,NA,NA,NA
"17111870401","Chicago",NA,NA,NA,NA,NA,NA
"17111870402","Chicago",NA,NA,NA,NA,NA,NA
"17111870500","Chicago",NA,NA,NA,NA,NA,NA
"17111870603","Chicago",NA,NA,NA,NA,NA,NA
"17111870604","Chicago",NA,NA,NA,NA,NA,NA
"17111870605","Chicago",NA,NA,NA,NA,NA,NA
"17111870606","Chicago",NA,NA,NA,NA,NA,NA
"17111870702","Chicago",NA,NA,NA,NA,NA,NA
"17111870703","Chicago",NA,NA,NA,NA,NA,NA
"17111870704","Chicago",NA,NA,NA,NA,NA,NA
"17111870803","Chicago",NA,NA,NA,NA,NA,NA
"17111870807","Chicago",NA,NA,NA,NA,NA,NA
"17111870808","Chicago",NA,NA,NA,NA,NA,NA
"17111870809","Chicago",NA,NA,NA,NA,NA,NA
"17111870810","Chicago",NA,NA,NA,NA,NA,NA
"17111870811","Chicago",NA,NA,NA,NA,NA,NA
"17111870812","Chicago",NA,NA,NA,NA,NA,NA
"17111870902","Chicago",NA,NA,NA,NA,NA,NA
"17111870903","Chicago",NA,NA,NA,NA,NA,NA
"17111870904","Chicago",NA,NA,NA,NA,NA,NA
"17111870905","Chicago",NA,NA,NA,NA,NA,NA
"17111871003","Chicago",NA,NA,NA,NA,NA,NA
"17111871004","Chicago",NA,NA,NA,NA,NA,NA
"17111871104","Chicago",NA,NA,NA,NA,NA,NA
"17111871105","Chicago",NA,NA,NA,NA,NA,NA
"17111871106","Chicago",NA,NA,NA,NA,NA,NA
"17111871107","Chicago",NA,NA,NA,NA,NA,NA
"17111871108","Chicago",NA,NA,NA,NA,NA,NA
"17111871109","Chicago",NA,NA,NA,NA,NA,NA
"17111871201","Chicago",NA,NA,NA,NA,NA,NA
"17111871202","Chicago",NA,NA,NA,NA,NA,NA
"17111871205","Chicago",NA,NA,NA,NA,NA,NA
"17111871206","Chicago",NA,NA,NA,NA,NA,NA
"17111871207","Chicago",NA,NA,NA,NA,NA,NA
"17111871208","Chicago",NA,NA,NA,NA,NA,NA
"17111871209","Chicago",NA,NA,NA,NA,NA,NA
"17111871301","Chicago",NA,NA,NA,NA,NA,NA
"17111871304","Chicago",NA,NA,NA,NA,NA,NA
"17111871305","Chicago",NA,NA,NA,NA,NA,NA
"17111871306","Chicago",NA,NA,NA,NA,NA,NA
"17111871307","Chicago",NA,NA,NA,NA,NA,NA
"17111871310","Chicago",NA,NA,NA,NA,NA,NA
"17111871311","Chicago",NA,NA,NA,NA,NA,NA
"17111871402","Chicago",NA,NA,NA,NA,NA,NA
"17111871404","Chicago",NA,NA,NA,NA,NA,NA
"17111871500","Chicago",NA,NA,NA,NA,NA,NA
"17111871600","Chicago",NA,NA,NA,NA,NA,NA
"17197880105","Chicago",2016,231,37,16,4.48,4.85
"17197880106","Chicago",2016,221,18,7,2.28,2.22
"17197880107","Chicago",2016,284,32,16,3.15,3.94
"17197880109","Chicago",2016,210,16,8,2.13,2.67
"17197880111","Chicago",2016,172,18,8,2.92,3.26
"17197880112","Chicago",2016,83,5,4,NA,NA
"17197880113","Chicago",2016,248,21,13,2.37,3.67
"17197880114","Chicago",2016,771,92,47,3.33,4.27
"17197880115","Chicago",2016,157,33,13,5.87,5.79
"17197880116","Chicago",2016,101,13,3,3.6,2.08
"17197880117","Chicago",2016,937,30,21,0.89,1.57
"17197880118","Chicago",2016,28,5,2,NA,NA
"17197880119","Chicago",2016,93,3,2,NA,NA
"17197880120","Chicago",2016,562,48,26,2.39,3.24
"17197880121","Chicago",2016,147,23,11,4.37,5.24
"17197880202","Chicago",2016,196,2,2,0.29,0.71
"17197880203","Chicago",2016,226,10,5,1.24,1.55
"17197880204","Chicago",2016,498,40,21,2.24,2.95
"17197880303","Chicago",2016,55,2,1,NA,NA
"17197880304","Chicago",2016,57,2,2,NA,NA
"17197880305","Chicago",2016,37,7,2,NA,NA
"17197880306","Chicago",2016,276,18,11,1.82,2.79
"17197880307","Chicago",2016,706,25,14,0.99,1.39
"17197880308","Chicago",2016,95,36,13,NA,NA
"17197880309","Chicago",2016,30,1,0,NA,NA
"17197880310","Chicago",2016,247,47,22,5.32,6.23
"17197880312","Chicago",2016,204,33,11,4.52,3.77
"17197880313","Chicago",2016,302,73,18,6.75,4.17
"17197880314","Chicago",2016,75,10,1,NA,NA
"17197880404","Chicago",2016,830,50,24,1.68,2.02
"17197880408","Chicago",2016,194,35,17,5.04,6.13
"17197880410","Chicago",2016,233,45,22,5.4,6.61
"17197880411","Chicago",2016,220,3,3,0.38,0.95
"17197880412","Chicago",2016,140,16,10,3.19,5
"17197880414","Chicago",2016,106,6,3,1.58,1.98
"17197880415","Chicago",2016,215,45,18,5.85,5.86
"17197880416","Chicago",2016,68,16,4,NA,NA
"17197880417","Chicago",2016,120,9,4,2.1,2.33
"17197880418","Chicago",2016,65,8,4,NA,NA
"17197880419","Chicago",2016,133,44,14,9.24,7.37
"17197880420","Chicago",2016,174,55,17,8.83,6.84
"17197880421","Chicago",2016,143,16,8,3.13,3.92
"17197880502","Chicago",2016,336,12,5,1,1.04
"17197880503","Chicago",2016,172,24,9,3.9,3.66
"17197880505","Chicago",2016,276,16,8,1.62,2.03
"17197880507","Chicago",2016,646,45,26,1.95,2.82
"17197880601","Chicago",2016,122,6,3,1.37,1.72
"17197880602","Chicago",2016,670,14,10,0.58,1.04
"17197880701","Chicago",2016,549,24,10,1.22,1.27
"17197880702","Chicago",2016,321,18,11,1.57,2.4
"17197880901","Chicago",2016,158,15,7,2.65,3.1
"17197880903","Chicago",2016,951,105,74,3.09,5.45
"17197880905","Chicago",2016,298,14,10,1.31,2.35
"17197881001","Chicago",2016,179,4,4,0.62,1.56
"17197881002","Chicago",2016,228,0,0,0,0
"17197881005","Chicago",2016,61,3,0,NA,NA
"17197881006","Chicago",2016,30,2,1,NA,NA
"17197881007","Chicago",2016,62,6,2,NA,NA
"17197881009","Chicago",2016,105,26,6,6.92,4
"17197881010","Chicago",2016,112,9,4,2.25,2.5
"17197881011","Chicago",2016,93,1,1,NA,NA
"17197881012","Chicago",2016,30,1,0,NA,NA
"17197881105","Chicago",2016,78,1,0,NA,NA
"17197881107","Chicago",2016,196,6,5,0.86,1.79
"17197881108","Chicago",2016,102,20,7,5.48,4.8
"17197881109","Chicago",2016,260,8,5,0.86,1.35
"17197881111","Chicago",2016,153,4,1,0.73,0.46
"17197881112","Chicago",2016,100,11,4,3.07,2.8
"17197881113","Chicago",2016,125,11,5,2.46,2.8
"17197881115","Chicago",2016,171,12,8,1.96,3.27
"17197881116","Chicago",2016,20,4,2,NA,NA
"17197881200","Chicago",2016,841,93,31,3.09,2.58
"17197881301","Chicago",2016,447,10,9,0.63,1.41
"17197881302","Chicago",2016,274,11,6,1.12,1.53
"17197881401","Chicago",2016,444,14,6,0.88,0.95
"17197881402","Chicago",2016,295,4,1,0.38,0.24
"17197881500","Chicago",2016,175,9,7,1.44,2.8
"17197881601","Chicago",2016,300,10,8,0.93,1.87
"17197881603","Chicago",2016,885,76,52,2.4,4.11
"17197881604","Chicago",2016,609,32,22,1.47,2.53
"17197881700","Chicago",2016,236,2,1,0.24,0.3
"17197881800","Chicago",2016,656,28,19,1.19,2.03
"17197881900","Chicago",2016,1241,105,67,2.36,3.78
"17197882000","Chicago",2016,738,66,43,2.5,4.08
"17197882100","Chicago",2016,373,8,6,0.6,1.13
"17197882200","Chicago",2016,566,37,28,1.83,3.46
"17197882300","Chicago",2016,506,42,37,2.32,5.12
"17197882400","Chicago",2016,474,24,18,1.41,2.66
"17197882500","Chicago",2016,429,27,21,1.76,3.43
"17197882601","Chicago",2016,191,13,11,1.9,4.03
"17197882602","Chicago",2016,422,31,26,2.05,4.31
"17197882701","Chicago",2016,231,5,5,0.6,1.51
"17197882702","Chicago",2016,631,44,32,1.95,3.55
"17197882801","Chicago",2016,510,23,19,1.26,2.61
"17197882802","Chicago",2016,663,36,28,1.52,2.96
"17197882900","Chicago",2016,494,13,9,0.74,1.27
"17197883000","Chicago",2016,504,21,15,1.16,2.08
"17197883100","Chicago",2016,544,35,19,1.8,2.44
"17197883206","Chicago",2016,508,19,14,1.05,1.93
"17197883208","Chicago",2016,357,7,4,0.55,0.78
"17197883209","Chicago",2016,270,6,4,0.62,1.04
"17197883210","Chicago",2016,414,15,7,1.01,1.18
"17197883211","Chicago",2016,335,37,24,3.09,5.01
"17197883212","Chicago",2016,107,17,3,4.44,1.96
"17197883213","Chicago",2016,213,13,7,1.71,2.3
"17197883214","Chicago",2016,108,2,1,0.52,0.65
"17197883215","Chicago",2016,422,64,27,4.24,4.48
"17197883216","Chicago",2016,37,5,1,NA,NA
"17197883303","Chicago",2016,84,7,1,NA,NA
"17197883304","Chicago",2016,63,0,0,NA,NA
"17197883305","Chicago",2016,54,0,0,NA,NA
"17197883306","Chicago",2016,132,2,0,0.42,0
"17197883307","Chicago",2016,230,10,4,1.22,1.22
"17197883401","Chicago",2016,696,19,14,0.76,1.41
"17197883402","Chicago",2016,231,8,8,0.97,2.42
"17197883504","Chicago",2016,239,4,3,0.47,0.88
"17197883505","Chicago",2016,130,9,4,1.93,2.15
"17197883507","Chicago",2016,97,4,0,NA,NA
"17197883509","Chicago",2016,279,14,4,1.4,1
"17197883510","Chicago",2016,120,12,6,2.79,3.5
"17197883511","Chicago",2016,138,11,5,2.23,2.54
"17197883513","Chicago",2016,71,5,1,NA,NA
"17197883514","Chicago",2016,95,4,2,NA,NA
"17197883515","Chicago",2016,118,6,1,1.42,0.59
"17197883516","Chicago",2016,82,5,1,NA,NA
"17197883517","Chicago",2016,269,7,4,0.73,1.04
"17197883519","Chicago",2016,413,7,5,0.47,0.85
"17197883521","Chicago",2016,214,3,2,0.39,0.65
"17197883522","Chicago",2016,35,7,3,NA,NA
"17197883602","Chicago",2016,315,30,19,2.66,4.22
"17197883603","Chicago",2016,416,17,10,1.14,1.68
"17197883605","Chicago",2016,732,163,97,6.22,9.27
"17197883606","Chicago",2016,189,33,17,4.88,6.29
"17197883700","Chicago",2016,528,22,13,1.16,1.72
"17197883803","Chicago",2016,1106,74,46,1.87,2.91
"17197883804","Chicago",2016,201,39,20,5.42,6.96
"17197883806","Chicago",2016,70,7,4,NA,NA
"17197883808","Chicago",2016,196,4,2,0.57,0.71
"17197883809","Chicago",2016,140,49,21,9.78,10.5
"17197883810","Chicago",2016,183,7,3,1.07,1.15
"17197883811","Chicago",2016,302,9,7,0.83,1.62
"17197883902","Chicago",2016,332,14,5,1.18,1.05
"17197883903","Chicago",2016,190,4,2,0.59,0.74
"17197883904","Chicago",2016,408,8,6,0.55,1.03
"17197884003","Chicago",2016,353,11,9,0.87,1.78
"17197884004","Chicago",2016,201,4,3,0.56,1.04
"17197884005","Chicago",2016,58,1,1,NA,NA
"17197884006","Chicago",2016,100,8,7,2.24,4.9
"17197884101","Chicago",2016,111,7,5,1.76,3.15
"17197884103","Chicago",2016,135,22,9,4.55,4.67
"17197980000","Chicago",2016,0,0,0,NA,NA
"17197980100","Chicago",2016,10,0,0,NA,NA
"17119400101","St. Louis",2016,342,15,7,0.75,0.58
"17119400102","St. Louis",2016,829,85,54,1.75,1.85
"17119400200","St. Louis",2016,635,59,31,1.59,1.39
"17119400600","St. Louis",2016,540,34,24,1.08,1.26
"17119400700","St. Louis",2016,418,20,8,0.82,0.54
"17119400801","St. Louis",2016,123,4,4,0.56,0.92
"17119400802","St. Louis",2016,688,29,16,0.72,0.66
"17119400903","St. Louis",2016,562,46,26,1.4,1.31
"17119400904","St. Louis",2016,168,4,3,0.41,0.51
"17119400951","St. Louis",2016,712,10,4,0.24,0.16
"17119400952","St. Louis",2016,431,40,21,1.59,1.38
"17119401000","St. Louis",2016,409,10,7,0.42,0.49
"17119401100","St. Louis",2016,918,35,19,0.65,0.59
"17119401200","St. Louis",2016,208,1,1,0.08,0.14
"17119401300","St. Louis",2016,1111,32,19,0.49,0.49
"17119401400","St. Louis",2016,383,18,9,0.8,0.67
"17119401500","St. Louis",2016,398,16,12,0.69,0.86
"17119401701","St. Louis",2016,404,40,19,1.69,1.34
"17119401721","St. Louis",2016,534,12,7,0.38,0.37
"17119401722","St. Louis",2016,280,4,4,0.24,0.41
"17119401800","St. Louis",2016,470,11,4,0.4,0.24
"17119401901","St. Louis",2016,145,3,3,0.35,0.59
"17119401903","St. Louis",2016,596,20,15,0.57,0.71
"17119401904","St. Louis",2016,25,3,1,NA,NA
"17119402000","St. Louis",2016,733,31,19,0.72,0.74
"17119402100","St. Louis",2016,532,20,9,0.64,0.48
"17119402200","St. Louis",2016,489,20,14,0.7,0.81
"17119402300","St. Louis",2016,251,13,6,0.89,0.68
"17119402400","St. Louis",2016,578,18,9,0.53,0.44
"17119402500","St. Louis",2016,454,27,18,1.02,1.13
"17119402600","St. Louis",2016,605,23,9,0.65,0.42
"17119402701","St. Louis",2016,817,16,9,0.33,0.31
"17119402721","St. Louis",2016,615,32,15,0.89,0.69
"17119402722","St. Louis",2016,119,0,0,0,0
"17119402801","St. Louis",2016,105,0,0,0,0
"17119402802","St. Louis",2016,418,2,2,0.08,0.14
"17119402803","St. Louis",2016,387,9,5,0.4,0.37
"17119402900","St. Louis",2016,784,14,5,0.31,0.18
"17119403001","St. Louis",2016,1002,7,2,0.12,0.06
"17119403002","St. Louis",2016,579,6,3,0.18,0.15
"17119403101","St. Louis",2016,1013,12,4,0.2,0.11
"17119403121","St. Louis",2016,941,15,5,0.27,0.15
"17119403122","St. Louis",2016,748,7,4,0.16,0.15
"17119403200","St. Louis",2016,765,30,18,0.67,0.67
"17119403300","St. Louis",2016,637,26,12,0.7,0.53
"17119403401","St. Louis",2016,808,34,19,0.72,0.67
"17119403402","St. Louis",2016,1080,46,26,0.73,0.68
"17119403502","St. Louis",2016,641,11,6,0.29,0.27
"17119403531","St. Louis",2016,1076,30,18,0.48,0.47
"17119403532","St. Louis",2016,107,0,0,0,0
"17119403533","St. Louis",2016,748,18,7,0.41,0.27
"17119403534","St. Louis",2016,283,2,2,0.12,0.2
"17119403601","St. Louis",2016,400,6,1,0.26,0.07
"17119403603","St. Louis",2016,125,2,0,0.27,0
"17119403604","St. Louis",2016,910,9,5,0.17,0.16
"17119403701","St. Louis",2016,229,4,3,0.3,0.37
"17119403702","St. Louis",2016,188,0,0,0,0
"17119403801","St. Louis",2016,274,10,4,0.62,0.41
"17119403802","St. Louis",2016,311,5,2,0.27,0.18
"17119404000","St. Louis",2016,516,52,29,1.72,1.6
"17119404100","St. Louis",2016,309,51,33,2.82,3.03
"17133600101","St. Louis",NA,NA,NA,NA,NA,NA
"17133600102","St. Louis",NA,NA,NA,NA,NA,NA
"17133600401","St. Louis",NA,NA,NA,NA,NA,NA
"17133600402","St. Louis",NA,NA,NA,NA,NA,NA
"17133600501","St. Louis",NA,NA,NA,NA,NA,NA
"17133600502","St. Louis",NA,NA,NA,NA,NA,NA
"17163500400","St. Louis",2016,672,42,32,1.07,1.35
"17163500500","St. Louis",2016,466,82,60,3.01,3.66
"17163500900","St. Louis",2016,1024,81,59,1.35,1.64
"17163501100","St. Louis",2016,282,5,5,0.3,0.5
"17163501200","St. Louis",2016,507,25,21,0.84,1.18
"17163501300","St. Louis",2016,477,37,27,1.33,1.61
"17163501400","St. Louis",2016,376,27,20,1.23,1.51
"17163501501","St. Louis",2016,205,15,11,1.25,1.52
"17163501502","St. Louis",2016,366,10,7,0.47,0.54
"17163501602","St. Louis",2016,889,52,39,1,1.25
"17163501603","St. Louis",2016,1214,55,39,0.77,0.91
"17163501604","St. Louis",2016,1275,52,43,0.7,0.96
"17163501605","St. Louis",2016,210,6,4,0.49,0.54
"17163501700","St. Louis",2016,652,26,15,0.68,0.65
"17163501800","St. Louis",2016,1085,26,23,0.41,0.6
"17163501900","St. Louis",2016,545,24,16,0.75,0.83
"17163502100","St. Louis",2016,226,1,1,0.08,0.13
"17163502200","St. Louis",2016,307,15,6,0.83,0.55
"17163502300","St. Louis",2016,1041,45,31,0.74,0.85
"17163502401","St. Louis",2016,185,11,9,1.02,1.38
"17163502404","St. Louis",2016,523,7,6,0.23,0.33
"17163502500","St. Louis",2016,254,24,16,1.61,1.79
"17163502602","St. Louis",2016,734,39,35,0.91,1.35
"17163502603","St. Louis",2016,526,25,19,0.81,1.03
"17163502700","St. Louis",2016,274,59,42,3.68,4.35
"17163502800","St. Louis",2016,658,146,85,3.79,3.67
"17163502900","St. Louis",2016,250,10,6,0.68,0.68
"17163503100","St. Louis",2016,784,33,23,0.72,0.83
"17163503202","St. Louis",2016,734,12,11,0.28,0.43
"17163503203","St. Louis",2016,524,7,7,0.23,0.38
"17163503211","St. Louis",2016,447,10,7,0.38,0.44
"17163503301","St. Louis",2016,815,34,26,0.71,0.91
"17163503304","St. Louis",2016,687,17,15,0.42,0.62
"17163503322","St. Louis",2016,486,25,13,0.88,0.76
"17163503323","St. Louis",2016,454,20,14,0.75,0.88
"17163503324","St. Louis",2016,908,35,21,0.66,0.66
"17163503332","St. Louis",2016,948,24,20,0.43,0.6
"17163503334","St. Louis",2016,1031,45,35,0.75,0.96
"17163503402","St. Louis",2016,1213,21,14,0.3,0.33
"17163503404","St. Louis",2016,152,1,0,0.11,0
"17163503411","St. Louis",2016,355,12,11,0.58,0.88
"17163503412","St. Louis",2016,452,15,6,0.57,0.38
"17163503413","St. Louis",2016,856,30,21,0.6,0.7
"17163503414","St. Louis",2016,1137,33,17,0.5,0.42
"17163503800","St. Louis",2016,372,0,0,0,0
"17163503903","St. Louis",2016,122,0,0,0,0
"17163503904","St. Louis",2016,1789,18,18,0.17,0.29
"17163503905","St. Louis",2016,210,6,5,0.49,0.68
"17163503906","St. Louis",2016,381,4,3,0.18,0.22
"17163504001","St. Louis",2016,259,6,5,0.4,0.55
"17163504002","St. Louis",2016,470,15,11,0.55,0.66
"17163504302","St. Louis",2016,976,24,21,0.42,0.61
"17163504303","St. Louis",2016,837,7,5,0.14,0.17
"17163504351","St. Louis",2016,286,8,8,0.48,0.79
"17163504352","St. Louis",2016,718,14,10,0.33,0.4
"17163504353","St. Louis",2016,154,0,0,0,0
"17163504354","St. Louis",2016,1139,19,15,0.29,0.37
"17163504355","St. Louis",2016,407,4,2,0.17,0.14
"17163504500","St. Louis",2016,1336,67,54,0.86,1.15
"17163504600","St. Louis",2016,623,26,20,0.71,0.91
"29071800100","St. Louis",2016,524,31,19,1.01,1.03
"29071800201","St. Louis",2016,915,22,19,0.41,0.59
"29071800202","St. Louis",2016,269,5,4,0.32,0.42
"29071800300","St. Louis",2016,1122,30,25,0.46,0.63
"29071800401","St. Louis",2016,366,10,10,0.47,0.78
"29071800402","St. Louis",2016,404,16,13,0.68,0.91
"29071800500","St. Louis",2016,380,27,20,1.21,1.49
"29071800601","St. Louis",2016,991,56,41,0.97,1.17
"29071800602","St. Louis",2016,735,37,30,0.86,1.16
"29071800701","St. Louis",2016,1019,60,33,1.01,0.92
"29071800702","St. Louis",2016,343,26,18,1.3,1.49
"29071800800","St. Louis",2016,410,35,26,1.46,1.8
"29071800901","St. Louis",2016,178,12,9,1.15,1.44
"29071800902","St. Louis",2016,1132,87,54,1.31,1.35
"29071801000","St. Louis",2016,188,15,10,1.36,1.51
"29071801101","St. Louis",2016,918,70,50,1.3,1.55
"29071801102","St. Louis",2016,379,28,21,1.26,1.57
"29099700107","St. Louis",2016,267,18,9,1.15,0.96
"29099700109","St. Louis",2016,574,56,31,1.67,1.53
"29099700110","St. Louis",2016,650,19,12,0.5,0.52
"29099700111","St. Louis",2016,377,30,16,1.36,1.2
"29099700113","St. Louis",2016,130,14,6,1.84,1.31
"29099700114","St. Louis",2016,408,24,15,1.01,1.04
"29099700115","St. Louis",2016,251,16,9,1.09,1.02
"29099700116","St. Louis",2016,261,12,5,0.79,0.54
"29099700117","St. Louis",2016,499,19,12,0.65,0.68
"29099700118","St. Louis",2016,729,31,18,0.73,0.7
"29099700119","St. Louis",2016,118,6,5,0.87,1.2
"29099700203","St. Louis",2016,626,39,20,1.06,0.91
"29099700206","St. Louis",2016,350,130,55,6.35,4.46
"29099700207","St. Louis",2016,198,31,19,2.68,2.72
"29099700208","St. Louis",2016,729,89,50,2.09,1.95
"29099700209","St. Louis",2016,129,15,5,1.99,1.1
"29099700210","St. Louis",2016,337,71,33,3.6,2.78
"29099700211","St. Louis",2016,412,53,25,2.2,1.72
"29099700302","St. Louis",2016,316,41,27,2.22,2.43
"29099700303","St. Louis",2016,244,42,26,2.94,3.03
"29099700304","St. Louis",2016,473,26,15,0.94,0.9
"29099700401","St. Louis",2016,202,24,17,2.03,2.39
"29099700402","St. Louis",2016,164,4,0,0.42,0
"29099700502","St. Louis",2016,228,11,3,0.82,0.37
"29099700503","St. Louis",2016,241,12,4,0.85,0.47
"29099700504","St. Louis",2016,179,20,15,1.91,2.38
"29099700601","St. Louis",2016,629,59,42,1.6,1.9
"29099700603","St. Louis",2016,107,12,9,1.92,2.39
"29099700604","St. Louis",2016,258,14,9,0.93,0.99
"29099700605","St. Louis",2016,602,37,16,1.05,0.75
"29099700700","St. Louis",2016,560,22,17,0.67,0.86
"29099700801","St. Louis",2016,680,33,22,0.83,0.92
"29099700802","St. Louis",2016,472,22,12,0.8,0.72
"29099700900","St. Louis",2016,814,27,11,0.57,0.38
"29099701000","St. Louis",2016,597,21,13,0.6,0.62
"29099701101","St. Louis",2016,193,6,5,0.53,0.74
"29099701102","St. Louis",2016,303,16,8,0.9,0.75
"29099701200","St. Louis",2016,995,40,18,0.69,0.51
"29099701300","St. Louis",2016,358,11,4,0.53,0.32
"29099701401","St. Louis",2016,138,8,3,0.99,0.62
"29099701403","St. Louis",2016,180,7,5,0.66,0.79
"29099701404","St. Louis",2016,308,33,21,1.83,1.94
"29183310100","St. Louis",2016,166,4,4,0.41,0.68
"29183310201","St. Louis",2016,422,10,6,0.4,0.4
"29183310202","St. Louis",2016,486,13,9,0.46,0.53
"29183310301","St. Louis",2016,185,1,1,0.09,0.15
"29183310302","St. Louis",2016,477,5,4,0.18,0.24
"29183310400","St. Louis",2016,452,15,11,0.57,0.69
"29183310501","St. Louis",2016,982,33,20,0.57,0.58
"29183310502","St. Louis",2016,640,18,12,0.48,0.53
"29183310601","St. Louis",2016,123,3,3,0.42,0.69
"29183310602","St. Louis",2016,354,13,10,0.63,0.8
"29183310700","St. Louis",2016,1496,73,30,0.83,0.57
"29183310801","St. Louis",2016,422,11,9,0.45,0.61
"29183310802","St. Louis",2016,875,38,25,0.74,0.81
"29183310901","St. Louis",2016,442,1,1,0.04,0.06
"29183310902","St. Louis",2016,664,16,7,0.41,0.3
"29183310903","St. Louis",2016,869,83,40,1.63,1.31
"29183311001","St. Louis",2016,490,12,9,0.42,0.52
"29183311003","St. Louis",2016,1146,49,29,0.73,0.72
"29183311004","St. Louis",2016,1225,38,17,0.53,0.39
"29183311103","St. Louis",2016,325,3,3,0.16,0.26
"29183311114","St. Louis",2016,62,3,2,NA,NA
"29183311122","St. Louis",2016,648,84,23,2.22,1.01
"29183311124","St. Louis",2016,497,11,7,0.38,0.4
"29183311132","St. Louis",2016,32,0,0,NA,NA
"29183311145","St. Louis",2016,214,1,1,0.08,0.13
"29183311146","St. Louis",2016,402,7,5,0.3,0.35
"29183311147","St. Louis",2016,150,4,2,0.46,0.38
"29183311148","St. Louis",2016,68,5,4,NA,NA
"29183311149","St. Louis",2016,216,15,5,1.19,0.66
"29183311150","St. Louis",2016,88,4,3,NA,NA
"29183311151","St. Louis",2016,620,15,9,0.41,0.41
"29183311152","St. Louis",2016,61,0,0,NA,NA
"29183311153","St. Louis",2016,845,8,6,0.16,0.2
"29183311154","St. Louis",2016,113,3,1,0.45,0.25
"29183311203","St. Louis",2016,476,7,5,0.25,0.3
"29183311211","St. Louis",2016,575,12,8,0.36,0.39
"29183311212","St. Louis",2016,453,8,3,0.3,0.19
"29183311221","St. Louis",2016,159,3,0,0.32,0
"29183311294","St. Louis",2016,113,7,4,1.06,1
"29183311296","St. Louis",2016,151,7,4,0.79,0.75
"29183311311","St. Louis",2016,564,14,10,0.42,0.5
"29183311312","St. Louis",2016,426,12,5,0.48,0.33
"29183311322","St. Louis",2016,182,12,7,1.13,1.09
"29183311331","St. Louis",2016,200,4,2,0.34,0.28
"29183311391","St. Louis",2016,169,10,6,1.01,1.01
"29183311422","St. Louis",2016,296,5,3,0.29,0.29
"29183311500","St. Louis",2016,202,32,18,2.71,2.53
"29183311601","St. Louis",2016,527,6,5,0.19,0.27
"29183311602","St. Louis",2016,329,4,3,0.21,0.26
"29183311712","St. Louis",2016,440,17,10,0.66,0.65
"29183311721","St. Louis",2016,64,4,3,NA,NA
"29183311722","St. Louis",2016,398,54,30,2.32,2.14
"29183311732","St. Louis",2016,177,9,1,0.87,0.16
"29183311733","St. Louis",2016,114,6,4,0.9,1
"29183311734","St. Louis",2016,107,10,7,1.6,1.86
"29183311735","St. Louis",2016,119,4,3,0.57,0.72
"29183311736","St. Louis",2016,52,3,0,NA,NA
"29183311801","St. Louis",2016,120,5,1,0.71,0.24
"29183311802","St. Louis",2016,851,42,34,0.84,1.13
"29183311903","St. Louis",2016,745,34,20,0.78,0.76
"29183311904","St. Louis",2016,708,8,4,0.19,0.16
"29183311907","St. Louis",2016,767,49,28,1.09,1.04
"29183311908","St. Louis",2016,126,2,0,0.27,0
"29183311909","St. Louis",2016,115,2,1,0.3,0.25
"29183312001","St. Louis",2016,76,0,0,NA,NA
"29183312094","St. Louis",2016,324,10,8,0.53,0.7
"29183312095","St. Louis",2016,248,9,7,0.62,0.8
"29183312096","St. Louis",2016,420,31,17,1.26,1.15
"29183312097","St. Louis",2016,224,10,5,0.76,0.63
"29183312192","St. Louis",2016,129,8,5,1.06,1.1
"29183312193","St. Louis",2016,161,2,0,0.21,0
"29183312194","St. Louis",2016,104,0,0,0,0
"29183312195","St. Louis",2016,618,22,18,0.61,0.83
"29183312204","St. Louis",2016,164,5,2,0.52,0.35
"29183312205","St. Louis",2016,438,88,36,3.43,2.33
"29183312206","St. Louis",2016,166,2,2,0.21,0.34
"29183312300","St. Louis",2016,21,2,1,NA,NA
"29183312400","St. Louis",2016,803,26,14,0.55,0.49
"29183980000","St. Louis",2016,1,1,1,NA,NA
