"GEOID","Region","Year","Renters","Eviction_Filings","Evictions","Eviction_Filings_RR","Evictions_RR"
"08001007801","Denver",2016,1158,67,39,0.88,1.09
"08001007802","Denver",2016,1152,102,67,1.35,1.89
"08001007900","Denver",2016,1452,194,122,2.04,2.72
"08001008000","Denver",2016,842,35,18,0.63,0.69
"08001008100","Denver",2016,644,39,19,0.92,0.96
"08001008200","Denver",2016,456,18,13,0.6,0.92
"08001008308","Denver",2016,935,62,25,1.01,0.87
"08001008309","Denver",2016,392,38,22,1.48,1.82
"08001008353","Denver",2016,605,64,29,1.61,1.55
"08001008401","Denver",2016,378,5,4,0.2,0.34
"08001008402","Denver",2016,404,2,2,0.08,0.16
"08001008505","Denver",2016,543,8,3,0.22,0.18
"08001008506","Denver",2016,2067,426,161,3.14,2.53
"08001008507","Denver",2016,396,8,7,0.31,0.57
"08001008508","Denver",2016,637,54,22,1.29,1.12
"08001008523","Denver",2016,535,31,8,0.88,0.48
"08001008524","Denver",2016,257,8,4,0.47,0.5
"08001008526","Denver",2016,521,60,28,1.76,1.74
"08001008529","Denver",2016,2357,354,122,2.29,1.68
"08001008533","Denver",2016,1774,191,85,1.64,1.55
"08001008534","Denver",2016,207,8,4,0.59,0.63
"08001008535","Denver",2016,425,18,10,0.65,0.76
"08001008536","Denver",2016,114,8,4,1.07,1.14
"08001008537","Denver",2016,227,3,3,0.2,0.43
"08001008538","Denver",2016,298,11,6,0.56,0.65
"08001008539","Denver",2016,526,18,9,0.52,0.55
"08001008540","Denver",2016,196,5,5,0.39,0.83
"08001008541","Denver",2016,93,1,0,NA,NA
"08001008542","Denver",2016,379,25,7,1.01,0.6
"08001008543","Denver",2016,695,29,6,0.64,0.28
"08001008544","Denver",2016,161,6,3,0.57,0.6
"08001008545","Denver",2016,222,2,1,0.14,0.15
"08001008546","Denver",2016,243,4,4,0.25,0.53
"08001008547","Denver",2016,414,9,1,0.33,0.08
"08001008548","Denver",2016,126,0,0,0,0
"08001008549","Denver",2016,254,16,9,0.96,1.15
"08001008550","Denver",2016,409,10,5,0.37,0.4
"08001008551","Denver",2016,42,0,0,NA,NA
"08001008603","Denver",2016,399,39,21,1.49,1.71
"08001008604","Denver",2016,452,3,3,0.1,0.22
"08001008605","Denver",2016,460,101,51,3.35,3.59
"08001008606","Denver",2016,1229,83,34,1.03,0.9
"08001008705","Denver",2016,731,47,28,0.98,1.24
"08001008706","Denver",2016,905,41,23,0.69,0.82
"08001008709","Denver",2016,1653,48,23,0.44,0.45
"08001008801","Denver",2016,616,18,11,0.45,0.58
"08001008802","Denver",2016,500,53,20,1.62,1.3
"08001008901","Denver",2016,315,18,13,0.87,1.34
"08001009001","Denver",2016,648,47,31,1.11,1.55
"08001009002","Denver",2016,1349,111,75,1.25,1.8
"08001009101","Denver",2016,380,13,7,0.52,0.6
"08001009103","Denver",2016,222,39,17,2.68,2.48
"08001009104","Denver",2016,552,39,18,1.08,1.06
"08001009202","Denver",2016,610,84,27,2.1,1.43
"08001009203","Denver",2016,1466,397,176,4.13,3.89
"08001009204","Denver",2016,1342,105,38,1.19,0.92
"08001009206","Denver",2016,147,1,0,0.1,0
"08001009207","Denver",2016,844,51,30,0.92,1.15
"08001009304","Denver",2016,811,95,36,1.79,1.44
"08001009306","Denver",2016,268,11,5,0.63,0.6
"08001009307","Denver",2016,582,33,20,0.86,1.11
"08001009308","Denver",2016,648,94,39,2.21,1.95
"08001009309","Denver",2016,747,34,17,0.69,0.74
"08001009310","Denver",2016,867,101,60,1.78,2.24
"08001009316","Denver",2016,571,73,26,1.95,1.48
"08001009318","Denver",2016,1382,214,111,2.36,2.6
"08001009319","Denver",2016,431,100,59,3.54,4.44
"08001009320","Denver",2016,871,127,66,2.22,2.46
"08001009321","Denver",2016,783,82,41,1.6,1.7
"08001009322","Denver",2016,540,27,9,0.76,0.54
"08001009323","Denver",2016,973,100,56,1.57,1.87
"08001009325","Denver",2016,1238,111,44,1.37,1.15
"08001009326","Denver",2016,376,30,14,1.22,1.21
"08001009327","Denver",2016,440,173,87,5.99,6.41
"08001009401","Denver",2016,498,18,9,0.55,0.59
"08001009406","Denver",2016,722,31,8,0.65,0.36
"08001009407","Denver",2016,769,85,57,1.68,2.4
"08001009408","Denver",2016,548,49,20,1.36,1.18
"08001009409","Denver",2016,536,7,3,0.2,0.18
"08001009410","Denver",2016,141,0,0,0,0
"08001009411","Denver",2016,442,33,12,1.14,0.88
"08001009501","Denver",2016,547,19,11,0.53,0.65
"08001009502","Denver",2016,493,17,11,0.53,0.72
"08001009553","Denver",2016,477,39,21,1.25,1.43
"08001009603","Denver",2016,1449,238,109,2.5,2.44
"08001009604","Denver",2016,1187,34,22,0.44,0.6
"08001009606","Denver",2016,720,32,24,0.68,1.08
"08001009607","Denver",2016,1120,124,62,1.69,1.79
"08001009608","Denver",2016,203,2,2,0.15,0.32
"08001009751","Denver",2016,697,73,33,1.6,1.53
"08001009752","Denver",2016,443,19,16,0.65,1.17
"08001015000","Denver",2016,362,37,21,1.56,1.88
"08001060000","Denver",2016,138,21,10,2.32,2.35
"08001060100","Denver",2016,264,72,9,4.16,1.11
"08001060200","Denver",2016,1155,126,47,1.66,1.32
"08001061200","Denver",2016,108,2,2,0.28,0.6
"08001988700","Denver",2016,0,0,0,NA,NA
"08005004951","Denver",2016,899,149,77,2.53,2.78
"08005004952","Denver",2016,1362,151,63,1.69,1.5
"08005005551","Denver",2016,697,24,20,0.52,0.93
"08005005552","Denver",2016,530,23,16,0.66,0.98
"08005005553","Denver",2016,665,27,15,0.62,0.73
"08005005611","Denver",2016,394,15,8,0.58,0.66
"08005005612","Denver",2016,641,53,18,1.26,0.91
"08005005614","Denver",2016,197,2,0,0.15,0
"08005005619","Denver",2016,337,17,10,0.77,0.96
"08005005620","Denver",2016,1026,36,13,0.53,0.41
"08005005621","Denver",2016,189,1,0,0.08,0
"08005005622","Denver",2016,273,78,29,4.36,3.44
"08005005623","Denver",2016,157,1,1,0.1,0.21
"08005005624","Denver",2016,58,0,0,NA,NA
"08005005625","Denver",2016,287,5,2,0.27,0.23
"08005005626","Denver",2016,352,12,7,0.52,0.64
"08005005627","Denver",2016,195,4,4,0.31,0.67
"08005005628","Denver",2016,588,22,13,0.57,0.72
"08005005629","Denver",2016,25,0,0,NA,NA
"08005005630","Denver",2016,344,0,0,0,0
"08005005631","Denver",2016,105,4,1,0.58,0.31
"08005005632","Denver",2016,247,19,7,1.17,0.92
"08005005633","Denver",2016,344,10,3,0.44,0.28
"08005005634","Denver",2016,322,10,3,0.47,0.3
"08005005635","Denver",2016,453,4,2,0.13,0.14
"08005005636","Denver",2016,31,0,0,NA,NA
"08005005700","Denver",2016,1391,75,35,0.82,0.82
"08005005800","Denver",2016,363,9,8,0.38,0.71
"08005005951","Denver",2016,1774,71,48,0.61,0.88
"08005005952","Denver",2016,1220,121,30,1.51,0.8
"08005006000","Denver",2016,779,31,25,0.61,1.04
"08005006100","Denver",2016,713,33,23,0.71,1.05
"08005006200","Denver",2016,427,7,3,0.25,0.23
"08005006300","Denver",2016,349,4,2,0.17,0.19
"08005006400","Denver",2016,571,87,51,2.32,2.9
"08005006501","Denver",2016,1008,35,10,0.53,0.32
"08005006502","Denver",2016,709,30,19,0.64,0.87
"08005006601","Denver",2016,2028,145,82,1.09,1.31
"08005006603","Denver",2016,457,17,10,0.57,0.71
"08005006604","Denver",2016,1205,33,26,0.42,0.7
"08005006704","Denver",2016,73,1,1,NA,NA
"08005006705","Denver",2016,48,0,0,NA,NA
"08005006706","Denver",2016,541,33,16,0.93,0.96
"08005006707","Denver",2016,367,5,4,0.21,0.35
"08005006708","Denver",2016,435,36,12,1.26,0.89
"08005006709","Denver",2016,285,5,3,0.27,0.34
"08005006711","Denver",2016,113,0,0,0,0
"08005006712","Denver",2016,68,4,2,NA,NA
"08005006713","Denver",2016,798,47,20,0.9,0.81
"08005006808","Denver",2016,116,1,0,0.13,0
"08005006815","Denver",2016,991,81,21,1.25,0.69
"08005006854","Denver",2016,705,34,13,0.74,0.6
"08005006855","Denver",2016,372,18,5,0.74,0.44
"08005006856","Denver",2016,2220,186,77,1.28,1.12
"08005006857","Denver",2016,105,2,1,0.29,0.31
"08005006858","Denver",2016,2246,85,44,0.58,0.64
"08005007101","Denver",2016,463,5,5,0.16,0.35
"08005007103","Denver",2016,28,0,0,NA,NA
"08005007104","Denver",2016,508,14,4,0.42,0.26
"08005007105","Denver",2016,280,85,36,4.63,4.17
"08005007106","Denver",2016,197,3,0,0.23,0
"08005007107","Denver",2016,699,99,28,2.16,1.3
"08005007201","Denver",2016,842,193,75,3.49,2.89
"08005007202","Denver",2016,837,40,30,0.73,1.16
"08005007301","Denver",2016,783,151,67,2.94,2.77
"08005007302","Denver",2016,1547,119,79,1.17,1.66
"08005007400","Denver",2016,750,27,14,0.55,0.61
"08005007500","Denver",2016,302,6,6,0.3,0.64
"08005007600","Denver",2016,795,82,26,1.57,1.06
"08005007702","Denver",2016,716,187,94,3.98,4.26
"08005007703","Denver",2016,909,136,74,2.28,2.64
"08005007704","Denver",2016,1359,366,146,4.11,3.48
"08005015100","Denver",2016,114,22,9,2.94,2.56
"08005080000","Denver",2016,804,183,88,3.47,3.55
"08005080100","Denver",2016,1192,107,51,1.37,1.39
"08005080200","Denver",2016,789,121,56,2.34,2.3
"08005080300","Denver",2016,850,75,37,1.35,1.41
"08005080400","Denver",2016,420,19,10,0.69,0.77
"08005080500","Denver",2016,552,29,20,0.8,1.17
"08005080600","Denver",2016,1197,256,92,3.26,2.49
"08005080700","Denver",2016,876,75,36,1.31,1.33
"08005080800","Denver",2016,431,156,78,5.52,5.87
"08005080900","Denver",2016,322,18,7,0.85,0.7
"08005081000","Denver",2016,1731,243,104,2.14,1.95
"08005081100","Denver",2016,2027,222,103,1.67,1.65
"08005081200","Denver",2016,1026,84,41,1.25,1.3
"08005081300","Denver",2016,445,53,23,1.82,1.68
"08005081400","Denver",2016,433,22,5,0.77,0.37
"08005081500","Denver",2016,451,6,4,0.2,0.29
"08005081600","Denver",2016,566,27,10,0.73,0.57
"08005081700","Denver",2016,57,0,0,NA,NA
"08005081800","Denver",2016,891,147,64,2.51,2.33
"08005081900","Denver",2016,1367,111,80,1.24,1.9
"08005082000","Denver",2016,1594,299,106,2.86,2.16
"08005082100","Denver",2016,1495,358,164,3.65,3.56
"08005082200","Denver",2016,884,108,48,1.86,1.76
"08005082300","Denver",2016,644,66,29,1.56,1.46
"08005082400","Denver",2016,679,103,51,2.31,2.44
"08005082500","Denver",2016,146,2,1,0.21,0.22
"08005082600","Denver",2016,1189,159,73,2.04,1.99
"08005082700","Denver",2016,224,22,7,1.5,1.01
"08005082800","Denver",2016,498,35,14,1.07,0.91
"08005082900","Denver",2016,378,18,8,0.73,0.69
"08005083000","Denver",2016,137,7,4,0.78,0.95
"08005083100","Denver",2016,866,105,48,1.85,1.8
"08005083200","Denver",2016,375,33,8,1.34,0.69
"08005083300","Denver",2016,357,7,3,0.3,0.27
"08005083400","Denver",2016,343,23,12,1.02,1.13
"08005083500","Denver",2016,859,282,151,5,5.7
"08005083600","Denver",2016,877,65,31,1.13,1.15
"08005083700","Denver",2016,555,11,10,0.3,0.58
"08005083800","Denver",2016,308,5,3,0.25,0.32
"08005083900","Denver",2016,796,14,9,0.27,0.37
"08005084000","Denver",2016,195,7,4,0.55,0.67
"08005084100","Denver",2016,483,48,18,1.51,1.21
"08005084200","Denver",2016,384,25,12,0.99,1.01
"08005084300","Denver",2016,237,21,6,1.35,0.82
"08005084400","Denver",2016,255,22,14,1.32,1.78
"08005084500","Denver",2016,864,192,102,3.39,3.83
"08005084600","Denver",2016,855,28,16,0.5,0.61
"08005084700","Denver",2016,370,17,8,0.7,0.7
"08005084800","Denver",2016,159,11,2,1.05,0.41
"08005084900","Denver",2016,47,4,3,NA,NA
"08005085000","Denver",2016,267,49,27,2.8,3.28
"08005085100","Denver",2016,166,3,2,0.28,0.39
"08005085200","Denver",2016,50,1,1,NA,NA
"08005085300","Denver",2016,366,48,15,2,1.33
"08005085400","Denver",2016,145,2,2,0.21,0.45
"08005085500","Denver",2016,192,7,2,0.56,0.34
"08005085600","Denver",2016,72,1,0,NA,NA
"08005085700","Denver",2016,552,48,23,1.33,1.35
"08005085800","Denver",2016,139,1,0,0.11,0
"08005085900","Denver",2016,148,4,1,0.41,0.22
"08005086000","Denver",2016,656,66,28,1.53,1.38
"08005086100","Denver",2016,229,23,9,1.53,1.27
"08005086200","Denver",2016,253,7,2,0.42,0.26
"08005086300","Denver",2016,894,62,25,1.06,0.91
"08005086400","Denver",2016,39,0,0,NA,NA
"08005086500","Denver",2016,829,85,35,1.56,1.37
"08005086600","Denver",2016,378,40,13,1.61,1.11
"08005086700","Denver",2016,66,2,0,NA,NA
"08005086800","Denver",2016,2056,136,53,1.01,0.84
"08005086900","Denver",2016,1135,154,45,2.07,1.29
"08005087000","Denver",2016,1844,386,129,3.19,2.27
"08005087100","Denver",2016,1035,66,33,0.97,1.03
"08005087200","Denver",2016,1366,68,35,0.76,0.83
"08005087300","Denver",2016,2751,363,126,2.01,1.48
"08013012101","Denver",NA,NA,NA,NA,NA,NA
"08013012102","Denver",NA,NA,NA,NA,NA,NA
"08013012103","Denver",NA,NA,NA,NA,NA,NA
"08013012104","Denver",NA,NA,NA,NA,NA,NA
"08013012105","Denver",NA,NA,NA,NA,NA,NA
"08013012201","Denver",NA,NA,NA,NA,NA,NA
"08013012202","Denver",NA,NA,NA,NA,NA,NA
"08013012203","Denver",NA,NA,NA,NA,NA,NA
"08013012204","Denver",NA,NA,NA,NA,NA,NA
"08013012300","Denver",NA,NA,NA,NA,NA,NA
"08013012401","Denver",NA,NA,NA,NA,NA,NA
"08013012501","Denver",NA,NA,NA,NA,NA,NA
"08013012505","Denver",NA,NA,NA,NA,NA,NA
"08013012507","Denver",NA,NA,NA,NA,NA,NA
"08013012508","Denver",NA,NA,NA,NA,NA,NA
"08013012509","Denver",NA,NA,NA,NA,NA,NA
"08013012510","Denver",NA,NA,NA,NA,NA,NA
"08013012511","Denver",NA,NA,NA,NA,NA,NA
"08013012603","Denver",NA,NA,NA,NA,NA,NA
"08013012605","Denver",NA,NA,NA,NA,NA,NA
"08013012607","Denver",NA,NA,NA,NA,NA,NA
"08013012608","Denver",NA,NA,NA,NA,NA,NA
"08013012701","Denver",NA,NA,NA,NA,NA,NA
"08013012705","Denver",NA,NA,NA,NA,NA,NA
"08013012707","Denver",NA,NA,NA,NA,NA,NA
"08013012708","Denver",NA,NA,NA,NA,NA,NA
"08013012709","Denver",NA,NA,NA,NA,NA,NA
"08013012710","Denver",NA,NA,NA,NA,NA,NA
"08013012800","Denver",NA,NA,NA,NA,NA,NA
"08013012903","Denver",NA,NA,NA,NA,NA,NA
"08013012904","Denver",NA,NA,NA,NA,NA,NA
"08013012905","Denver",NA,NA,NA,NA,NA,NA
"08013012907","Denver",NA,NA,NA,NA,NA,NA
"08013013003","Denver",NA,NA,NA,NA,NA,NA
"08013013004","Denver",NA,NA,NA,NA,NA,NA
"08013013005","Denver",NA,NA,NA,NA,NA,NA
"08013013006","Denver",NA,NA,NA,NA,NA,NA
"08013013201","Denver",NA,NA,NA,NA,NA,NA
"08013013202","Denver",NA,NA,NA,NA,NA,NA
"08013013205","Denver",NA,NA,NA,NA,NA,NA
"08013013207","Denver",NA,NA,NA,NA,NA,NA
"08013013208","Denver",NA,NA,NA,NA,NA,NA
"08013013210","Denver",NA,NA,NA,NA,NA,NA
"08013013211","Denver",NA,NA,NA,NA,NA,NA
"08013013212","Denver",NA,NA,NA,NA,NA,NA
"08013013213","Denver",NA,NA,NA,NA,NA,NA
"08013013302","Denver",NA,NA,NA,NA,NA,NA
"08013013305","Denver",NA,NA,NA,NA,NA,NA
"08013013306","Denver",NA,NA,NA,NA,NA,NA
"08013013307","Denver",NA,NA,NA,NA,NA,NA
"08013013308","Denver",NA,NA,NA,NA,NA,NA
"08013013401","Denver",NA,NA,NA,NA,NA,NA
"08013013402","Denver",NA,NA,NA,NA,NA,NA
"08013013503","Denver",NA,NA,NA,NA,NA,NA
"08013013505","Denver",NA,NA,NA,NA,NA,NA
"08013013506","Denver",NA,NA,NA,NA,NA,NA
"08013013507","Denver",NA,NA,NA,NA,NA,NA
"08013013508","Denver",NA,NA,NA,NA,NA,NA
"08013013601","Denver",NA,NA,NA,NA,NA,NA
"08013013602","Denver",NA,NA,NA,NA,NA,NA
"08013013701","Denver",NA,NA,NA,NA,NA,NA
"08013013702","Denver",NA,NA,NA,NA,NA,NA
"08013060600","Denver",NA,NA,NA,NA,NA,NA
"08013060700","Denver",NA,NA,NA,NA,NA,NA
"08013060800","Denver",NA,NA,NA,NA,NA,NA
"08013060900","Denver",NA,NA,NA,NA,NA,NA
"08013061300","Denver",NA,NA,NA,NA,NA,NA
"08013061400","Denver",NA,NA,NA,NA,NA,NA
"08014030000","Denver",NA,NA,NA,NA,NA,NA
"08014030100","Denver",NA,NA,NA,NA,NA,NA
"08014030200","Denver",NA,NA,NA,NA,NA,NA
"08014030300","Denver",NA,NA,NA,NA,NA,NA
"08014030400","Denver",NA,NA,NA,NA,NA,NA
"08014030500","Denver",NA,NA,NA,NA,NA,NA
"08014030600","Denver",NA,NA,NA,NA,NA,NA
"08014030700","Denver",NA,NA,NA,NA,NA,NA
"08014030800","Denver",NA,NA,NA,NA,NA,NA
"08014030900","Denver",NA,NA,NA,NA,NA,NA
"08014031000","Denver",NA,NA,NA,NA,NA,NA
"08014031100","Denver",NA,NA,NA,NA,NA,NA
"08014031200","Denver",NA,NA,NA,NA,NA,NA
"08014031300","Denver",NA,NA,NA,NA,NA,NA
"08014031400","Denver",NA,NA,NA,NA,NA,NA
"08014980100","Denver",NA,NA,NA,NA,NA,NA
"08014980200","Denver",NA,NA,NA,NA,NA,NA
"08014980300","Denver",NA,NA,NA,NA,NA,NA
"08019014700","Denver",2016,343,14,9,0.62,0.85
"08019014800","Denver",2016,338,14,10,0.63,0.96
"08019014900","Denver",2016,384,9,6,0.36,0.51
"08031000102","Denver",2016,548,1,1,0.03,0.06
"08031000201","Denver",2016,443,4,2,0.14,0.15
"08031000202","Denver",2016,674,27,9,0.61,0.43
"08031000301","Denver",2016,1197,10,5,0.13,0.14
"08031000302","Denver",2016,854,1,1,0.02,0.04
"08031000303","Denver",2016,1012,9,4,0.14,0.13
"08031000401","Denver",2016,677,14,6,0.32,0.29
"08031000402","Denver",2016,1861,34,21,0.28,0.37
"08031000501","Denver",2016,311,2,2,0.1,0.21
"08031000502","Denver",2016,1576,17,9,0.16,0.19
"08031000600","Denver",2016,1103,33,15,0.46,0.44
"08031000701","Denver",2016,1374,46,33,0.51,0.78
"08031000702","Denver",2016,1783,134,75,1.15,1.36
"08031000800","Denver",2016,448,15,1,0.51,0.07
"08031000902","Denver",2016,651,11,4,0.26,0.2
"08031000903","Denver",2016,903,23,12,0.39,0.43
"08031000904","Denver",2016,1291,35,26,0.41,0.65
"08031000905","Denver",2016,575,5,5,0.13,0.28
"08031001000","Denver",2016,720,27,13,0.57,0.59
"08031001101","Denver",2016,514,20,9,0.59,0.57
"08031001102","Denver",2016,1185,39,15,0.5,0.41
"08031001301","Denver",2016,694,14,8,0.31,0.37
"08031001302","Denver",2016,536,7,7,0.2,0.42
"08031001401","Denver",2016,1212,96,42,1.21,1.12
"08031001402","Denver",2016,669,24,20,0.55,0.97
"08031001403","Denver",2016,731,12,5,0.25,0.22
"08031001500","Denver",2016,751,31,26,0.63,1.12
"08031001600","Denver",2016,4124,204,89,0.75,0.7
"08031001701","Denver",2016,2285,61,30,0.41,0.43
"08031001702","Denver",2016,2443,138,64,0.86,0.85
"08031001800","Denver",2016,1365,37,26,0.41,0.62
"08031001901","Denver",2016,933,49,17,0.8,0.59
"08031001902","Denver",2016,23,0,0,NA,NA
"08031002000","Denver",2016,962,53,30,0.84,1.01
"08031002100","Denver",2016,1635,41,18,0.38,0.36
"08031002300","Denver",2016,1006,36,22,0.55,0.71
"08031002402","Denver",2016,555,12,8,0.33,0.47
"08031002403","Denver",2016,1556,80,44,0.78,0.92
"08031002601","Denver",2016,2299,97,40,0.64,0.56
"08031002602","Denver",2016,1492,56,30,0.57,0.65
"08031002701","Denver",2016,3386,88,50,0.4,0.48
"08031002702","Denver",2016,2893,65,35,0.34,0.39
"08031002703","Denver",2016,3105,96,50,0.47,0.52
"08031002801","Denver",2016,1010,17,6,0.26,0.19
"08031002802","Denver",2016,2185,32,17,0.22,0.25
"08031002803","Denver",2016,2564,31,17,0.18,0.21
"08031002901","Denver",2016,944,15,9,0.24,0.31
"08031002902","Denver",2016,755,3,1,0.06,0.04
"08031003001","Denver",2016,1164,21,5,0.28,0.14
"08031003002","Denver",2016,754,1,1,0.02,0.04
"08031003003","Denver",2016,800,18,9,0.34,0.36
"08031003004","Denver",2016,1556,27,8,0.26,0.17
"08031003101","Denver",2016,451,11,5,0.37,0.36
"08031003102","Denver",2016,1658,41,24,0.38,0.47
"08031003201","Denver",2016,2677,25,14,0.14,0.17
"08031003202","Denver",2016,1567,15,10,0.15,0.21
"08031003203","Denver",2016,286,3,2,0.16,0.23
"08031003300","Denver",2016,516,7,4,0.21,0.25
"08031003401","Denver",2016,425,1,1,0.04,0.08
"08031003402","Denver",2016,440,3,3,0.1,0.22
"08031003500","Denver",2016,988,28,19,0.43,0.62
"08031003601","Denver",2016,965,31,19,0.49,0.64
"08031003602","Denver",2016,793,34,28,0.65,1.14
"08031003603","Denver",2016,617,7,5,0.17,0.26
"08031003701","Denver",2016,1247,8,5,0.1,0.13
"08031003702","Denver",2016,2089,32,25,0.23,0.39
"08031003703","Denver",2016,1188,7,5,0.09,0.14
"08031003800","Denver",2016,2294,33,21,0.22,0.3
"08031003901","Denver",2016,564,48,20,1.3,1.15
"08031003902","Denver",2016,473,5,2,0.16,0.14
"08031004002","Denver",2016,194,2,1,0.16,0.17
"08031004003","Denver",2016,677,12,7,0.27,0.34
"08031004004","Denver",2016,143,2,2,0.21,0.45
"08031004005","Denver",2016,1548,24,18,0.24,0.38
"08031004006","Denver",2016,1066,19,7,0.27,0.21
"08031004101","Denver",2016,1007,83,43,1.26,1.38
"08031004102","Denver",2016,719,27,11,0.57,0.5
"08031004103","Denver",2016,339,4,3,0.18,0.29
"08031004104","Denver",2016,519,15,8,0.44,0.5
"08031004106","Denver",2016,462,14,6,0.46,0.42
"08031004107","Denver",2016,1341,43,19,0.49,0.46
"08031004201","Denver",2016,515,3,2,0.09,0.13
"08031004202","Denver",2016,337,8,3,0.36,0.29
"08031004301","Denver",2016,1912,85,51,0.68,0.86
"08031004302","Denver",2016,409,2,1,0.07,0.08
"08031004303","Denver",2016,179,1,0,0.09,0
"08031004304","Denver",2016,1007,9,4,0.14,0.13
"08031004306","Denver",2016,840,130,36,2.36,1.39
"08031004403","Denver",2016,1158,58,42,0.76,1.18
"08031004404","Denver",2016,2063,153,83,1.13,1.3
"08031004405","Denver",2016,2346,105,42,0.68,0.58
"08031004503","Denver",2016,756,30,17,0.6,0.73
"08031004504","Denver",2016,588,22,8,0.57,0.44
"08031004505","Denver",2016,805,27,17,0.51,0.68
"08031004506","Denver",2016,658,16,9,0.37,0.44
"08031004601","Denver",2016,502,10,7,0.3,0.45
"08031004602","Denver",2016,1221,59,44,0.74,1.17
"08031004603","Denver",2016,632,23,14,0.55,0.72
"08031004700","Denver",2016,842,82,50,1.48,1.93
"08031004801","Denver",2016,146,6,4,0.63,0.89
"08031005001","Denver",2016,335,9,3,0.41,0.29
"08031005002","Denver",2016,2253,231,128,1.56,1.84
"08031005102","Denver",2016,423,17,12,0.61,0.92
"08031005104","Denver",2016,1299,61,40,0.72,1
"08031005200","Denver",2016,248,3,2,0.18,0.26
"08031005300","Denver",2016,392,13,9,0.51,0.74
"08031005502","Denver",2016,340,28,8,1.26,0.76
"08031005503","Denver",2016,444,17,6,0.58,0.44
"08031006701","Denver",2016,1742,138,47,1.21,0.87
"08031006804","Denver",2016,616,51,16,1.26,0.84
"08031006809","Denver",2016,2010,54,27,0.41,0.44
"08031006810","Denver",2016,1215,111,36,1.39,0.96
"08031006811","Denver",2016,1842,120,54,0.99,0.95
"08031006812","Denver",2016,417,34,17,1.24,1.32
"08031006813","Denver",2016,1976,170,74,1.31,1.21
"08031006814","Denver",2016,1201,164,63,2.08,1.7
"08031006901","Denver",2016,2257,235,129,1.59,1.85
"08031007006","Denver",2016,2364,571,218,3.68,2.99
"08031007013","Denver",2016,539,18,8,0.51,0.48
"08031007037","Denver",2016,1176,125,70,1.62,1.93
"08031007088","Denver",2016,2075,197,86,1.45,1.34
"08031007089","Denver",2016,1286,34,15,0.4,0.38
"08031008304","Denver",2016,340,24,12,1.08,1.14
"08031008305","Denver",2016,398,18,12,0.69,0.98
"08031008306","Denver",2016,886,189,99,3.25,3.62
"08031008312","Denver",2016,974,107,41,1.67,1.36
"08031008386","Denver",2016,360,14,9,0.59,0.81
"08031008387","Denver",2016,394,11,4,0.43,0.33
"08031008388","Denver",2016,1797,375,98,3.18,1.77
"08031008389","Denver",2016,368,56,16,2.32,1.41
"08031008390","Denver",2016,1236,118,41,1.46,1.08
"08031008391","Denver",2016,468,39,11,1.27,0.76
"08031011902","Denver",2016,1542,157,62,1.55,1.3
"08031011903","Denver",2016,281,4,4,0.22,0.46
"08031012001","Denver",2016,254,7,7,0.42,0.89
"08031012010","Denver",2016,1010,26,16,0.39,0.51
"08031012014","Denver",2016,1424,83,20,0.89,0.46
"08031015300","Denver",2016,2098,64,35,0.47,0.54
"08031015400","Denver",2016,591,12,9,0.31,0.49
"08031015500","Denver",2016,1726,176,81,1.55,1.52
"08031015600","Denver",2016,1352,57,33,0.64,0.79
"08031015700","Denver",2016,1225,270,110,3.36,2.91
"08031980000","Denver",2016,183,8,5,0.67,0.89
"08031980100","Denver",2016,1,1,1,NA,NA
"08035013901","Denver",2016,838,36,18,0.65,0.7
"08035013904","Denver",2016,982,62,33,0.96,1.09
"08035013905","Denver",2016,524,69,30,2.01,1.86
"08035013907","Denver",2016,387,3,3,0.12,0.25
"08035013908","Denver",2016,151,4,3,0.4,0.64
"08035013909","Denver",2016,169,0,0,0,0
"08035013910","Denver",2016,204,7,1,0.52,0.16
"08035013911","Denver",2016,147,3,2,0.31,0.44
"08035014001","Denver",2016,533,36,16,1.03,0.97
"08035014005","Denver",2016,221,5,4,0.34,0.59
"08035014006","Denver",2016,151,1,1,0.1,0.21
"08035014007","Denver",2016,1185,68,23,0.87,0.63
"08035014008","Denver",2016,130,3,3,0.35,0.75
"08035014009","Denver",2016,153,1,1,0.1,0.21
"08035014010","Denver",2016,1037,72,29,1.06,0.91
"08035014011","Denver",2016,1058,17,8,0.24,0.25
"08035014012","Denver",2016,630,30,8,0.73,0.41
"08035014013","Denver",2016,125,2,0,0.24,0
"08035014107","Denver",2016,97,1,1,NA,NA
"08035014108","Denver",2016,191,1,0,0.08,0
"08035014109","Denver",2016,190,1,1,0.08,0.17
"08035014110","Denver",2016,986,63,20,0.97,0.66
"08035014112","Denver",2016,192,3,2,0.24,0.34
"08035014113","Denver",2016,100,3,1,0.46,0.32
"08035014114","Denver",2016,487,16,11,0.5,0.73
"08035014115","Denver",2016,365,24,6,1,0.53
"08035014116","Denver",2016,1483,116,47,1.19,1.03
"08035014122","Denver",2016,494,14,7,0.43,0.46
"08035014123","Denver",2016,712,102,58,2.18,2.64
"08035014124","Denver",2016,151,1,1,0.1,0.21
"08035014125","Denver",2016,178,31,9,2.65,1.64
"08035014126","Denver",2016,711,21,5,0.45,0.23
"08035014127","Denver",2016,110,1,0,0.14,0
"08035014128","Denver",2016,255,6,4,0.36,0.51
"08035014129","Denver",2016,88,0,0,NA,NA
