GEOID,ARSON,ASSAULT,BATTERY,BURGLARY,CONCEALED CARRY LICENSE VIOLATION,CRIM SEXUAL ASSAULT,CRIMINAL DAMAGE,CRIMINAL SEXUAL ASSAULT,CRIMINAL TRESPASS,DECEPTIVE PRACTICE,GAMBLING,HOMICIDE,HUMAN TRAFFICKING,INTERFERENCE WITH PUBLIC OFFICER,INTIMIDATION,KIDNAPPING,LIQUOR LAW VIOLATION,MOTOR VEHICLE THEFT,NARCOTICS,NON - CRIMINAL,NON-CRIMINAL,NON-CRIMINAL (SUBJECT SPECIFIED),OBSCENITY,OFFENSE INVOLVING CHILDREN,OTHER NARCOTIC VIOLATION,OTHER OFFENSE,PROSTITUTION,PUBLIC INDECENCY,PUBLIC PEACE VIOLATION,ROBBERY,SEX OFFENSE,STALKING,THEFT,WEAPONS VIOLATION,TOTAL
17031530503,5.0,268.0,690.0,189.0,0.0,20.0,471.0,0.0,58.0,127.0,0.0,12.0,0.0,17.0,3.0,5.0,2.0,121.0,128.0,0.0,0.0,0.0,1.0,31.0,0.0,296.0,0.0,0.0,24.0,111.0,7.0,3.0,483.0,119.0,3191
17031530600,5.0,195.0,531.0,114.0,1.0,6.0,294.0,0.0,61.0,81.0,0.0,11.0,0.0,16.0,0.0,1.0,5.0,61.0,151.0,0.0,0.0,0.0,0.0,29.0,0.0,223.0,6.0,0.0,19.0,81.0,5.0,3.0,280.0,69.0,2248
17031540101,5.0,447.0,1076.0,148.0,0.0,21.0,446.0,0.0,112.0,89.0,0.0,17.0,0.0,13.0,1.0,1.0,3.0,126.0,127.0,0.0,0.0,0.0,2.0,46.0,0.0,271.0,0.0,0.0,28.0,127.0,16.0,6.0,409.0,105.0,3642
17031540102,5.0,259.0,759.0,120.0,0.0,10.0,359.0,0.0,145.0,85.0,0.0,13.0,0.0,22.0,1.0,0.0,3.0,94.0,136.0,0.0,0.0,0.0,1.0,30.0,0.0,256.0,0.0,0.0,11.0,88.0,8.0,0.0,310.0,106.0,2821
17031550100,9.0,210.0,498.0,143.0,0.0,11.0,303.0,0.0,45.0,143.0,0.0,1.0,0.0,8.0,2.0,3.0,3.0,57.0,54.0,0.0,1.0,0.0,2.0,35.0,0.0,177.0,0.0,0.0,19.0,43.0,6.0,4.0,426.0,37.0,2240
17031550200,1.0,61.0,129.0,56.0,0.0,2.0,97.0,0.0,18.0,68.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,26.0,24.0,0.0,0.0,0.0,0.0,9.0,0.0,62.0,0.0,0.0,4.0,3.0,2.0,2.0,180.0,5.0,752
17031560100,2.0,34.0,91.0,29.0,0.0,10.0,59.0,0.0,12.0,34.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,24.0,22.0,0.0,0.0,0.0,0.0,3.0,0.0,34.0,16.0,0.0,3.0,13.0,3.0,0.0,92.0,7.0,492
17031560200,2.0,53.0,158.0,69.0,0.0,1.0,104.0,0.0,15.0,27.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,23.0,80.0,0.0,0.0,0.0,0.0,6.0,0.0,56.0,6.0,0.0,6.0,23.0,0.0,0.0,111.0,7.0,754
17031560300,0.0,30.0,87.0,93.0,0.0,5.0,147.0,0.0,10.0,56.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,50.0,43.0,0.0,0.0,0.0,0.0,8.0,0.0,38.0,77.0,0.0,0.0,28.0,1.0,1.0,132.0,8.0,818
17031560400,2.0,45.0,89.0,66.0,0.0,3.0,82.0,1.0,23.0,53.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,37.0,36.0,0.0,0.0,0.0,0.0,8.0,0.0,23.0,112.0,0.0,0.0,26.0,0.0,0.0,130.0,1.0,740
17031560700,6.0,61.0,142.0,74.0,0.0,5.0,146.0,0.0,18.0,69.0,0.0,3.0,0.0,3.0,1.0,1.0,2.0,40.0,25.0,0.0,0.0,0.0,0.0,10.0,0.0,57.0,0.0,0.0,4.0,29.0,5.0,0.0,206.0,14.0,921
17031560800,0.0,63.0,124.0,66.0,0.0,5.0,172.0,0.0,28.0,109.0,0.0,2.0,0.0,7.0,1.0,0.0,1.0,46.0,42.0,0.0,1.0,0.0,1.0,9.0,0.0,89.0,1.0,0.0,6.0,27.0,2.0,3.0,335.0,2.0,1142
17031560900,2.0,51.0,90.0,55.0,0.0,7.0,117.0,1.0,25.0,107.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,40.0,35.0,1.0,0.0,0.0,0.0,16.0,0.0,81.0,0.0,0.0,3.0,11.0,3.0,0.0,163.0,4.0,815
17031561000,1.0,47.0,91.0,42.0,0.0,3.0,135.0,0.0,21.0,96.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,22.0,28.0,0.0,1.0,0.0,1.0,8.0,0.0,50.0,0.0,0.0,5.0,10.0,2.0,1.0,171.0,3.0,743
17031561100,2.0,69.0,181.0,52.0,0.0,3.0,130.0,0.0,18.0,69.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,23.0,39.0,0.0,0.0,0.0,0.0,10.0,1.0,87.0,0.0,0.0,21.0,6.0,7.0,0.0,168.0,2.0,896
17031570100,2.0,37.0,64.0,57.0,0.0,2.0,66.0,0.0,10.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,17.0,0.0,0.0,0.0,0.0,8.0,0.0,28.0,2.0,0.0,2.0,26.0,2.0,1.0,239.0,7.0,661
17031570200,1.0,45.0,89.0,77.0,1.0,0.0,109.0,0.0,15.0,67.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,82.0,19.0,0.0,0.0,0.0,1.0,5.0,0.0,39.0,4.0,0.0,4.0,22.0,2.0,0.0,265.0,5.0,856
17031570300,4.0,107.0,276.0,133.0,0.0,10.0,275.0,0.0,26.0,82.0,0.0,6.0,0.0,2.0,1.0,7.0,2.0,92.0,45.0,0.0,0.0,0.0,1.0,19.0,0.0,101.0,11.0,1.0,6.0,59.0,4.0,2.0,254.0,19.0,1545
17031570400,0.0,67.0,173.0,39.0,0.0,4.0,117.0,0.0,14.0,34.0,0.0,1.0,0.0,2.0,3.0,2.0,0.0,47.0,65.0,0.0,1.0,0.0,1.0,8.0,0.0,49.0,6.0,1.0,26.0,25.0,10.0,1.0,200.0,9.0,905
17031570500,0.0,27.0,94.0,62.0,0.0,6.0,110.0,2.0,5.0,42.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,54.0,18.0,0.0,0.0,0.0,0.0,3.0,0.0,27.0,0.0,0.0,3.0,28.0,2.0,0.0,108.0,8.0,603
17031580100,3.0,59.0,201.0,56.0,0.0,6.0,144.0,0.0,11.0,43.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,49.0,62.0,0.0,0.0,0.0,2.0,13.0,0.0,51.0,0.0,0.0,7.0,26.0,6.0,0.0,163.0,8.0,917
17031580200,2.0,77.0,251.0,55.0,0.0,6.0,151.0,0.0,16.0,35.0,0.0,3.0,0.0,4.0,0.0,2.0,1.0,62.0,67.0,0.0,0.0,0.0,0.0,13.0,0.0,70.0,0.0,0.0,8.0,34.0,5.0,0.0,116.0,15.0,993
17031580300,1.0,39.0,103.0,35.0,0.0,1.0,71.0,0.0,8.0,22.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,29.0,28.0,0.0,0.0,0.0,0.0,7.0,0.0,34.0,0.0,0.0,4.0,12.0,2.0,0.0,59.0,13.0,472
17031580400,6.0,99.0,264.0,135.0,0.0,7.0,224.0,1.0,21.0,53.0,0.0,5.0,0.0,5.0,0.0,0.0,3.0,97.0,109.0,0.0,0.0,0.0,0.0,13.0,0.0,106.0,7.0,0.0,2.0,83.0,9.0,3.0,249.0,13.0,1514
17031580501,3.0,123.0,374.0,102.0,0.0,8.0,197.0,0.0,25.0,64.0,0.0,7.0,0.0,14.0,2.0,4.0,4.0,85.0,154.0,0.0,0.0,0.0,0.0,14.0,0.0,104.0,0.0,0.0,23.0,72.0,9.0,1.0,188.0,30.0,1607
17031580502,2.0,60.0,240.0,79.0,0.0,8.0,169.0,0.0,21.0,57.0,0.0,2.0,0.0,6.0,0.0,1.0,8.0,75.0,89.0,1.0,0.0,0.0,0.0,18.0,0.0,81.0,0.0,0.0,12.0,62.0,5.0,0.0,149.0,13.0,1158
17031580600,9.0,97.0,333.0,104.0,0.0,10.0,202.0,0.0,19.0,58.0,0.0,4.0,0.0,9.0,0.0,1.0,3.0,53.0,119.0,0.0,0.0,0.0,0.0,15.0,0.0,96.0,0.0,0.0,17.0,48.0,6.0,3.0,211.0,38.0,1455
17031580700,7.0,84.0,285.0,95.0,0.0,3.0,207.0,0.0,34.0,60.0,0.0,3.0,0.0,11.0,1.0,1.0,1.0,60.0,92.0,0.0,0.0,0.0,0.0,11.0,0.0,108.0,0.0,0.0,12.0,48.0,7.0,3.0,138.0,25.0,1296
17031580800,3.0,52.0,106.0,39.0,0.0,1.0,73.0,0.0,15.0,26.0,0.0,7.0,0.0,3.0,0.0,1.0,0.0,35.0,44.0,0.0,0.0,0.0,0.0,6.0,0.0,46.0,16.0,0.0,3.0,26.0,5.0,0.0,187.0,8.0,702
17031590500,3.0,41.0,107.0,30.0,0.0,1.0,114.0,0.0,15.0,30.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,36.0,33.0,0.0,0.0,0.0,0.0,3.0,0.0,36.0,0.0,0.0,2.0,36.0,4.0,0.0,263.0,4.0,763
17031590600,1.0,89.0,139.0,65.0,0.0,2.0,129.0,0.0,14.0,31.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,38.0,65.0,0.0,1.0,0.0,0.0,5.0,0.0,53.0,1.0,0.0,2.0,20.0,2.0,0.0,119.0,6.0,788
17031590700,4.0,75.0,145.0,64.0,0.0,1.0,154.0,0.0,19.0,36.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,52.0,52.0,0.0,0.0,0.0,0.0,12.0,0.0,69.0,0.0,0.0,6.0,23.0,3.0,1.0,174.0,14.0,908
17031600400,5.0,50.0,90.0,41.0,0.0,1.0,96.0,0.0,12.0,42.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,26.0,19.0,0.0,0.0,0.0,0.0,2.0,0.0,35.0,0.0,0.0,1.0,26.0,7.0,0.0,137.0,8.0,603
17031600600,1.0,35.0,102.0,54.0,0.0,2.0,115.0,0.0,14.0,24.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,31.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,1.0,0.0,5.0,23.0,3.0,0.0,106.0,1.0,598
17031600700,4.0,45.0,151.0,76.0,0.0,1.0,120.0,0.0,13.0,31.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,32.0,18.0,0.0,0.0,1.0,0.0,9.0,0.0,36.0,3.0,0.0,0.0,23.0,0.0,1.0,101.0,6.0,676
17031600900,2.0,130.0,235.0,89.0,0.0,5.0,176.0,0.0,43.0,76.0,0.0,5.0,0.0,9.0,3.0,1.0,1.0,36.0,70.0,2.0,1.0,0.0,0.0,14.0,0.0,126.0,0.0,0.0,10.0,16.0,6.0,1.0,217.0,19.0,1293
17031610300,9.0,209.0,556.0,75.0,0.0,13.0,283.0,1.0,46.0,115.0,0.0,13.0,0.0,14.0,3.0,1.0,6.0,111.0,122.0,0.0,0.0,0.0,0.0,27.0,0.0,175.0,4.0,1.0,16.0,83.0,13.0,6.0,675.0,60.0,2637
17031610400,2.0,97.0,202.0,34.0,0.0,7.0,78.0,1.0,14.0,34.0,0.0,9.0,0.0,8.0,0.0,1.0,1.0,20.0,64.0,0.0,0.0,0.0,0.0,10.0,0.0,65.0,3.0,0.0,10.0,35.0,3.0,0.0,187.0,20.0,905
17031610800,1.0,37.0,53.0,21.0,0.0,4.0,45.0,0.0,8.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,19.0,12.0,0.0,0.0,0.0,0.0,5.0,0.0,30.0,0.0,0.0,2.0,12.0,1.0,0.0,73.0,3.0,342
17031611000,4.0,62.0,201.0,47.0,0.0,5.0,86.0,0.0,13.0,34.0,3.0,8.0,0.0,4.0,0.0,1.0,3.0,24.0,51.0,0.0,0.0,0.0,0.0,12.0,0.0,78.0,0.0,0.0,5.0,44.0,2.0,1.0,150.0,28.0,866
17031611100,3.0,66.0,223.0,81.0,1.0,4.0,149.0,0.0,13.0,16.0,2.0,4.0,0.0,6.0,0.0,0.0,2.0,46.0,89.0,0.0,0.0,0.0,0.0,4.0,0.0,81.0,2.0,1.0,7.0,26.0,7.0,1.0,134.0,27.0,995
17031611200,3.0,182.0,433.0,62.0,0.0,8.0,145.0,2.0,30.0,37.0,1.0,8.0,0.0,18.0,2.0,2.0,0.0,41.0,116.0,0.0,0.0,0.0,2.0,10.0,0.0,109.0,6.0,0.0,26.0,74.0,12.0,2.0,175.0,42.0,1548
17031611300,7.0,172.0,410.0,93.0,0.0,13.0,171.0,0.0,27.0,71.0,0.0,1.0,0.0,15.0,0.0,0.0,4.0,58.0,125.0,0.0,1.0,0.0,1.0,23.0,1.0,118.0,15.0,0.0,21.0,117.0,11.0,1.0,223.0,33.0,1732
17031611400,5.0,95.0,274.0,45.0,0.0,11.0,146.0,1.0,14.0,35.0,0.0,9.0,0.0,8.0,3.0,3.0,1.0,51.0,88.0,0.0,0.0,0.0,0.0,17.0,0.0,79.0,0.0,0.0,11.0,52.0,10.0,1.0,144.0,33.0,1136
17031611500,6.0,72.0,193.0,81.0,0.0,7.0,154.0,0.0,20.0,31.0,0.0,0.0,0.0,11.0,4.0,1.0,2.0,49.0,95.0,0.0,1.0,0.0,1.0,13.0,0.0,69.0,1.0,0.0,6.0,50.0,8.0,0.0,172.0,21.0,1068
17031611600,6.0,51.0,217.0,98.0,0.0,3.0,126.0,0.0,16.0,25.0,0.0,8.0,0.0,3.0,2.0,0.0,0.0,37.0,78.0,0.0,0.0,0.0,0.0,10.0,0.0,54.0,0.0,0.0,5.0,53.0,4.0,0.0,130.0,22.0,948
17031611700,9.0,114.0,277.0,82.0,0.0,6.0,135.0,0.0,47.0,34.0,0.0,12.0,0.0,4.0,1.0,2.0,0.0,56.0,176.0,0.0,0.0,0.0,1.0,17.0,0.0,100.0,2.0,0.0,4.0,55.0,3.0,0.0,164.0,57.0,1358
17031611800,7.0,139.0,312.0,72.0,0.0,7.0,134.0,0.0,28.0,37.0,4.0,5.0,0.0,10.0,3.0,1.0,1.0,57.0,114.0,0.0,1.0,0.0,0.0,12.0,0.0,116.0,1.0,0.0,7.0,62.0,5.0,1.0,199.0,33.0,1368
17031611900,4.0,164.0,453.0,77.0,0.0,5.0,181.0,0.0,24.0,53.0,5.0,12.0,0.0,22.0,1.0,2.0,1.0,51.0,223.0,0.0,0.0,0.0,0.0,18.0,0.0,179.0,0.0,0.0,13.0,106.0,2.0,0.0,258.0,67.0,1921
17031612000,3.0,97.0,292.0,65.0,0.0,8.0,131.0,1.0,23.0,33.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,46.0,116.0,0.0,0.0,0.0,0.0,14.0,0.0,99.0,0.0,0.0,10.0,37.0,2.0,0.0,155.0,37.0,1187
17031612100,5.0,87.0,288.0,55.0,0.0,6.0,132.0,0.0,18.0,37.0,1.0,8.0,0.0,9.0,0.0,0.0,0.0,22.0,62.0,0.0,0.0,0.0,0.0,9.0,0.0,94.0,0.0,0.0,3.0,36.0,1.0,1.0,133.0,30.0,1037
17031620100,3.0,79.0,190.0,146.0,0.0,7.0,186.0,0.0,42.0,118.0,1.0,1.0,0.0,2.0,1.0,2.0,3.0,99.0,41.0,0.0,0.0,0.0,0.0,10.0,0.0,96.0,0.0,0.0,24.0,71.0,3.0,2.0,522.0,7.0,1656
17031620200,1.0,43.0,98.0,80.0,0.0,1.0,95.0,0.0,17.0,45.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,40.0,21.0,0.0,0.0,0.0,0.0,4.0,0.0,54.0,0.0,0.0,3.0,40.0,0.0,1.0,169.0,17.0,734
17031620300,7.0,71.0,203.0,167.0,0.0,3.0,242.0,0.0,32.0,128.0,0.0,3.0,0.0,3.0,0.0,5.0,0.0,76.0,48.0,0.0,0.0,0.0,1.0,13.0,0.0,112.0,1.0,1.0,12.0,69.0,12.0,0.0,265.0,15.0,1489
17031620400,2.0,56.0,167.0,124.0,0.0,5.0,211.0,0.0,16.0,58.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,60.0,40.0,0.0,0.0,0.0,2.0,13.0,0.0,86.0,0.0,0.0,8.0,54.0,6.0,0.0,133.0,15.0,1064
17031630100,1.0,74.0,147.0,30.0,0.0,2.0,107.0,0.0,11.0,42.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,26.0,42.0,1.0,0.0,0.0,0.0,2.0,0.0,34.0,0.0,0.0,10.0,30.0,2.0,1.0,213.0,18.0,801
17031630200,2.0,46.0,144.0,41.0,0.0,2.0,97.0,0.0,12.0,29.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,24.0,47.0,0.0,0.0,0.0,0.0,4.0,0.0,35.0,1.0,0.0,1.0,30.0,5.0,0.0,142.0,13.0,680
17031630300,7.0,133.0,323.0,115.0,2.0,6.0,259.0,0.0,34.0,75.0,0.0,0.0,0.0,6.0,0.0,8.0,0.0,97.0,113.0,0.0,0.0,0.0,0.0,17.0,0.0,97.0,0.0,0.0,18.0,81.0,9.0,1.0,584.0,41.0,2026
17031630400,5.0,61.0,322.0,133.0,0.0,6.0,225.0,0.0,10.0,73.0,0.0,4.0,0.0,6.0,1.0,1.0,4.0,84.0,110.0,0.0,0.0,0.0,0.0,13.0,0.0,98.0,0.0,0.0,15.0,65.0,9.0,3.0,185.0,25.0,1458
17031630500,5.0,143.0,302.0,113.0,0.0,13.0,224.0,1.0,25.0,72.0,0.0,7.0,0.0,3.0,1.0,0.0,2.0,69.0,107.0,0.0,0.0,0.0,1.0,26.0,0.0,128.0,0.0,0.0,20.0,77.0,10.0,0.0,243.0,26.0,1618
17031630800,3.0,124.0,346.0,124.0,1.0,12.0,224.0,0.0,27.0,85.0,0.0,4.0,0.0,8.0,1.0,1.0,1.0,116.0,97.0,0.0,0.0,0.0,1.0,24.0,0.0,109.0,16.0,0.0,32.0,94.0,9.0,1.0,267.0,26.0,1753
17031630900,7.0,93.0,245.0,93.0,0.0,6.0,202.0,0.0,17.0,66.0,0.0,3.0,0.0,7.0,2.0,1.0,1.0,76.0,54.0,0.0,0.0,0.0,2.0,27.0,0.0,78.0,1.0,0.0,10.0,83.0,11.0,2.0,189.0,13.0,1289
17031640100,0.0,29.0,70.0,17.0,0.0,0.0,104.0,0.0,15.0,30.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,32.0,7.0,0.0,0.0,0.0,0.0,6.0,0.0,28.0,0.0,0.0,2.0,20.0,4.0,0.0,222.0,2.0,592
17031640300,4.0,73.0,209.0,80.0,0.0,3.0,195.0,0.0,21.0,103.0,0.0,0.0,0.0,6.0,1.0,3.0,0.0,38.0,45.0,0.0,0.0,0.0,0.0,16.0,0.0,116.0,0.0,0.0,9.0,23.0,10.0,2.0,215.0,5.0,1177
17031640400,3.0,35.0,101.0,76.0,0.0,4.0,80.0,0.0,13.0,67.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,26.0,22.0,0.0,0.0,0.0,0.0,21.0,0.0,67.0,0.0,0.0,2.0,17.0,3.0,0.0,164.0,3.0,706
17031640500,1.0,35.0,62.0,28.0,0.0,1.0,63.0,0.0,4.0,44.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,19.0,7.0,0.0,0.0,0.0,0.0,3.0,0.0,51.0,0.0,0.0,3.0,3.0,2.0,0.0,94.0,1.0,424
17031640600,2.0,46.0,126.0,65.0,0.0,3.0,123.0,0.0,16.0,71.0,0.0,1.0,0.0,3.0,3.0,0.0,1.0,48.0,27.0,1.0,0.0,0.0,2.0,10.0,0.0,56.0,0.0,0.0,1.0,16.0,5.0,1.0,140.0,4.0,771
17031640700,1.0,48.0,118.0,50.0,0.0,4.0,116.0,0.0,13.0,55.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,25.0,23.0,0.0,0.0,0.0,0.0,12.0,0.0,65.0,0.0,0.0,5.0,9.0,4.0,1.0,151.0,2.0,705
17031640800,0.0,18.0,56.0,38.0,0.0,3.0,53.0,0.0,6.0,34.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,5.0,0.0,17.0,0.0,0.0,4.0,11.0,3.0,0.0,73.0,2.0,355
17031650100,5.0,91.0,227.0,92.0,0.0,6.0,181.0,0.0,11.0,70.0,0.0,1.0,0.0,4.0,2.0,1.0,1.0,73.0,76.0,0.0,0.0,0.0,2.0,9.0,0.0,63.0,0.0,0.0,14.0,42.0,9.0,2.0,222.0,8.0,1212
17031650200,6.0,87.0,267.0,173.0,0.0,4.0,290.0,0.0,18.0,109.0,0.0,2.0,0.0,2.0,3.0,0.0,8.0,92.0,65.0,0.0,0.0,0.0,0.0,21.0,0.0,132.0,0.0,1.0,7.0,66.0,3.0,0.0,253.0,11.0,1620
17031650301,6.0,80.0,199.0,133.0,0.0,7.0,235.0,0.0,22.0,93.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,60.0,47.0,0.0,0.0,0.0,0.0,25.0,0.0,108.0,0.0,0.0,6.0,59.0,8.0,1.0,285.0,9.0,1389
17031650302,7.0,72.0,137.0,96.0,0.0,5.0,178.0,0.0,25.0,66.0,0.0,0.0,0.0,4.0,0.0,2.0,2.0,70.0,40.0,0.0,0.0,0.0,0.0,25.0,0.0,91.0,0.0,0.0,9.0,43.0,4.0,1.0,189.0,15.0,1081
17031650400,3.0,86.0,207.0,141.0,0.0,3.0,246.0,0.0,32.0,76.0,0.0,3.0,0.0,3.0,1.0,1.0,1.0,93.0,36.0,0.0,0.0,1.0,1.0,14.0,0.0,95.0,0.0,0.0,3.0,81.0,4.0,1.0,304.0,11.0,1447
17031650500,4.0,108.0,240.0,97.0,0.0,9.0,209.0,0.0,39.0,136.0,0.0,0.0,0.0,2.0,1.0,6.0,0.0,79.0,26.0,0.0,1.0,0.0,0.0,19.0,0.0,103.0,0.0,0.0,8.0,59.0,6.0,1.0,1589.0,9.0,2751
17031660301,4.0,85.0,212.0,64.0,0.0,3.0,105.0,0.0,26.0,63.0,0.0,4.0,0.0,13.0,0.0,0.0,0.0,48.0,71.0,0.0,0.0,0.0,0.0,8.0,0.0,112.0,5.0,0.0,12.0,81.0,3.0,0.0,173.0,10.0,1102
17031660302,6.0,120.0,331.0,106.0,1.0,13.0,221.0,0.0,34.0,87.0,0.0,8.0,0.0,8.0,0.0,1.0,1.0,121.0,85.0,0.0,1.0,0.0,1.0,21.0,0.0,143.0,11.0,0.0,22.0,104.0,9.0,1.0,281.0,20.0,1757
17031660400,6.0,129.0,281.0,118.0,1.0,6.0,244.0,0.0,31.0,80.0,0.0,3.0,0.0,8.0,0.0,2.0,3.0,93.0,65.0,1.0,0.0,0.0,1.0,13.0,0.0,125.0,0.0,0.0,13.0,54.0,5.0,1.0,261.0,29.0,1573
17031660500,8.0,147.0,339.0,137.0,1.0,12.0,292.0,0.0,49.0,95.0,0.0,3.0,0.0,9.0,0.0,2.0,1.0,102.0,110.0,1.0,1.0,0.0,1.0,42.0,0.0,124.0,4.0,0.0,14.0,78.0,11.0,0.0,426.0,23.0,2032
17031660600,9.0,319.0,985.0,286.0,0.0,22.0,426.0,0.0,72.0,185.0,25.0,16.0,0.0,32.0,0.0,5.0,2.0,149.0,414.0,0.0,0.0,0.0,0.0,34.0,0.0,366.0,5.0,0.0,50.0,219.0,7.0,1.0,592.0,97.0,4318
17031660700,6.0,181.0,451.0,112.0,0.0,7.0,222.0,0.0,51.0,77.0,13.0,10.0,0.0,13.0,1.0,1.0,1.0,77.0,173.0,0.0,1.0,0.0,0.0,14.0,0.0,145.0,1.0,0.0,28.0,74.0,7.0,0.0,308.0,54.0,2028
17031660800,5.0,244.0,650.0,267.0,0.0,24.0,418.0,0.0,58.0,124.0,1.0,5.0,0.0,9.0,2.0,3.0,1.0,171.0,136.0,1.0,0.0,0.0,2.0,29.0,0.0,204.0,0.0,0.0,16.0,117.0,8.0,0.0,485.0,43.0,3023
17031660900,6.0,361.0,1001.0,311.0,0.0,28.0,490.0,1.0,68.0,139.0,5.0,11.0,0.0,20.0,3.0,3.0,3.0,110.0,221.0,1.0,1.0,0.0,2.0,53.0,0.0,292.0,1.0,0.0,38.0,186.0,20.0,4.0,599.0,68.0,4046
17031661000,6.0,250.0,737.0,281.0,0.0,23.0,411.0,1.0,88.0,201.0,10.0,14.0,0.0,18.0,1.0,1.0,2.0,151.0,201.0,1.0,1.0,0.0,1.0,23.0,0.0,296.0,1.0,0.0,34.0,137.0,5.0,1.0,621.0,82.0,3599
17031661100,1.0,122.0,347.0,246.0,0.0,12.0,275.0,0.0,29.0,97.0,1.0,2.0,0.0,4.0,1.0,3.0,2.0,122.0,69.0,0.0,0.0,0.0,0.0,21.0,0.0,118.0,0.0,0.0,4.0,63.0,7.0,0.0,283.0,23.0,1852
17031670100,4.0,114.0,343.0,94.0,2.0,8.0,172.0,1.0,38.0,45.0,12.0,6.0,0.0,11.0,0.0,1.0,1.0,62.0,267.0,0.0,0.0,0.0,0.0,11.0,0.0,153.0,6.0,1.0,14.0,43.0,4.0,0.0,163.0,63.0,1639
17031670200,2.0,116.0,354.0,92.0,0.0,6.0,147.0,0.0,37.0,35.0,1.0,3.0,2.0,15.0,1.0,4.0,0.0,45.0,251.0,0.0,0.0,0.0,0.0,14.0,0.0,86.0,1.0,0.0,18.0,45.0,5.0,0.0,168.0,75.0,1523
17031670300,3.0,138.0,376.0,67.0,1.0,2.0,107.0,0.0,49.0,61.0,0.0,4.0,0.0,12.0,1.0,2.0,0.0,33.0,118.0,0.0,0.0,0.0,0.0,12.0,0.0,112.0,8.0,0.0,18.0,64.0,6.0,0.0,222.0,44.0,1460
17031670400,1.0,111.0,356.0,71.0,0.0,9.0,179.0,0.0,21.0,48.0,2.0,8.0,0.0,6.0,2.0,2.0,0.0,51.0,110.0,0.0,0.0,0.0,1.0,16.0,0.0,89.0,0.0,0.0,7.0,49.0,12.0,0.0,176.0,42.0,1369
17031670500,6.0,139.0,313.0,59.0,0.0,4.0,153.0,0.0,60.0,36.0,5.0,3.0,0.0,8.0,2.0,1.0,2.0,45.0,114.0,0.0,0.0,0.0,0.0,14.0,0.0,82.0,0.0,0.0,6.0,47.0,3.0,0.0,186.0,24.0,1312
17031670600,7.0,92.0,281.0,61.0,0.0,9.0,139.0,1.0,10.0,36.0,1.0,3.0,0.0,8.0,0.0,1.0,2.0,34.0,85.0,0.0,0.0,0.0,0.0,10.0,0.0,69.0,0.0,0.0,5.0,39.0,6.0,0.0,182.0,24.0,1105
17031670700,7.0,159.0,453.0,79.0,1.0,11.0,162.0,1.0,60.0,64.0,4.0,5.0,0.0,15.0,0.0,4.0,1.0,52.0,194.0,0.0,0.0,0.0,0.0,18.0,0.0,142.0,118.0,0.0,18.0,115.0,4.0,1.0,347.0,54.0,2089
17031670800,7.0,164.0,441.0,102.0,0.0,12.0,202.0,0.0,49.0,76.0,3.0,6.0,1.0,29.0,2.0,5.0,0.0,53.0,318.0,0.0,1.0,0.0,0.0,28.0,0.0,182.0,48.0,0.0,25.0,76.0,6.0,1.0,224.0,48.0,2109
17031670900,7.0,124.0,346.0,71.0,2.0,7.0,134.0,0.0,24.0,37.0,1.0,3.0,0.0,9.0,0.0,0.0,0.0,31.0,91.0,0.0,0.0,0.0,0.0,13.0,0.0,104.0,2.0,0.0,3.0,52.0,5.0,1.0,172.0,29.0,1268
