GEOID,ARSON,ASSAULT,BATTERY,BURGLARY,CONCEALED CARRY LICENSE VIOLATION,CRIM SEXUAL ASSAULT,CRIMINAL DAMAGE,CRIMINAL SEXUAL ASSAULT,CRIMINAL TRESPASS,DECEPTIVE PRACTICE,GAMBLING,HOMICIDE,HUMAN TRAFFICKING,INTERFERENCE WITH PUBLIC OFFICER,INTIMIDATION,KIDNAPPING,LIQUOR LAW VIOLATION,MOTOR VEHICLE THEFT,NARCOTICS,NON - CRIMINAL,NON-CRIMINAL,NON-CRIMINAL (SUBJECT SPECIFIED),OBSCENITY,OFFENSE INVOLVING CHILDREN,OTHER NARCOTIC VIOLATION,OTHER OFFENSE,PROSTITUTION,PUBLIC INDECENCY,PUBLIC PEACE VIOLATION,ROBBERY,SEX OFFENSE,STALKING,THEFT,WEAPONS VIOLATION,TOTAL
17031390700,1.0,90.0,186.0,53.0,0.0,7.0,126.0,0.0,29.0,158.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,78.0,27.0,0.0,1.0,0.0,1.0,11.0,0.0,104.0,0.0,0.0,6.0,79.0,7.0,1.0,517.0,4.0,1487
17031400300,3.0,174.0,505.0,106.0,0.0,6.0,423.0,1.0,38.0,90.0,0.0,7.0,0.0,6.0,1.0,1.0,0.0,118.0,48.0,0.0,0.0,0.0,0.0,22.0,0.0,131.0,1.0,0.0,12.0,111.0,5.0,2.0,464.0,26.0,2301
17031400400,5.0,169.0,498.0,103.0,0.0,9.0,269.0,0.0,31.0,60.0,2.0,5.0,0.0,6.0,1.0,1.0,1.0,75.0,73.0,0.0,0.0,0.0,1.0,12.0,0.0,146.0,4.0,0.0,18.0,113.0,2.0,1.0,320.0,32.0,1957
17031400500,2.0,223.0,644.0,260.0,0.0,12.0,349.0,0.0,87.0,85.0,2.0,7.0,0.0,14.0,1.0,3.0,2.0,77.0,131.0,0.0,0.0,0.0,2.0,19.0,0.0,141.0,0.0,0.0,19.0,108.0,6.0,1.0,357.0,46.0,2598
17031400800,2.0,247.0,701.0,149.0,0.0,17.0,348.0,0.0,77.0,84.0,6.0,7.0,0.0,18.0,3.0,2.0,1.0,96.0,146.0,0.0,0.0,0.0,1.0,32.0,0.0,256.0,0.0,0.0,29.0,176.0,5.0,2.0,409.0,59.0,2873
17031410100,0.0,41.0,97.0,19.0,0.0,0.0,55.0,0.0,17.0,55.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,35.0,4.0,0.0,0.0,0.0,1.0,2.0,0.0,41.0,0.0,0.0,7.0,35.0,3.0,2.0,242.0,1.0,662
17031410200,0.0,11.0,13.0,27.0,0.0,0.0,31.0,0.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0,17.0,0.0,0.0,75.0,0.0,209
17031410500,0.0,40.0,133.0,131.0,0.0,10.0,153.0,0.0,25.0,55.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,34.0,9.0,0.0,0.0,0.0,0.0,8.0,0.0,82.0,0.0,0.0,5.0,45.0,1.0,2.0,234.0,6.0,975
17031410600,0.0,10.0,29.0,74.0,0.0,0.0,70.0,0.0,12.0,34.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,18.0,0.0,0.0,1.0,48.0,3.0,0.0,151.0,0.0,491
17031410700,0.0,42.0,82.0,43.0,0.0,3.0,80.0,0.0,13.0,91.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25.0,5.0,0.0,0.0,0.0,0.0,8.0,0.0,26.0,0.0,0.0,3.0,62.0,3.0,1.0,296.0,0.0,784
17031410800,1.0,71.0,166.0,40.0,0.0,13.0,109.0,1.0,19.0,170.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,31.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,95.0,0.0,0.0,5.0,61.0,5.0,1.0,428.0,4.0,1233
17031410900,0.0,55.0,123.0,59.0,0.0,6.0,111.0,0.0,20.0,111.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,40.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,60.0,0.0,0.0,2.0,56.0,4.0,1.0,310.0,3.0,974
17031411000,0.0,46.0,122.0,56.0,0.0,6.0,107.0,0.0,12.0,87.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,51.0,12.0,0.0,0.0,0.0,1.0,7.0,0.0,50.0,0.0,1.0,3.0,45.0,10.0,1.0,308.0,5.0,934
17031411100,0.0,21.0,32.0,30.0,0.0,1.0,33.0,0.0,19.0,60.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,27.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,3.0,29.0,0.0,1.0,296.0,0.0,581
17031411200,1.0,9.0,30.0,32.0,0.0,2.0,25.0,0.0,4.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,12.0,0.0,0.0,0.0,28.0,1.0,0.0,91.0,0.0,278
17031420100,1.0,95.0,234.0,27.0,1.0,4.0,80.0,0.0,29.0,41.0,2.0,1.0,0.0,4.0,3.0,1.0,0.0,36.0,16.0,0.0,1.0,0.0,0.0,8.0,0.0,71.0,17.0,0.0,30.0,21.0,4.0,2.0,155.0,11.0,895
17031420200,2.0,72.0,182.0,48.0,0.0,6.0,73.0,0.0,8.0,46.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,34.0,23.0,0.0,0.0,0.0,0.0,8.0,0.0,58.0,0.0,0.0,4.0,26.0,6.0,1.0,157.0,8.0,767
17031420300,0.0,31.0,88.0,85.0,0.0,6.0,67.0,0.0,9.0,36.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,18.0,4.0,0.0,0.0,0.0,1.0,8.0,0.0,46.0,0.0,0.0,5.0,28.0,2.0,1.0,95.0,6.0,538
17031420400,2.0,71.0,115.0,50.0,0.0,6.0,86.0,1.0,28.0,52.0,0.0,1.0,0.0,8.0,0.0,1.0,1.0,21.0,34.0,0.0,0.0,0.0,0.0,9.0,0.0,72.0,0.0,0.0,5.0,45.0,2.0,2.0,168.0,5.0,785
17031420500,3.0,144.0,336.0,102.0,0.0,5.0,205.0,0.0,34.0,51.0,0.0,2.0,0.0,11.0,2.0,1.0,0.0,40.0,84.0,0.0,0.0,0.0,0.0,8.0,0.0,131.0,0.0,0.0,12.0,55.0,5.0,0.0,216.0,32.0,1479
17031420600,2.0,175.0,545.0,168.0,1.0,16.0,266.0,1.0,53.0,56.0,3.0,6.0,0.0,12.0,1.0,4.0,1.0,58.0,193.0,0.0,0.0,0.0,0.0,11.0,0.0,235.0,1.0,0.0,25.0,106.0,6.0,0.0,260.0,59.0,2264
17031420700,10.0,466.0,1489.0,292.0,1.0,34.0,630.0,0.0,175.0,169.0,13.0,21.0,1.0,52.0,2.0,7.0,3.0,123.0,333.0,0.0,0.0,0.0,0.0,78.0,0.0,489.0,9.0,0.0,51.0,258.0,22.0,2.0,705.0,105.0,5540
17031420800,3.0,196.0,567.0,246.0,0.0,10.0,309.0,0.0,49.0,79.0,4.0,7.0,0.0,14.0,1.0,1.0,2.0,64.0,88.0,0.0,0.0,0.0,0.0,28.0,0.0,222.0,0.0,0.0,19.0,96.0,6.0,1.0,386.0,46.0,2444
17031421200,1.0,106.0,299.0,61.0,1.0,3.0,136.0,0.0,37.0,59.0,2.0,1.0,0.0,10.0,3.0,1.0,1.0,44.0,90.0,0.0,0.0,0.0,0.0,5.0,0.0,110.0,0.0,0.0,13.0,70.0,2.0,0.0,178.0,35.0,1268
17031430101,4.0,286.0,751.0,214.0,0.0,21.0,337.0,0.0,89.0,154.0,2.0,14.0,0.0,20.0,0.0,1.0,0.0,126.0,261.0,0.0,0.0,0.0,1.0,28.0,0.0,259.0,0.0,0.0,19.0,168.0,11.0,3.0,448.0,53.0,3270
17031430102,0.0,125.0,369.0,123.0,0.0,6.0,224.0,2.0,28.0,86.0,1.0,5.0,0.0,3.0,2.0,0.0,1.0,56.0,33.0,0.0,0.0,0.0,0.0,17.0,0.0,162.0,0.0,0.0,8.0,56.0,3.0,2.0,317.0,16.0,1645
17031430200,2.0,322.0,909.0,291.0,0.0,16.0,527.0,2.0,136.0,243.0,11.0,8.0,0.0,31.0,4.0,1.0,2.0,129.0,218.0,0.0,0.0,0.0,1.0,27.0,0.0,339.0,0.0,0.0,31.0,187.0,5.0,5.0,593.0,73.0,4113
17031430300,3.0,189.0,560.0,167.0,0.0,15.0,291.0,0.0,42.0,74.0,5.0,4.0,0.0,6.0,1.0,0.0,0.0,84.0,71.0,0.0,0.0,0.0,0.0,22.0,0.0,159.0,0.0,0.0,13.0,80.0,13.0,1.0,314.0,44.0,2158
17031430400,4.0,218.0,485.0,208.0,1.0,7.0,351.0,1.0,49.0,104.0,2.0,8.0,0.0,13.0,2.0,1.0,0.0,83.0,66.0,0.0,0.0,0.0,0.0,16.0,0.0,192.0,0.0,0.0,17.0,121.0,6.0,1.0,420.0,57.0,2433
17031430500,3.0,269.0,794.0,224.0,0.0,22.0,397.0,1.0,107.0,217.0,0.0,4.0,0.0,14.0,1.0,2.0,0.0,94.0,114.0,0.0,0.0,0.0,0.0,30.0,0.0,265.0,1.0,0.0,20.0,148.0,12.0,3.0,695.0,29.0,3466
17031430600,2.0,93.0,328.0,74.0,0.0,2.0,151.0,0.0,47.0,65.0,0.0,1.0,0.0,5.0,1.0,1.0,0.0,57.0,68.0,0.0,0.0,0.0,0.0,8.0,0.0,111.0,0.0,0.0,8.0,85.0,2.0,0.0,269.0,18.0,1396
17031430700,1.0,89.0,283.0,90.0,0.0,7.0,135.0,0.0,24.0,67.0,2.0,5.0,0.0,8.0,0.0,0.0,1.0,45.0,39.0,0.0,0.0,0.0,2.0,14.0,0.0,97.0,0.0,0.0,9.0,62.0,7.0,0.0,201.0,14.0,1202
17031430800,0.0,79.0,238.0,73.0,0.0,5.0,104.0,0.0,18.0,46.0,0.0,3.0,0.0,7.0,1.0,1.0,0.0,47.0,33.0,0.0,0.0,0.0,0.0,9.0,0.0,87.0,0.0,0.0,2.0,36.0,4.0,1.0,198.0,16.0,1008
17031430900,1.0,128.0,258.0,74.0,0.0,5.0,175.0,0.0,17.0,79.0,2.0,2.0,0.0,4.0,1.0,0.0,0.0,46.0,37.0,0.0,0.0,0.0,0.0,8.0,0.0,84.0,0.0,0.0,9.0,87.0,4.0,1.0,272.0,18.0,1312
17031431200,2.0,177.0,381.0,190.0,1.0,11.0,278.0,0.0,56.0,110.0,0.0,3.0,0.0,17.0,0.0,2.0,0.0,105.0,105.0,0.0,0.0,0.0,3.0,31.0,0.0,167.0,2.0,0.0,8.0,90.0,8.0,0.0,429.0,43.0,2219
17031431301,3.0,379.0,1075.0,365.0,0.0,25.0,426.0,1.0,86.0,112.0,4.0,7.0,0.0,27.0,0.0,4.0,2.0,95.0,403.0,0.0,0.0,0.0,3.0,43.0,0.0,369.0,41.0,0.0,42.0,178.0,11.0,2.0,460.0,88.0,4251
17031431302,6.0,409.0,1292.0,328.0,1.0,29.0,444.0,0.0,82.0,140.0,2.0,13.0,0.0,29.0,1.0,4.0,4.0,131.0,308.0,0.0,0.0,0.0,0.0,48.0,0.0,330.0,11.0,0.0,31.0,190.0,14.0,4.0,529.0,70.0,4450
17031431400,9.0,348.0,1164.0,298.0,1.0,28.0,496.0,2.0,79.0,191.0,1.0,22.0,0.0,23.0,1.0,3.0,0.0,121.0,175.0,0.0,0.0,0.0,2.0,51.0,0.0,403.0,11.0,0.0,15.0,168.0,15.0,4.0,568.0,66.0,4265
17031440101,5.0,476.0,1480.0,333.0,0.0,36.0,579.0,1.0,63.0,149.0,7.0,15.0,0.0,26.0,1.0,3.0,3.0,118.0,378.0,0.0,0.0,0.0,1.0,37.0,0.0,435.0,5.0,0.0,36.0,218.0,7.0,6.0,663.0,122.0,5203
17031440102,6.0,352.0,914.0,242.0,0.0,13.0,424.0,0.0,90.0,212.0,0.0,16.0,1.0,20.0,1.0,6.0,0.0,109.0,181.0,0.0,1.0,0.0,0.0,33.0,0.0,293.0,8.0,0.0,32.0,152.0,5.0,5.0,1025.0,61.0,4202
17031440201,0.0,300.0,844.0,224.0,0.0,15.0,399.0,0.0,56.0,207.0,2.0,9.0,0.0,12.0,2.0,4.0,0.0,122.0,175.0,0.0,0.0,0.0,0.0,33.0,0.0,280.0,4.0,0.0,10.0,152.0,5.0,2.0,580.0,64.0,3501
17031440202,6.0,173.0,404.0,111.0,0.0,11.0,222.0,0.0,46.0,142.0,0.0,6.0,0.0,9.0,0.0,1.0,2.0,95.0,91.0,0.0,1.0,0.0,1.0,23.0,0.0,151.0,3.0,0.0,8.0,110.0,5.0,6.0,509.0,43.0,2179
17031440300,4.0,206.0,544.0,213.0,1.0,17.0,343.0,0.0,64.0,121.0,1.0,4.0,0.0,6.0,0.0,5.0,1.0,122.0,81.0,0.0,0.0,0.0,0.0,34.0,0.0,181.0,0.0,0.0,13.0,172.0,6.0,3.0,661.0,30.0,2833
17031440600,1.0,82.0,196.0,79.0,1.0,5.0,141.0,0.0,33.0,91.0,2.0,5.0,0.0,5.0,0.0,0.0,0.0,89.0,49.0,0.0,0.0,0.0,0.0,10.0,0.0,80.0,0.0,0.0,6.0,75.0,1.0,0.0,288.0,29.0,1268
17031440700,3.0,65.0,187.0,56.0,0.0,6.0,121.0,0.0,22.0,65.0,1.0,1.0,0.0,4.0,0.0,1.0,0.0,53.0,47.0,0.0,0.0,0.0,0.0,10.0,0.0,59.0,2.0,0.0,4.0,31.0,2.0,1.0,139.0,15.0,895
17031440800,3.0,118.0,318.0,74.0,0.0,8.0,197.0,0.0,25.0,70.0,1.0,5.0,0.0,9.0,1.0,2.0,0.0,51.0,61.0,0.0,0.0,0.0,1.0,20.0,0.0,96.0,2.0,0.0,5.0,73.0,3.0,1.0,174.0,29.0,1347
17031440900,2.0,149.0,437.0,136.0,0.0,9.0,246.0,0.0,35.0,75.0,5.0,6.0,0.0,10.0,0.0,1.0,1.0,75.0,120.0,0.0,0.0,0.0,1.0,15.0,1.0,129.0,3.0,0.0,9.0,85.0,4.0,2.0,257.0,59.0,1872
17031450300,6.0,190.0,506.0,132.0,1.0,15.0,272.0,0.0,33.0,138.0,0.0,5.0,0.0,14.0,1.0,1.0,1.0,95.0,96.0,0.0,0.0,0.0,0.0,16.0,0.0,185.0,0.0,0.0,14.0,119.0,8.0,1.0,422.0,51.0,2322
17031460100,5.0,253.0,689.0,163.0,2.0,14.0,311.0,2.0,93.0,92.0,2.0,14.0,0.0,36.0,2.0,6.0,6.0,87.0,326.0,0.0,0.0,0.0,0.0,40.0,0.0,285.0,8.0,0.0,35.0,143.0,7.0,2.0,339.0,80.0,3042
17031460200,4.0,144.0,403.0,100.0,0.0,6.0,167.0,1.0,19.0,44.0,2.0,6.0,0.0,13.0,0.0,3.0,0.0,36.0,97.0,0.0,0.0,0.0,0.0,31.0,0.0,136.0,2.0,0.0,12.0,51.0,3.0,1.0,189.0,32.0,1502
17031460301,4.0,181.0,478.0,126.0,0.0,14.0,266.0,2.0,26.0,68.0,3.0,2.0,1.0,9.0,0.0,3.0,0.0,70.0,132.0,0.0,0.0,0.0,1.0,28.0,0.0,166.0,1.0,0.0,19.0,50.0,13.0,1.0,225.0,44.0,1933
17031460302,9.0,275.0,789.0,221.0,0.0,18.0,373.0,0.0,62.0,124.0,4.0,11.0,1.0,28.0,3.0,3.0,3.0,87.0,306.0,0.0,0.0,0.0,0.0,38.0,0.0,269.0,5.0,0.0,36.0,119.0,7.0,2.0,403.0,100.0,3296
17031460400,6.0,236.0,610.0,226.0,0.0,18.0,318.0,0.0,81.0,106.0,5.0,13.0,0.0,29.0,2.0,3.0,4.0,118.0,243.0,0.0,0.0,0.0,1.0,29.0,0.0,227.0,0.0,0.0,24.0,84.0,6.0,1.0,409.0,70.0,2869
17031460500,6.0,322.0,830.0,297.0,0.0,13.0,455.0,2.0,72.0,161.0,0.0,14.0,0.0,24.0,0.0,1.0,3.0,206.0,153.0,0.0,0.0,0.0,1.0,43.0,0.0,350.0,2.0,0.0,20.0,136.0,11.0,5.0,607.0,54.0,3788
17031460600,2.0,116.0,284.0,62.0,0.0,7.0,103.0,2.0,19.0,25.0,0.0,4.0,0.0,10.0,1.0,0.0,0.0,44.0,61.0,0.0,0.0,0.0,0.0,17.0,0.0,62.0,0.0,0.0,32.0,36.0,3.0,1.0,138.0,23.0,1052
17031460700,6.0,266.0,683.0,92.0,0.0,12.0,294.0,0.0,90.0,63.0,8.0,6.0,0.0,19.0,2.0,4.0,1.0,69.0,153.0,0.0,0.0,0.0,0.0,40.0,0.0,217.0,4.0,0.0,27.0,76.0,6.0,3.0,245.0,61.0,2447
17031461000,1.0,104.0,228.0,37.0,0.0,7.0,169.0,0.0,59.0,108.0,2.0,2.0,0.0,7.0,0.0,0.0,2.0,15.0,78.0,0.0,0.0,0.0,0.0,10.0,0.0,98.0,2.0,0.0,14.0,93.0,5.0,0.0,372.0,24.0,1437
17031470100,5.0,185.0,401.0,119.0,1.0,10.0,275.0,0.0,22.0,82.0,13.0,8.0,0.0,8.0,0.0,0.0,0.0,83.0,136.0,0.0,0.0,0.0,0.0,16.0,0.0,150.0,0.0,0.0,18.0,85.0,1.0,2.0,289.0,70.0,1979
17031480100,1.0,179.0,359.0,62.0,0.0,5.0,125.0,0.0,34.0,67.0,0.0,1.0,0.0,7.0,0.0,2.0,3.0,67.0,70.0,0.0,0.0,0.0,1.0,12.0,0.0,92.0,0.0,0.0,43.0,57.0,1.0,0.0,334.0,20.0,1542
17031480200,1.0,71.0,138.0,45.0,0.0,0.0,90.0,1.0,11.0,54.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,45.0,18.0,0.0,0.0,0.0,0.0,9.0,0.0,66.0,0.0,0.0,5.0,45.0,2.0,2.0,267.0,11.0,884
17031480300,2.0,71.0,183.0,53.0,0.0,6.0,87.0,0.0,13.0,80.0,2.0,1.0,0.0,3.0,0.0,1.0,1.0,62.0,44.0,0.0,0.0,0.0,1.0,7.0,0.0,54.0,0.0,0.0,6.0,41.0,5.0,1.0,137.0,18.0,879
17031480400,3.0,202.0,444.0,135.0,0.0,21.0,362.0,0.0,46.0,168.0,0.0,4.0,0.0,9.0,1.0,1.0,3.0,178.0,72.0,0.0,0.0,0.0,0.0,24.0,0.0,238.0,0.0,0.0,17.0,110.0,6.0,4.0,514.0,47.0,2609
17031480500,2.0,155.0,305.0,112.0,0.0,6.0,229.0,0.0,49.0,105.0,0.0,2.0,0.0,9.0,2.0,1.0,2.0,75.0,80.0,0.0,0.0,0.0,0.0,20.0,0.0,153.0,0.0,0.0,6.0,55.0,3.0,1.0,319.0,37.0,1728
17031490300,5.0,107.0,232.0,108.0,0.0,4.0,206.0,0.0,31.0,84.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,89.0,48.0,0.0,0.0,0.0,0.0,10.0,0.0,69.0,0.0,0.0,12.0,124.0,1.0,1.0,206.0,29.0,1373
17031490400,0.0,58.0,100.0,41.0,0.0,7.0,75.0,0.0,16.0,35.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,38.0,20.0,0.0,0.0,0.0,0.0,5.0,0.0,31.0,0.0,0.0,1.0,30.0,1.0,0.0,90.0,14.0,564
17031490500,2.0,137.0,298.0,106.0,0.0,13.0,186.0,0.0,43.0,78.0,1.0,3.0,0.0,11.0,1.0,2.0,0.0,60.0,51.0,0.0,0.0,0.0,0.0,6.0,1.0,84.0,0.0,0.0,30.0,109.0,3.0,1.0,406.0,15.0,1647
17031490600,4.0,91.0,260.0,56.0,0.0,10.0,154.0,0.0,40.0,60.0,7.0,8.0,0.0,10.0,3.0,1.0,0.0,59.0,101.0,0.0,0.0,0.0,1.0,14.0,0.0,95.0,0.0,0.0,12.0,78.0,4.0,1.0,248.0,21.0,1338
17031490700,10.0,175.0,422.0,93.0,3.0,12.0,265.0,0.0,175.0,63.0,4.0,10.0,0.0,16.0,0.0,1.0,0.0,82.0,192.0,0.0,0.0,0.0,0.0,23.0,0.0,180.0,9.0,0.0,16.0,85.0,6.0,0.0,273.0,89.0,2204
17031490800,4.0,251.0,563.0,185.0,0.0,7.0,568.0,0.0,71.0,129.0,2.0,10.0,0.0,31.0,2.0,5.0,6.0,92.0,197.0,0.0,0.0,0.0,2.0,17.0,0.0,245.0,7.0,0.0,22.0,131.0,6.0,1.0,415.0,71.0,3040
17031490901,2.0,250.0,730.0,217.0,0.0,19.0,382.0,0.0,59.0,97.0,1.0,9.0,1.0,22.0,2.0,4.0,1.0,75.0,161.0,0.0,0.0,0.0,1.0,30.0,0.0,226.0,97.0,0.0,11.0,93.0,7.0,1.0,391.0,60.0,2949
17031490902,6.0,280.0,721.0,268.0,3.0,28.0,397.0,1.0,71.0,142.0,1.0,7.0,1.0,25.0,1.0,5.0,1.0,109.0,184.0,0.0,0.0,0.0,0.0,32.0,0.0,296.0,106.0,0.0,20.0,162.0,10.0,1.0,532.0,76.0,3486
17031491000,24.0,532.0,1277.0,302.0,1.0,28.0,531.0,0.0,96.0,152.0,12.0,25.0,0.0,51.0,1.0,6.0,0.0,143.0,385.0,1.0,0.0,0.0,1.0,53.0,0.0,389.0,11.0,0.0,51.0,166.0,7.0,1.0,626.0,176.0,5048
17031491100,2.0,139.0,355.0,186.0,0.0,9.0,319.0,0.0,39.0,111.0,0.0,7.0,1.0,10.0,0.0,1.0,0.0,111.0,90.0,0.0,0.0,0.0,0.0,21.0,0.0,173.0,0.0,0.0,7.0,102.0,5.0,1.0,382.0,50.0,2121
17031491200,4.0,167.0,391.0,84.0,0.0,8.0,226.0,0.0,33.0,55.0,0.0,7.0,0.0,11.0,0.0,4.0,0.0,52.0,69.0,0.0,0.0,0.0,0.0,14.0,0.0,100.0,1.0,0.0,24.0,51.0,9.0,0.0,265.0,26.0,1601
17031491300,4.0,217.0,540.0,115.0,0.0,9.0,290.0,1.0,34.0,74.0,10.0,11.0,0.0,23.0,2.0,2.0,2.0,96.0,222.0,0.0,0.0,0.0,0.0,19.0,0.0,241.0,6.0,0.0,29.0,84.0,6.0,1.0,276.0,101.0,2415
17031491400,9.0,349.0,815.0,183.0,2.0,17.0,450.0,2.0,104.0,138.0,4.0,13.0,0.0,37.0,1.0,2.0,0.0,114.0,299.0,0.0,0.0,0.0,1.0,35.0,0.0,319.0,26.0,0.0,24.0,154.0,9.0,3.0,669.0,79.0,3858
17031500100,2.0,158.0,331.0,97.0,0.0,9.0,229.0,1.0,40.0,106.0,0.0,4.0,0.0,5.0,1.0,5.0,0.0,94.0,39.0,0.0,0.0,0.0,1.0,23.0,0.0,168.0,0.0,1.0,5.0,62.0,6.0,0.0,356.0,35.0,1778
17031500200,4.0,207.0,489.0,63.0,0.0,5.0,174.0,0.0,35.0,120.0,1.0,1.0,0.0,8.0,2.0,2.0,0.0,66.0,59.0,0.0,0.0,0.0,0.0,23.0,0.0,158.0,1.0,0.0,41.0,56.0,7.0,3.0,778.0,52.0,2355
17031500300,2.0,150.0,208.0,41.0,1.0,9.0,175.0,0.0,83.0,59.0,0.0,1.0,0.0,15.0,10.0,4.0,0.0,29.0,84.0,1.0,3.0,1.0,1.0,34.0,0.0,144.0,0.0,0.0,12.0,13.0,4.0,3.0,200.0,11.0,1298
17031510100,2.0,92.0,224.0,79.0,0.0,3.0,169.0,0.0,25.0,25.0,0.0,2.0,0.0,7.0,1.0,1.0,2.0,61.0,79.0,0.0,0.0,0.0,1.0,21.0,0.0,108.0,3.0,0.0,21.0,28.0,8.0,0.0,166.0,23.0,1151
17031510200,3.0,85.0,244.0,79.0,1.0,7.0,156.0,0.0,21.0,78.0,0.0,2.0,0.0,11.0,0.0,1.0,1.0,66.0,53.0,0.0,0.0,0.0,0.0,18.0,0.0,120.0,0.0,0.0,10.0,35.0,3.0,1.0,209.0,30.0,1234
17031510300,3.0,389.0,770.0,179.0,1.0,23.0,457.0,0.0,133.0,265.0,3.0,10.0,0.0,22.0,3.0,4.0,2.0,153.0,224.0,0.0,2.0,0.0,0.0,52.0,0.0,333.0,0.0,2.0,31.0,193.0,6.0,2.0,829.0,98.0,4189
17031520100,2.0,93.0,214.0,52.0,0.0,2.0,131.0,0.0,20.0,32.0,0.0,1.0,0.0,12.0,0.0,2.0,6.0,37.0,68.0,0.0,0.0,0.0,0.0,9.0,0.0,70.0,0.0,0.0,12.0,15.0,5.0,2.0,132.0,20.0,937
17031520200,5.0,135.0,319.0,78.0,0.0,6.0,271.0,0.0,25.0,53.0,0.0,7.0,0.0,5.0,0.0,2.0,1.0,71.0,108.0,0.0,0.0,0.0,0.0,26.0,0.0,127.0,0.0,0.0,21.0,30.0,10.0,0.0,162.0,42.0,1504
17031520300,7.0,113.0,302.0,77.0,0.0,9.0,271.0,0.0,36.0,72.0,0.0,7.0,0.0,5.0,0.0,4.0,2.0,53.0,102.0,0.0,0.0,0.0,0.0,25.0,0.0,119.0,0.0,0.0,14.0,36.0,5.0,0.0,201.0,39.0,1499
17031520400,3.0,71.0,188.0,43.0,0.0,3.0,170.0,0.0,22.0,42.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,36.0,27.0,0.0,0.0,0.0,0.0,16.0,0.0,78.0,0.0,0.0,6.0,19.0,4.0,2.0,180.0,11.0,924
17031520500,2.0,52.0,140.0,38.0,0.0,2.0,123.0,0.0,20.0,38.0,0.0,1.0,0.0,4.0,0.0,3.0,0.0,27.0,32.0,0.0,0.0,0.0,0.0,8.0,0.0,53.0,0.0,0.0,7.0,9.0,6.0,2.0,133.0,7.0,707
17031520600,0.0,75.0,170.0,27.0,0.0,1.0,90.0,0.0,13.0,32.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,8.0,48.0,0.0,0.0,0.0,1.0,18.0,0.0,51.0,0.0,0.0,16.0,9.0,7.0,0.0,142.0,8.0,718
17031530100,6.0,144.0,413.0,59.0,0.0,9.0,246.0,1.0,35.0,43.0,2.0,5.0,0.0,24.0,1.0,2.0,1.0,49.0,126.0,0.0,0.0,0.0,0.0,24.0,0.0,176.0,27.0,0.0,16.0,74.0,4.0,0.0,230.0,48.0,1765
17031530200,16.0,360.0,949.0,230.0,1.0,16.0,583.0,1.0,65.0,143.0,1.0,13.0,0.0,45.0,4.0,4.0,4.0,136.0,331.0,0.0,0.0,0.0,0.0,43.0,0.0,346.0,16.0,0.0,30.0,110.0,8.0,3.0,392.0,142.0,3992
17031530300,4.0,244.0,525.0,133.0,2.0,20.0,346.0,0.0,79.0,170.0,0.0,9.0,0.0,7.0,2.0,2.0,1.0,106.0,105.0,0.0,0.0,0.0,0.0,36.0,0.0,194.0,3.0,0.0,16.0,104.0,10.0,2.0,552.0,62.0,2734
17031530400,2.0,121.0,262.0,76.0,1.0,9.0,153.0,0.0,17.0,58.0,0.0,8.0,0.0,10.0,0.0,1.0,0.0,46.0,55.0,0.0,0.0,0.0,0.0,15.0,0.0,84.0,0.0,0.0,9.0,45.0,6.0,1.0,220.0,44.0,1243
17031530501,13.0,306.0,752.0,258.0,1.0,19.0,501.0,2.0,69.0,134.0,2.0,8.0,0.0,34.0,1.0,2.0,0.0,110.0,244.0,0.0,0.0,0.0,0.0,39.0,0.0,324.0,25.0,0.0,36.0,125.0,13.0,2.0,419.0,133.0,3572
17031530502,0.0,90.0,212.0,81.0,0.0,3.0,146.0,0.0,12.0,47.0,0.0,1.0,0.0,9.0,0.0,2.0,0.0,38.0,32.0,0.0,0.0,0.0,1.0,13.0,0.0,81.0,0.0,0.0,3.0,46.0,1.0,1.0,145.0,48.0,1012
