GEOID,ANIMAL CRUELTY,ARSON,ASSAULT OFFENSES,BAD CHECKS,BRIBERY,BURGLARY/BREAKING&ENTERING,COUNTERFEITING/FORGERY,CURFEW/LOITERING/VAGRANCY VIOLATIONS,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,DRIVING UNDER THE INFLUENCE,DRUG/NARCOTIC OFFENSES,DRUNKENNESS,EMBEZZLEMENT,EXTORTION/BLACKMAIL,"FAMILY OFFENSES, NONVIOLENT",FRAUD OFFENSES,GAMBLING OFFENSES,HOMICIDE OFFENSES,HUMAN TRAFFICKING,KIDNAPPING/ABDUCTION,LARCENY-THEFT,LIQUOR LAW VIOLATIONS,MOTOR VEHICLE THEFT,PEEPING TOM,PORNOGRAPHY/OBSCENE MATERIAL,PROSTITUTION OFFENSES,ROBBERY,SEX OFFENSES,"SEX OFFENSES, CONSENSUAL",STOLEN PROPERTY OFFENSES,TRESPASS OF REAL PROPERTY,WEAPON LAW VIOLATIONS,TOTAL
53033003400,0.0,0.0,162.0,13.0,0.0,212.0,16.0,0.0,208.0,41.0,26.0,0.0,0.0,1.0,0.0,187.0,0.0,0.0,0.0,0.0,1087.0,6.0,227.0,0.0,0.0,0.0,19.0,0.0,0.0,6.0,29.0,9.0,2249
53033003500,0.0,2.0,210.0,21.0,0.0,416.0,8.0,0.0,262.0,112.0,23.0,0.0,2.0,0.0,0.0,264.0,0.0,0.0,0.0,0.0,1328.0,14.0,291.0,0.0,0.0,4.0,30.0,0.0,0.0,7.0,44.0,7.0,3045
53033003600,0.0,8.0,521.0,43.0,0.0,986.0,18.0,1.0,568.0,75.0,39.0,0.0,5.0,7.0,0.0,395.0,0.0,0.0,0.0,0.0,3093.0,8.0,725.0,0.0,2.0,0.0,80.0,0.0,0.0,20.0,138.0,33.0,6765
53033003800,0.0,1.0,60.0,8.0,0.0,145.0,2.0,0.0,75.0,8.0,0.0,0.0,0.0,1.0,0.0,123.0,0.0,0.0,0.0,0.0,319.0,3.0,75.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,7.0,3.0,836
53033003900,0.0,1.0,123.0,9.0,0.0,251.0,12.0,0.0,130.0,18.0,14.0,0.0,5.0,1.0,0.0,186.0,0.0,0.0,0.0,0.0,532.0,5.0,87.0,0.0,0.0,0.0,27.0,0.0,0.0,1.0,14.0,3.0,1419
53033004000,1.0,7.0,392.0,14.0,0.0,338.0,11.0,0.0,322.0,45.0,21.0,0.0,4.0,2.0,0.0,242.0,0.0,0.0,0.0,0.0,1027.0,12.0,115.0,0.0,0.0,1.0,49.0,0.0,0.0,8.0,31.0,14.0,2656
53033004100,0.0,5.0,105.0,19.0,0.0,484.0,9.0,0.0,203.0,20.0,9.0,0.0,2.0,5.0,0.0,571.0,0.0,0.0,0.0,0.0,1180.0,0.0,161.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,20.0,6.0,2807
53033004200,0.0,3.0,505.0,32.0,0.0,735.0,20.0,0.0,411.0,40.0,4.0,0.0,4.0,5.0,0.0,562.0,0.0,0.0,0.0,0.0,1623.0,6.0,329.0,0.0,3.0,0.0,51.0,0.0,0.0,6.0,48.0,4.0,4391
53033004301,0.0,6.0,343.0,41.0,0.0,386.0,45.0,0.0,316.0,25.0,21.0,0.0,13.0,2.0,0.0,427.0,0.0,0.0,0.0,0.0,2632.0,11.0,251.0,0.0,1.0,0.0,95.0,0.0,0.0,11.0,84.0,17.0,4727
53033004302,0.0,5.0,185.0,22.0,0.0,566.0,4.0,0.0,285.0,22.0,6.0,0.0,1.0,4.0,0.0,136.0,0.0,0.0,0.0,0.0,835.0,7.0,307.0,0.0,0.0,0.0,43.0,0.0,0.0,8.0,39.0,10.0,2485
53033004400,0.0,18.0,1058.0,51.0,0.0,1286.0,42.0,3.0,1126.0,114.0,164.0,0.0,13.0,14.0,0.0,448.0,1.0,0.0,0.0,0.0,3708.0,25.0,816.0,0.0,1.0,3.0,241.0,0.0,0.0,37.0,241.0,57.0,9467
53033004500,0.0,1.0,177.0,11.0,0.0,266.0,9.0,1.0,216.0,28.0,24.0,0.0,0.0,1.0,0.0,149.0,0.0,0.0,0.0,0.0,872.0,10.0,202.0,0.0,0.0,0.0,20.0,0.0,0.0,7.0,49.0,13.0,2056
53033004600,0.0,6.0,216.0,21.0,0.0,371.0,8.0,0.0,281.0,58.0,30.0,0.0,2.0,1.0,0.0,295.0,0.0,0.0,0.0,0.0,1930.0,13.0,280.0,0.0,0.0,0.0,26.0,0.0,0.0,7.0,52.0,13.0,3610
53033004700,0.0,20.0,2208.0,171.0,0.0,1811.0,134.0,7.0,1477.0,510.0,211.0,0.0,50.0,5.0,0.0,837.0,0.0,0.0,0.0,0.0,6680.0,41.0,945.0,0.0,2.0,1.0,311.0,0.0,0.0,83.0,656.0,107.0,16267
53033004800,0.0,7.0,354.0,24.0,0.0,616.0,14.0,4.0,477.0,125.0,51.0,0.0,5.0,0.0,0.0,282.0,0.0,0.0,0.0,0.0,1846.0,11.0,421.0,0.0,0.0,0.0,30.0,0.0,0.0,24.0,56.0,17.0,4364
53033004900,0.0,10.0,1030.0,56.0,0.0,1174.0,24.0,0.0,837.0,342.0,192.0,0.0,16.0,3.0,0.0,492.0,0.0,0.0,0.0,0.0,3665.0,13.0,820.0,0.0,0.0,24.0,119.0,0.0,0.0,33.0,234.0,68.0,9152
53033005000,0.0,8.0,421.0,22.0,0.0,581.0,14.0,3.0,366.0,63.0,72.0,0.0,4.0,1.0,0.0,228.0,0.0,0.0,0.0,0.0,1427.0,5.0,322.0,0.0,0.0,0.0,55.0,0.0,0.0,14.0,116.0,17.0,3739
53033005100,1.0,4.0,305.0,30.0,1.0,493.0,23.0,1.0,327.0,45.0,40.0,0.0,3.0,2.0,0.0,326.0,0.0,0.0,0.0,0.0,1592.0,7.0,319.0,0.0,0.0,0.0,51.0,0.0,0.0,9.0,79.0,14.0,3672
53033005200,0.0,30.0,758.0,53.0,0.0,1246.0,83.0,1.0,829.0,94.0,97.0,0.0,5.0,10.0,0.0,384.0,0.0,0.0,0.0,0.0,2625.0,14.0,601.0,0.0,0.0,2.0,72.0,0.0,0.0,28.0,178.0,49.0,7159
53033005301,1.0,46.0,2256.0,93.0,1.0,1604.0,58.0,15.0,1582.0,92.0,497.0,0.0,24.0,17.0,0.0,649.0,0.0,0.0,0.0,0.0,6218.0,65.0,531.0,0.0,3.0,207.0,503.0,0.0,0.0,52.0,772.0,178.0,15464
53033005302,2.0,3.0,134.0,9.0,0.0,99.0,5.0,0.0,77.0,30.0,8.0,0.0,4.0,2.0,0.0,104.0,0.0,0.0,0.0,0.0,620.0,3.0,44.0,0.0,0.0,0.0,37.0,0.0,0.0,4.0,37.0,9.0,1231
53033005400,1.0,2.0,379.0,41.0,0.0,1123.0,13.0,0.0,462.0,52.0,46.0,0.0,7.0,5.0,0.0,355.0,0.0,0.0,0.0,0.0,2240.0,12.0,511.0,0.0,0.0,1.0,35.0,0.0,0.0,18.0,114.0,23.0,5440
53033005600,0.0,11.0,175.0,17.0,0.0,437.0,15.0,0.0,253.0,44.0,10.0,0.0,2.0,2.0,0.0,425.0,0.0,0.0,0.0,0.0,1002.0,2.0,124.0,0.0,0.0,0.0,14.0,0.0,0.0,1.0,26.0,2.0,2562
53033005700,0.0,10.0,311.0,30.0,0.0,454.0,9.0,0.0,430.0,39.0,16.0,0.0,6.0,3.0,0.0,383.0,0.0,0.0,0.0,0.0,1596.0,7.0,195.0,0.0,1.0,0.0,27.0,0.0,0.0,4.0,52.0,16.0,3589
53033005801,1.0,9.0,434.0,32.0,0.0,522.0,16.0,1.0,392.0,134.0,39.0,0.0,9.0,2.0,0.0,306.0,0.0,0.0,0.0,0.0,1466.0,5.0,290.0,0.0,2.0,0.0,40.0,0.0,0.0,17.0,68.0,19.0,3804
53033005802,2.0,13.0,619.0,28.0,0.0,804.0,12.0,0.0,575.0,211.0,45.0,0.0,8.0,1.0,0.0,327.0,0.0,0.0,0.0,0.0,1674.0,6.0,353.0,0.0,2.0,1.0,46.0,0.0,0.0,12.0,101.0,26.0,4866
53033005900,0.0,9.0,332.0,28.0,0.0,604.0,12.0,0.0,342.0,63.0,18.0,0.0,7.0,3.0,0.0,333.0,0.0,0.0,0.0,0.0,1589.0,2.0,296.0,0.0,0.0,0.0,10.0,0.0,0.0,13.0,61.0,7.0,3729
53033006000,0.0,8.0,340.0,35.0,0.0,743.0,23.0,1.0,425.0,149.0,64.0,0.0,5.0,4.0,0.0,358.0,0.0,0.0,0.0,0.0,2223.0,3.0,450.0,0.0,1.0,3.0,40.0,0.0,0.0,33.0,94.0,28.0,5030
53033006100,0.0,7.0,275.0,22.0,0.0,928.0,13.0,0.0,447.0,79.0,37.0,0.0,11.0,3.0,0.0,368.0,0.0,0.0,0.0,0.0,2021.0,1.0,530.0,0.0,1.0,0.0,23.0,0.0,0.0,16.0,72.0,23.0,4877
53033006200,0.0,3.0,183.0,15.0,0.0,412.0,5.0,0.0,326.0,91.0,22.0,0.0,3.0,7.0,0.0,362.0,0.0,0.0,0.0,0.0,1691.0,6.0,186.0,0.0,0.0,0.0,23.0,0.0,0.0,6.0,45.0,12.0,3398
53033006300,0.0,1.0,175.0,29.0,0.0,436.0,12.0,0.0,282.0,71.0,25.0,0.0,8.0,4.0,0.0,325.0,0.0,0.0,0.0,0.0,1188.0,7.0,154.0,0.0,0.0,0.0,18.0,0.0,0.0,5.0,63.0,12.0,2815
53033006400,0.0,0.0,125.0,10.0,0.0,302.0,6.0,0.0,207.0,49.0,18.0,0.0,2.0,3.0,0.0,238.0,0.0,0.0,0.0,0.0,712.0,2.0,173.0,0.0,0.0,1.0,21.0,0.0,0.0,6.0,50.0,6.0,1931
53033006500,0.0,3.0,253.0,28.0,0.0,619.0,17.0,0.0,430.0,86.0,62.0,0.0,5.0,1.0,0.0,342.0,0.0,0.0,0.0,0.0,1445.0,2.0,329.0,0.0,1.0,0.0,41.0,0.0,0.0,23.0,117.0,20.0,3824
53033006600,1.0,8.0,416.0,29.0,0.0,689.0,17.0,0.0,465.0,65.0,57.0,0.0,15.0,5.0,0.0,302.0,0.0,0.0,0.0,0.0,2394.0,9.0,504.0,0.0,2.0,9.0,48.0,0.0,0.0,24.0,130.0,20.0,5209
53033006700,0.0,4.0,630.0,47.0,0.0,1493.0,28.0,3.0,697.0,187.0,81.0,0.0,13.0,8.0,0.0,547.0,0.0,0.0,0.0,0.0,4172.0,7.0,672.0,0.0,1.0,17.0,53.0,0.0,0.0,24.0,139.0,39.0,8862
53033006800,0.0,8.0,245.0,28.0,0.0,420.0,23.0,0.0,254.0,36.0,19.0,0.0,15.0,4.0,0.0,234.0,0.0,0.0,0.0,0.0,1406.0,8.0,204.0,0.0,0.0,0.0,61.0,0.0,0.0,10.0,77.0,9.0,3061
53033006900,1.0,3.0,215.0,31.0,0.0,371.0,4.0,0.0,222.0,29.0,11.0,0.0,1.0,2.0,0.0,238.0,0.0,0.0,0.0,0.0,1052.0,2.0,226.0,0.0,0.0,0.0,14.0,0.0,0.0,1.0,25.0,1.0,2449
53033007000,0.0,16.0,855.0,40.0,0.0,913.0,45.0,0.0,640.0,79.0,75.0,0.0,5.0,3.0,0.0,458.0,0.0,0.0,0.0,0.0,3262.0,40.0,481.0,0.0,0.0,0.0,104.0,0.0,0.0,17.0,197.0,36.0,7266
53033007100,0.0,9.0,1005.0,50.0,0.0,1083.0,72.0,1.0,714.0,205.0,104.0,0.0,27.0,1.0,0.0,380.0,0.0,0.0,0.0,0.0,3540.0,35.0,325.0,0.0,0.0,12.0,147.0,0.0,0.0,23.0,281.0,44.0,8058
53033007200,0.0,31.0,3288.0,97.0,0.0,1641.0,98.0,66.0,1819.0,507.0,1157.0,2.0,61.0,20.0,0.0,982.0,0.0,0.0,0.0,0.0,9678.0,53.0,584.0,0.0,0.0,611.0,621.0,0.0,0.0,127.0,820.0,235.0,22498
53033007300,0.0,14.0,2767.0,130.0,0.0,1397.0,81.0,15.0,1249.0,280.0,366.0,0.0,48.0,17.0,0.0,886.0,0.0,0.0,0.0,0.0,5784.0,60.0,474.0,0.0,3.0,17.0,339.0,0.0,0.0,85.0,627.0,132.0,14771
53033007401,1.0,4.0,443.0,33.0,1.0,622.0,8.0,0.0,385.0,46.0,137.0,0.0,2.0,4.0,0.0,278.0,0.0,0.0,0.0,0.0,1079.0,5.0,384.0,0.0,1.0,0.0,54.0,0.0,0.0,26.0,160.0,26.0,3699
53033007402,0.0,13.0,1234.0,58.0,0.0,884.0,30.0,1.0,718.0,120.0,282.0,0.0,1.0,7.0,0.0,356.0,0.0,0.0,0.0,0.0,1723.0,17.0,352.0,0.0,4.0,0.0,136.0,0.0,0.0,41.0,399.0,87.0,6463
53033007500,1.0,32.0,4369.0,177.0,2.0,1812.0,248.0,15.0,2034.0,635.0,1199.0,0.0,43.0,8.0,0.0,1374.0,0.0,0.0,0.0,0.0,9875.0,154.0,776.0,0.0,7.0,8.0,819.0,0.0,0.0,193.0,1571.0,382.0,25734
53033007600,0.0,5.0,571.0,26.0,0.0,517.0,18.0,3.0,408.0,70.0,64.0,0.0,9.0,5.0,0.0,300.0,0.0,0.0,0.0,0.0,1830.0,6.0,327.0,0.0,0.0,1.0,140.0,0.0,0.0,18.0,186.0,30.0,4534
53033007700,0.0,6.0,626.0,18.0,0.0,691.0,12.0,1.0,509.0,121.0,122.0,0.0,2.0,6.0,0.0,384.0,0.0,0.0,0.0,0.0,1217.0,3.0,226.0,0.0,0.0,1.0,106.0,0.0,0.0,19.0,76.0,37.0,4183
53033007800,0.0,6.0,334.0,36.0,0.0,638.0,14.0,0.0,396.0,62.0,29.0,0.0,7.0,1.0,0.0,387.0,0.0,0.0,0.0,0.0,1680.0,8.0,245.0,0.0,1.0,0.0,33.0,0.0,0.0,13.0,54.0,27.0,3971
53033007900,0.0,4.0,1002.0,42.0,0.0,687.0,21.0,4.0,670.0,112.0,137.0,0.0,11.0,11.0,0.0,411.0,0.0,0.0,0.0,0.0,1539.0,7.0,324.0,0.0,7.0,0.0,151.0,0.0,0.0,24.0,308.0,45.0,5517
53033008001,0.0,10.0,2023.0,47.0,1.0,961.0,35.0,62.0,947.0,248.0,736.0,0.0,19.0,8.0,0.0,618.0,0.0,0.0,0.0,0.0,3463.0,39.0,295.0,0.0,0.0,82.0,258.0,0.0,0.0,42.0,248.0,117.0,10259
53033008002,0.0,4.0,1419.0,43.0,0.0,549.0,17.0,31.0,793.0,170.0,746.0,0.0,20.0,7.0,0.0,348.0,0.0,0.0,0.0,0.0,6224.0,24.0,226.0,0.0,0.0,3.0,188.0,0.0,0.0,58.0,318.0,105.0,11293
53033008100,3.0,39.0,9081.0,399.0,0.0,1926.0,287.0,288.0,2818.0,545.0,5112.0,0.0,169.0,17.0,0.0,1752.0,7.0,0.0,0.0,0.0,24216.0,230.0,698.0,0.0,8.0,29.0,2104.0,0.0,0.0,427.0,2804.0,759.0,53718
53033008200,0.0,15.0,2066.0,114.0,0.0,1048.0,76.0,13.0,1016.0,133.0,626.0,0.0,135.0,8.0,0.0,878.0,0.0,0.0,0.0,0.0,10097.0,33.0,290.0,0.0,4.0,37.0,459.0,0.0,0.0,88.0,882.0,144.0,18162
53033008300,0.0,5.0,808.0,23.0,0.0,434.0,24.0,6.0,407.0,100.0,206.0,0.0,16.0,4.0,0.0,288.0,0.0,0.0,0.0,0.0,1858.0,18.0,153.0,0.0,0.0,1.0,123.0,0.0,0.0,21.0,258.0,43.0,4796
53033008400,0.0,16.0,1787.0,468.0,1.0,1143.0,169.0,3.0,988.0,246.0,442.0,0.0,9.0,9.0,0.0,458.0,0.0,0.0,0.0,0.0,3752.0,42.0,511.0,0.0,7.0,1.0,275.0,0.0,0.0,93.0,526.0,136.0,11082
53033008500,0.0,15.0,2319.0,102.0,0.0,428.0,64.0,7.0,749.0,133.0,349.0,0.0,27.0,6.0,0.0,874.0,0.0,0.0,0.0,0.0,2869.0,8.0,338.0,0.0,34.0,60.0,148.0,0.0,0.0,33.0,690.0,114.0,9367
53033008600,0.0,13.0,1791.0,43.0,0.0,763.0,35.0,8.0,1035.0,255.0,317.0,0.0,27.0,8.0,0.0,384.0,0.0,0.0,0.0,0.0,2930.0,33.0,378.0,0.0,0.0,7.0,226.0,0.0,0.0,35.0,453.0,99.0,8840
53033008700,0.0,7.0,1086.0,39.0,0.0,637.0,22.0,4.0,653.0,82.0,137.0,0.0,7.0,2.0,0.0,264.0,0.0,0.0,0.0,0.0,1640.0,10.0,385.0,0.0,5.0,10.0,138.0,0.0,0.0,23.0,188.0,70.0,5409
53033008800,0.0,10.0,1090.0,27.0,0.0,483.0,33.0,12.0,707.0,114.0,316.0,0.0,5.0,5.0,0.0,285.0,2.0,0.0,0.0,0.0,1557.0,22.0,213.0,0.0,0.0,10.0,229.0,0.0,0.0,31.0,225.0,126.0,5502
53033008900,0.0,12.0,1253.0,75.0,0.0,684.0,38.0,8.0,751.0,94.0,241.0,0.0,7.0,6.0,0.0,402.0,2.0,0.0,0.0,0.0,2086.0,16.0,338.0,0.0,2.0,8.0,178.0,0.0,0.0,26.0,225.0,112.0,6564
53033009000,0.0,14.0,1060.0,29.0,0.0,655.0,42.0,7.0,658.0,147.0,496.0,0.0,7.0,4.0,0.0,267.0,1.0,0.0,0.0,0.0,5605.0,10.0,283.0,0.0,3.0,51.0,280.0,0.0,0.0,57.0,376.0,101.0,10153
53033009100,0.0,14.0,1102.0,39.0,1.0,541.0,30.0,26.0,848.0,120.0,1011.0,0.0,11.0,6.0,0.0,257.0,1.0,0.0,0.0,0.0,4779.0,55.0,332.0,0.0,0.0,229.0,389.0,0.0,0.0,65.0,626.0,124.0,10606
53033009200,1.0,15.0,3366.0,54.0,0.0,580.0,54.0,72.0,1114.0,227.0,1216.0,0.0,26.0,7.0,0.0,419.0,0.0,0.0,0.0,0.0,3366.0,139.0,281.0,0.0,2.0,38.0,525.0,0.0,0.0,63.0,815.0,223.0,12603
53033009300,0.0,46.0,3210.0,139.0,0.0,1504.0,119.0,79.0,2177.0,745.0,697.0,0.0,156.0,8.0,0.0,882.0,0.0,0.0,0.0,0.0,9460.0,70.0,1094.0,0.0,4.0,45.0,444.0,0.0,0.0,153.0,926.0,246.0,22204
53033009400,0.0,16.0,1332.0,58.0,0.0,917.0,40.0,7.0,930.0,172.0,320.0,0.0,6.0,6.0,0.0,365.0,0.0,0.0,0.0,0.0,2970.0,24.0,708.0,0.0,1.0,75.0,252.0,0.0,0.0,74.0,288.0,104.0,8665
53033009500,0.0,19.0,1506.0,78.0,0.0,977.0,62.0,6.0,908.0,155.0,251.0,1.0,15.0,4.0,0.0,548.0,0.0,0.0,0.0,0.0,3885.0,41.0,516.0,0.0,3.0,6.0,374.0,0.0,0.0,71.0,372.0,135.0,9933
53033009600,0.0,2.0,473.0,31.0,1.0,478.0,20.0,1.0,409.0,101.0,33.0,0.0,6.0,3.0,0.0,348.0,0.0,0.0,0.0,0.0,1489.0,13.0,255.0,0.0,1.0,0.0,44.0,0.0,0.0,13.0,62.0,24.0,3807
53033009701,0.0,6.0,455.0,25.0,0.0,317.0,12.0,1.0,423.0,67.0,22.0,0.0,4.0,1.0,0.0,358.0,0.0,0.0,0.0,0.0,1045.0,17.0,286.0,0.0,2.0,1.0,31.0,0.0,0.0,4.0,30.0,33.0,3140
53033009702,0.0,1.0,230.0,20.0,0.0,316.0,3.0,0.0,218.0,38.0,8.0,0.0,1.0,5.0,0.0,327.0,0.0,0.0,0.0,0.0,731.0,3.0,168.0,0.0,1.0,0.0,7.0,0.0,0.0,6.0,18.0,7.0,2108
53033009800,0.0,21.0,565.0,45.0,0.0,628.0,27.0,1.0,595.0,122.0,63.0,0.0,13.0,3.0,0.0,463.0,0.0,0.0,0.0,0.0,1995.0,18.0,402.0,0.0,3.0,0.0,127.0,0.0,0.0,9.0,98.0,28.0,5226
53033009900,0.0,12.0,916.0,42.0,0.0,895.0,34.0,0.0,677.0,249.0,96.0,0.0,19.0,2.0,0.0,375.0,0.0,0.0,0.0,0.0,1988.0,7.0,462.0,0.0,3.0,9.0,82.0,0.0,0.0,25.0,139.0,50.0,6082
53033010001,1.0,17.0,816.0,25.0,0.0,565.0,11.0,0.0,562.0,111.0,74.0,0.0,2.0,3.0,0.0,231.0,0.0,0.0,0.0,0.0,1251.0,3.0,477.0,0.0,2.0,4.0,170.0,0.0,0.0,23.0,82.0,58.0,4488
53033010002,0.0,2.0,493.0,19.0,0.0,490.0,9.0,1.0,413.0,78.0,74.0,0.0,3.0,3.0,0.0,211.0,0.0,0.0,0.0,0.0,1106.0,3.0,473.0,0.0,2.0,9.0,140.0,0.0,0.0,11.0,55.0,26.0,3621
53033010100,0.0,19.0,1465.0,70.0,0.0,1071.0,45.0,0.0,910.0,128.0,184.0,0.0,13.0,4.0,0.0,488.0,0.0,0.0,0.0,0.0,3299.0,23.0,613.0,0.0,0.0,13.0,277.0,0.0,0.0,43.0,297.0,98.0,9060
53033010200,0.0,6.0,422.0,39.0,0.0,746.0,14.0,0.0,382.0,59.0,39.0,0.0,1.0,2.0,0.0,357.0,0.0,0.0,0.0,0.0,1851.0,2.0,333.0,0.0,0.0,2.0,66.0,0.0,0.0,12.0,41.0,35.0,4409
53033010300,0.0,14.0,1410.0,59.0,1.0,1093.0,40.0,6.0,863.0,84.0,183.0,0.0,13.0,0.0,0.0,393.0,2.0,0.0,0.0,0.0,2206.0,18.0,669.0,0.0,2.0,22.0,319.0,0.0,0.0,40.0,156.0,129.0,7722
53033010401,0.0,10.0,692.0,26.0,0.0,647.0,16.0,0.0,473.0,64.0,66.0,0.0,4.0,2.0,0.0,206.0,1.0,0.0,0.0,0.0,869.0,12.0,300.0,0.0,0.0,2.0,179.0,0.0,0.0,28.0,77.0,56.0,3730
53033010402,1.0,7.0,654.0,41.0,0.0,710.0,17.0,0.0,380.0,107.0,83.0,0.0,5.0,2.0,0.0,232.0,0.0,0.0,0.0,0.0,1032.0,6.0,400.0,0.0,0.0,0.0,128.0,0.0,0.0,28.0,42.0,42.0,3917
53033010500,0.0,7.0,894.0,68.0,0.0,951.0,49.0,2.0,679.0,147.0,72.0,0.0,19.0,3.0,0.0,570.0,0.0,0.0,0.0,0.0,3093.0,18.0,528.0,0.0,4.0,7.0,177.0,0.0,0.0,19.0,197.0,26.0,7530
53033010600,0.0,6.0,520.0,50.0,0.0,595.0,12.0,1.0,487.0,92.0,47.0,0.0,7.0,1.0,0.0,497.0,0.0,0.0,0.0,0.0,1796.0,3.0,419.0,0.0,2.0,0.0,52.0,0.0,0.0,11.0,67.0,15.0,4680
53033010701,1.0,4.0,1011.0,29.0,0.0,331.0,21.0,1.0,381.0,52.0,42.0,0.0,7.0,4.0,0.0,245.0,0.0,0.0,0.0,0.0,821.0,6.0,254.0,0.0,0.0,0.0,58.0,0.0,0.0,13.0,86.0,34.0,3401
53033010702,0.0,13.0,867.0,19.0,0.0,302.0,10.0,1.0,523.0,45.0,25.0,0.0,2.0,4.0,0.0,222.0,0.0,0.0,0.0,0.0,897.0,8.0,270.0,0.0,2.0,0.0,79.0,0.0,0.0,8.0,72.0,27.0,3396
