"GEOID","REGION","Year","Renters","Eviction_Filings","Evictions","Eviction_Filings_RR","Evictions_RR"
"27045960400","Rochester, MN",2016,251,3,1,0.97,0.93
"27045960500","Rochester, MN",2016,242,1,0,0.33,0
"27045960300","Rochester, MN",2016,346,2,0,0.47,0
"27157490300","Rochester, MN",2016,439,3,1,0.55,0.53
"27157490200","Rochester, MN",2016,164,0,0,0,0
"27157490400","Rochester, MN",2016,250,7,3,2.27,2.79
"27157490100","Rochester, MN",2016,394,5,1,1.03,0.59
"27157490600","Rochester, MN",2016,249,10,5,3.25,4.67
"27157490500","Rochester, MN",2016,211,3,3,1.15,3.3
"27047180900","Albert Lea, MN",2016,669,9,0,0.81,0
"27047180600","Albert Lea, MN",2016,482,13,4,1.62,2.94
"27047181000","Albert Lea, MN",2016,157,2,0,0.77,0
"27047180400","Albert Lea, MN",2016,231,1,0,0.26,0
"27047180700","Albert Lea, MN",2016,156,2,1,0.77,2.27
"27047180100","Albert Lea, MN",2016,187,4,1,1.29,1.9
"27047180800","Albert Lea, MN",2016,491,13,2,1.59,1.44
"27047180300","Albert Lea, MN",2016,207,2,0,0.58,0
"27047180500","Albert Lea, MN",2016,436,4,1,0.55,0.81
"27047180200","Albert Lea, MN",2016,174,3,0,1.04,0
"27053101200","Minneapolis-St. Paul-Bloomington, MN-WI",2016,545,6,3,0.38,0.78
"27053026707","Minneapolis-St. Paul-Bloomington, MN-WI",2016,83,2,2,NA,NA
"27053111600","Minneapolis-St. Paul-Bloomington, MN-WI",2016,168,3,2,0.61,1.69
"27053024004","Minneapolis-St. Paul-Bloomington, MN-WI",2016,1405,6,3,0.15,0.3
"27053008500","Minneapolis-St. Paul-Bloomington, MN-WI",2016,1017,43,9,1.45,1.25
"27053021800","Minneapolis-St. Paul-Bloomington, MN-WI",2016,277,1,0,0.12,0
"27053025803","Minneapolis-St. Paul-Bloomington, MN-WI",2016,420,8,1,0.66,0.34
"27053022400","Minneapolis-St. Paul-Bloomington, MN-WI",2016,403,34,14,2.9,4.92
"27053020902","Minneapolis-St. Paul-Bloomington, MN-WI",2016,69,2,1,NA,NA
"27053026208","Minneapolis-St. Paul-Bloomington, MN-WI",2016,114,3,1,0.91,1.24
"27053006800","Minneapolis-St. Paul-Bloomington, MN-WI",2016,2020,45,12,0.77,0.84
"27053101300","Minneapolis-St. Paul-Bloomington, MN-WI",2016,273,31,9,3.91,4.67
"27053020804","Minneapolis-St. Paul-Bloomington, MN-WI",2016,428,42,7,3.38,2.32
"27053021900","Minneapolis-St. Paul-Bloomington, MN-WI",2016,399,4,1,0.34,0.36
"27053109700","Minneapolis-St. Paul-Bloomington, MN-WI",2016,383,5,1,0.45,0.37
"27053022801","Minneapolis-St. Paul-Bloomington, MN-WI",2016,50,1,0,NA,NA
"27053026206","Minneapolis-St. Paul-Bloomington, MN-WI",2016,287,5,0,0.6,0
"27053001700","Minneapolis-St. Paul-Bloomington, MN-WI",2016,607,16,2,0.91,0.47
"27053026510","Minneapolis-St. Paul-Bloomington, MN-WI",2016,676,11,1,0.56,0.21
"27053026006","Minneapolis-St. Paul-Bloomington, MN-WI",2016,521,11,1,0.73,0.27
"27053025601","Minneapolis-St. Paul-Bloomington, MN-WI",2016,446,9,1,0.69,0.32
"27053021100","Minneapolis-St. Paul-Bloomington, MN-WI",2016,254,19,5,2.57,2.79
"27053110200","Minneapolis-St. Paul-Bloomington, MN-WI",2016,257,1,0,0.13,0
"27053011000","Minneapolis-St. Paul-Bloomington, MN-WI",2016,291,8,2,0.95,0.97
"27053027501","Minneapolis-St. Paul-Bloomington, MN-WI",2016,787,12,2,0.52,0.36
"27053010700","Minneapolis-St. Paul-Bloomington, MN-WI",2016,204,1,0,0.17,0
"27053026013","Minneapolis-St. Paul-Bloomington, MN-WI",2016,65,0,0,NA,NA
"27053027602","Minneapolis-St. Paul-Bloomington, MN-WI",2016,520,11,5,0.73,1.36
"27053003200","Minneapolis-St. Paul-Bloomington, MN-WI",2016,239,21,7,3.02,4.15
"27053980000","Minneapolis-St. Paul-Bloomington, MN-WI",2016,187,12,1,2.21,0.76
"27053026713","Minneapolis-St. Paul-Bloomington, MN-WI",2016,329,5,2,0.52,0.86
"27053126000","Minneapolis-St. Paul-Bloomington, MN-WI",2016,1625,35,7,0.74,0.61
"27053102800","Minneapolis-St. Paul-Bloomington, MN-WI",2016,520,67,22,4.43,5.99
"27053122500","Minneapolis-St. Paul-Bloomington, MN-WI",2016,702,6,0,0.29,0
"27053103100","Minneapolis-St. Paul-Bloomington, MN-WI",2016,678,22,6,1.12,1.25
"27053122600","Minneapolis-St. Paul-Bloomington, MN-WI",2016,142,1,1,0.24,1
"27053023200","Minneapolis-St. Paul-Bloomington, MN-WI",2016,2418,54,9,0.77,0.53
"27053027503","Minneapolis-St. Paul-Bloomington, MN-WI",2016,163,3,1,0.63,0.87
"27053023502","Minneapolis-St. Paul-Bloomington, MN-WI",2016,480,8,3,0.57,0.89
"27053101900","Minneapolis-St. Paul-Bloomington, MN-WI",2016,962,22,6,0.79,0.88
"27053106000","Minneapolis-St. Paul-Bloomington, MN-WI",2016,1067,31,6,1,0.8
"27053026909","Minneapolis-St. Paul-Bloomington, MN-WI",2016,783,10,4,0.44,0.72
"27053126200","Minneapolis-St. Paul-Bloomington, MN-WI",2016,1671,35,12,0.72,1.02
"27053005901","Minneapolis-St. Paul-Bloomington, MN-WI",2016,1642,53,15,1.11,1.29
"27053021700","Minneapolis-St. Paul-Bloomington, MN-WI",2016,139,6,2,1.49,2.04
"27053100900","Minneapolis-St. Paul-Bloomington, MN-WI",2016,718,147,38,7.04,7.5
"27053105204","Minneapolis-St. Paul-Bloomington, MN-WI",2016,1489,38,10,0.88,0.95
"27053026611","Minneapolis-St. Paul-Bloomington, MN-WI",2016,659,6,2,0.31,0.43
"27053026020","Minneapolis-St. Paul-Bloomington, MN-WI",2016,936,6,1,0.22,0.15
"27053025403","Minneapolis-St. Paul-Bloomington, MN-WI",2016,983,13,4,0.46,0.58
"27053111200","Minneapolis-St. Paul-Bloomington, MN-WI",2016,213,6,1,0.97,0.67
"27053026613","Minneapolis-St. Paul-Bloomington, MN-WI",2016,360,2,0,0.19,0
"27053026015","Minneapolis-St. Paul-Bloomington, MN-WI",2016,388,11,4,0.98,1.46
"27053026505","Minneapolis-St. Paul-Bloomington, MN-WI",2016,414,9,1,0.75,0.34
"27053020200","Minneapolis-St. Paul-Bloomington, MN-WI",2016,1641,62,16,1.3,1.38
"27053102500","Minneapolis-St. Paul-Bloomington, MN-WI",2016,904,26,9,0.99,1.41
"27053012101","Minneapolis-St. Paul-Bloomington, MN-WI",2016,582,41,16,2.42,3.9
"27053102600","Minneapolis-St. Paul-Bloomington, MN-WI",2016,402,21,5,1.8,1.76
"27053023400","Minneapolis-St. Paul-Bloomington, MN-WI",2016,1559,23,5,0.51,0.45
"27053026022","Minneapolis-St. Paul-Bloomington, MN-WI",2016,118,1,0,0.29,0
"27053105700","Minneapolis-St. Paul-Bloomington, MN-WI",2016,1702,77,16,1.56,1.33
"27053022802","Minneapolis-St. Paul-Bloomington, MN-WI",2016,1197,7,1,0.2,0.12
"27053027001","Minneapolis-St. Paul-Bloomington, MN-WI",2016,127,3,0,0.81,0
"27053022101","Minneapolis-St. Paul-Bloomington, MN-WI",2016,650,18,5,0.95,1.09
"27053026402","Minneapolis-St. Paul-Bloomington, MN-WI",2016,1616,29,12,0.62,1.05
"27053020301","Minneapolis-St. Paul-Bloomington, MN-WI",2016,125,18,3,4.95,3.4
"27053111300","Minneapolis-St. Paul-Bloomington, MN-WI",2016,259,4,0,0.53,0
"27053105600","Minneapolis-St. Paul-Bloomington, MN-WI",2016,2498,53,14,0.73,0.79
"27053110000","Minneapolis-St. Paul-Bloomington, MN-WI",2016,223,4,3,0.62,1.91
"27053103700","Minneapolis-St. Paul-Bloomington, MN-WI",2016,1597,13,1,0.28,0.09
"27053109900","Minneapolis-St. Paul-Bloomington, MN-WI",2016,707,6,1,0.29,0.2
"27053026820","Minneapolis-St. Paul-Bloomington, MN-WI",2016,349,6,2,0.59,0.81
"27053020801","Minneapolis-St. Paul-Bloomington, MN-WI",2016,183,9,1,1.69,0.77
"27053021300","Minneapolis-St. Paul-Bloomington, MN-WI",2016,1107,32,11,0.99,1.41
"27053024801","Minneapolis-St. Paul-Bloomington, MN-WI",2016,244,11,2,1.55,1.16
"27053020400","Minneapolis-St. Paul-Bloomington, MN-WI",2016,859,53,21,2.12,3.46
"27053026512","Minneapolis-St. Paul-Bloomington, MN-WI",2016,871,7,1,0.28,0.16
"27053024300","Minneapolis-St. Paul-Bloomington, MN-WI",2016,1254,27,7,0.74,0.79
"27053002400","Minneapolis-St. Paul-Bloomington, MN-WI",2016,796,12,4,0.52,0.71
"27053108800","Minneapolis-St. Paul-Bloomington, MN-WI",2016,930,35,6,1.29,0.91
"27053110500","Minneapolis-St. Paul-Bloomington, MN-WI",2016,663,12,4,0.62,0.85
"27053026005","Minneapolis-St. Paul-Bloomington, MN-WI",2016,373,2,1,0.18,0.38
"27053026712","Minneapolis-St. Paul-Bloomington, MN-WI",2016,355,8,0,0.78,0
"27053109100","Minneapolis-St. Paul-Bloomington, MN-WI",2016,1457,15,5,0.35,0.49
"27053026101","Minneapolis-St. Paul-Bloomington, MN-WI",2016,127,0,0,0,0
"27053110900","Minneapolis-St. Paul-Bloomington, MN-WI",2016,249,6,0,0.83,0
"27053026908","Minneapolis-St. Paul-Bloomington, MN-WI",2016,100,6,1,2.06,1.42
"27053023501","Minneapolis-St. Paul-Bloomington, MN-WI",2016,649,11,1,0.58,0.22
"27053023700","Minneapolis-St. Paul-Bloomington, MN-WI",2016,113,0,0,0,0
"27053026207","Minneapolis-St. Paul-Bloomington, MN-WI",2016,654,24,3,1.26,0.65
"27053008100","Minneapolis-St. Paul-Bloomington, MN-WI",2016,1352,15,5,0.38,0.52
"27053026205","Minneapolis-St. Paul-Bloomington, MN-WI",2016,102,0,0,0,0
"27053025603","Minneapolis-St. Paul-Bloomington, MN-WI",2016,214,2,0,0.32,0
"27053011998","Minneapolis-St. Paul-Bloomington, MN-WI",2016,336,7,2,0.72,0.84
"27053107400","Minneapolis-St. Paul-Bloomington, MN-WI",2016,432,10,1,0.8,0.33
"27053012102","Minneapolis-St. Paul-Bloomington, MN-WI",2016,222,15,6,2.32,3.83
"27053026302","Minneapolis-St. Paul-Bloomington, MN-WI",2016,97,2,0,NA,NA
"27053105500","Minneapolis-St. Paul-Bloomington, MN-WI",2016,1337,9,2,0.23,0.21
"27053024700","Minneapolis-St. Paul-Bloomington, MN-WI",2016,225,10,2,1.53,1.26
"27053025302","Minneapolis-St. Paul-Bloomington, MN-WI",2016,889,12,1,0.46,0.16
"27053025701","Minneapolis-St. Paul-Bloomington, MN-WI",2016,1128,20,9,0.61,1.13
"27053111400","Minneapolis-St. Paul-Bloomington, MN-WI",2016,139,5,0,1.24,0
"27053022102","Minneapolis-St. Paul-Bloomington, MN-WI",2016,395,11,3,0.96,1.08
"27053026910","Minneapolis-St. Paul-Bloomington, MN-WI",2016,117,24,4,7.06,4.84
"27053000101","Minneapolis-St. Paul-Bloomington, MN-WI",2016,192,13,4,2.33,2.95
"27053111100","Minneapolis-St. Paul-Bloomington, MN-WI",2016,248,5,3,0.69,1.71
"27053020302","Minneapolis-St. Paul-Bloomington, MN-WI",2016,360,8,1,0.76,0.39
"27053009600","Minneapolis-St. Paul-Bloomington, MN-WI",2016,456,20,2,1.51,0.62
"27053002700","Minneapolis-St. Paul-Bloomington, MN-WI",2016,344,26,8,2.6,3.29
"27053107000","Minneapolis-St. Paul-Bloomington, MN-WI",2016,1685,25,4,0.51,0.34
"27053020101","Minneapolis-St. Paul-Bloomington, MN-WI",2016,78,0,0,NA,NA
"27053026818","Minneapolis-St. Paul-Bloomington, MN-WI",2016,480,27,7,1.94,2.07
"27053008200","Minneapolis-St. Paul-Bloomington, MN-WI",2016,1773,51,9,0.99,0.72
"27053026702","Minneapolis-St. Paul-Bloomington, MN-WI",2016,586,1,0,0.06,0
"27053023901","Minneapolis-St. Paul-Bloomington, MN-WI",2016,82,7,2,NA,NA
"27053026706","Minneapolis-St. Paul-Bloomington, MN-WI",2016,49,0,0,NA,NA
"27053024006","Minneapolis-St. Paul-Bloomington, MN-WI",2016,108,1,0,0.32,0
"27053027101","Minneapolis-St. Paul-Bloomington, MN-WI",2016,240,3,2,0.43,1.18
"27053027102","Minneapolis-St. Paul-Bloomington, MN-WI",2016,143,3,1,0.72,0.99
"27053025605","Minneapolis-St. Paul-Bloomington, MN-WI",2016,593,12,2,0.7,0.48
"27053021501","Minneapolis-St. Paul-Bloomington, MN-WI",2016,842,28,6,1.14,1.01
"27053026711","Minneapolis-St. Paul-Bloomington, MN-WI",2016,155,5,2,1.11,1.83
"27053106400","Minneapolis-St. Paul-Bloomington, MN-WI",2016,657,7,4,0.37,0.86
"27053026021","Minneapolis-St. Paul-Bloomington, MN-WI",2016,148,1,0,0.23,0
"27053008300","Minneapolis-St. Paul-Bloomington, MN-WI",2016,410,14,5,1.17,1.73
"27053101800","Minneapolis-St. Paul-Bloomington, MN-WI",2016,915,23,6,0.86,0.93
"27053026507","Minneapolis-St. Paul-Bloomington, MN-WI",2016,899,16,5,0.61,0.79
"27053109800","Minneapolis-St. Paul-Bloomington, MN-WI",2016,494,8,3,0.56,0.86
"27053022301","Minneapolis-St. Paul-Bloomington, MN-WI",2016,382,2,0,0.18,0
"27053026810","Minneapolis-St. Paul-Bloomington, MN-WI",2016,1185,94,25,2.73,2.99
"27053020903","Minneapolis-St. Paul-Bloomington, MN-WI",2016,111,8,2,2.48,2.55
"27053026606","Minneapolis-St. Paul-Bloomington, MN-WI",2016,446,3,0,0.23,0
"27053108700","Minneapolis-St. Paul-Bloomington, MN-WI",2016,430,12,5,0.96,1.65
"27053125900","Minneapolis-St. Paul-Bloomington, MN-WI",2016,846,33,9,1.34,1.51
"27053021400","Minneapolis-St. Paul-Bloomington, MN-WI",2016,227,7,1,1.06,0.62
"27053126100","Minneapolis-St. Paul-Bloomington, MN-WI",2016,1605,54,8,1.16,0.71
"27053107600","Minneapolis-St. Paul-Bloomington, MN-WI",2016,389,5,1,0.44,0.36
"27053104100","Minneapolis-St. Paul-Bloomington, MN-WI",2016,860,35,8,1.4,1.32
"27053026815","Minneapolis-St. Paul-Bloomington, MN-WI",2016,376,13,3,1.19,1.13
"27053024802","Minneapolis-St. Paul-Bloomington, MN-WI",2016,552,33,5,2.06,1.28
"27053026903","Minneapolis-St. Paul-Bloomington, MN-WI",2016,640,9,2,0.48,0.44
"27053104400","Minneapolis-St. Paul-Bloomington, MN-WI",2016,1046,6,3,0.2,0.41
"27053102900","Minneapolis-St. Paul-Bloomington, MN-WI",2016,245,15,8,2.11,4.63
"27053023801","Minneapolis-St. Paul-Bloomington, MN-WI",2016,258,2,2,0.27,1.1
"27053027002","Minneapolis-St. Paul-Bloomington, MN-WI",2016,373,10,4,0.92,1.52
"27053020700","Minneapolis-St. Paul-Bloomington, MN-WI",2016,230,23,6,3.44,3.7
"27053003300","Minneapolis-St. Paul-Bloomington, MN-WI",2016,432,34,9,2.71,2.95
"27053020304","Minneapolis-St. Paul-Bloomington, MN-WI",2016,326,19,6,2.01,2.61
"27053106600","Minneapolis-St. Paul-Bloomington, MN-WI",2016,621,7,2,0.39,0.46
"27053020102","Minneapolis-St. Paul-Bloomington, MN-WI",2016,316,10,3,1.09,1.35
"27053024100","Minneapolis-St. Paul-Bloomington, MN-WI",2016,440,4,0,0.31,0
"27053026605","Minneapolis-St. Paul-Bloomington, MN-WI",2016,140,3,1,0.74,1.01
"27053026104","Minneapolis-St. Paul-Bloomington, MN-WI",2016,859,19,4,0.76,0.66
"27053011704","Minneapolis-St. Paul-Bloomington, MN-WI",2016,144,0,0,0,0
"27053104800","Minneapolis-St. Paul-Bloomington, MN-WI",2016,3112,42,13,0.46,0.59
"27053020500","Minneapolis-St. Paul-Bloomington, MN-WI",2016,242,17,6,2.42,3.51
"27053026812","Minneapolis-St. Paul-Bloomington, MN-WI",2016,227,5,2,0.76,1.25
"27053026404","Minneapolis-St. Paul-Bloomington, MN-WI",2016,558,4,1,0.25,0.25
"27053106900","Minneapolis-St. Paul-Bloomington, MN-WI",2016,1191,20,3,0.58,0.36
"27053100700","Minneapolis-St. Paul-Bloomington, MN-WI",2016,255,50,12,6.75,6.67
"27053026514","Minneapolis-St. Paul-Bloomington, MN-WI",2016,1446,63,16,1.5,1.57
"27053021200","Minneapolis-St. Paul-Bloomington, MN-WI",2016,399,18,3,1.55,1.07
"27053023100","Minneapolis-St. Paul-Bloomington, MN-WI",2016,39,0,0,NA,NA
"27053025401","Minneapolis-St. Paul-Bloomington, MN-WI",2016,384,12,3,1.08,1.11
"27053103000","Minneapolis-St. Paul-Bloomington, MN-WI",2016,542,6,1,0.38,0.26
"27053027400","Minneapolis-St. Paul-Bloomington, MN-WI",2016,122,3,1,0.85,1.16
"27053025802","Minneapolis-St. Paul-Bloomington, MN-WI",2016,46,0,0,NA,NA
"27053102100","Minneapolis-St. Paul-Bloomington, MN-WI",2016,356,91,23,8.8,9.15
"27053002200","Minneapolis-St. Paul-Bloomington, MN-WI",2016,242,32,11,4.55,6.44
"27053109200","Minneapolis-St. Paul-Bloomington, MN-WI",2016,1530,13,3,0.29,0.28
"27053024903","Minneapolis-St. Paul-Bloomington, MN-WI",2016,376,27,3,2.47,1.13
"27053103900","Minneapolis-St. Paul-Bloomington, MN-WI",2016,1135,31,14,0.94,1.75
"27053026819","Minneapolis-St. Paul-Bloomington, MN-WI",2016,1671,156,40,3.21,3.39
"27053024200","Minneapolis-St. Paul-Bloomington, MN-WI",2016,139,0,0,0,0
"27053021503","Minneapolis-St. Paul-Bloomington, MN-WI",2016,932,19,5,0.7,0.76
"27053007801","Minneapolis-St. Paul-Bloomington, MN-WI",2016,555,13,1,0.81,0.26
"27053108600","Minneapolis-St. Paul-Bloomington, MN-WI",2016,515,13,2,0.87,0.55
"27053021002","Minneapolis-St. Paul-Bloomington, MN-WI",2016,424,5,1,0.41,0.33
"27053108000","Minneapolis-St. Paul-Bloomington, MN-WI",2016,1387,11,2,0.27,0.2
"27053025301","Minneapolis-St. Paul-Bloomington, MN-WI",2016,380,6,3,0.54,1.12
"27053026612","Minneapolis-St. Paul-Bloomington, MN-WI",2016,832,7,1,0.29,0.17
"27053105201","Minneapolis-St. Paul-Bloomington, MN-WI",2016,1744,13,1,0.26,0.08
"27053003800","Minneapolis-St. Paul-Bloomington, MN-WI",2016,2178,35,11,0.55,0.72
"27053105100","Minneapolis-St. Paul-Bloomington, MN-WI",2016,207,3,0,0.5,0
"27053024005","Minneapolis-St. Paul-Bloomington, MN-WI",2016,751,2,0,0.09,0
"27053027700","Minneapolis-St. Paul-Bloomington, MN-WI",2016,296,7,2,0.81,0.96
"27053026814","Minneapolis-St. Paul-Bloomington, MN-WI",2016,234,16,2,2.35,1.21
"27053021602","Minneapolis-St. Paul-Bloomington, MN-WI",2016,916,18,3,0.68,0.46
"27053023902","Minneapolis-St. Paul-Bloomington, MN-WI",2016,54,1,1,NA,NA
"27053022901","Minneapolis-St. Paul-Bloomington, MN-WI",2016,1755,9,1,0.18,0.08
"27053027601","Minneapolis-St. Paul-Bloomington, MN-WI",2016,434,12,3,0.95,0.98
"27053022700","Minneapolis-St. Paul-Bloomington, MN-WI",2016,690,18,3,0.9,0.62
"27053106200","Minneapolis-St. Paul-Bloomington, MN-WI",2016,1648,24,7,0.5,0.6
"27053024901","Minneapolis-St. Paul-Bloomington, MN-WI",2016,53,1,0,NA,NA
"27053025903","Minneapolis-St. Paul-Bloomington, MN-WI",2016,528,19,4,1.24,1.07
"27053000603","Minneapolis-St. Paul-Bloomington, MN-WI",2016,92,3,0,NA,NA
"27053009500","Minneapolis-St. Paul-Bloomington, MN-WI",2016,447,30,8,2.31,2.54
"27053026103","Minneapolis-St. Paul-Bloomington, MN-WI",2016,90,3,2,NA,NA
"27053125500","Minneapolis-St. Paul-Bloomington, MN-WI",2016,597,16,7,0.92,1.66
"27053110400","Minneapolis-St. Paul-Bloomington, MN-WI",2016,373,7,2,0.65,0.76
"27053026007","Minneapolis-St. Paul-Bloomington, MN-WI",2016,892,25,4,0.96,0.64
"27053109300","Minneapolis-St. Paul-Bloomington, MN-WI",2016,1106,25,3,0.78,0.38
"27053024902","Minneapolis-St. Paul-Bloomington, MN-WI",2016,203,7,3,1.19,2.09
"27053021601","Minneapolis-St. Paul-Bloomington, MN-WI",2016,331,11,4,1.14,1.71
"27053102300","Minneapolis-St. Paul-Bloomington, MN-WI",2016,472,58,18,4.23,5.4
"27053021505","Minneapolis-St. Paul-Bloomington, MN-WI",2016,744,31,8,1.43,1.52
"27053103400","Minneapolis-St. Paul-Bloomington, MN-WI",2016,947,41,14,1.49,2.09
"27053104000","Minneapolis-St. Paul-Bloomington, MN-WI",2016,1868,25,9,0.46,0.68
"27053026823","Minneapolis-St. Paul-Bloomington, MN-WI",2016,49,6,1,NA,NA
"27053023300","Minneapolis-St. Paul-Bloomington, MN-WI",2016,1387,51,10,1.27,1.02
"27053022000","Minneapolis-St. Paul-Bloomington, MN-WI",2016,351,3,0,0.29,0
"27053026201","Minneapolis-St. Paul-Bloomington, MN-WI",2016,99,2,0,NA,NA
"27053024500","Minneapolis-St. Paul-Bloomington, MN-WI",2016,77,1,0,NA,NA
"27053020303","Minneapolis-St. Paul-Bloomington, MN-WI",2016,187,13,3,2.39,2.27
"27053026019","Minneapolis-St. Paul-Bloomington, MN-WI",2016,2171,19,5,0.3,0.33
"27053026807","Minneapolis-St. Paul-Bloomington, MN-WI",2016,724,38,8,1.81,1.57
"27053000601","Minneapolis-St. Paul-Bloomington, MN-WI",2016,462,16,7,1.19,2.15
"27053025907","Minneapolis-St. Paul-Bloomington, MN-WI",2016,186,3,0,0.55,0
"27053023802","Minneapolis-St. Paul-Bloomington, MN-WI",2016,144,2,1,0.48,0.98
"27053026906","Minneapolis-St. Paul-Bloomington, MN-WI",2016,214,9,1,1.45,0.66
"27053110800","Minneapolis-St. Paul-Bloomington, MN-WI",2016,514,18,5,1.2,1.38
"27053023903","Minneapolis-St. Paul-Bloomington, MN-WI",2016,317,6,1,0.65,0.45
"27053021504","Minneapolis-St. Paul-Bloomington, MN-WI",2016,426,15,6,1.21,2
"27053026016","Minneapolis-St. Paul-Bloomington, MN-WI",2016,541,4,0,0.25,0
"27053104900","Minneapolis-St. Paul-Bloomington, MN-WI",2016,1878,45,16,0.82,1.21
"27053106700","Minneapolis-St. Paul-Bloomington, MN-WI",2016,2502,28,8,0.39,0.45
"27053024400","Minneapolis-St. Paul-Bloomington, MN-WI",2016,1159,15,2,0.45,0.24
"27053005902","Minneapolis-St. Paul-Bloomington, MN-WI",2016,1035,48,11,1.6,1.51
"27053022902","Minneapolis-St. Paul-Bloomington, MN-WI",2016,58,0,0,NA,NA
"27053100500","Minneapolis-St. Paul-Bloomington, MN-WI",2016,399,10,2,0.86,0.71
"27053125600","Minneapolis-St. Paul-Bloomington, MN-WI",2016,736,19,2,0.89,0.39
"27053109000","Minneapolis-St. Paul-Bloomington, MN-WI",2016,74,1,0,NA,NA
"27053026511","Minneapolis-St. Paul-Bloomington, MN-WI",2016,957,39,14,1.4,2.07
"27053026403","Minneapolis-St. Paul-Bloomington, MN-WI",2016,894,11,1,0.42,0.16
"27053023000","Minneapolis-St. Paul-Bloomington, MN-WI",2016,1152,68,14,2.03,1.72
"27053011703","Minneapolis-St. Paul-Bloomington, MN-WI",2016,237,4,0,0.58,0
"27053026822","Minneapolis-St. Paul-Bloomington, MN-WI",2016,284,11,2,1.33,1
"27053026714","Minneapolis-St. Paul-Bloomington, MN-WI",2016,892,14,1,0.54,0.16
"27053026816","Minneapolis-St. Paul-Bloomington, MN-WI",2016,573,32,11,1.92,2.72
"27053021001","Minneapolis-St. Paul-Bloomington, MN-WI",2016,838,27,8,1.11,1.35
"27053022200","Minneapolis-St. Paul-Bloomington, MN-WI",2016,621,6,1,0.33,0.23
"27053026809","Minneapolis-St. Paul-Bloomington, MN-WI",2016,1353,219,39,5.57,4.08
"27053025201","Minneapolis-St. Paul-Bloomington, MN-WI",2016,887,24,3,0.93,0.48
"27053026609","Minneapolis-St. Paul-Bloomington, MN-WI",2016,78,4,1,NA,NA
"27053024003","Minneapolis-St. Paul-Bloomington, MN-WI",2016,1235,17,2,0.47,0.23
"27053110100","Minneapolis-St. Paul-Bloomington, MN-WI",2016,323,7,1,0.75,0.44
"27053101600","Minneapolis-St. Paul-Bloomington, MN-WI",2016,676,66,17,3.36,3.56
"27053026708","Minneapolis-St. Paul-Bloomington, MN-WI",2016,239,1,0,0.14,0
"27053027504","Minneapolis-St. Paul-Bloomington, MN-WI",2016,85,1,0,NA,NA
"27053102000","Minneapolis-St. Paul-Bloomington, MN-WI",2016,293,20,5,2.35,2.42
"27053000102","Minneapolis-St. Paul-Bloomington, MN-WI",2016,533,46,9,2.97,2.39
"27053000300","Minneapolis-St. Paul-Bloomington, MN-WI",2016,221,21,9,3.27,5.77
"27053024600","Minneapolis-St. Paul-Bloomington, MN-WI",2016,768,10,2,0.45,0.37
"27053105400","Minneapolis-St. Paul-Bloomington, MN-WI",2016,1381,36,7,0.9,0.72
"27053025702","Minneapolis-St. Paul-Bloomington, MN-WI",2016,736,14,2,0.65,0.39
"27053026508","Minneapolis-St. Paul-Bloomington, MN-WI",2016,601,20,3,1.14,0.71
"27053100400","Minneapolis-St. Paul-Bloomington, MN-WI",2016,412,36,10,3.01,3.44
"27053025805","Minneapolis-St. Paul-Bloomington, MN-WI",2016,144,3,2,0.72,1.97
"27053025905","Minneapolis-St. Paul-Bloomington, MN-WI",2016,336,3,0,0.31,0
"27053020600","Minneapolis-St. Paul-Bloomington, MN-WI",2016,284,10,2,1.21,1
"27053001100","Minneapolis-St. Paul-Bloomington, MN-WI",2016,396,4,0,0.35,0
"27053027203","Minneapolis-St. Paul-Bloomington, MN-WI",2016,825,15,2,0.63,0.34
"27053027300","Minneapolis-St. Paul-Bloomington, MN-WI",2016,852,21,3,0.85,0.5
"27053008400","Minneapolis-St. Paul-Bloomington, MN-WI",2016,404,9,0,0.77,0
"27053025801","Minneapolis-St. Paul-Bloomington, MN-WI",2016,802,26,5,1.12,0.88
"27053026014","Minneapolis-St. Paul-Bloomington, MN-WI",2016,155,0,0,0,0
"27053106500","Minneapolis-St. Paul-Bloomington, MN-WI",2016,1067,16,4,0.52,0.53
"27053010600","Minneapolis-St. Paul-Bloomington, MN-WI",2016,236,3,1,0.44,0.6
"27053026715","Minneapolis-St. Paul-Bloomington, MN-WI",2016,400,10,1,0.86,0.35
"27053103600","Minneapolis-St. Paul-Bloomington, MN-WI",2016,560,6,2,0.37,0.51
"27053026716","Minneapolis-St. Paul-Bloomington, MN-WI",2016,67,0,0,NA,NA
"27053108900","Minneapolis-St. Paul-Bloomington, MN-WI",2016,143,2,1,0.48,0.99
"27053025100","Minneapolis-St. Paul-Bloomington, MN-WI",2016,864,37,9,1.47,1.48
"27053109400","Minneapolis-St. Paul-Bloomington, MN-WI",2016,290,10,1,1.19,0.49
"27053026710","Minneapolis-St. Paul-Bloomington, MN-WI",2016,849,12,6,0.49,1
"27053022302","Minneapolis-St. Paul-Bloomington, MN-WI",2016,709,10,5,0.49,1
"27053107500","Minneapolis-St. Paul-Bloomington, MN-WI",2016,301,4,1,0.46,0.47
"27053023600","Minneapolis-St. Paul-Bloomington, MN-WI",2016,121,0,0,0,0
"27053026509","Minneapolis-St. Paul-Bloomington, MN-WI",2016,46,3,0,NA,NA
"27053027202","Minneapolis-St. Paul-Bloomington, MN-WI",2016,250,3,0,0.41,0
