"GEOID","REGION","Year","Renters","Eviction_Filings","Evictions","Eviction_Filings_RR","Evictions_RR"
"09009184200","New Haven-Milford, CT",2016,601,21,14,0.78,0.65
"09009120200","New Haven-Milford, CT",2016,1614,10,7,0.14,0.12
"09009141500","New Haven-Milford, CT",2016,1831,159,137,1.94,2.09
"09009176000","New Haven-Milford, CT",2016,129,8,8,1.39,1.74
"09009125200","New Haven-Milford, CT",2016,1365,12,12,0.2,0.25
"09009352702","New Haven-Milford, CT",2016,985,67,53,1.52,1.51
"09009165200","New Haven-Milford, CT",2016,286,5,3,0.39,0.29
"09009351900","New Haven-Milford, CT",2016,187,7,7,0.84,1.05
"09009142603","New Haven-Milford, CT",2016,1989,59,50,0.66,0.7
"09009150600","New Haven-Milford, CT",2016,345,8,8,0.52,0.65
"09009175300","New Haven-Milford, CT",2016,485,16,11,0.74,0.63
"09009350400","New Haven-Milford, CT",2016,607,95,75,3.5,3.46
"09009165100","New Haven-Milford, CT",2016,402,13,9,0.72,0.63
"09009190100","New Haven-Milford, CT",2016,551,7,7,0.28,0.36
"09009180300","New Haven-Milford, CT",2016,543,27,21,1.11,1.08
"09009150500","New Haven-Milford, CT",2016,293,10,9,0.76,0.86
"09009170400","New Haven-Milford, CT",2016,331,19,17,1.29,1.44
"09009171300","New Haven-Milford, CT",2016,553,15,14,0.61,0.71
"09009154800","New Haven-Milford, CT",2016,214,9,8,0.94,1.05
"09009150100","New Haven-Milford, CT",2016,1176,24,15,0.46,0.36
"09009125100","New Haven-Milford, CT",2016,156,3,1,0.43,0.18
"10001042202","Dover, DE",2016,420,260,57,3.41,2.24
"10001040100","Dover, DE",2016,348,31,13,0.49,0.62
"10001042201","Dover, DE",2016,1217,290,98,1.31,1.33
"10001041801","Dover, DE",2016,831,180,74,1.19,1.47
"10001041200","Dover, DE",2016,611,210,66,1.89,1.79
"10001042900","Dover, DE",2016,236,18,7,0.42,0.49
"10001040501","Dover, DE",2016,561,215,69,2.11,2.03
"10001041802","Dover, DE",2016,525,41,17,0.43,0.54
"10001990000","Dover, DE",2016,0,0,0,NA,NA
"10001041500","Dover, DE",2016,595,185,76,1.71,2.11
"10001041400","Dover, DE",2016,1009,195,78,1.07,1.28
"10001043300","Dover, DE",2016,990,168,62,0.94,1.04
"10001040201","Dover, DE",2016,558,112,34,1.11,1.01
"10001042500","Dover, DE",2016,849,124,24,0.8,0.47
"10001043400","Dover, DE",2016,557,97,29,0.96,0.86
"10001042800","Dover, DE",2016,627,89,51,0.78,1.34
"10001042000","Dover, DE",2016,205,4,4,0.11,0.32
"10001043202","Dover, DE",2016,475,72,26,0.84,0.9
"10001041900","Dover, DE",2016,331,37,16,0.62,0.8
"10001043000","Dover, DE",2016,894,99,40,0.61,0.74
"10001041701","Dover, DE",2016,583,34,14,0.32,0.4
"10001040502","Dover, DE",2016,213,61,26,1.58,2.02
"10001042100","Dover, DE",2016,294,19,10,0.36,0.56
"10001040900","Dover, DE",2016,786,111,19,0.78,0.4
"10001043100","Dover, DE",2016,187,7,3,0.21,0.27
"10001041600","Dover, DE",2016,174,29,14,0.92,1.33
"10001041100","Dover, DE",2016,1143,14,7,0.07,0.1
"10001041000","Dover, DE",2016,1445,362,95,1.38,1.09
"10001041300","Dover, DE",2016,628,126,44,1.11,1.16
"10001040700","Dover, DE",2016,723,64,31,0.49,0.71
"10001041702","Dover, DE",2016,247,31,21,0.69,1.41
"10001040203","Dover, DE",2016,630,104,24,0.91,0.63
"10001040202","Dover, DE",2016,732,172,38,1.29,0.86
"10003011202","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,95,22,6,NA,NA
"10003014808","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,780,118,41,1.42,1.93
"10003010502","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,874,66,25,0.71,1.05
"10003013000","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,103,7,5,0.64,1.78
"10003014903","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,649,290,53,4.19,3
"10003013604","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,214,33,6,1.44,1.03
"10003014300","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,396,25,11,0.59,1.02
"10003011204","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,274,36,6,1.23,0.8
"10003010702","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,1194,280,107,2.2,3.29
"10003014906","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,845,248,60,2.75,2.6
"10003016000","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,347,93,30,2.51,3.17
"10003013300","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,62,0,0,NA,NA
"10003016602","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,107,17,2,1.49,0.69
"10003013100","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,271,17,6,0.59,0.81
"10003015000","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,786,99,32,1.18,1.49
"10003012000","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,455,67,23,1.38,1.85
"10003013904","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,1644,189,53,1.08,1.18
"10003014909","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,1090,167,43,1.44,1.45
"10003002500","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,385,85,38,2.07,3.62
"10003010400","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,631,180,35,2.67,2.03
"10003000602","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,597,186,79,2.92,4.85
"10003014908","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,709,87,22,1.15,1.14
"10003015200","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,546,290,77,4.98,5.17
"10003012400","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,517,68,25,1.23,1.77
"10003014810","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,682,240,72,3.3,3.87
"10003000300","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,442,95,36,2.01,2.99
"10003002400","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,1148,172,66,1.4,2.11
"10003011201","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,310,19,6,0.57,0.71
"10003013607","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,873,21,3,0.23,0.13
"10003013615","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,441,27,10,0.57,0.83
"10003014403","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,853,124,48,1.36,2.06
"10003014904","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,968,74,20,0.72,0.76
"10003001400","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,493,41,14,0.78,1.04
"10003001100","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,1610,62,21,0.36,0.48
"10003013901","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,329,112,16,3.19,1.78
"10003015502","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,369,69,31,1.75,3.08
"10003014809","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,755,112,23,1.39,1.12
"10003002300","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,716,175,77,2.29,3.94
"10003001902","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,591,78,29,1.24,1.8
"10003014402","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,759,40,19,0.49,0.92
"10003012300","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,566,89,33,1.47,2.14
"10003011203","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,914,77,28,0.79,1.12
"10003013700","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,731,139,50,1.78,2.51
"10003011100","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,181,6,0,0.31,0
"10003010101","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,1547,372,87,2.25,2.06
"10003002200","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,548,125,57,2.14,3.82
"10003014702","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,97,8,2,NA,NA
"10003014404","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,405,4,0,0.09,0
"10003014706","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,601,106,38,1.65,2.32
"10003016804","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,200,11,4,0.52,0.73
"10003001600","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,782,204,95,2.44,4.46
"10003011900","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,150,19,5,1.19,1.22
"10003016601","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,1018,93,21,0.86,0.76
"10003015600","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,160,27,12,1.58,2.75
"10003016801","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,210,8,6,0.36,1.05
"10003016608","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,69,5,1,NA,NA
"10003013614","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,512,154,47,2.82,3.37
"10003000500","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,721,158,72,2.05,3.66
"10003011205","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,33,3,2,NA,NA
"10003016302","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,470,45,17,0.9,1.33
"10003013611","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,1159,99,43,0.8,1.36
"10003016901","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,102,7,2,0.64,0.72
"10003013200","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,265,29,7,1.03,0.97
"10003000200","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,788,288,84,3.42,3.91
"10003011400","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,204,2,0,0.09,0
"10003014907","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,475,77,27,1.52,2.08
"10003011000","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,72,5,1,NA,NA
"10003016100","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,199,12,3,0.56,0.55
"10003010200","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,54,5,3,NA,NA
"10003013612","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,214,3,2,0.13,0.34
"10003001300","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,292,5,1,0.16,0.13
"10003013800","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,1064,23,8,0.2,0.28
"10003015100","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,235,16,7,0.64,1.09
"10003014703","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,805,121,31,1.41,1.41
"10003012100","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,452,73,18,1.51,1.46
"10003001200","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,359,7,3,0.18,0.31
"10003003002","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,400,105,31,2.46,2.84
"10003011600","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,254,9,5,0.33,0.72
"10003010900","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,67,2,0,NA,NA
"10003014705","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,605,60,18,0.93,1.09
"10003014100","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,605,170,33,2.63,2
"10003013501","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,437,2,1,0.04,0.08
"10003014200","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,84,1,0,NA,NA
"10003014807","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,1008,203,41,1.89,1.49
"10003011700","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,246,3,0,0.11,0
"10003990100","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,0,0,0,NA,NA
"10003002100","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,652,144,58,2.07,3.26
"10003014501","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,832,8,0,0.09,0
"10003011500","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,179,7,1,0.37,0.2
"10003012700","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,478,92,27,1.8,2.07
"10003000400","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,882,83,32,0.88,1.33
"10003011300","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,197,6,1,0.29,0.19
"10003000900","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,592,210,95,3.32,5.89
"10003015900","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,153,6,2,0.37,0.48
"10003012900","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,880,267,92,2.84,3.83
"10003013503","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,224,6,1,0.25,0.16
"10003010300","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,270,36,14,1.25,1.9
"10003013608","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,192,89,16,4.34,3.06
"10003014805","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,173,16,5,0.87,1.06
"10003013903","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,102,12,2,1.1,0.72
"10003016401","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,82,59,12,NA,NA
"10003012200","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,553,134,38,2.27,2.52
"10003011800","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,802,35,9,0.41,0.41
"10003016404","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,266,22,2,0.77,0.28
"10003002600","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,667,167,72,2.35,3.96
"10003016305","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,1253,339,129,2.53,3.78
"10003016604","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,807,167,49,1.94,2.23
"10003012500","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,662,63,25,0.89,1.39
"10003014803","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,504,49,11,0.91,0.8
"10003013400","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,190,21,6,1.04,1.16
"10003013610","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,579,8,2,0.13,0.13
"10003013506","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,33,2,0,NA,NA
"10003010104","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,1050,271,39,2.42,1.36
"10003001500","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,685,71,22,0.97,1.18
"10003000601","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,320,84,34,2.46,3.9
"10003002700","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,469,135,53,2.7,4.15
"10003014000","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,1326,413,78,2.92,2.16
"10003015802","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,158,28,11,1.66,2.55
"10003013505","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,47,1,0,NA,NA
"10003016904","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,78,4,1,NA,NA
"10003013613","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,449,19,9,0.4,0.74
"10003014502","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,1252,21,9,0.16,0.26
"10003002800","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,781,167,69,2,3.24
"10003012600","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,122,9,3,0.69,0.9
"10003016301","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,527,161,32,2.86,2.23
"10003010800","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,563,24,9,0.4,0.59
"10003011206","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,154,2,1,0.12,0.24
"10003015400","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,321,57,21,1.66,2.4
"10003016200","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,599,54,19,0.84,1.16
"10003002900","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,1325,206,100,1.46,2.77
"10003980100","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,0,0,0,NA,NA
"34005700401","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,105,9,0,0.8,0
"34005700501","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,678,222,0,3.07,0
"34005703804","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,110,2,0,0.17,0
"34005703802","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,771,37,0,0.45,0
"34005702203","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,570,55,0,0.9,0
"34005700307","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,17,0,0,NA,NA
"34005704600","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,440,108,0,2.3,0
"34005700103","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,468,70,0,1.4,0
"34005700402","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,121,4,0,0.31,0
"34005700305","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,87,4,0,NA,NA
"34005700303","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,337,64,0,1.78,0
"34005704004","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,837,53,0,0.59,0
"34005702208","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,251,17,0,0.63,0
"34005701402","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,52,1,0,NA,NA
"34005702300","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,229,57,0,2.33,0
"34005700405","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,163,16,0,0.92,0
"34005704302","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,108,5,0,0.43,0
"34005700407","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,2563,644,0,2.35,0
"34005702913","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,925,43,0,0.44,0
"34005982111","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,132,1,0,0.07,0
"34005702802","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,103,23,0,2.09,0
"34005703803","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,93,3,0,NA,NA
"34005704013","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,62,6,0,NA,NA
"34005700504","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,358,21,0,0.55,0
"34005701201","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,238,16,0,0.63,0
"34005701104","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,604,178,1,2.76,0.06
"34005704012","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,387,18,1,0.44,0.09
"34005704007","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,470,18,0,0.36,0
"34005700502","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,213,10,0,0.44,0
"34005701700","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,958,42,0,0.41,0
"34005700605","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,389,73,0,1.76,0
"34005702700","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,305,14,0,0.43,0
"34005704801","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,592,12,1,0.19,0.06
"34005702909","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,263,9,0,0.32,0
"34005700603","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,962,365,0,3.55,0
"34005703104","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,239,13,0,0.51,0
"34005703202","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,106,5,0,0.44,0
"34005701303","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,222,11,0,0.46,0
"34005704009","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,930,120,0,1.21,0
"34005702209","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,175,19,0,1.02,0
"34005704500","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,735,126,0,1.61,0
"34005701502","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,590,68,0,1.08,0
"34005702915","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,502,47,0,0.88,0
"34005702207","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,437,71,0,1.52,0
"34005702914","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,140,7,0,0.47,0
"34005703103","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,1054,263,0,2.34,0
"34005702805","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,125,34,0,2.55,0
"34005702804","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,75,10,0,NA,NA
"34005702807","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,508,204,0,3.76,0
"34005702803","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,126,24,0,1.78,0
"34005700505","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,313,5,0,0.15,0
"34005702808","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,126,28,0,2.08,0
"34005702809","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,195,137,0,6.58,0
"34005700602","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,215,13,0,0.57,0
"34005702204","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,310,102,0,3.08,0
"34005700200","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,267,27,1,0.95,0.14
"34005702210","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,494,46,0,0.87,0
"34005702206","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,170,15,0,0.83,0
"34005702810","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,35,9,0,NA,NA
"34005702811","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,57,7,0,NA,NA
"34005700408","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,1111,92,1,0.78,0.03
"34005702400","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,124,3,0,0.23,0
"34005700304","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,62,4,0,NA,NA
"34005700102","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,203,20,0,0.92,0
"34005701203","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,282,66,0,2.19,0
"34005700503","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,298,9,0,0.28,0
"34005702918","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,171,6,0,0.33,0
"34005701103","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,305,65,0,2,0
"34005700900","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,351,49,0,1.31,0
"34005700701","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,412,71,0,1.61,0
"34005701205","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,373,56,0,1.41,0
"34005702907","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,52,1,0,NA,NA
"34005704700","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,264,8,0,0.28,0
"34005704008","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,629,28,0,0.42,0
"34005702917","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,111,27,0,2.28,0
"34005701204","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,696,130,0,1.75,0
"34005701105","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,513,148,0,2.7,0
"34005703000","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,250,23,0,0.86,0
"34005704006","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,149,4,0,0.25,0
"34005703201","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,176,22,0,1.17,0
"34005704014","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,487,37,0,0.71,0
"34005702603","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,490,109,0,2.08,0
"34005700702","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,416,31,0,0.7,0
"34005700800","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,369,42,0,1.07,0
"34005703600","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,183,9,0,0.46,0
"34005700306","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,32,3,0,NA,NA
"34005702601","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,358,73,0,1.91,0
"34005700703","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,334,39,0,1.09,0
"34005703203","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,172,7,0,0.38,0
"34005700104","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,281,30,0,1,0
"34005704200","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,504,49,0,0.91,0
"34005703900","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,102,1,0,0.09,0
"34005701001","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,1149,428,0,3.49,0
"34005702906","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,37,9,0,NA,NA
"34005702101","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,1230,17,0,0.13,0
"34005704802","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,220,3,0,0.13,0
"34005701301","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,661,71,0,1.01,0
"34005703102","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,108,3,0,0.26,0
"34005702806","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,159,37,0,2.18,0
"34005701102","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,425,26,0,0.57,0
"34005701401","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,186,9,0,0.45,0
"34005702910","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,380,15,0,0.37,0
"34005703700","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2016,111,15,0,1.27,0
